-599.298 -1.653801	-597.7474 -2.771311	-597.6655 -2.788265	-597.5344 -2.790715	-597.4374 -2.789397	-597.3356 -2.786986	-597.2189 -2.788252	-597.1261 -2.787803	-597.03 -2.781114	-596.8622 -2.771905	-596.8051 -2.78328	-596.7402 -2.770526	-596.6036 -2.771272	-596.5563 -2.764036	-596.4149 -2.756657	-596.3069 -2.762052	-596.2453 -2.757048	-596.1139 -2.757586	-596.0181 -2.750449	-595.9407 -2.748486	-595.8276 -2.757396	-595.7334 -2.74536	-595.6572 -2.743591	-595.5521 -2.741629	-595.4573 -2.741094	-595.3486 -2.735163	-595.2262 -2.734447	-595.134 -2.730554	-595.043 -2.728738	-594.9383 -2.73304	-594.8634 -2.738664	-594.718 -2.731726	-594.6573 -2.729044	-594.537 -2.728534	-594.4552 -2.726408	-594.3627 -2.729556	-594.2339 -2.725904	-594.1686 -2.727738	-594.0255 -2.724012	-593.9444 -2.727397	-593.8537 -2.739281	-593.7862 -2.726831	-593.6031 -2.724331	-593.5024 -2.723278	-593.3879 -2.724531
-589.8534 -1.484835	-589.976 -2.459893	-590.0858 -2.484098	-590.2051 -2.491315	-590.2588 -2.491592	-590.3331 -2.495372	-590.4917 -2.494835	-590.5591 -2.497726	-590.6978 -2.496771	-590.7552 -2.492187	-590.8294 -2.493899	-590.9811 -2.491707	-591.0941 -2.49825	-591.1365 -2.493499	-591.2843 -2.490761	-591.3506 -2.491705	-591.5061 -2.490416	-591.5822 -2.499503	-591.696 -2.496012	-591.7845 -2.492556	-591.8629 -2.492677	-592.0061 -2.496222	-592.0836 -2.497086	-592.1539 -2.498141	-592.2672 -2.500011	-592.3904 -2.492566	-592.4576 -2.500969	-592.5776 -2.499395	-592.7023 -2.49942	-592.7563 -2.502104	-592.9467 -2.501552	-592.9557 -2.508988	-593.1329 -2.508294	-593.1735 -2.511946	-593.3278 -2.51331	-593.4102 -2.515534	-593.4684 -2.516784	-593.6182 -2.518889	-593.6579 -2.518798	-593.8107 -2.524614	-593.8706 -2.519537	-593.9762 -2.524807	-594.0709 -2.53023	-594.2062 -2.530193	-594.2311 -2.533866
-588.8517 -1.471817	-588.9763 -2.439048	-589.0724 -2.461522	-589.2146 -2.468623	-589.2554 -2.467732	-589.3369 -2.473444	-589.4799 -2.473331	-589.5765 -2.474803	-589.6837 -2.47479	-589.75 -2.470358	-589.8284 -2.471891	-589.9963 -2.470544	-590.0891 -2.475679	-590.1481 -2.469681	-590.2687 -2.468512	-590.3617 -2.46951	-590.52 -2.469944	-590.5695 -2.476798	-590.6948 -2.473492	-590.782 -2.470905	-590.8603 -2.471225	-590.9977 -2.474641	-591.0787 -2.474139	-591.1605 -2.475215	-591.2594 -2.477381	-591.3826 -2.470839	-591.4747 -2.478619	-591.5558 -2.476234	-591.674 -2.475966	-591.7552 -2.477725	-591.9344 -2.47833	-591.9324 -2.48734	-592.1322 -2.484009	-592.1766 -2.487798	-592.2909 -2.490302	-592.3954 -2.493775	-592.4893 -2.493067	-592.626 -2.494394	-592.6773 -2.495557	-592.799 -2.499649	-592.889 -2.497414	-592.9626 -2.500566	-593.0698 -2.506801	-593.2256 -2.506925	-593.2301 -2.510997
-587.8575 -1.461094	-587.9946 -2.418974	-588.1073 -2.440507	-588.2256 -2.445893	-588.2762 -2.445075	-588.3504 -2.45329	-588.4919 -2.452878	-588.6063 -2.453677	-588.6747 -2.454499	-588.7535 -2.448298	-588.8513 -2.45135	-588.9862 -2.449133	-589.0684 -2.453152	-589.1621 -2.448429	-589.2943 -2.446485	-589.3716 -2.448141	-589.5096 -2.448237	-589.5468 -2.454107	-589.674 -2.45024	-589.7863 -2.450016	-589.8788 -2.451902	-589.9977 -2.452853	-590.0765 -2.451709	-590.1537 -2.452879	-590.2434 -2.455732	-590.3888 -2.45008	-590.4952 -2.457542	-590.5708 -2.454176	-590.6766 -2.453521	-590.7443 -2.455456	-590.9107 -2.459164	-590.9555 -2.465659	-591.1094 -2.461161	-591.1676 -2.465497	-591.2588 -2.468554	-591.3796 -2.473173	-591.4778 -2.469298	-591.6041 -2.471007	-591.6599 -2.473119	-591.7729 -2.477792	-591.8884 -2.476598	-591.9527 -2.477972	-592.0901 -2.4835	-592.2134 -2.482591	-592.2491 -2.48942
-586.8698 -1.448787	-586.992 -2.396837	-587.1308 -2.41929	-587.2165 -2.423388	-587.3023 -2.42206	-587.3755 -2.432204	-587.5052 -2.430421	-587.6166 -2.432604	-587.6957 -2.432562	-587.7852 -2.426031	-587.8782 -2.431837	-588.0055 -2.428359	-588.0787 -2.431385	-588.1834 -2.426892	-588.3105 -2.426188	-588.3846 -2.429024	-588.5111 -2.42806	-588.5503 -2.431787	-588.6525 -2.428589	-588.7905 -2.430645	-588.8887 -2.431623	-588.9879 -2.431345	-589.0887 -2.430604	-589.1579 -2.430368	-589.2488 -2.434465	-589.3878 -2.430414	-589.4946 -2.43536	-589.5724 -2.432017	-589.6962 -2.431968	-589.784 -2.434152	-589.9037 -2.438678	-589.9736 -2.444244	-590.0914 -2.440229	-590.1588 -2.443475	-590.2557 -2.447994	-590.3737 -2.45241	-590.4948 -2.447064	-590.5784 -2.448888	-590.666 -2.450326	-590.7739 -2.457821	-590.8746 -2.457162	-590.982 -2.456712	-591.0887 -2.461035	-591.1829 -2.460473	-591.2424 -2.468531
-585.8817 -1.437104	-586.0063 -2.375629	-586.1155 -2.396041	-586.229 -2.400833	-586.3187 -2.401817	-586.3836 -2.41182	-586.4992 -2.407363	-586.6294 -2.410991	-586.6926 -2.411617	-586.7896 -2.405547	-586.8848 -2.411033	-587.0197 -2.406503	-587.0739 -2.410323	-587.1913 -2.404408	-587.3187 -2.405832	-587.3919 -2.408816	-587.514 -2.407559	-587.5566 -2.409906	-587.6727 -2.408091	-587.7915 -2.413168	-587.9098 -2.412298	-587.9958 -2.411048	-588.1245 -2.411279	-588.1848 -2.409358	-588.2658 -2.414845	-588.417 -2.409105	-588.4871 -2.414449	-588.5746 -2.410879	-588.6797 -2.412299	-588.7944 -2.4133	-588.9083 -2.418372	-588.9824 -2.423437	-589.0721 -2.419238	-589.1579 -2.421582	-589.2516 -2.428335	-589.3938 -2.432097	-589.5148 -2.425357	-589.5605 -2.42847	-589.706 -2.42913	-589.7674 -2.438728	-589.8979 -2.437046	-590.003 -2.435974	-590.0821 -2.43845	-590.1772 -2.440116	-590.2661 -2.447919
-584.8766 -1.42524	-585.0171 -2.35529	-585.1227 -2.375831	-585.2382 -2.380355	-585.3221 -2.383664	-585.3976 -2.391659	-585.5067 -2.385289	-585.6123 -2.389672	-585.7101 -2.389687	-585.7921 -2.385808	-585.8929 -2.390308	-586.0066 -2.384318	-586.0603 -2.388358	-586.2071 -2.383188	-586.3277 -2.385456	-586.4099 -2.388062	-586.515 -2.386503	-586.5583 -2.388345	-586.6716 -2.387717	-586.8093 -2.392446	-586.9282 -2.391379	-587.0032 -2.389896	-587.1296 -2.390378	-587.1846 -2.388469	-587.2866 -2.394632	-587.4327 -2.388676	-587.4918 -2.393347	-587.6043 -2.389357	-587.713 -2.392805	-587.825 -2.39493	-587.9216 -2.399121	-588.0289 -2.403451	-588.0698 -2.398447	-588.1798 -2.40162	-588.2728 -2.409413	-588.4131 -2.412507	-588.5177 -2.406753	-588.5547 -2.407835	-588.7079 -2.40931	-588.7673 -2.420159	-588.8847 -2.415723	-589.0044 -2.416486	-589.0553 -2.416442	-589.1735 -2.420833	-589.2618 -2.427975
-583.8969 -1.41264	-584.0347 -2.334608	-584.1352 -2.354716	-584.2274 -2.360367	-584.343 -2.365345	-584.4083 -2.371494	-584.5228 -2.364082	-584.6134 -2.367485	-584.7335 -2.36833	-584.7827 -2.366648	-584.9087 -2.370253	-585.0181 -2.363872	-585.0791 -2.366574	-585.2126 -2.363534	-585.3239 -2.366043	-585.4177 -2.367723	-585.5234 -2.366878	-585.5723 -2.369024	-585.6774 -2.368447	-585.8274 -2.372744	-585.9144 -2.370773	-585.9857 -2.368225	-586.1239 -2.369256	-586.188 -2.36887	-586.3011 -2.374509	-586.4369 -2.369714	-586.4818 -2.371728	-586.5985 -2.368771	-586.7075 -2.373528	-586.8423 -2.3754	-586.9548 -2.376605	-587.0375 -2.383497	-587.0724 -2.377581	-587.1945 -2.38162	-587.3293 -2.390145	-587.4423 -2.392953	-587.5219 -2.388441	-587.576 -2.387375	-587.7634 -2.39035	-587.796 -2.400056	-587.8997 -2.395864	-588.0209 -2.39705	-588.0607 -2.396552	-588.187 -2.402308	-588.2445 -2.408893
-582.9088 -1.400269	-583.0501 -2.313866	-583.1348 -2.333197	-583.2301 -2.341086	-583.3258 -2.346284	-583.4122 -2.351131	-583.5054 -2.344623	-583.5941 -2.347071	-583.7537 -2.348487	-583.7771 -2.347141	-583.9033 -2.349559	-584.0249 -2.343617	-584.1014 -2.345519	-584.2194 -2.344117	-584.3297 -2.346511	-584.4414 -2.347447	-584.5089 -2.345922	-584.5812 -2.349405	-584.6995 -2.349918	-584.8377 -2.352037	-584.9451 -2.351414	-584.9952 -2.348171	-585.1377 -2.349343	-585.2004 -2.351047	-585.3061 -2.355392	-585.4384 -2.349358	-585.4764 -2.351896	-585.5856 -2.350349	-585.6845 -2.354986	-585.7921 -2.355682	-585.9642 -2.357244	-586.0253 -2.362286	-586.0842 -2.35636	-586.2101 -2.36233	-586.343 -2.370135	-586.4514 -2.372768	-586.532 -2.368196	-586.582 -2.366897	-586.7706 -2.372228	-586.8293 -2.380315	-586.9227 -2.375637	-587.0236 -2.376298	-587.0579 -2.3769	-587.2046 -2.383886	-587.2753 -2.389932
-581.9111 -1.387751	-582.0488 -2.293074	-582.1474 -2.31411	-582.2374 -2.32249	-582.3436 -2.326125	-582.4292 -2.330939	-582.5093 -2.324728	-582.5891 -2.327959	-582.7738 -2.329938	-582.8086 -2.327251	-582.9268 -2.329451	-583.0153 -2.324124	-583.1065 -2.32473	-583.2195 -2.32626	-583.3416 -2.327354	-583.4488 -2.327383	-583.5081 -2.324642	-583.6068 -2.329871	-583.6918 -2.331736	-583.8597 -2.332347	-583.9307 -2.332476	-584.0138 -2.327641	-584.1287 -2.328579	-584.2113 -2.33323	-584.3212 -2.335199	-584.4235 -2.329677	-584.4869 -2.332119	-584.5983 -2.331237	-584.7069 -2.335786	-584.7979 -2.336097	-584.9583 -2.338275	-585.0297 -2.342292	-585.1108 -2.337156	-585.2339 -2.34513	-585.358 -2.350806	-585.4459 -2.352912	-585.5137 -2.348356	-585.6045 -2.347663	-585.7338 -2.354479	-585.8391 -2.361084	-585.88 -2.356	-586.012 -2.355664	-586.0724 -2.358767	-586.2213 -2.364276	-586.2689 -2.370124
-580.9097 -1.374702	-581.0314 -2.272092	-581.1619 -2.294423	-581.2259 -2.30332	-581.3523 -2.30685	-581.4235 -2.31108	-581.5111 -2.304439	-581.5959 -2.309896	-581.7759 -2.312063	-581.8296 -2.306396	-581.9274 -2.309764	-582.0188 -2.304705	-582.1188 -2.306705	-582.1925 -2.308501	-582.3692 -2.307952	-582.4651 -2.308368	-582.5098 -2.30534	-582.6169 -2.312148	-582.6912 -2.313277	-582.8549 -2.313499	-582.9199 -2.313622	-583.0215 -2.307847	-583.1309 -2.310489	-583.2136 -2.315111	-583.3142 -2.315269	-583.4072 -2.310816	-583.5011 -2.313334	-583.6028 -2.313482	-583.7235 -2.316708	-583.7808 -2.316398	-583.9688 -2.318401	-583.9993 -2.323326	-584.1208 -2.319388	-584.2205 -2.326322	-584.3496 -2.33104	-584.4438 -2.333247	-584.5287 -2.327991	-584.6176 -2.330042	-584.7396 -2.336064	-584.8541 -2.342681	-584.8943 -2.337114	-585.0262 -2.336894	-585.1072 -2.341966	-585.2296 -2.345759	-585.2507 -2.350947
-579.8787 -1.362089	-579.9953 -2.252126	-580.1509 -2.276343	-580.235 -2.283723	-580.3511 -2.287455	-580.4252 -2.291538	-580.488 -2.284455	-580.6061 -2.292394	-580.762 -2.292543	-580.8515 -2.286831	-580.9053 -2.289517	-581.0292 -2.284934	-581.1183 -2.289771	-581.1872 -2.288869	-581.3657 -2.28803	-581.4697 -2.288236	-581.5114 -2.28609	-581.661 -2.293737	-581.7148 -2.294904	-581.8693 -2.293541	-581.9196 -2.293816	-582.049 -2.289802	-582.1398 -2.293874	-582.2176 -2.296031	-582.3414 -2.296091	-582.4202 -2.29038	-582.5087 -2.29529	-582.6055 -2.295939	-582.7391 -2.29831	-582.7692 -2.297918	-582.9412 -2.300439	-582.9905 -2.304253	-583.1234 -2.302622	-583.2208 -2.307217	-583.3223 -2.310721	-583.4429 -2.313766	-583.5499 -2.308793	-583.6293 -2.312482	-583.7051 -2.317389	-583.8661 -2.323474	-583.8965 -2.317414	-584.0378 -2.318857	-584.1002 -2.324076	-584.2164 -2.327135	-584.2811 -2.331699
-578.8583 -1.349239	-578.9728 -2.233261	-579.1478 -2.258816	-579.252 -2.264809	-579.3578 -2.268412	-579.4091 -2.272071	-579.4922 -2.265457	-579.6181 -2.274256	-579.7214 -2.273299	-579.8531 -2.268462	-579.9122 -2.270058	-580.005 -2.266107	-580.116 -2.272961	-580.1857 -2.268805	-580.3667 -2.2689	-580.4527 -2.268068	-580.5031 -2.268675	-580.6719 -2.275432	-580.7151 -2.276026	-580.8726 -2.275241	-580.9095 -2.274772	-581.0591 -2.271593	-581.1431 -2.276265	-581.2037 -2.276461	-581.3279 -2.276834	-581.4034 -2.27191	-581.5326 -2.277129	-581.6206 -2.277238	-581.7626 -2.278745	-581.814 -2.27937	-581.9222 -2.280982	-582.0038 -2.287471	-582.123 -2.285617	-582.2348 -2.288903	-582.3094 -2.291717	-582.4484 -2.295236	-582.5532 -2.291592	-582.64 -2.294782	-582.6944 -2.299523	-582.847 -2.30394	-582.8999 -2.297717	-583.0342 -2.301661	-583.0908 -2.306284	-583.2143 -2.307566	-583.2637 -2.312371
-577.8717 -1.336874	-577.9729 -2.215485	-578.1613 -2.240728	-578.2463 -2.245677	-578.3505 -2.250234	-578.4088 -2.253379	-578.4822 -2.248319	-578.6228 -2.256318	-578.7058 -2.254095	-578.8151 -2.250498	-578.8994 -2.25097	-579.0046 -2.248459	-579.0793 -2.255392	-579.1901 -2.250018	-579.3489 -2.247983	-579.4456 -2.248296	-579.4968 -2.251518	-579.6586 -2.256943	-579.7098 -2.256139	-579.8463 -2.257254	-579.9191 -2.256312	-580.0416 -2.254426	-580.1224 -2.25852	-580.2012 -2.258291	-580.3102 -2.258428	-580.4037 -2.254802	-580.5167 -2.259891	-580.6215 -2.25917	-580.7534 -2.259391	-580.8131 -2.260425	-580.9225 -2.261875	-581.0073 -2.270334	-581.1146 -2.268286	-581.2419 -2.269854	-581.3021 -2.272226	-581.4288 -2.277235	-581.5592 -2.276052	-581.6307 -2.276599	-581.6992 -2.281424	-581.8453 -2.285112	-581.918 -2.278895	-582.0527 -2.284983	-582.1026 -2.288139	-582.2127 -2.288235	-582.2869 -2.294884
-576.8893 -1.326489	-576.9883 -2.198124	-577.1376 -2.222303	-577.2633 -2.227463	-577.355 -2.230438	-577.4181 -2.236528	-577.4826 -2.23309	-577.6152 -2.238068	-577.6989 -2.236083	-577.7933 -2.232486	-577.9005 -2.233025	-578.0028 -2.232156	-578.0891 -2.237091	-578.2017 -2.231794	-578.3412 -2.229478	-578.4033 -2.229789	-578.4845 -2.234462	-578.6737 -2.237817	-578.7158 -2.237616	-578.826 -2.23897	-578.917 -2.238576	-579.0298 -2.237581	-579.1318 -2.240085	-579.204 -2.239866	-579.315 -2.239821	-579.4252 -2.236516	-579.5253 -2.242831	-579.6171 -2.241804	-579.7389 -2.240716	-579.8157 -2.240909	-579.9191 -2.244192	-580.0301 -2.253105	-580.1371 -2.250437	-580.2384 -2.252302	-580.3096 -2.253535	-580.4185 -2.259985	-580.5419 -2.257528	-580.63 -2.257557	-580.7069 -2.263534	-580.8403 -2.266271	-580.9204 -2.262133	-581.0554 -2.267746	-581.0915 -2.269012	-581.2065 -2.268635	-581.3062 -2.275744
