-599.23 -1.550284	-597.6917 -2.604772	-597.6006 -2.632519	-597.4833 -2.64348	-597.4281 -2.648028	-597.3489 -2.647393	-597.2271 -2.65037	-597.0974 -2.649269	-596.9944 -2.64872	-596.9343 -2.648017	-596.8029 -2.660764	-596.7508 -2.649054	-596.6212 -2.659387	-596.5173 -2.658892	-596.4069 -2.65821	-596.3172 -2.665384	-596.2602 -2.671413	-596.0934 -2.67571	-596.0271 -2.684441	-595.9343 -2.6871	-595.8226 -2.702131	-595.744 -2.702951	-595.6425 -2.71253	-595.5094 -2.720619	-595.4321 -2.728135	-595.3101 -2.731535	-595.2342 -2.738414	-595.1449 -2.739662	-595.0249 -2.745339	-594.897 -2.746575	-594.8071 -2.760522	-594.7568 -2.752586	-594.5823 -2.758008	-594.521 -2.759496	-594.3793 -2.754079	-594.3247 -2.762734	-594.2318 -2.767322	-594.0972 -2.767951	-594.0593 -2.773196	-593.941 -2.767169	-593.8344 -2.783595	-593.7153 -2.774027	-593.5842 -2.775665	-593.5274 -2.775438	-593.4231 -2.774768
-589.8434 -1.404459	-589.9567 -2.329455	-590.0449 -2.359824	-590.1735 -2.371001	-590.2595 -2.380222	-590.3495 -2.376827	-590.4747 -2.378333	-590.5454 -2.385342	-590.6667 -2.388023	-590.749 -2.386841	-590.8477 -2.391667	-590.9833 -2.39192	-591.0671 -2.398648	-591.1667 -2.40591	-591.2266 -2.407187	-591.3425 -2.412338	-591.4164 -2.420867	-591.5272 -2.432307	-591.6693 -2.439261	-591.795 -2.44497	-591.8929 -2.450162	-591.9554 -2.460277	-592.0966 -2.473121	-592.1991 -2.488489	-592.2548 -2.493299	-592.3181 -2.498755	-592.4703 -2.506634	-592.5671 -2.514864	-592.6512 -2.520218	-592.7327 -2.523074	-592.8343 -2.526105	-593.0195 -2.527503	-593.1072 -2.538358	-593.1801 -2.544727	-593.2522 -2.543619	-593.3506 -2.549387	-593.469 -2.555159	-593.5967 -2.561735	-593.6417 -2.568285	-593.8363 -2.567957	-593.8779 -2.571058	-593.9673 -2.570456	-594.0434 -2.579768	-594.1686 -2.581091	-594.3012 -2.582077
-588.8414 -1.394997	-588.9449 -2.309467	-589.0512 -2.340825	-589.1628 -2.350353	-589.2599 -2.35928	-589.3635 -2.355562	-589.4907 -2.35901	-589.5666 -2.365463	-589.6719 -2.367526	-589.7668 -2.366525	-589.8789 -2.370437	-589.9938 -2.371548	-590.0731 -2.379179	-590.1635 -2.38431	-590.2456 -2.387355	-590.3592 -2.391375	-590.4438 -2.401651	-590.5344 -2.41185	-590.6603 -2.417063	-590.8079 -2.423493	-590.8964 -2.427901	-590.9482 -2.441076	-591.1122 -2.452647	-591.1962 -2.466666	-591.2616 -2.471803	-591.3367 -2.476733	-591.4631 -2.486629	-591.5652 -2.494384	-591.6672 -2.499756	-591.7275 -2.50141	-591.8316 -2.504179	-592.0021 -2.506732	-592.0769 -2.517389	-592.1597 -2.523723	-592.2346 -2.5214	-592.3452 -2.526682	-592.4686 -2.534308	-592.592 -2.540079	-592.6393 -2.54574	-592.8206 -2.545578	-592.8813 -2.548467	-592.9708 -2.550568	-593.0533 -2.558307	-593.1629 -2.559226	-593.3048 -2.55849
-587.8543 -1.385095	-587.9795 -2.291399	-588.0768 -2.321934	-588.199 -2.332244	-588.2681 -2.339333	-588.3577 -2.335928	-588.4785 -2.342296	-588.5995 -2.346802	-588.681 -2.347664	-588.7498 -2.34627	-588.8896 -2.349257	-589.0023 -2.352272	-589.0743 -2.359365	-589.1568 -2.362922	-589.2681 -2.367043	-589.3644 -2.370943	-589.4446 -2.38263	-589.5308 -2.391059	-589.6539 -2.396484	-589.803 -2.401168	-589.8831 -2.406255	-589.9526 -2.421639	-590.1 -2.432482	-590.1561 -2.445042	-590.2675 -2.451194	-590.3387 -2.455295	-590.4775 -2.466823	-590.555 -2.47392	-590.6759 -2.478889	-590.7312 -2.479563	-590.8309 -2.483306	-590.9965 -2.488359	-591.0591 -2.495597	-591.1564 -2.501778	-591.2261 -2.498942	-591.3535 -2.505314	-591.4728 -2.514511	-591.6119 -2.519156	-591.6261 -2.523594	-591.785 -2.522987	-591.868 -2.526746	-591.9536 -2.53016	-592.0639 -2.537238	-592.1741 -2.538126	-592.2887 -2.537046
-586.8655 -1.375306	-586.9929 -2.272848	-587.1006 -2.303249	-587.1991 -2.313453	-587.2808 -2.319814	-587.3786 -2.317201	-587.496 -2.325126	-587.5992 -2.327843	-587.7079 -2.327958	-587.7763 -2.325841	-587.9029 -2.330545	-588.0233 -2.332783	-588.0644 -2.340039	-588.1793 -2.342951	-588.2875 -2.346759	-588.3763 -2.351957	-588.4802 -2.363851	-588.5568 -2.371569	-588.6557 -2.377645	-588.7758 -2.380981	-588.8652 -2.386631	-588.947 -2.402626	-589.081 -2.410774	-589.1539 -2.423277	-589.2678 -2.430224	-589.3409 -2.435665	-589.4855 -2.447787	-589.5695 -2.45293	-589.684 -2.458424	-589.7458 -2.457904	-589.8367 -2.463792	-589.9876 -2.468682	-590.0488 -2.474369	-590.1557 -2.481452	-590.2147 -2.478072	-590.3541 -2.485347	-590.4692 -2.495207	-590.6181 -2.498855	-590.6276 -2.501927	-590.7787 -2.502692	-590.8586 -2.507944	-590.9436 -2.51041	-591.047 -2.516804	-591.1852 -2.517284	-591.2629 -2.516643
-585.8776 -1.364223	-585.9959 -2.25451	-586.0883 -2.283968	-586.1898 -2.295023	-586.2958 -2.30031	-586.3867 -2.299706	-586.5067 -2.306978	-586.6142 -2.308504	-586.7014 -2.30777	-586.7856 -2.305169	-586.9274 -2.312218	-587.0146 -2.312698	-587.0715 -2.319867	-587.1757 -2.323467	-587.3066 -2.326074	-587.4106 -2.333735	-587.5313 -2.344976	-587.5855 -2.351896	-587.6738 -2.358114	-587.7711 -2.361375	-587.8857 -2.369353	-587.9834 -2.384089	-588.0848 -2.391867	-588.161 -2.403286	-588.2701 -2.410099	-588.3605 -2.418364	-588.4874 -2.42854	-588.5904 -2.433022	-588.6804 -2.439349	-588.7576 -2.437574	-588.8533 -2.444651	-588.9648 -2.448315	-589.0599 -2.452834	-589.1534 -2.461981	-589.2159 -2.45823	-589.3654 -2.467088	-589.4626 -2.475684	-589.6062 -2.478066	-589.6344 -2.481343	-589.7828 -2.484307	-589.8451 -2.489942	-589.9602 -2.490491	-590.0415 -2.495862	-590.1827 -2.496251	-590.2611 -2.497713
-584.9031 -1.353653	-585.0035 -2.237321	-585.0931 -2.265919	-585.1895 -2.276739	-585.2952 -2.282631	-585.382 -2.28304	-585.5048 -2.290432	-585.6271 -2.290429	-585.6899 -2.288336	-585.762 -2.287472	-585.9153 -2.295092	-586.005 -2.292181	-586.0686 -2.301279	-586.1757 -2.304531	-586.3118 -2.305745	-586.4229 -2.316374	-586.5374 -2.325059	-586.6032 -2.332153	-586.7101 -2.337633	-586.7732 -2.34316	-586.8962 -2.35216	-587.0004 -2.364902	-587.0895 -2.372239	-587.1625 -2.383687	-587.2727 -2.389891	-587.3671 -2.400715	-587.4917 -2.407853	-587.609 -2.412754	-587.7045 -2.418291	-587.78 -2.418411	-587.8635 -2.42715	-587.9777 -2.429863	-588.0964 -2.43318	-588.173 -2.443822	-588.2338 -2.439801	-588.3754 -2.449953	-588.4738 -2.455585	-588.6048 -2.457841	-588.6387 -2.461994	-588.7932 -2.466341	-588.8328 -2.471591	-588.9866 -2.470735	-589.0269 -2.474839	-589.175 -2.476426	-589.2587 -2.47947
-583.9089 -1.342891	-584.0117 -2.218723	-584.0638 -2.246907	-584.1779 -2.256369	-584.2999 -2.265009	-584.395 -2.266179	-584.5343 -2.272462	-584.6045 -2.270867	-584.7108 -2.269595	-584.7791 -2.270439	-584.9058 -2.27848	-585.0039 -2.273628	-585.085 -2.283489	-585.2142 -2.285568	-585.3072 -2.288023	-585.416 -2.298919	-585.5441 -2.306236	-585.6218 -2.312549	-585.7085 -2.317994	-585.7756 -2.326452	-585.8954 -2.334721	-586.0182 -2.346283	-586.1064 -2.351723	-586.1683 -2.36419	-586.2768 -2.371048	-586.3666 -2.3829	-586.4781 -2.387761	-586.6052 -2.393114	-586.7075 -2.398114	-586.7783 -2.400348	-586.8962 -2.408416	-586.9845 -2.410524	-587.1018 -2.414362	-587.1744 -2.424751	-587.2445 -2.42224	-587.3886 -2.431634	-587.4892 -2.435624	-587.6118 -2.437992	-587.6757 -2.442225	-587.8178 -2.448915	-587.8452 -2.453276	-587.9972 -2.452314	-588.0322 -2.455504	-588.1687 -2.458079	-588.2426 -2.462179
-582.9075 -1.333792	-583.0259 -2.2005	-583.0571 -2.227767	-583.1953 -2.237617	-583.3002 -2.248461	-583.4069 -2.247507	-583.5468 -2.253804	-583.6117 -2.251659	-583.6957 -2.252145	-583.7689 -2.254228	-583.8937 -2.260652	-584.0103 -2.253864	-584.1106 -2.26511	-584.2176 -2.266474	-584.2972 -2.271235	-584.4031 -2.280509	-584.5219 -2.286994	-584.6357 -2.294569	-584.7313 -2.298381	-584.81 -2.309019	-584.9343 -2.317129	-585.0567 -2.32763	-585.119 -2.333729	-585.1705 -2.346412	-585.2832 -2.354568	-585.3824 -2.364635	-585.4822 -2.368703	-585.6115 -2.374755	-585.7118 -2.379523	-585.7701 -2.38357	-585.8843 -2.388758	-585.9854 -2.391649	-586.1002 -2.394596	-586.1564 -2.405354	-586.2576 -2.404456	-586.4017 -2.412523	-586.4941 -2.415553	-586.6028 -2.41833	-586.6931 -2.423275	-586.8305 -2.429298	-586.879 -2.434393	-587.0008 -2.433112	-587.0548 -2.43563	-587.1819 -2.439928	-587.2488 -2.444518
-581.9201 -1.32295	-582.0199 -2.18269	-582.0645 -2.210004	-582.21 -2.220572	-582.3286 -2.232602	-582.4205 -2.230435	-582.5225 -2.236072	-582.5983 -2.234277	-582.7032 -2.235441	-582.7791 -2.238139	-582.8827 -2.242873	-583.0275 -2.235852	-583.1214 -2.246367	-583.2354 -2.249249	-583.2985 -2.254793	-583.3891 -2.26222	-583.53 -2.268702	-583.6345 -2.276474	-583.734 -2.280712	-583.8055 -2.292204	-583.9443 -2.29845	-584.0402 -2.308302	-584.1261 -2.314907	-584.1731 -2.328405	-584.2957 -2.33663	-584.3973 -2.346941	-584.5022 -2.350306	-584.6077 -2.356383	-584.7245 -2.363024	-584.7704 -2.365988	-584.8748 -2.369952	-585.006 -2.374475	-585.0688 -2.375884	-585.1818 -2.38728	-585.264 -2.387483	-585.4227 -2.394742	-585.4883 -2.396291	-585.601 -2.4004	-585.6744 -2.40594	-585.817 -2.409585	-585.8965 -2.416039	-585.9973 -2.413859	-586.0408 -2.417017	-586.1961 -2.423176	-586.2542 -2.426499
-580.9238 -1.314103	-581.0412 -2.164218	-581.0698 -2.191358	-581.2191 -2.204203	-581.3605 -2.2156	-581.4066 -2.212824	-581.5243 -2.216084	-581.5947 -2.217402	-581.7311 -2.218946	-581.8022 -2.220801	-581.8822 -2.225414	-582.0522 -2.218939	-582.1472 -2.227324	-582.2514 -2.23278	-582.3105 -2.237985	-582.3833 -2.243909	-582.5225 -2.251539	-582.6388 -2.260078	-582.7161 -2.265177	-582.8232 -2.274775	-582.9316 -2.280909	-583.0287 -2.289751	-583.1176 -2.296976	-583.167 -2.311315	-583.2985 -2.319594	-583.4135 -2.329536	-583.5123 -2.33278	-583.6139 -2.338224	-583.7219 -2.346752	-583.764 -2.347869	-583.8873 -2.351327	-584.0155 -2.356612	-584.0545 -2.356758	-584.2003 -2.369983	-584.2505 -2.370557	-584.4412 -2.376215	-584.4877 -2.37822	-584.6019 -2.382822	-584.6697 -2.388854	-584.8186 -2.390621	-584.9202 -2.398119	-584.9704 -2.39567	-585.0621 -2.399873	-585.2058 -2.407075	-585.2772 -2.40926
-579.9166 -1.302277	-580.0255 -2.146911	-580.0991 -2.174515	-580.2219 -2.188955	-580.3511 -2.198561	-580.3951 -2.195345	-580.512 -2.197702	-580.6087 -2.200855	-580.7074 -2.202773	-580.806 -2.203808	-580.8849 -2.207737	-581.0453 -2.201565	-581.1371 -2.20903	-581.2347 -2.217311	-581.3269 -2.220405	-581.3936 -2.226195	-581.517 -2.234377	-581.6412 -2.244646	-581.7256 -2.248736	-581.8596 -2.257393	-581.9471 -2.263715	-582.0261 -2.272059	-582.1042 -2.281847	-582.1974 -2.294926	-582.2864 -2.301678	-582.4352 -2.31226	-582.5251 -2.314845	-582.6272 -2.321095	-582.7318 -2.330435	-582.783 -2.329986	-582.8845 -2.333162	-583.0349 -2.337684	-583.0768 -2.339566	-583.2035 -2.353983	-583.2568 -2.35323	-583.4498 -2.358893	-583.4781 -2.359751	-583.6 -2.36578	-583.6694 -2.372665	-583.8192 -2.372762	-583.9331 -2.380533	-583.9839 -2.377031	-584.0841 -2.382524	-584.24 -2.389835	-584.3079 -2.390307
-578.9066 -1.289683	-579.0308 -2.129318	-579.0826 -2.158848	-579.2127 -2.17266	-579.3538 -2.181251	-579.3761 -2.178427	-579.4935 -2.18052	-579.6136 -2.184967	-579.6965 -2.185463	-579.8212 -2.18692	-579.8715 -2.191108	-580.0438 -2.184159	-580.1503 -2.19214	-580.2441 -2.202031	-580.3347 -2.203314	-580.4177 -2.20946	-580.5402 -2.217311	-580.63 -2.228117	-580.7255 -2.232022	-580.8613 -2.23955	-580.9328 -2.246233	-581.0062 -2.254033	-581.1027 -2.265767	-581.2133 -2.278054	-581.2946 -2.282974	-581.4248 -2.295243	-581.5168 -2.296402	-581.6382 -2.304697	-581.7451 -2.313275	-581.8009 -2.31247	-581.9261 -2.316947	-582.0544 -2.320445	-582.0826 -2.323844	-582.2169 -2.337619	-582.2722 -2.335574	-582.4453 -2.342022	-582.4882 -2.342169	-582.5846 -2.349796	-582.6648 -2.356158	-582.8047 -2.356556	-582.928 -2.361853	-582.9872 -2.359656	-583.0903 -2.366002	-583.2455 -2.37339	-583.3148 -2.372029
-577.9018 -1.282359	-578.0238 -2.112458	-578.0739 -2.143334	-578.1995 -2.157148	-578.3157 -2.163554	-578.3912 -2.160321	-578.5077 -2.164704	-578.6024 -2.169098	-578.7036 -2.169489	-578.8028 -2.170566	-578.8693 -2.173577	-579.0322 -2.166411	-579.1385 -2.176705	-579.2303 -2.185572	-579.3345 -2.186532	-579.4193 -2.191961	-579.5159 -2.199342	-579.6289 -2.211053	-579.7217 -2.214114	-579.8772 -2.220774	-579.9274 -2.228545	-580.0093 -2.237397	-580.0914 -2.249232	-580.2252 -2.26162	-580.2797 -2.266064	-580.4426 -2.276604	-580.4955 -2.279229	-580.6373 -2.288929	-580.7426 -2.296064	-580.8135 -2.295627	-580.9504 -2.298841	-581.0413 -2.302839	-581.1097 -2.307994	-581.1953 -2.320184	-581.2961 -2.317209	-581.4387 -2.323376	-581.5057 -2.325326	-581.5896 -2.333469	-581.6959 -2.33852	-581.8073 -2.339404	-581.9324 -2.34353	-581.9807 -2.343889	-582.1265 -2.350026	-582.2324 -2.356632	-582.333 -2.354518
-576.8761 -1.271307	-577.025 -2.096207	-577.073 -2.128531	-577.2124 -2.141086	-577.2946 -2.146959	-577.3909 -2.144201	-577.52 -2.150362	-577.5938 -2.15291	-577.7061 -2.153562	-577.7961 -2.153975	-577.867 -2.155576	-578.0162 -2.150152	-578.1222 -2.162159	-578.2003 -2.168414	-578.3237 -2.170246	-578.4094 -2.174293	-578.5072 -2.182583	-578.5934 -2.193214	-578.7316 -2.197853	-578.845 -2.202562	-578.9467 -2.210178	-579.0115 -2.220959	-579.0698 -2.233376	-579.2354 -2.244547	-579.2831 -2.249003	-579.4137 -2.257814	-579.4983 -2.262987	-579.6237 -2.273367	-579.7297 -2.279034	-579.8137 -2.278532	-579.9446 -2.280282	-580.0265 -2.285532	-580.0981 -2.293298	-580.1753 -2.302699	-580.2982 -2.299405	-580.4197 -2.305297	-580.5085 -2.309507	-580.5856 -2.317317	-580.7036 -2.320694	-580.7957 -2.322789	-580.9368 -2.325794	-580.9972 -2.327407	-581.1151 -2.333694	-581.2303 -2.338867	-581.3087 -2.336732
