Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
HQ t0	HQ t0	HQ t1	HQ t1	HQ t2	HQ t2	HQ t3	HQ t3	HQ t4	HQ t4	HQ t5	HQ t5	HQ t6	HQ t6	HQ t7	HQ t7	HQ t8	HQ t8	HQ t9	HQ t9	HQ t10	HQ t10	HQ t11	HQ t11	HQ Au	HQ Au
722.1657	8.73106	721.9459	8.412809	721.8535	7.854023	721.8151	7.188207	721.7373	7.700051	721.7363	7.691391	721.6699	8.508152	721.64	8.108147	721.6788	7.654742	721.6631	8.248228	721.6117	8.096205	741.7092	8.368464	741.6707	44.04144
721.1618	8.706927	720.9349	8.393062	720.8687	7.840656	720.8081	7.177674	720.748	7.690092	720.7169	7.678638	720.6846	8.502518	720.6686	8.105205	720.6664	7.649227	720.662	8.242176	720.6285	8.090635	740.6844	8.359803	740.6976	43.9116
720.1396	8.685746	719.9553	8.375505	719.882	7.826753	719.8258	7.166169	719.7366	7.681595	719.7111	7.678637	719.6899	8.495733	719.6923	8.099648	719.6975	7.645304	719.6576	8.235626	719.6576	8.085851	739.6822	8.351804	739.6893	43.78236
719.1451	8.661572	718.9402	8.35724	718.8837	7.812739	718.8126	7.154998	718.7263	7.670784	718.7034	7.671582	718.6901	8.486399	718.7138	8.093356	718.6915	7.639817	718.6426	8.228111	718.6428	8.08079	738.664	8.34336	738.6826	43.65221
718.1331	8.63919	717.9381	8.343713	717.8801	7.801971	717.8223	7.145062	717.7335	7.662634	717.7143	7.667877	717.6818	8.479454	717.7292	8.084626	717.6964	7.635183	717.6525	8.221465	717.6439	8.077276	737.645	8.333748	737.7107	43.51931
717.123	8.616375	716.9669	8.329367	716.9048	7.789536	716.8387	7.135836	716.7341	7.65464	716.7494	7.665485	716.6978	8.471143	716.7195	8.076823	716.7141	7.630284	716.6754	8.216568	716.6472	8.071285	736.6605	8.326633	736.6858	43.39195
716.1655	8.592051	715.9532	8.316309	715.9016	7.777546	715.8459	7.127201	715.7562	7.646191	715.7797	7.658051	715.7152	8.46425	715.731	8.070493	715.702	7.624041	715.6843	8.21139	715.6379	8.06447	735.6769	8.319945	735.6984	43.26565
715.1816	8.56986	714.9597	8.301821	714.8953	7.765729	714.8613	7.118083	714.7866	7.638773	714.7868	7.652304	714.7192	8.45686	714.7166	8.063381	714.6893	7.618333	714.7135	8.205831	714.6304	8.05629	734.6834	8.312974	734.7102	43.13884
714.1806	8.546423	713.9427	8.285492	713.8979	7.753052	713.8392	7.107411	713.7707	7.630233	713.7858	7.639615	713.7065	8.449377	713.6917	8.057587	713.6754	7.612651	713.6954	8.200788	713.6423	8.048788	733.6835	8.306461	733.6764	43.01337
713.1938	8.525831	712.9276	8.272588	712.8674	7.742799	712.8262	7.097353	712.7714	7.622352	712.7699	7.634344	712.6901	8.442227	712.6763	8.051868	712.6634	7.608245	712.6954	8.194448	712.6339	8.041656	732.6787	8.299664	732.6711	42.88675
712.1614	8.504458	711.9285	8.257517	711.8682	7.733703	711.8021	7.086905	711.7369	7.612673	711.7354	7.62761	711.6763	8.433982	711.6437	8.045164	711.647	7.602542	711.6934	8.186166	711.6301	8.034269	731.6481	8.292833	731.6677	42.76046
711.1426	8.483666	710.91	8.244469	710.8494	7.724524	710.7741	7.078856	710.7274	7.605323	710.7311	7.618605	710.6474	8.427176	710.6477	8.039584	710.6499	7.597175	710.6563	8.179496	710.6226	8.028015	730.651	8.28642	730.6615	42.63586
710.1448	8.464271	709.9339	8.231021	709.8663	7.715981	709.7775	7.07041	709.7399	7.598621	709.7368	7.617685	709.6575	8.420779	709.6805	8.033876	709.6627	7.590859	709.6532	8.173743	709.6165	8.022951	729.6434	8.27986	729.6438	42.51054
709.1281	8.441386	708.9263	8.217104	708.8653	7.705624	708.7485	7.060479	708.7321	7.589725	708.7303	7.610362	708.6511	8.414577	708.6931	8.02518	708.6698	7.582076	708.6234	8.165873	708.6026	8.016429	728.6622	8.273677	728.6667	42.38457
708.1193	8.421883	707.9173	8.202035	707.8472	7.695473	707.7659	7.052368	707.7515	7.584776	707.7303	7.600062	707.6484	8.409155	707.7073	8.019155	707.6765	7.575244	707.6204	8.160949	707.5891	8.011106	727.6781	8.266656	727.6662	42.25678
707.1012	8.401994	706.9247	8.187839	706.8423	7.686045	706.7633	7.042107	706.7491	7.578698	706.7427	7.593892	706.6697	8.403541	706.6961	8.01259	706.6627	7.569406	706.6368	8.155471	706.5878	8.006735	726.668	8.260487	726.6658	42.12976
706.0964	8.381371	705.8961	8.172883	705.8176	7.676321	705.7555	7.033751	705.7248	7.571556	705.7374	7.586313	705.6694	8.396887	705.6656	8.006042	705.6641	7.563195	705.6343	8.150386	705.5853	8.000282	725.6932	8.255449	725.6865	42.00652
705.0923	8.366299	704.8799	8.160798	704.8043	7.66763	704.7666	7.027152	704.7335	7.568	704.73	7.580095	704.6753	8.3909	704.6619	8.001314	704.6484	7.558528	704.6395	8.146401	704.5865	7.996061	724.6652	8.248877	724.6741	41.88288
704.0945	8.348606	703.8812	8.150293	703.8032	7.658423	703.7593	7.018487	703.7448	7.560449	703.7406	7.578076	703.6764	8.384008	703.6642	7.996387	703.6605	7.553561	703.6357	8.142361	703.6173	7.991206	723.6605	8.243521	723.6637	41.76274
703.1152	8.3307	702.8712	8.134871	702.804	7.647441	702.7649	7.010026	702.7397	7.552853	702.7034	7.575115	702.6622	8.377729	702.673	7.990378	702.6666	7.547087	702.6353	8.137612	702.6166	7.985097	722.6788	8.23702	722.6708	41.64284
702.1097	8.31292	701.8453	8.1233	701.816	7.636065	701.7706	7.000602	701.7465	7.545525	701.6789	7.567391	701.6719	8.371564	701.6703	7.984976	701.658	7.54137	701.644	8.129657	701.6047	7.979373	721.6503	8.229231	721.67	41.51596
701.1141	8.292624	700.8673	8.106343	700.8187	7.626115	700.7531	6.991158	700.7401	7.536747	700.6971	7.559533	700.658	8.363985	700.6847	7.978192	700.6572	7.535941	700.6306	8.122407	700.6161	7.973024	720.6743	8.223375	720.6756	41.38964
700.1104	8.273425	699.8678	8.093053	699.8198	7.613758	699.74	6.983151	699.7172	7.528697	699.7001	7.54835	699.6418	8.357998	699.6841	7.97272	699.6472	7.530576	699.6042	8.113875	699.5886	7.967262	719.6793	8.216674	719.6886	41.26162
699.1104	8.254351	698.8787	8.083545	698.8273	7.605216	698.7184	6.974613	698.7173	7.522116	698.7155	7.537416	698.6248	8.35129	698.6799	7.966562	698.6287	7.525768	698.5853	8.10675	698.5912	7.961231	718.6595	8.210133	718.6772	41.1291
698.1005	8.23699	697.9165	8.07165	697.8069	7.599031	697.7078	6.966394	697.6917	7.514492	697.7253	7.530054	697.607	8.345759	697.678	7.959598	697.6353	7.52147	697.5815	8.099918	697.611	7.955048	717.6885	8.204568	717.6833	41.0037
697.1094	8.21877	696.9248	8.0615	696.8071	7.588109	696.7383	6.960263	696.696	7.508498	696.7249	7.518949	696.6209	8.341833	696.6659	7.954522	696.6415	7.516969	696.6022	8.092784	696.6199	7.948438	716.7008	8.198435	716.6874	40.87846
696.0881	8.19928	695.9125	8.045855	695.7982	7.578686	695.7402	6.95071	695.6974	7.502079	695.7071	7.517343	695.6328	8.33448	695.6562	7.946635	695.6427	7.510762	695.6229	8.085192	695.6334	7.940523	715.7057	8.192575	715.6962	40.751
695.0864	8.183029	694.8998	8.033338	694.7807	7.568834	694.7567	6.945254	694.6792	7.494576	694.7085	7.5148	694.6221	8.326874	694.6505	7.940771	694.6496	7.50645	694.6283	8.077358	694.6528	7.933707	714.7091	8.186836	714.7048	40.62516
694.0984	8.167048	693.9025	8.022156	693.7853	7.558154	693.7609	6.938228	693.6998	7.490187	693.7188	7.503396	693.6354	8.318832	693.6541	7.935122	693.6448	7.502526	693.637	8.071878	693.6513	7.927704	713.6906	8.180395	713.7145	40.49565
693.0889	8.150841	692.8842	8.009815	692.7789	7.550258	692.7485	6.929358	692.6854	7.484005	692.7114	7.495264	692.6257	8.308789	692.6486	7.928276	692.6357	7.496521	692.6318	8.064958	692.6587	7.921	712.6693	8.174639	712.7256	40.36787
692.1276	8.136643	691.9097	8.001919	691.7849	7.544332	691.7546	6.925611	691.7047	7.478797	691.7229	7.488123	691.6152	8.301317	691.653	7.922604	691.6331	7.491919	691.6297	8.059134	691.6478	7.915504	711.6353	8.168722	711.7251	40.23861
691.1541	8.121972	690.9282	7.991872	690.824	7.537111	690.7644	6.91877	690.7348	7.473912	690.7269	7.482461	690.6588	8.295002	690.6795	7.917203	690.6461	7.485442	690.6534	8.052135	690.6365	7.909964	710.6596	8.16303	710.7133	40.11285
690.1303	8.102126	689.9261	7.979991	689.84	7.527514	689.7632	6.912935	689.7438	7.465997	689.7363	7.4837	689.6599	8.286721	689.6727	7.909839	689.6375	7.477108	689.6467	8.044708	689.6352	7.903697	709.6644	8.158528	709.713	39.98931
689.1364	8.085094	688.9247	7.969337	688.8238	7.517019	688.7636	6.908063	688.7562	7.45879	688.7298	7.484406	688.6733	8.281052	688.6833	7.903333	688.649	7.470469	688.6552	8.039575	688.6086	7.898058	708.6593	8.15202	708.6816	39.85741
688.0886	8.068116	687.9121	7.954609	687.8107	7.508058	687.7712	6.900378	687.7491	7.451173	687.7206	7.476126	687.6745	8.275269	687.6832	7.8965	687.6435	7.463765	687.6368	8.034483	687.6163	7.891545	707.6873	8.146585	707.6624	39.73029
687.0565	8.049343	686.901	7.942265	686.786	7.496593	686.7822	6.891859	686.7073	7.443265	686.7067	7.462078	686.6808	8.268161	686.6492	7.889113	686.6393	7.456879	686.6211	8.030237	686.6077	7.885083	706.6761	8.140511	706.6788	39.60301
686.0342	8.034774	685.8956	7.92953	685.7665	7.488871	685.7914	6.88438	685.7148	7.43515	685.6925	7.450604	685.6802	8.262671	685.6533	7.88373	685.6409	7.451458	685.6319	8.024643	685.5992	7.877954	705.6797	8.133242	705.6498	39.47211
685.0231	8.018405	684.8896	7.916901	684.7817	7.483128	684.7986	6.876099	684.7148	7.427101	684.7056	7.444973	684.6671	8.255556	684.6346	7.878325	684.6286	7.445477	684.611	8.018316	684.6216	7.871395	704.6863	8.127956	704.6715	39.34875
684.0738	8.004198	683.8871	7.904768	683.798	7.474619	683.7922	6.867425	683.7069	7.419943	683.707	7.440629	683.6627	8.247768	683.6362	7.874149	683.6281	7.439196	683.6412	8.011678	683.6308	7.865416	703.7031	8.122076	703.6802	39.22544
683.0685	7.987269	682.883	7.89112	682.7796	7.467062	682.7645	6.859512	682.7495	7.413782	682.7192	7.441058	682.6434	8.240726	682.6477	7.869232	682.6261	7.433016	682.6459	8.004109	682.6468	7.858661	702.6865	8.115294	702.6816	39.0972
682.0846	7.969737	681.87	7.879858	681.7731	7.458439	681.7605	6.851882	681.7242	7.408585	681.7014	7.438857	681.6303	8.233531	681.6598	7.862792	681.6284	7.42599	681.6128	7.996519	681.647	7.853508	701.6935	8.109106	701.6891	38.96886
681.1056	7.953993	680.8934	7.870535	680.782	7.451221	680.7649	6.844218	680.7171	7.403289	680.6993	7.42607	680.6345	8.227046	680.6736	7.855967	680.6346	7.421109	680.6277	7.989948	680.6359	7.848287	700.6852	8.102281	700.6674	38.83813
680.0695	7.935701	679.8954	7.861303	679.7766	7.444235	679.7622	6.837863	679.7328	7.397163	679.7027	7.412195	679.632	8.220219	679.6835	7.847843	679.6274	7.415537	679.6053	7.982775	679.6114	7.842554	699.6603	8.09599	699.6562	38.70479
679.0873	7.919363	678.9026	7.852296	678.7852	7.438496	678.7835	6.83174	678.7164	7.390388	678.6885	7.401122	678.6353	8.214407	678.698	7.839999	678.6417	7.410607	678.6107	7.976534	678.6042	7.836626	698.6529	8.090299	698.6418	38.57209
678.1122	7.905183	677.9287	7.843006	677.8106	7.43223	677.7922	6.827411	677.7534	7.383656	677.7294	7.391148	677.6663	8.208818	677.7097	7.833086	677.6542	7.406572	677.6378	7.970964	677.6342	7.829583	697.6149	8.084485	697.6478	38.44053
677.0853	7.88749	676.9163	7.829856	676.8229	7.423066	676.7897	6.822023	676.7481	7.376057	676.722	7.385502	676.6678	8.200755	676.701	7.82464	676.6523	7.39972	676.644	7.963232	676.6371	7.820615	696.6338	8.079382	696.6526	38.31247
676.1016	7.871186	675.9031	7.817352	675.818	7.413748	675.7753	6.816398	675.7332	7.368239	675.7088	7.378991	675.6686	8.195704	675.6849	7.817486	675.6562	7.393196	675.6533	7.95712	675.6505	7.813151	695.6353	8.07249	695.6545	38.18063
675.0816	7.857102	674.8993	7.806512	674.8262	7.40427	674.7719	6.811081	674.7248	7.361564	674.7112	7.368745	674.662	8.188879	674.6697	7.810463	674.6378	7.387202	674.6544	7.950003	674.6409	7.805932	694.6338	8.067398	694.6481	38.04884
674.0874	7.84273	673.866	7.795069	673.7975	7.394993	673.775	6.802782	673.6938	7.355062	673.6918	7.362239	673.634	8.181541	673.6576	7.803822	673.6195	7.379638	673.6466	7.942447	673.6042	7.798066	693.6625	8.06242	693.6556	37.92244
673.1126	7.829435	672.8628	7.787122	672.7798	7.387559	672.7523	6.796034	672.7053	7.34944	672.6961	7.358808	672.6303	8.175615	672.6531	7.799235	672.6085	7.373656	672.6298	7.936695	672.587	7.793526	692.6432	8.055606	692.6608	37.79062
672.1073	7.816481	671.8792	7.77909	671.7911	7.381871	671.7821	6.790351	671.7151	7.343334	671.7169	7.360679	671.6505	8.168859	671.6625	7.794195	671.6144	7.367736	671.6345	7.929318	671.6047	7.785644	691.6625	8.050637	691.6679	37.66243
671.1086	7.801823	670.8781	7.768858	670.8096	7.37454	670.793	6.784432	670.7301	7.335177	670.7324	7.364336	670.6682	8.162869	670.6697	7.788116	670.6345	7.360356	670.6435	7.922463	670.6188	7.778491	690.7036	8.045035	690.6892	37.53763
670.0891	7.786379	669.9094	7.75818	669.827	7.366591	669.7991	6.779996	669.7485	7.326958	669.7334	7.361666	669.6748	8.157303	669.6705	7.782976	669.644	7.354837	669.6534	7.917318	669.65	7.772388	689.7023	8.037881	689.6888	37.40099
669.086	7.770651	668.9088	7.746186	668.8324	7.358169	668.8136	6.77425	668.7338	7.318114	668.7293	7.357049	668.6684	8.155172	668.6839	7.776557	668.6547	7.347819	668.6714	7.910757	668.6614	7.764614	688.7197	8.032783	688.6875	37.26363
668.0754	7.756599	667.9142	7.734469	667.8467	7.348412	667.8024	6.767471	667.7308	7.310166	667.7336	7.348702	667.6536	8.150513	667.6794	7.76813	667.6686	7.342084	667.6892	7.906189	667.6647	7.759548	687.7108	8.027479	687.6669	37.12453
667.0919	7.742218	666.9365	7.723362	666.8361	7.340376	666.7909	6.759153	666.7339	7.302851	666.7209	7.336322	666.6567	8.145678	666.682	7.764804	666.6666	7.336322	666.6815	7.899341	666.6729	7.753292	686.6942	8.020669	686.644	36.98064
666.1042	7.728837	665.9304	7.712729	665.8511	7.332388	665.7772	6.750667	665.738	7.294275	665.7477	7.32724	665.66	8.140152	665.6805	7.757435	665.6887	7.32977	665.6921	7.890931	665.6559	7.746804	685.6913	8.015102	685.6534	36.84101
665.1165	7.718003	664.9369	7.702141	664.8621	7.324934	664.7992	6.742996	664.7686	7.287001	664.7645	7.317648	664.698	8.132106	664.6881	7.750839	664.6914	7.323878	664.7028	7.883185	664.6688	7.741653	684.6766	8.008198	684.6578	36.70172
664.1265	7.701974	663.9161	7.690196	663.8529	7.315898	663.8087	6.733963	663.7687	7.279099	663.7615	7.308474	663.7377	8.121541	663.6981	7.745988	663.6821	7.315573	663.6785	7.872689	663.6617	7.734757	683.6536	8.000332	683.6898	36.56387
663.1117	7.685252	662.9022	7.678332	662.8575	7.307302	662.7996	6.726635	662.7567	7.271501	662.7602	7.296424	662.7148	8.109448	662.6993	7.736878	662.6523	7.307786	662.6658	7.864781	662.6429	7.7282	682.632	7.993472	682.6742	36.42437
662.1077	7.667411	661.925	7.669404	661.8518	7.300451	661.7964	6.720695	661.7543	7.265644	661.7321	7.288313	661.6998	8.098223	661.7015	7.728963	661.6287	7.300913	661.6521	7.856689	661.6598	7.721041	681.6111	7.986221	681.6493	36.28367
661.0841	7.646862	660.9368	7.658359	660.8234	7.292374	660.7713	6.712398	660.7501	7.257772	660.7023	7.276492	660.6575	8.083857	660.6938	7.721056	660.6289	7.294133	660.6304	7.84817	660.6525	7.711018	680.6187	7.980012	680.6704	36.14627
660.0724	7.6326	659.9249	7.649678	659.8175	7.287057	659.764	6.707063	659.7658	7.250834	659.6864	7.26866	659.6245	8.072619	659.6935	7.711895	659.6285	7.287903	659.6293	7.840785	659.647	7.701898	679.6323	7.973099	679.6569	36.00388
659.0681	7.617717	658.9269	7.641624	658.8065	7.28237	658.7685	6.702414	658.7687	7.243128	658.6901	7.265539	658.6437	8.063807	658.692	7.70324	658.6598	7.282222	658.6516	7.833489	658.663	7.69389	678.6595	7.967303	678.6888	35.86236
658.0464	7.601697	657.9067	7.629706	657.7994	7.274425	657.7723	6.696042	657.7657	7.233577	657.6934	7.257285	657.6592	8.052912	657.6923	7.69414	657.6673	7.273811	657.6545	7.825573	657.6472	7.684448	677.6917	7.961927	677.6998	35.72432
657.0436	7.587865	656.8886	7.62023	656.8123	7.2666	656.7824	6.691551	656.7441	7.226129	656.7087	7.251324	656.6724	8.044036	656.674	7.685251	656.6694	7.266067	656.667	7.819969	656.6538	7.676896	676.6764	7.954686	676.6705	35.57753
656.0511	7.571213	655.8859	7.60911	655.8143	7.257409	655.785	6.685474	655.7277	7.21804	655.7119	7.24465	655.6761	8.034548	655.666	7.677077	655.6484	7.258873	655.6807	7.813736	655.6469	7.669551	675.6827	7.94912	675.661	35.43166
655.0612	7.556261	654.8911	7.597866	654.8056	7.248019	654.7757	6.677984	654.7329	7.211248	654.7271	7.237387	654.6548	8.024814	654.6421	7.66815	654.6376	7.250942	654.6725	7.806747	654.6462	7.661085	674.6827	7.943594	674.6624	35.28654
654.1042	7.545349	653.9008	7.58879	653.8089	7.240669	653.7695	6.671579	653.7341	7.206606	653.7225	7.228417	653.6542	8.015899	653.6315	7.66173	653.6379	7.244275	653.6643	7.800224	653.6412	7.654194	673.6653	7.937076	673.6498	35.13879
653.1215	7.532875	652.9077	7.580658	652.8175	7.235338	652.7564	6.665702	652.7527	7.198874	652.7273	7.222234	652.6556	8.00735	652.6345	7.654782	652.6461	7.237484	652.6735	7.791734	652.6434	7.647493	672.6823	7.933764	672.6602	34.99593
652.1279	7.52024	651.9331	7.571646	651.8273	7.228443	651.749	6.660756	651.7668	7.1908	651.7226	7.214193	651.6487	8.002986	651.6398	7.646849	651.6528	7.230225	651.6498	7.784169	651.6511	7.63967	671.6848	7.928927	671.6703	34.85331
651.1414	7.506791	650.9293	7.560645	650.8381	7.219994	650.7605	6.654763	650.768	7.181142	650.7069	7.208389	650.6714	7.99711	650.653	7.638693	650.6567	7.223055	650.639	7.776227	650.6466	7.631671	670.6583	7.92326	670.6658	34.70682
650.0978	7.490517	649.9071	7.547035	649.83	7.210242	649.7618	6.647633	649.7656	7.169719	649.7041	7.198219	649.6404	7.991692	649.6699	7.629763	649.6498	7.21626	649.6296	7.768767	649.6527	7.624004	669.6591	7.917783	669.6669	34.55765
649.0878	7.475946	648.906	7.534376	648.8224	7.19905	648.7737	6.63922	648.7496	7.160673	648.6858	7.18743	648.6349	7.987936	648.6809	7.621029	648.6406	7.210446	648.6061	7.760589	648.6417	7.616671	668.6475	7.910091	668.6574	34.40504
648.0891	7.461603	647.895	7.522379	647.7956	7.189312	647.7721	6.629193	647.7347	7.149876	647.6854	7.177301	647.6389	7.977884	647.6823	7.612516	647.647	7.203878	647.6186	7.751955	647.6245	7.608758	667.6477	7.903521	667.6683	34.25291
647.0665	7.449006	646.8788	7.511399	646.7936	7.179565	646.7681	6.620611	646.7117	7.140283	646.681	7.168042	646.6246	7.968083	646.6827	7.605577	646.6431	7.197653	646.6299	7.743157	646.6217	7.601974	666.6624	7.896921	666.6689	34.1018
646.0839	7.437412	645.8878	7.502068	645.7977	7.170779	645.773	6.612347	645.7253	7.132421	645.693	7.16072	645.6545	7.958123	645.6794	7.600206	645.6572	7.191119	645.635	7.734727	645.62	7.596715	665.6817	7.888231	665.6795	33.94991
645.0715	7.422794	644.873	7.490963	644.8081	7.161015	644.77	6.604168	644.7366	7.122736	644.7001	7.152818	644.6595	7.946029	644.6584	7.592581	644.6411	7.181167	644.6324	7.725567	644.6368	7.589269	664.7084	7.882174	664.697	33.80081
644.0512	7.406809	643.8819	7.479743	643.8138	7.152246	643.7516	6.596418	643.7302	7.115574	643.6905	7.145026	643.6498	7.936669	643.6549	7.585975	643.6411	7.173183	643.6431	7.717001	643.6453	7.582443	663.6964	7.873944	663.7023	33.64692
643.056	7.388958	642.8876	7.471166	642.8186	7.144517	642.756	6.589303	642.7513	7.109094	642.6871	7.133929	642.6527	7.9274	642.655	7.577392	642.6401	7.164551	642.6379	7.709299	642.6323	7.575011	662.6975	7.864651	662.7131	33.49055
642.0485	7.371399	641.8954	7.461768	641.8124	7.136633	641.7551	6.581396	641.7267	7.100277	641.69	7.127554	641.6456	7.918237	641.6509	7.566207	641.6248	7.15731	641.6602	7.699399	641.6219	7.564368	661.6891	7.858524	661.7119	33.33589
641.0422	7.356688	640.918	7.45295	640.8248	7.130726	640.7637	6.575193	640.7407	7.093399	640.6903	7.121912	640.6531	7.910535	640.6788	7.556787	640.6254	7.152422	640.6693	7.691803	640.6158	7.555248	660.674	7.847485	660.6883	33.17413
640.0609	7.343273	639.9387	7.446176	639.8542	7.123895	639.8135	6.56855	639.7546	7.08599	639.7236	7.113026	639.6743	7.904409	639.6887	7.546894	639.6475	7.146391	639.6655	7.683659	639.6268	7.546235	659.6843	7.838482	659.6635	33.01343
639.0472	7.329725	638.9574	7.435672	638.86	7.115725	638.8327	6.561621	638.764	7.075878	638.7369	7.104239	638.6913	7.896781	638.719	7.53673	638.6687	7.139083	638.667	7.674587	638.6527	7.536538	658.6796	7.830003	658.6537	32.85295
638.0543	7.315449	637.9427	7.42528	637.875	7.107325	637.8386	6.555202	637.781	7.066712	637.7218	7.093577	637.7029	7.888808	637.7189	7.526564	637.6828	7.129741	637.658	7.666975	637.67	7.527879	657.6749	7.822759	657.6552	32.68824
637.0608	7.300105	636.925	7.41327	636.8723	7.096353	636.84	6.546882	636.783	7.057609	636.7263	7.087313	636.7141	7.877144	636.7164	7.516833	636.7018	7.11937	636.6714	7.658663	636.6711	7.519057	656.6765	7.816948	656.6602	32.52656
636.0692	7.283854	635.9086	7.401314	635.8555	7.086826	635.8245	6.540084	635.7842	7.049344	635.6738	7.076725	635.7017	7.864333	635.7156	7.507585	635.6859	7.10992	635.686	7.650636	635.6757	7.510659	655.6779	7.811965	655.6676	32.36396
635.0602	7.271862	634.8985	7.391071	634.8473	7.078843	634.807	6.531802	634.7822	7.041946	634.6747	7.07032	634.7093	7.851834	634.6868	7.499063	634.6749	7.10077	634.6971	7.64253	634.6612	7.502747	654.6804	7.80647	654.6434	32.20276
634.056	7.256653	633.9059	7.381283	633.8352	7.071076	633.8056	6.523605	633.7823	7.034721	633.6767	7.063963	633.7036	7.839407	633.6915	7.49104	633.6595	7.092399	633.6806	7.634605	633.6441	7.494637	653.6624	7.798951	653.6624	32.04632
633.0644	7.243988	632.9305	7.373446	632.8402	7.065277	632.7999	6.517541	632.7898	7.025638	632.6691	7.052421	632.7019	7.83055	632.702	7.484025	632.6561	7.085178	632.6729	7.626589	632.6492	7.487327	652.6559	7.79179	652.6672	31.88808
632.0729	7.229498	631.9128	7.361279	631.8339	7.054818	631.7949	6.509315	631.7774	7.013483	631.6968	7.039237	631.7067	7.81724	631.6909	7.474874	631.6605	7.076349	631.6613	7.617476	631.6563	7.479512	651.6587	7.783154	651.6712	31.72689
631.065	7.212316	630.8963	7.347354	630.8248	7.043519	630.7894	6.501452	630.7835	7.00137	630.6927	7.030638	630.6964	7.808381	630.6976	7.465427	630.6616	7.069077	630.655	7.608974	630.6727	7.471163	650.6465	7.775315	650.6955	31.5589
630.0605	7.196614	629.9108	7.334175	629.833	7.031688	629.774	6.492934	629.7825	6.990035	629.7144	7.023811	629.7036	7.801147	629.7011	7.457556	629.689	7.063047	629.6779	7.600715	629.7109	7.464365	649.6552	7.76701	649.673	31.38239
629.0587	7.179653	628.9086	7.318887	628.8092	7.018844	628.7859	6.482325	628.7654	6.978882	628.7228	7.013745	628.6905	7.791234	628.6937	7.447062	628.7062	7.054775	628.6736	7.590629	628.7038	7.455142	648.6747	7.759916	648.6844	31.2057
628.0469	7.164961	627.9226	7.307423	627.8156	7.008772	627.7905	6.472446	627.7888	6.968586	627.7504	7.009869	627.6887	7.784242	627.7104	7.438579	627.717	7.047867	627.6724	7.581477	627.6971	7.446936	647.6568	7.751144	647.6756	31.02714
627.0916	7.152704	626.9545	7.295644	626.8343	6.998926	626.8221	6.463504	626.7859	6.959607	626.772	6.998051	626.679	7.774508	626.7348	7.43197	626.7346	7.040644	626.683	7.573442	626.6902	7.439923	646.644	7.743584	646.6644	30.85094
626.1235	7.137241	625.9257	7.282186	625.8333	6.987576	625.8489	6.453926	625.781	6.948552	625.7557	6.987611	625.6837	7.763955	625.7358	7.422043	625.7307	7.030067	625.6736	7.562691	625.6634	7.430185	645.6356	7.736634	645.6594	30.67976
625.1411	7.124015	624.9197	7.269964	624.8444	6.976895	624.8532	6.444785	624.768	6.938625	624.7606	6.977503	624.6954	7.755136	624.7185	7.413255	624.731	7.021514	624.6746	7.553784	624.6598	7.421892	644.6182	7.727654	644.642	30.50377
624.1251	7.109059	623.9233	7.256553	623.8627	6.96731	623.843	6.435471	623.7459	6.93049	623.7485	6.958222	623.6962	7.747951	623.7074	7.402759	623.7321	7.01283	623.6802	7.544418	623.6519	7.412875	643.622	7.72136	643.6484	30.33235
623.1078	7.093059	622.915	7.244431	622.8558	6.956485	622.8193	6.425033	622.7305	6.921931	622.7174	6.946441	622.7029	7.740091	622.6985	7.391046	622.7191	7.00455	622.6759	7.533372	622.6451	7.402147	642.6526	7.714254	642.6699	30.16253
622.082	7.080197	621.9305	7.235656	621.8655	6.948592	621.8087	6.415674	621.7295	6.913435	621.7134	6.932639	621.6874	7.73365	621.6942	7.381126	621.7098	6.998613	621.6937	7.524121	621.6663	7.392477	641.684	7.706573	641.6855	29.98665
621.0677	7.067118	620.9395	7.225459	620.8766	6.939215	620.7906	6.406391	620.7552	6.90479	620.7038	6.923805	620.6851	7.726964	620.7151	7.370853	620.6998	6.991463	620.7115	7.514024	620.6663	7.382619	640.6913	7.700767	640.6968	29.81528
620.0789	7.057557	619.9497	7.215774	619.881	6.92939	619.8076	6.397661	619.7642	6.895849	619.6924	6.922735	619.7021	7.719236	619.7305	7.362243	619.6954	6.982256	619.7097	7.504433	619.6851	7.373025	639.7114	7.693591	639.6994	29.64187
619.0839	7.043785	618.9487	7.205009	618.8892	6.919522	618.8143	6.389296	618.7778	6.884572	618.7226	6.917359	618.6998	7.711333	618.7185	7.352733	618.6927	6.971506	618.6991	7.494247	618.6829	7.363865	638.7014	7.685234	638.6899	29.4614
618.108	7.029176	617.9571	7.191497	617.8685	6.908687	617.8273	6.380565	617.7775	6.875167	617.7441	6.90941	617.7014	7.701381	617.7137	7.342777	617.7156	6.959977	617.6856	7.485276	617.6862	7.354949	637.7014	7.677478	637.6849	29.2803
