Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mv	ua	mv	ua	mv	ua	mv	ua
FcAu		FcMeso		RuAds		Mediacion	
-59.83076	-4.685215	-59.86328	-0.600728	-159.7428	-3.914488	358.8329	15.03942
-60.83356	-4.674788	-60.8349	-0.604498	-160.7484	-3.971252	359.8546	15.07314
-61.8512	-4.661352	-61.85748	-0.611726	-161.7515	-4.032011	360.8585	15.10273
-62.85792	-4.651691	-62.85927	-0.617548	-162.7343	-4.089977	361.85	15.13333
-63.85753	-4.635937	-63.84814	-0.620645	-163.746	-4.151238	362.839	15.16381
-64.86057	-4.621729	-64.86375	-0.625042	-164.7502	-4.210335	363.8304	15.19246
-65.84966	-4.61491	-65.82786	-0.628028	-165.7704	-4.274933	364.8111	15.22177
-66.85531	-4.609618	-66.81789	-0.631054	-166.7783	-4.335327	365.8226	15.25011
-67.86647	-4.604522	-67.835	-0.636508	-167.7778	-4.395106	366.8347	15.28263
-68.88218	-4.600671	-68.84624	-0.642839	-168.7938	-4.465005	367.8318	15.31233
-69.8791	-4.593356	-69.87097	-0.646938	-169.7982	-4.530116	368.8432	15.34269
-70.8829	-4.582821	-70.87704	-0.652525	-170.7969	-4.598434	369.8369	15.37614
-71.87819	-4.574428	-71.85297	-0.65615	-171.8174	-4.670391	370.8325	15.40224
-72.86566	-4.567696	-72.85332	-0.660242	-172.8119	-4.737426	371.8292	15.43073
-73.87317	-4.557945	-73.84477	-0.664379	-173.7919	-4.802035	372.8217	15.46015
-74.86792	-4.549459	-74.82628	-0.668434	-174.7988	-4.872635	373.8114	15.48744
-75.86621	-4.542837	-75.83282	-0.675472	-175.7915	-4.942925	374.8099	15.51787
-76.86333	-4.530576	-76.82187	-0.681811	-176.7575	-5.008624	375.8086	15.54926
-77.81333	-4.519032	-77.80377	-0.68821	-177.7439	-5.077137	376.8024	15.57893
-78.80336	-4.510215	-78.82011	-0.697116	-178.7375	-5.145039	377.8185	15.60908
-79.78728	-4.501309	-79.83298	-0.703772	-179.7049	-5.214005	378.8241	15.63806
-80.7793	-4.491465	-80.82567	-0.711509	-180.7161	-5.289078	379.8231	15.667
-81.80848	-4.484586	-81.8401	-0.719806	-181.7291	-5.3711	380.8406	15.69487
-82.82225	-4.478804	-82.83542	-0.726077	-182.7458	-5.453499	381.8448	15.71869
-83.83325	-4.47202	-83.82619	-0.732083	-183.7555	-5.530588	382.8281	15.74418
-84.83751	-4.468993	-84.83514	-0.738216	-184.7635	-5.612068	383.8245	15.76814
-85.84721	-4.467895	-85.82784	-0.744941	-185.7675	-5.689541	384.7933	15.79377
-86.84825	-4.466242	-86.83146	-0.751898	-186.7457	-5.760653	385.7799	15.8259
-87.86623	-4.461138	-87.8307	-0.759808	-187.7375	-5.845643	386.7942	15.85571
-88.85909	-4.45642	-88.8335	-0.769448	-188.7425	-5.935077	387.799	15.88492
-89.84921	-4.449392	-89.83102	-0.777754	-189.7372	-6.022316	388.817	15.91369
-90.83372	-4.439708	-90.82062	-0.784227	-190.7446	-6.118157	389.8145	15.93762
-91.84691	-4.437211	-91.82324	-0.794028	-191.7499	-6.2054	390.8286	15.96303
-92.87425	-4.43445	-92.81716	-0.799899	-192.7133	-6.284957	391.8325	15.98717
-93.86538	-4.430458	-93.81364	-0.807548	-193.7008	-6.367564	392.8326	16.01182
-94.88398	-4.42853	-94.81568	-0.819193	-194.6998	-6.449612	393.8448	16.03724
-95.87139	-4.421957	-95.79533	-0.828575	-195.7004	-6.538471	394.8186	16.06091
-96.84198	-4.41557	-96.79758	-0.83997	-196.7039	-6.629652	395.8014	16.08696
-97.86685	-4.408496	-97.79663	-0.851939	-197.6981	-6.725257	396.7962	16.1148
				-198.6882	-6.82236	397.7866	16.14219
				-199.6968	-6.918757	398.3537	16.0608
				-200.7133	-7.021934	398.4049	15.90524
				-201.7465	-7.125439	397.9544	15.68287
				-202.74	-7.221041	397.014	15.40048
				-203.7222	-7.320208	395.9912	15.17291
				-204.6997	-7.408816	394.976	14.96408
				-205.6566	-7.492892	393.9661	14.76659
				-206.6468	-7.594387	392.9465	14.58059
				-207.6514	-7.696012	391.9473	14.40574
				-208.672	-7.81222	390.9516	14.23873
				-209.6985	-7.941213	389.9421	14.08166
				-210.7122	-8.058786	388.9514	13.93328
				-211.7125	-8.175989	387.9709	13.78563
				-212.7029	-8.287258	386.9727	13.64403
				-213.7009	-8.394141	385.9759	13.50776
				-214.6986	-8.508159	384.9482	13.37412
				-215.6985	-8.618786	383.9083	13.24917
				-216.7063	-8.728974	382.9245	13.12951
				-217.6978	-8.838942	381.9476	13.01377
				-218.6915	-8.943524	380.9723	12.89944
				-219.6932	-9.07062	379.9967	12.78642
				-220.7045	-9.201748	379.0018	12.67749
				-221.7346	-9.331538	377.9629	12.57211
				-222.749	-9.46819	376.9544	12.4709
				-223.7534	-9.583464	375.9568	12.37393
				-224.7472	-9.691551	374.9449	12.27649
				-225.7353	-9.805688	373.9593	12.18103
				-226.7386	-9.917781	372.9526	12.09079
				-227.7515	-10.05109	371.9551	12.00258
				-228.7538	-10.17861	370.9557	11.91915
				-229.75	-10.31105	369.9794	11.83829
				-230.7243	-10.44144	368.9869	11.75576
				-231.7165	-10.55156	367.9825	11.67449
				-232.7009	-10.68506	366.9555	11.59257
				-233.7016	-10.81447	365.9158	11.51109
				-234.703	-10.93532	364.9043	11.43459
				-235.6854	-11.07227	363.8781	11.36037
				-236.7013	-11.20133	362.9026	11.29164
				-237.696	-11.32423	361.9115	11.22539
				-238.7229	-11.47038	360.9251	11.15863
				-239.7424	-11.62076	359.9798	11.09395
				-240.7525	-11.76417	358.9845	11.02778
				-241.7515	-11.91127	358.0038	10.96192
				-242.7477	-12.04472	357.0067	10.89829
				-243.7517	-12.16106	355.9633	10.83187
				-244.7216	-12.28032	354.9606	10.768
				-245.7117	-12.40667	353.948	10.70603
				-246.6949	-12.54114	352.9411	10.64354
				-247.6693	-12.67506	351.9691	10.58806
				-248.693	-12.82314	350.9637	10.53398
				-249.7065	-12.97231	349.9897	10.47952
				-250.7001	-13.10501	349.0037	10.4269
				-251.7124	-13.25368	347.9908	10.37203
				-252.7062	-13.39369	346.9814	10.31623
				-253.7069	-13.52053	345.9656	10.26302
				-254.7005	-13.65523	344.9668	10.21242
				-255.6923	-13.77731	343.9624	10.16358
				-256.6812	-13.89445	342.9623	10.11608
				-257.6695	-14.02663	341.9545	10.06809
				-258.6872	-14.16966	340.9338	10.01974
				-259.6732	-14.32818	339.9423	9.968517
				-260.6994	-14.48937	338.9577	9.920559
				-261.7087	-14.64388	337.988	9.873205
				-262.7225	-14.79206	336.9969	9.823356
				-263.7302	-14.92411	335.9905	9.778631
				-264.7073	-15.04964	334.9915	9.732729
				-265.6941	-15.17664	333.948	9.688118
				-266.6769	-15.29401	332.9494	9.647743
				-267.691	-15.42053	331.9704	9.609136
				-268.7068	-15.5527	330.9719	9.570886
				-269.7001	-15.68407	329.9913	9.532842
				-270.7074	-15.83243	328.9876	9.493128
				-271.7123	-15.9768	327.9834	9.451461
				-272.7102	-16.12242	326.9671	9.406491
				-273.7336	-16.26598	325.9768	9.364696
				-274.7502	-16.38521	325.0077	9.327394
				-275.7504	-16.50131	324.0044	9.287758
				-276.7346	-16.61631	323.0225	9.253199
				-277.73	-16.73237	322.0172	9.216351
				-278.7187	-16.86399	321.0004	9.175816
				-279.6949	-16.99893	319.991	9.13759
				-280.7115	-17.13482	319.0024	9.100489
				-281.7095	-17.26315	318.0052	9.062134
				-282.7057	-17.37426	316.9932	9.023377
				-283.7273	-17.49411	315.992	8.984892
				-284.6923	-17.60194	314.9727	8.946493
				-285.6764	-17.71045	313.9585	8.909871
				-286.6651	-17.83654	312.9667	8.875725
				-287.6594	-17.94474	311.9636	8.845535
				-288.6769	-18.05861	310.9696	8.811996
				-289.7131	-18.18759	309.9786	8.778791
				-290.7225	-18.30838	308.9985	8.747721
				-291.7223	-18.4337	308.0281	8.711427
				-292.7189	-18.5563	307.0489	8.677242
				-293.6891	-18.66072	306.0694	8.646331
				-294.6705	-18.75231	305.0537	8.610071
				-295.6666	-18.83349	304.0425	8.576273
				-296.6835	-18.92691	303.0076	8.542391
				-297.6883	-19.02314	302.0012	8.505752
				-298.6963	-19.12226	300.9979	8.471575
				-299.6985	-19.24549	299.9816	8.436403
				-300.6911	-19.35303	298.9854	8.402039
				-301.6859	-19.44756	297.9768	8.366415
				-302.7064	-19.55475	296.9557	8.329022
				-303.6942	-19.63906	295.9803	8.294366
				-304.6688	-19.7102	294.9934	8.258905
				-305.6581	-19.78841	293.9873	8.22467
				-306.6332	-19.85393	292.993	8.195473
				-307.6271	-19.92516	291.9808	8.162767
				-308.6396	-20.01398	290.9701	8.129673
				-309.6639	-20.11359	289.969	8.096865
				-310.6568	-20.21988	288.9667	8.060571
				-311.6756	-20.31169	287.9578	8.025408
				-312.6909	-20.40345	286.9472	7.990454
				-313.6829	-20.47656	285.9369	7.954401
				-314.689	-20.52727	284.9239	7.918653
				-315.6922	-20.59296	283.9182	7.881604
				-316.708	-20.65277	282.9177	7.845598
				-317.6982	-20.70203	281.9268	7.810943
				-318.722	-20.7714	280.9572	7.775492
				-319.7214	-20.82619	279.964	7.740933
				-320.7063	-20.87056	278.9896	7.701757
				-321.717	-20.92718	277.9926	7.660687
				-322.7206	-20.97503	276.9776	7.618546
				-323.7486	-21.02437	275.9492	7.573294
				-324.7592	-21.06514	274.9333	7.532438
				-325.7726	-21.10171	273.9499	7.492043
				-326.7723	-21.13301	272.9473	7.450827
				-327.7336	-21.14624	271.981	7.414527
				-328.7242	-21.17722	270.9908	7.37535
				-329.7063	-21.19779	269.9832	7.333738
				-330.6878	-21.21038	269.0049	7.294529
				-331.7092	-21.23615	268.0128	7.249114
				-332.7361	-21.24458	266.9985	7.201372
				-333.7428	-21.24465	265.9905	7.153724
				-334.7502	-21.25118	264.9724	7.103152
				-335.7235	-21.24585	263.9683	7.055159
				-336.6967	-21.24321	262.9556	7.006272
				-337.6966	-21.2494	261.9614	6.960302
				-338.6933	-21.24732	260.9916	6.916026
				-339.7144	-21.25195	259.9877	6.864355
				-340.7039	-21.25394	259.0121	6.814773
				-341.6943	-21.25351	258.022	6.76227
				-342.7057	-21.252	257.0189	6.702455
				-343.7061	-21.2312	256.0044	6.647599
				-344.7078	-21.20092	254.9861	6.593291
				-345.7138	-21.15781	253.9831	6.533121
				-346.7049	-21.10433	252.9451	6.477853
				-347.7029	-21.06791	251.9536	6.420236
				-348.7072	-21.0342	250.9854	6.361154
				-349.7048	-21.00536	249.981	6.300688
				-350.6929	-20.98844	248.9974	6.238368
				-351.6879	-20.95242	248.0159	6.175069
				-352.6999	-20.90361	246.9964	6.103165
				-353.6808	-20.85144	245.9806	6.031543
				-354.6907	-20.77916	244.9809	5.963634
				-355.684	-20.7054	243.9512	5.888237
				-356.645	-20.63061	242.9625	5.819968
				-357.6589	-20.54937	241.9887	5.757175
				-358.6643	-20.47143	240.9938	5.682136
				-359.6453	-20.39337	240.012	5.608754
				-360.6739	-20.32765	238.9866	5.532082
				-361.6578	-20.26115	237.9684	5.44799
				-362.6504	-20.18555	236.9613	5.365061
				-363.6727	-20.1123	235.9484	5.280253
				-364.6754	-20.01658	234.9742	5.195245
				-365.6889	-19.90615	233.9827	5.106755
				-366.6781	-19.80857	232.966	5.021422
				-367.6903	-19.70022	231.9707	4.941898
				-368.6867	-19.5952	230.9771	4.854502
				-369.694	-19.50187	229.9765	4.762246
				-370.7067	-19.39489	229.0058	4.671581
				-371.7022	-19.28314	227.9964	4.561415
				-372.7021	-19.16869	226.9732	4.451873
				-373.7051	-19.04957	225.945	4.34443
				-374.701	-18.92556	224.9365	4.229788
				-375.6968	-18.79146	223.9399	4.126079
				-376.7019	-18.65875	222.9554	4.020344
				-377.706	-18.51853	221.9819	3.913527
				-378.7037	-18.37147	220.9916	3.806529
				-379.6984	-18.24458	219.9921	3.689987
				-380.7191	-18.11255	218.9949	3.577231
				-381.7534	-17.97259	217.9956	3.459158
				-382.7524	-17.84063	216.9898	3.336226
				-383.7489	-17.68781	216.0001	3.215202
				-384.7105	-17.52329	214.9882	3.080328
				-385.666	-17.36529	213.9837	2.945459
				-386.664	-17.20658	212.9677	2.818108
				-387.6732	-17.05361	211.9809	2.682526
				-388.6673	-16.9061	210.9958	2.552066
				-389.6825	-16.76231	209.9769	2.422226
				-390.6755	-16.61504	208.9903	2.277473
				-391.6526	-16.45802	207.9914	2.14247
				-392.6605	-16.30593	206.9865	1.997023
				-393.6489	-16.14507	205.9848	1.844196
				-394.6605	-15.97064	205.0169	1.698048
				-395.672	-15.80406	204.0251	1.543097
				-396.6721	-15.63057	203.0365	1.393234
				-397.6473	-15.45124	202.0725	1.242233
				-398.6206	-15.29322	201.06	1.083694
				-399.6152	-15.13506	200.0608	0.92424
				-400.6223	-14.97792	199.052	0.757492
				-401.6317	-14.82655	198.0659	0.588132
				-402.6596	-14.66506	197.0758	0.420111
				-403.6647	-14.50001	196.054	0.23662
				-404.6588	-14.33139	195.0643	0.058298
				-405.656	-14.16548	194.0497	-0.117661
				-406.6502	-14.00389	193.0403	-0.299657
				-407.6169	-13.83823	192.0492	-0.463941
				-408.6095	-13.67811	191.0494	-0.630754
				-409.6112	-13.51912	190.0347	-0.807756
				-410.6121	-13.35276	189.0201	-0.987026
				-411.6354	-13.19822	188.015	-1.179437
				-412.6459	-13.04403	186.9919	-1.380258
				-413.6343	-12.88463	186.0033	-1.579168
				-414.6467	-12.73119	184.998	-1.774938
				-415.6515	-12.56807	183.9969	-1.962107
				-416.6521	-12.40688	183.0073	-2.151124
				-417.6771	-12.25173	181.9967	-2.33279
				-418.6751	-12.10096	181.0145	-2.506547
				-419.704	-11.95854	180.0299	-2.696836
				-420.7195	-11.81416	179.0537	-2.878499
				-421.7166	-11.66924	178.0695	-3.062664
				-422.7068	-11.52461	177.0629	-3.272385
				-423.6822	-11.37671	176.0508	-3.47717
				-424.6502	-11.23369	175.0287	-3.683931
				-425.6485	-11.09323	174.0106	-3.897313
				-426.6596	-10.95178	173.0095	-4.0929
				-427.6546	-10.81645	172.0109	-4.278409
				-428.6676	-10.68058	171.0348	-4.463745
				-429.6707	-10.54895	170.0493	-4.651466
				-430.6666	-10.42632	169.0629	-4.844563
				-431.6902	-10.29998	168.0739	-5.036492
				-432.6973	-10.17637	167.0444	-5.241891
				-433.7101	-10.05006	166.0402	-5.442023
				-434.6822	-9.918206	165.0231	-5.628744
				-435.6602	-9.790526	164.001	-5.833878
				-436.6511	-9.666777	162.9929	-6.02568
				-437.6277	-9.548723	161.9962	-6.203492
				-438.6507	-9.437318	161.0012	-6.391024
				-439.6534	-9.326578	160.0141	-6.563297
				-440.6752	-9.218227	159.0398	-6.730481
				-441.6957	-9.108847	158.0222	-6.912607
				-442.7035	-8.998259	157.0289	-7.096575
				-443.6946	-8.893501	156.0195	-7.282835
				-444.6927	-8.785976	155.0079	-7.465161
				-445.6917	-8.680015	154.0281	-7.640006
				-446.6748	-8.579532	153.0115	-7.805656
				-447.6947	-8.475468	152.0326	-7.952625
				-448.6497	-8.375693	151.0421	-8.11001
				-449.6424	-8.282899	150.0322	-8.270762
				-450.6501	-8.190279	149.0568	-8.423197
				-451.6564	-8.099964	148.0514	-8.594326
				-452.6872	-8.010081	147.0274	-8.75974
				-453.6805	-7.915079	146.0302	-8.911983
				-454.673	-7.819725	145.0173	-9.073105
				-455.6632	-7.725739	144.0015	-9.220235
				-456.6472	-7.638845	143.0211	-9.354048
				-457.6555	-7.557319	142.0161	-9.479773
				-458.6512	-7.47963	141.0155	-9.592356
				-459.6417	-7.408855	139.994	-9.700789
				-460.6496	-7.336682	138.9946	-9.812048
				-461.6412	-7.265306	137.9955	-9.933345
				-462.6463	-7.199934	136.9789	-10.06381
				-463.6718	-7.130538	136.0078	-10.18589
				-464.6828	-7.061856	134.9895	-10.30343
				-465.6987	-6.994029	133.9914	-10.40916
				-466.711	-6.924379	133.0119	-10.49077
				-467.7009	-6.857736	132.0193	-10.57419
				-468.6879	-6.793694	131.0495	-10.65033
				-469.6824	-6.733935	130.0523	-10.72067
				-470.6985	-6.676455	129.0456	-10.79851
				-471.6895	-6.61832	128.0503	-10.86855
				-472.7005	-6.562075	127.043	-10.93769
				-473.7174	-6.506145	126.0433	-11.0114
				-474.6956	-6.448623	125.0553	-11.07844
				-475.6843	-6.398764	124.0375	-11.146
				-476.6771	-6.347733	123.0299	-11.20182
				-477.6495	-6.296729	122.0418	-11.24277
				-478.6589	-6.250947	121.0229	-11.28129
				-479.6852	-6.196686	120.0481	-11.30896
				-480.6845	-6.147827	119.028	-11.34446
				-481.6751	-6.098106	118.0323	-11.38224
				-482.6835	-6.048261	117.0564	-11.41563
				-483.6668	-6.005687	116.0313	-11.45435
				-484.6837	-5.962036	115.039	-11.4785
				-485.701	-5.921391	114.0406	-11.4917
				-486.6888	-5.881714	113.0364	-11.50973
				-487.6933	-5.839569	112.0542	-11.51103
				-488.6796	-5.801101	111.0756	-11.51194
				-489.6747	-5.761669	110.0702	-11.51764
				-490.6588	-5.722213	109.0648	-11.50955
				-491.6542	-5.686817	108.0627	-11.50709
				-492.6403	-5.649336	107.0655	-11.50777
				-493.6497	-5.61413	106.055	-11.50537
				-494.6496	-5.582509	105.0464	-11.50165
				-495.6567	-5.548824	104.0391	-11.48863
				-496.6677	-5.516619	103.0267	-11.46942
				-497.6591	-5.48524	102.0443	-11.44013
				-498.6735	-5.453509	101.0738	-11.40625
				-499.6698	-5.422215	100.0967	-11.38726
				-500.6494	-5.390825	99.09705	-11.36606
				-501.6522	-5.362303	98.0937	-11.34782
				-502.6497	-5.335259	97.06757	-11.34108
				-503.6421	-5.310352	96.04001	-11.31773
				-504.6868	-5.289128	95.04027	-11.28806
				-505.6777	-5.266697	94.03609	-11.26059
				-506.666	-5.243359	93.03722	-11.221
				-507.6704	-5.222615	92.04153	-11.17833
				-508.6577	-5.199686	91.05176	-11.13572
				-509.6529	-5.177321	90.05379	-11.08899
				-510.6528	-5.156855	89.07232	-11.04209
				-511.6389	-5.136323	88.08308	-10.99649
				-512.6021	-5.118293	87.09375	-10.96206
				-513.5991	-5.101713	86.07049	-10.92526
				-514.6115	-5.086686	85.05025	-10.88291
				-515.6388	-5.071558	84.01534	-10.84516
				-516.6723	-5.056173	82.9844	-10.79349
				-517.6923	-5.041743	82.01283	-10.73494
				-518.7133	-5.026979	81.00798	-10.68645
				-519.6946	-5.011637	80.05183	-10.63318
				-520.706	-4.997644	79.07233	-10.58003
				-521.6991	-4.984298	78.0663	-10.53372
				-522.6685	-4.970225	77.06648	-10.48476
				-523.687	-4.958336	76.05009	-10.43536
				-524.6811	-4.947074	75.05095	-10.3843
				-525.6818	-4.933393	74.03763	-10.33551
				-526.7017	-4.923446	73.03084	-10.28585
				-527.6876	-4.913406	72.0376	-10.22528
				-528.7067	-4.90206	71.03017	-10.17243
				-529.7117	-4.893355	70.03041	-10.11695
				-530.7037	-4.883427	69.04737	-10.05454
				-531.702	-4.876266	68.0312	-10.00158
				-532.6678	-4.869454	67.01308	-9.947535
				-533.6558	-4.862528	66.00362	-9.890883
				-534.662	-4.856135	65.0069	-9.838543
				-535.6597	-4.84659	64.00571	-9.783464
				-536.6787	-4.838426	63.02075	-9.723401
				-537.6779	-4.830304	62.02964	-9.665087
				-538.6532	-4.821187	61.02094	-9.606356
				-539.6666	-4.814367	60.0154	-9.554317
				-540.6505	-4.807438	59.00248	-9.500994
				-541.6579	-4.801042	58.00543	-9.444141
				-542.6909	-4.795839	57.00121	-9.388206
				-543.691	-4.789635	56.02016	-9.322527
				-544.6899	-4.785754	55.01887	-9.261286
				-545.6967	-4.782512	54.02383	-9.199121
				-546.6779	-4.778463	53.04339	-9.1326
				-547.6831	-4.775282	52.04809	-9.080283
				-548.6942	-4.770632	51.06015	-9.019295
				-549.6783	-4.766499	50.07686	-8.958912
				-550.6696	-4.764129	49.08137	-8.905039
				-551.637	-4.761882	48.0954	-8.841203
				-552.6159	-4.76125	47.11872	-8.779963
				-553.6228	-4.760588	46.10121	-8.72324
				-554.6298	-4.75906	45.07103	-8.662456
				-555.637	-4.758543	44.05293	-8.601137
				-556.6548	-4.755552	43.04333	-8.541922
				-557.6504	-4.751382	42.06028	-8.483918
				-558.6682	-4.748244	41.05576	-8.425022
				-559.6643	-4.743128	40.04502	-8.363523
				-560.6534	-4.740321	39.03885	-8.302734
				-561.6531	-4.73882	38.02044	-8.23722
				-562.6236	-4.73613	37.05169	-8.165943
				-563.6174	-4.735442	36.07139	-8.102058
				-564.5934	-4.733862	35.04903	-8.035267
				-565.6005	-4.731186	34.06576	-7.967737
				-566.6234	-4.728825	33.06767	-7.907649
				-567.63	-4.725597	32.06546	-7.841562
				-568.6492	-4.722814	31.07899	-7.775257
				-569.6616	-4.72085	30.07558	-7.710107
				-570.649	-4.720286	29.07525	-7.642252
				-571.6633	-4.720411	28.07469	-7.576699
				-572.6979	-4.72051	27.0841	-7.508398
				-573.6812	-4.719515	26.08551	-7.442278
				-574.677	-4.718793	25.07592	-7.376196
				-575.6894	-4.716748	24.09381	-7.307559
				-576.6407	-4.714415	23.09581	-7.245716
				-577.6302	-4.714049	22.08737	-7.185925
				-578.6383	-4.712037	21.10047	-7.122688
				-579.6292	-4.710567	20.06893	-7.065163
				-580.6552	-4.708144	19.08774	-7.002007
				-581.6678	-4.706201	18.09563	-6.934387
				-582.6678	-4.704371	17.09158	-6.871041
				-583.6573	-4.702531	16.11489	-6.80303
				-584.6422	-4.702509	15.1062	-6.738787
				-585.6355	-4.700228	14.11057	-6.67667
				-586.6218	-4.69731	13.09881	-6.615304
				-587.6255	-4.69608	12.08838	-6.557221
				-588.6246	-4.694431	11.0882	-6.499001
				-589.6147	-4.693063	10.09117	-6.44169
				-590.6094	-4.693905	9.090543	-6.386538
				-591.5864	-4.693814	8.102529	-6.328278
				-592.5973	-4.692414	7.1144	-6.271517
				-593.6042	-4.692042	6.107169	-6.215987
				-594.6173	-4.691199	5.147603	-6.157838
				-595.6389	-4.68985	4.143987	-6.107889
				-596.6153	-4.688791	3.136046	-6.056396
				-597.618	-4.687706	2.154966	-6.006875
						1.122127	-5.961758
						0.124918	-5.90985
						-0.876238	-5.860575
						-1.859299	-5.803644
						-2.810593	-5.750716
						-3.789063	-5.704068
						-4.763721	-5.658405
						-5.759609	-5.620998
						-6.753137	-5.581608
						-7.75454	-5.540725
						-8.762482	-5.502802
						-9.778216	-5.464703
						-10.79587	-5.423672
						-11.78665	-5.389113
						-12.76816	-5.349319
						-13.74903	-5.31098
						-14.74435	-5.281927
						-15.7541	-5.246676
						-16.77582	-5.216678
						-17.81632	-5.18956
						-18.81482	-5.15567
						-19.81827	-5.12359
						-20.79755	-5.092011
						-21.7782	-5.059526
						-22.78831	-5.02731
						-23.75935	-4.994342
						-24.75819	-4.965525
						-25.73432	-4.935917
						-26.71736	-4.906477
						-27.72005	-4.888725
						-28.73762	-4.865527
						-29.75088	-4.843121
						-30.78168	-4.825971
						-31.80444	-4.799846
						-32.79233	-4.773439
						-33.79283	-4.752076
						-34.78274	-4.728817
						-35.78299	-4.707802
						-36.76478	-4.689761
						-37.75837	-4.672576
						-38.74828	-4.656182
						-39.73289	-4.637545
						-40.76786	-4.622856
						-41.77929	-4.6036
						-42.74998	-4.580199
						-43.75553	-4.566115
						-44.74977	-4.548529
						-45.72469	-4.532132
						-46.75565	-4.525286
						-47.74611	-4.513178
						-48.74278	-4.501645
						-49.75753	-4.491735
						-50.74108	-4.478166
						-51.74843	-4.463981
						-52.73096	-4.450749
						-53.72264	-4.440188
						-54.73063	-4.432248
						-55.72195	-4.42152
						-56.73478	-4.416248
						-57.74115	-4.410615
						-58.74115	-4.400646
						-59.75267	-4.398063
						-60.76113	-4.390256
						-61.77461	-4.380287
						-62.77784	-4.373943
						-63.77288	-4.365728
						-64.74954	-4.359952
						-65.74147	-4.360555
						-66.74904	-4.361426
						-67.77906	-4.365127
						-68.81421	-4.366512
						-69.81421	-4.364677
						-70.81618	-4.364651
						-71.78929	-4.359667
						-72.78841	-4.359008
						-73.79625	-4.358177
						-74.79126	-4.353772
						-75.79637	-4.355875
						-76.76367	-4.357591
						-77.7522	-4.361498
						-78.75018	-4.370264
						-79.74781	-4.376066
						-80.75227	-4.380048
						-81.75749	-4.383223
						-82.76403	-4.385975
						-83.78197	-4.390595
						-84.81434	-4.400442
						-85.83237	-4.40776
						-86.84477	-4.419696
						-87.82555	-4.427582
						-88.79785	-4.439075
						-89.77994	-4.448923
						-90.75587	-4.45471
						-91.76511	-4.46837
						-92.78497	-4.47481
						-93.78082	-4.487608
						-94.79404	-4.502044
						-95.79686	-4.509518
						-96.75533	-4.519524
						-97.75899	-4.533274
						-98.75545	-4.546375
						-99.73174	-4.561078
						-100.7584	-4.577568
						-101.7483	-4.592037
						-102.7329	-4.605792
						-103.7186	-4.624044
						-104.7156	-4.647882
						-105.7328	-4.669658
						-106.7516	-4.692757
						-107.7793	-4.71959
						-108.8015	-4.741992
						-109.7954	-4.76408
						-110.7926	-4.792431
						-111.8046	-4.81589
						-112.7864	-4.838017
						-113.7799	-4.863603
						-114.7707	-4.884742
						-115.7604	-4.908993
						-116.7606	-4.937346
						-117.7738	-4.971448
						-118.8034	-5.007342
						-119.8227	-5.04036
						-120.8371	-5.077395
						-121.8589	-5.10949
						-122.8465	-5.140112
						-123.8245	-5.178447
						-124.8149	-5.215626
						-125.7924	-5.252867
						-126.7806	-5.296287
						-127.7714	-5.336805
						-128.7574	-5.378011
						-129.7358	-5.424266
						-130.7365	-5.469607
						-131.7514	-5.518858
						-132.7615	-5.56408
						-133.7713	-5.608162
						-134.7768	-5.65487
						-135.7661	-5.698879
						-136.7698	-5.750986
						-137.8039	-5.804839
						-138.8031	-5.857623
						-139.8297	-5.914948
						-140.8268	-5.96902
						-141.7952	-6.021359
						-142.8071	-6.079658
						-143.795	-6.131023
						-144.8068	-6.186437
						-145.8042	-6.244989
						-146.7927	-6.299199
						-147.765	-6.35968
						-148.7455	-6.424218
						-149.7654	-6.488563
						-150.7632	-6.554276
						-151.781	-6.61768
						-152.7733	-6.676738
						-153.7692	-6.733597
						-154.7411	-6.789901
						-155.7261	-6.858204
						-156.7472	-6.933251
						-157.7387	-7.010613
						-158.7664	-7.092024
						-159.7821	-7.165186
						-160.7759	-7.234453
						-161.7709	-7.309003
						-162.7543	-7.38343
						-163.7637	-7.456246
						-164.776	-7.530571
						-165.7651	-7.604672
						-166.7741	-7.67852
						-167.7629	-7.756213
						-168.7527	-7.842712
						-169.7795	-7.92848
						-170.7893	-8.008253
						-171.8023	-8.093084
						-172.8063	-8.164088
						-173.7778	-8.228154
						-174.7782	-8.302351
						-175.756	-8.370286
						-176.7478	-8.438839
						-177.7516	-8.511387
						-178.748	-8.579045
						-179.7443	-8.64146
						-180.7333	-8.703156
						-181.7411	-8.765744
						-182.7552	-8.825136
						-183.7752	-8.876052
						-184.7652	-8.930719
						-185.7528	-8.982316
						-186.7222	-9.027142
						-187.7206	-9.090017
						-188.7389	-9.153625
						-189.742	-9.212496
						-190.7424	-9.27657
						-191.7399	-9.331857
						-192.7298	-9.379744
						-193.7164	-9.433336
						-194.7107	-9.489906
						-195.7097	-9.55236
						-196.7174	-9.618076
						-197.7314	-9.686283
						-198.763	-9.761001
						-199.7513	-9.828823
						-200.7361	-9.903564
						-201.7287	-9.979176
						-202.6991	-10.0415
						-203.6878	-10.10877
						-204.6718	-10.17122
						-205.6587	-10.23117
						-206.6565	-10.30564
						-207.6592	-10.38725
						-208.6733	-10.47917
						-209.692	-10.576
						-210.704	-10.66432
						-211.7511	-10.75347
						-212.7737	-10.83546
						-213.7599	-10.91535
