WE1 Volts(mV)    WE1 Idir (uA)		WE1 Volts(mV)    WE1 Idir (uA)		WE1 Volts(mV)    WE1 Idir (uA)		WE1 Volts(mV)    WE1 Idir (uA)	
Ru Adsorbido con HQ 5mM.teq4_2col	Ru Adsorbido con HQ 5mM.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 1.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 1.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 2.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 2.teq4_2col	Ru Adsorbido con HQ 5mM 20 ciclos.teq4_2col	Ru Adsorbido con HQ 5mM 20 ciclos.teq4_2col
		-421.1613	-0.010923			619.379	10.36789
		-420.1669	0.012741			618.3797	10.31763
		-419.1813	0.037871			617.3948	10.26416
		-418.2036	0.065003			616.377	10.21302
		-417.187	0.098001			615.3879	10.15808
		-416.1915	0.130772			614.3895	10.10482
		-415.1799	0.164763			613.4022	10.05141
		-414.151	0.20236			612.4395	9.996202
		-413.1387	0.233211			611.4364	9.940129
		-412.1426	0.263264			610.4224	9.883992
		-411.1476	0.295845			609.4127	9.824263
		-410.1749	0.32544			608.3802	9.76467
		-409.204	0.35735			607.3636	9.70825
		-408.1944	0.393077			606.366	9.645995
		-407.185	0.429476			605.3723	9.587349
		-406.1655	0.467744			604.3769	9.525613
		-405.1495	0.509074			603.3802	9.462301
		-404.1579	0.550462			602.3949	9.401639
		-403.1929	0.588081			601.3792	9.337967
		-402.2175	0.623635			600.3811	9.275992
		-401.2325	0.665253			599.3788	9.211237
		-400.2417	0.705878			598.3499	9.146199
		-399.2338	0.753501			597.3602	9.085292
		-398.2263	0.808097			596.3611	9.020086
		-397.2426	0.856048			595.3501	8.953045
		-396.2489	0.906832			594.3785	8.888929
		-395.2371	0.960971			593.3685	8.819913
		-394.2545	1.008824			592.3768	8.753003
		-393.2245	1.061962			591.3868	8.683456
		-392.226	1.115342			590.3751	8.612211
		-391.2432	1.167836			589.364	8.541158
		-390.2121	1.231095			588.3615	8.47225
		-389.2273	1.289391			587.371	8.406341
		-388.2166	1.358296			586.3813	8.333473
		-387.2185	1.418338			585.3956	8.258858
		-386.2388	1.478378			584.3891	8.182906
		-385.2417	1.544913			583.373	8.107545
		-384.2782	1.602326			582.3519	8.033971
		-383.2612	1.67043			581.3564	7.962041
		-382.2516	1.744735			580.3611	7.887511
		-381.2294	1.821826			579.3592	7.812276
		-380.1884	1.901405			578.379	7.73872
		-379.1855	1.983163			577.3821	7.660952
		-378.1807	2.05882			576.3809	7.585174
		-377.2151	2.12824			575.3965	7.509109
		-376.2185	2.203903			574.3964	7.435269
		-375.2353	2.281249			573.3824	7.360398
		-374.2363	2.363418			572.373	7.283488
		-373.2181	2.450827			571.3654	7.203611
		-372.2259	2.542483			570.3597	7.121082
		-371.2247	2.631314			569.3798	7.04568
		-370.2359	2.720329			568.3845	6.965923
		-369.2284	2.815222			567.4066	6.890265
		-368.2253	2.905184			566.4129	6.811073
		-367.228	2.995777			565.395	6.728649
		-366.2307	3.086352			564.4073	6.653964
		-365.2487	3.17592			563.4028	6.574335
		-364.2537	3.269922			562.4066	6.497301
		-363.2318	3.375231			561.4268	6.41808
		-362.2236	3.48531			560.4185	6.334285
		-361.193	3.599564			559.4011	6.255455
		-360.1692	3.71216			558.4086	6.17397
		-359.1758	3.81693			557.3783	6.091306
		-358.1826	3.922138			556.3818	6.011092
		-357.2104	4.02241			555.3741	5.927897
		-356.2326	4.122805			554.3636	5.849936
		-355.2457	4.227281			553.3644	5.771792
		-354.2506	4.333519			552.364	5.69156
		-353.2608	4.445954			551.3683	5.609755
		-352.2719	4.567586			550.3542	5.528476
		-351.2776	4.698568			549.3716	5.451687
		-350.2573	4.834731			548.3745	5.373923
		-349.2364	4.967012			547.3667	5.293438
		-348.2088	5.093292			546.3677	5.213121
		-347.2007	5.210323			545.3598	5.130704
		-346.2146	5.315341			544.3602	5.049578
		-345.2309	5.426925			543.3729	4.975588
		-344.2652	5.544734			542.394	4.896053
		-343.2697	5.66667			541.394	4.818797
		-342.2667	5.803512			540.3966	4.743435
		-341.2536	5.946661			539.3994	4.66664
		-340.2406	6.087501			538.394	4.594594
		-339.2325	6.229723			537.4043	4.51698
		-338.216	6.36916			536.4191	4.441569
		-337.2062	6.499094			535.4452	4.366536
		-336.1872	6.625228			534.4279	4.292482
		-335.1931	6.748102			533.4179	4.221862
		-334.2126	6.873499			532.3926	4.146035
		-333.2308	6.997615			531.3674	4.070313
		-332.263	7.131901			530.3893	3.996965
		-331.2529	7.279921			529.3928	3.924922
		-330.2584	7.422448			528.3901	3.852941
		-329.2516	7.568682			527.3923	3.782692
		-328.216	7.711184			526.4011	3.708142
		-327.2272	7.836733			525.4157	3.63802
		-326.2308	7.960204			524.4279	3.570752
		-325.2275	8.09024			523.4274	3.501356
		-324.2447	8.225708			522.4232	3.433704
		-323.2233	8.366682			521.4033	3.362173
		-322.2026	8.514645			520.4157	3.296621
		-321.2128	8.66367			519.4287	3.231381
		-320.2121	8.803009			518.4134	3.164519
		-319.217	8.943284			517.3893	3.101812
		-318.229	9.087336			516.3927	3.033604
		-317.2205	9.214321			515.3816	2.971352
		-316.2349	9.335213			514.3947	2.912148
		-315.2558	9.459556			513.4364	2.848588
		-314.2574	9.577101			512.4139	2.78725
		-313.2681	9.707248			511.4396	2.7244
		-312.2467	9.858066			510.4454	2.663813
		-311.2221	10.01096			509.4471	2.603825
		-310.2172	10.15856			508.4554	2.541584
		-309.1927	10.29735			507.4241	2.480284
		-308.2048	10.41974			506.4112	2.418139
		-307.2277	10.52516			505.3964	2.361317
		-306.252	10.62662			504.3762	2.306756
		-305.2866	10.73671			503.39	2.248607
		-304.2943	10.84455			502.3924	2.190728
		-303.2892	10.95734			501.3964	2.133314
		-302.296	11.08851			500.4059	2.080505
		-301.2985	11.21653			499.3984	2.029266
		-300.2677	11.34498			498.3837	1.978857
		-299.2599	11.47734			497.3939	1.924162
		-298.2188	11.59333			496.3846	1.869578
		-297.1965	11.69253			495.375	1.822008
		-296.2204	11.7853			494.3828	1.772401
		-295.2381	11.8708			493.3804	1.7242
		-294.2542	11.95749			492.381	1.674686
		-293.2766	12.05465			491.3745	1.624307
		-292.2914	12.16547			490.373	1.577808
		-291.2674	12.28154			489.3689	1.531546
		-290.2659	12.39			488.3783	1.484106
		-289.2443	12.49691			487.3812	1.435917
		-288.2051	12.58975			486.3837	1.390403
		-287.218	12.66439			485.388	1.350508
		-286.2078	12.74758			484.4026	1.309192
		-285.2093	12.82089			483.4315	1.265243
		-284.2458	12.88768			482.4317	1.221836
		-283.2415	12.96165			481.4205	1.177459
		-282.2627	13.03045			480.4077	1.137626
		-281.2737	13.10547			479.3858	1.100057
		-280.2581	13.18574			478.3795	1.059934
		-279.2676	13.26196			477.3817	1.0184
		-278.2617	13.33046			476.3658	0.978491
		-277.2751	13.38024			475.3674	0.938799
		-276.2782	13.41839			474.3761	0.903625
		-275.2837	13.45895			473.3829	0.869838
		-274.27	13.50041			472.4185	0.837041
		-273.2392	13.55975			471.4163	0.804828
		-272.2423	13.62479			470.4059	0.769426
		-271.2306	13.68248			469.4089	0.734356
		-270.2296	13.7335			468.3971	0.701456
		-269.2623	13.76837			467.3708	0.664982
		-268.2526	13.79615			466.3871	0.632898
		-267.2556	13.81542			465.3792	0.601676
		-266.2805	13.82499			464.3804	0.566201
		-265.2726	13.83373			463.4113	0.539426
		-264.2882	13.84363			462.3926	0.510291
		-263.3009	13.85514			461.4015	0.481845
		-262.27	13.88489			460.4108	0.457544
		-261.2401	13.91798			459.4205	0.428641
		-260.2079	13.94584			458.4274	0.398385
		-259.1719	13.96551			457.4289	0.371535
		-258.1923	13.96099			456.4037	0.345454
		-257.1947	13.93817			455.4007	0.320482
		-256.2181	13.90278			454.4181	0.298565
		-255.2471	13.87042			453.4106	0.278836
		-254.2403	13.84607			452.4409	0.252232
		-253.2699	13.82465			451.4376	0.231775
		-252.2685	13.81426			450.4261	0.211691
		-251.2729	13.80667			449.4331	0.185235
		-250.2774	13.77714			448.3924	0.165705
		-249.2622	13.74038			447.4046	0.145038
		-248.2534	13.69903			446.4059	0.123552
		-247.2573	13.6445			445.3975	0.107171
		-246.2667	13.59837			444.4084	0.08508
		-245.2822	13.55103			443.4053	0.066407
		-244.2838	13.4961			442.3839	0.048907
		-243.279	13.43892			441.3892	0.033523
		-242.2828	13.38656			440.4109	0.021793
		-241.2779	13.34004			439.4075	9.93E-4
		-240.2635	13.29168			438.4307	-0.017373
		-239.2539	13.23808			437.4376	-0.034652
		-238.2356	13.17556			436.4416	-0.048834
		-237.2354	13.10394			435.4525	-0.060431
		-236.2628	13.02511			434.4669	-0.072825
		-235.2576	12.95287			433.4763	-0.089344
		-234.2524	12.87656			432.4567	-0.105892
		-233.2492	12.79729			431.4649	-0.116844
		-232.2398	12.71966			430.4562	-0.130838
		-231.267	12.63645			429.4329	-0.143765
		-230.2765	12.54703			428.442	-0.156957
		-229.2752	12.46115			427.414	-0.16886
		-228.2945	12.37998			426.4211	-0.177669
		-227.2723	12.2932			425.4281	-0.188415
		-226.2943	12.19477			424.4419	-0.198309
		-225.2995	12.09569			423.4692	-0.211829
		-224.28	11.98807			422.4664	-0.220821
		-223.2917	11.88104			421.4758	-0.227365
		-222.2773	11.79418			420.4858	-0.235166
		-221.269	11.70306			419.478	-0.243466
		-220.252	11.60235			418.4834	-0.253786
		-219.2322	11.50075			417.4896	-0.262636
		-218.2215	11.38484			416.4698	-0.271396
		-217.2054	11.26436			415.4722	-0.275841
		-216.2249	11.14248			414.4609	-0.286089
		-215.2324	11.02011			413.4553	-0.293891
		-214.2566	10.90094			412.4618	-0.298579
		-213.2777	10.78237			411.4675	-0.307056
		-212.2763	10.67426			410.4891	-0.312501
		-211.2799	10.57026			409.4942	-0.318716
		-210.2438	10.46444			408.5016	-0.325755
		-209.196	10.36007			407.5012	-0.329395
		-208.1735	10.24551			406.493	-0.333203
		-207.1726	10.11599			405.5031	-0.339488
		-206.1819	9.984354			404.4876	-0.34635
		-205.2115	9.847773			403.4702	-0.355203
		-204.2386	9.71627			402.47	-0.357072
		-203.2422	9.595208			401.4669	-0.360198
		-202.2522	9.477786			400.4633	-0.366558
		-201.2532	9.368995			399.4696	-0.369329
		-200.2372	9.25827			398.472	-0.375729
		-199.2193	9.143969			397.4607	-0.376597
		-198.2223	9.028717			396.4641	-0.378137
		-197.2271	8.907513			395.4957	-0.381649
		-196.2372	8.785901			394.4837	-0.386243
		-195.2531	8.66422			393.4772	-0.393362
		-194.2394	8.541247			392.4714	-0.390061
		-193.2484	8.420336			391.4389	-0.39227
		-192.2608	8.305693			390.4274	-0.3955
		-191.2664	8.197408			389.421	-0.395703
		-190.2745	8.094208			388.4289	-0.403456
		-189.2701	7.988231			387.4137	-0.400608
		-188.2614	7.878588			386.4221	-0.400139
		-187.2477	7.76581			385.4373	-0.406931
		-186.2653	7.649588			384.4268	-0.409657
		-185.2681	7.54103			383.4557	-0.416403
		-184.2707	7.43563			382.4466	-0.423311
		-183.2843	7.329621			381.4558	-0.4244
		-182.2707	7.227169			380.4737	-0.429138
		-181.2735	7.124172			379.4715	-0.433018
		-180.268	7.020395			378.4782	-0.431835
		-179.2628	6.91965			377.4606	-0.432057
		-178.2582	6.819069			376.4758	-0.436789
		-177.271	6.717366			375.4641	-0.441336
		-176.291	6.613941			374.4619	-0.444692
		-175.3025	6.511782			373.4688	-0.443805
		-174.316	6.416928			372.437	-0.442228
		-173.3082	6.32364			371.4437	-0.444919
		-172.2959	6.239813			370.4617	-0.447508
		-171.3089	6.157312			369.4742	-0.456722
		-170.2824	6.068401			368.4751	-0.456736
		-169.277	5.980384			367.4725	-0.449643
		-168.2757	5.890591			366.4516	-0.452331
		-167.2554	5.798416			365.4259	-0.451649
		-166.2801	5.708198			364.4309	-0.454653
		-165.2995	5.621858			363.432	-0.458694
		-164.3151	5.53676			362.455	-0.459197
		-163.3236	5.456906			361.4734	-0.464479
		-162.3241	5.382366			360.4626	-0.467567
		-161.2975	5.31084			359.4608	-0.471902
		-160.2794	5.237847			358.4465	-0.471262
		-159.2674	5.165737			357.4684	-0.466973
		-158.2382	5.093182			356.4983	-0.473789
		-157.2314	5.012788			355.5096	-0.478129
		-156.2353	4.936016			354.5139	-0.481953
		-155.236	4.860384			353.4813	-0.486565
		-154.2862	4.784328			352.4477	-0.477277
		-153.3267	4.715403			351.4362	-0.477405
		-152.3371	4.652361			350.4265	-0.478279
		-151.3312	4.590564			349.4247	-0.476068
		-150.2874	4.530157			348.4348	-0.485598
		-149.254	4.471019			347.4305	-0.481087
		-148.2486	4.407897			346.4481	-0.485259
		-147.2521	4.344645			345.4496	-0.490696
		-146.2755	4.281894			344.4562	-0.487703
		-145.2844	4.222154			343.4646	-0.492121
		-144.2788	4.159961			342.4433	-0.493243
		-143.292	4.10047			341.4277	-0.497271
		-142.2914	4.046644			340.4206	-0.502154
		-141.2897	3.990497			339.4028	-0.504786
		-140.2957	3.939754			338.4069	-0.502825
		-139.2827	3.89028			337.4213	-0.502846
		-138.2823	3.835846			336.4232	-0.508947
		-137.2938	3.782249			335.423	-0.51422
		-136.2964	3.73281			334.4351	-0.518014
		-135.298	3.683626			333.4235	-0.514314
		-134.3042	3.6377			332.4412	-0.507263
		-133.286	3.593143			331.4403	-0.51323
		-132.2859	3.547148			330.4326	-0.518653
		-131.3032	3.499674			329.455	-0.526237
		-130.2854	3.451334			328.441	-0.527843
		-129.2921	3.407084			327.4542	-0.530664
		-128.2868	3.360307			326.4386	-0.533552
		-127.2685	3.315285			325.4184	-0.53498
		-126.2862	3.273562			324.4164	-0.541855
		-125.2988	3.230359			323.412	-0.540285
		-124.3008	3.192127			322.4284	-0.537618
		-123.3084	3.158379			321.4464	-0.542272
		-122.3203	3.124351			320.4355	-0.542302
		-121.3117	3.089246			319.4574	-0.542852
		-120.3131	3.053044			318.4756	-0.547618
		-119.3172	3.013671			317.4677	-0.549886
		-118.2859	2.975403			316.463	-0.556121
		-117.278	2.936545			315.434	-0.561203
		-116.2812	2.899074			314.4078	-0.565152
		-115.2955	2.863998			313.4255	-0.564597
		-114.3237	2.829397			312.4331	-0.564965
		-113.3463	2.800285			311.4539	-0.56726
		-112.3311	2.772068			310.464	-0.570277
		-111.3024	2.743828			309.4563	-0.570651
		-110.2746	2.715998			308.4743	-0.573357
		-109.2579	2.68617			307.4559	-0.577394
		-108.2635	2.655278			306.4716	-0.577535
		-107.2697	2.624249			305.483	-0.58754
		-106.2585	2.593544			304.4687	-0.594615
		-105.2732	2.564389			303.4829	-0.595893
		-104.2642	2.536297			302.4649	-0.597713
		-103.2572	2.509326			301.4483	-0.599499
		-102.2909	2.486032			300.4724	-0.598274
		-101.2683	2.462714			299.4571	-0.601011
		-100.2829	2.439668			298.4672	-0.603565
		-99.29333	2.416493			297.4531	-0.607223
		-98.27257	2.390934			296.4464	-0.61081
		-97.29218	2.365635			295.4622	-0.613443
		-96.28227	2.338346			294.4458	-0.621145
		-95.28905	2.315748			293.4601	-0.619827
		-94.31435	2.291445			292.4428	-0.62869
		-93.31734	2.269906			291.4383	-0.635962
		-92.30716	2.254895			290.4372	-0.640664
		-91.32602	2.231489			289.4319	-0.648976
		-90.30873	2.216208			288.4292	-0.644243
		-89.32194	2.194971			287.4266	-0.65224
		-88.34335	2.173851			286.4278	-0.657134
		-87.33226	2.154552			285.4318	-0.658844
		-86.35616	2.132549			284.4378	-0.667555
		-85.3415	2.114576			283.4357	-0.666752
		-84.35425	2.094439			282.4474	-0.675134
		-83.35197	2.078458			281.4491	-0.684543
		-82.34216	2.058607			280.4744	-0.687134
		-81.33795	2.039785			279.4915	-0.692588
		-80.30356	2.022807			278.4875	-0.69949
		-79.29765	2.005315			277.4892	-0.70398
		-78.31964	1.986091			276.4679	-0.720321
		-77.33598	1.968571			275.4454	-0.728546
		-76.37318	1.952467			274.4275	-0.729879
		-75.38126	1.938411			273.4202	-0.737286
		-74.34418	1.926779			272.4146	-0.742205
		-73.33698	1.917376			271.4192	-0.748308
		-72.31611	1.906286			270.4384	-0.756317
		-71.3036	1.890957			269.4495	-0.762613
		-70.32034	1.876991			268.4488	-0.767536
		-69.29015	1.859787			267.4694	-0.776062
		-68.30585	1.841834			266.4676	-0.785896
		-67.29845	1.825352			265.4564	-0.793967
		-66.28622	1.809231			264.4729	-0.804421
		-65.3136	1.795556			263.4631	-0.813301
		-64.32699	1.781518			262.4666	-0.823633
		-63.34292	1.771216			261.4879	-0.834898
		-62.3257	1.764485			260.4851	-0.840894
		-61.306	1.755029			259.4905	-0.851525
		-60.27686	1.746167			258.4979	-0.860372
		-59.25897	1.73631			257.5021	-0.875924
		-58.26947	1.721296			256.5166	-0.891241
		-57.28005	1.707493			255.5287	-0.8991
		-56.26349	1.694548			254.5216	-0.912108
		-55.28895	1.68178			253.4907	-0.923549
		-54.28538	1.670882			252.4806	-0.941258
		-53.27891	1.660229			251.463	-0.963592
		-52.28807	1.651629			250.469	-0.977842
		-51.26974	1.643049			249.4928	-0.989451
		-50.26131	1.634995			248.5046	-1.002561
		-49.25054	1.628059			247.4937	-1.018584
		-48.25312	1.617378			246.48	-1.032166
		-47.2575	1.606478			245.4758	-1.046605
		-46.28538	1.598767			244.4617	-1.058115
		-45.2919	1.588222			243.4669	-1.076338
		-44.31398	1.579457			242.483	-1.095479
		-43.32441	1.572108			241.4877	-1.115029
		-42.30244	1.561714			240.4767	-1.132374
		-41.30739	1.554647			239.4779	-1.144437
		-40.30326	1.546924			238.4717	-1.168495
		-39.28728	1.538476			237.454	-1.191794
		-38.282	1.531829			236.4554	-1.214171
		-37.29392	1.523017			235.4407	-1.23293
		-36.29313	1.516267			234.4586	-1.253389
		-35.29326	1.511399			233.4672	-1.278398
		-34.32113	1.504847			232.4615	-1.303336
		-33.29289	1.499307			231.4739	-1.327227
		-32.278	1.492841			230.4626	-1.348741
		-31.28576	1.483389			229.4718	-1.368928
		-30.25616	1.475647			228.5139	-1.399841
		-29.25616	1.46648			227.5297	-1.434787
		-28.25768	1.458132			226.509	-1.460429
		-27.24562	1.450321			225.5039	-1.496562
		-26.27206	1.440264			224.4922	-1.524915
		-25.29129	1.434482			223.4914	-1.553582
		-24.27696	1.429062			222.5069	-1.588941
		-23.28106	1.427015			221.4975	-1.615417
		-22.27924	1.426925			220.5017	-1.64422
		-21.27158	1.420842			219.5041	-1.677952
		-20.3043	1.413425			218.519	-1.719281
		-19.29511	1.40452			217.537	-1.758008
		-18.26603	1.394849			216.5222	-1.796818
		-17.26347	1.389577			215.5272	-1.836687
		-16.23531	1.38352			214.5145	-1.879986
		-15.23963	1.37817			213.4995	-1.924267
		-14.24858	1.374668			212.5045	-1.975062
		-13.2602	1.369214			211.4968	-2.020027
		-12.28182	1.367998			210.5189	-2.058651
		-11.28003	1.366285			209.5477	-2.109582
		-10.26849	1.361379			208.5462	-2.156482
		-9.262086	1.358492			207.5356	-2.210002
		-8.249125	1.351987			206.5211	-2.259804
		-7.255052	1.343356			205.5134	-2.307171
		-6.256571	1.338467			204.524	-2.362284
		-5.244965	1.33412			203.5579	-2.420521
		-4.248745	1.325893			202.5698	-2.483565
		-3.272801	1.322362			201.5516	-2.542495
		-2.332007	1.318707			200.5681	-2.60257
		-1.372375	1.315348			199.5237	-2.671082
		-0.41971	1.315228			198.5065	-2.741129
		0.580934	1.315369			197.5275	-2.809582
		1.582387	1.313318			196.5163	-2.877279
		2.584368	1.308142			195.5252	-2.944711
		3.589668	1.306919			194.5406	-3.019415
		4.582684	1.303764			193.5324	-3.098398
		5.561947	1.298687			192.5091	-3.175121
		6.545123	1.295774			191.5206	-3.24483
		7.544331	1.294112			190.519	-3.325002
		8.560989	1.289683			189.5096	-3.406017
		9.593217	1.288257			188.5157	-3.492705
		10.60166	1.287048			187.5018	-3.584388
		11.61219	1.282622			186.4743	-3.667992
		12.57385	1.27688			185.4789	-3.756588
		13.54768	1.274837			184.4892	-3.843458
		14.54816	1.276223			183.5011	-3.936492
		15.53434	1.27378			182.4828	-4.029524
		16.53315	1.275804			181.4704	-4.121449
		17.54311	1.275355			180.4518	-4.220381
		18.54989	1.26905			179.44	-4.315109
		19.55879	1.266811			178.4899	-4.411427
		20.57453	1.265429			177.5189	-4.51435
		21.59059	1.261868			176.5201	-4.616127
		22.5657	1.258249			175.5412	-4.725999
		23.55523	1.255845			174.5171	-4.842367
		24.54443	1.252072			173.4918	-4.954191
		25.5232	1.250439			172.4898	-5.067715
		26.52117	1.25499			171.4631	-5.180549
		27.5216	1.25862			170.4867	-5.288743
		28.53432	1.257875			169.4789	-5.409595
		29.54119	1.257392			168.4664	-5.528614
		30.56926	1.253357			167.5049	-5.64829
		31.57837	1.248186			166.4884	-5.761989
		32.5602	1.246443			165.4857	-5.881406
		33.5404	1.244909			164.5124	-6.009558
		34.50489	1.242605			163.4844	-6.138882
		35.50508	1.241814			162.4882	-6.273664
		36.50814	1.242489			161.4961	-6.403223
		37.52728	1.243726			160.4819	-6.533939
		38.54313	1.246609			159.4828	-6.661466
		39.54435	1.246968			158.4819	-6.798797
		40.5366	1.247634			157.4924	-6.934111
		41.53198	1.24416			156.5074	-7.066638
		42.50845	1.241783			155.5307	-7.205808
