WE1 Volts(mV)    WE1 Idir (uA)		WE1 Volts(mV)    WE1 Idir (uA)		WE1 Volts(mV)    WE1 Idir (uA)		WE1 Volts(mV)    WE1 Idir (uA)	
Ru Adsorbido con HQ 5mM.teq4_2col	Ru Adsorbido con HQ 5mM.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 1.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 1.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 2.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 2.teq4_2col	Ru Adsorbido con HQ 5mM 20 ciclos.teq4_2col	Ru Adsorbido con HQ 5mM 20 ciclos.teq4_2col
		-181.6046	-3.518196			381.1125	11.61893
		-182.6022	-3.610257			382.1034	11.60661
		-183.6054	-3.703321			383.0886	11.59193
		-184.6273	-3.796368			384.0582	11.57983
		-185.6359	-3.887908			385.0208	11.56724
		-186.6478	-3.978172			386.0411	11.55796
		-187.6461	-4.074453			387.05	11.54976
		-188.637	-4.178218			388.0629	11.53889
		-189.6388	-4.282351			389.0569	11.52276
		-190.6355	-4.390612			390.0428	11.51065
		-191.6299	-4.491618			391.0533	11.50103
		-192.6388	-4.589731			392.067	11.49052
		-193.6224	-4.688785			393.0945	11.48141
		-194.6428	-4.789844			394.0885	11.4699
		-195.6607	-4.902637			395.0839	11.46023
		-196.6364	-5.011677			396.0919	11.45442
		-197.668	-5.128233			397.1048	11.45139
		-198.6499	-5.242702			398.1229	11.44473
		-199.6288	-5.350608			399.1277	11.4329
		-200.6542	-5.466462			400.1345	11.42402
		-201.6243	-5.582851			401.1152	11.41522
		-202.6077	-5.695146			402.1192	11.40436
		-203.606	-5.813128			403.1229	11.39472
		-204.5865	-5.92292			404.1239	11.38394
		-205.5565	-6.019136			405.1546	11.37562
		-206.5317	-6.129727			406.153	11.3693
		-207.5092	-6.242124			407.1511	11.35932
		-208.5189	-6.374419			408.1509	11.34736
		-209.545	-6.520785			409.1252	11.33543
		-210.5522	-6.6585			410.125	11.32684
		-211.5836	-6.793318			411.1363	11.32031
		-212.5671	-6.916876			412.132	11.31025
		-213.5753	-7.034359			413.1284	11.2999
		-214.5969	-7.159248			414.1198	11.28984
		-215.5796	-7.282718			415.1146	11.28459
		-216.5936	-7.40964			416.1046	11.28219
		-217.5826	-7.542171			417.11	11.27675
		-218.5833	-7.675577			418.1207	11.27001
		-219.5869	-7.819563			419.1189	11.25885
		-220.5954	-7.964004			420.1231	11.25509
		-221.6203	-8.107334			421.1104	11.24885
		-222.6439	-8.247358			422.0998	11.24145
		-223.6372	-8.369171			423.072	11.24356
		-224.6224	-8.486328			424.0576	11.23573
		-225.5923	-8.60714			425.0637	11.2414
		-226.5709	-8.727537			426.0773	11.25102
		-227.5788	-8.860966			427.0901	11.24583
		-228.5689	-9.006999			428.1074	11.24706
		-229.5899	-9.149574			429.1243	11.2394
		-230.5861	-9.28834			430.1147	11.2367
		-231.5889	-9.420958			431.145	11.2375
		-232.594	-9.550083			432.1226	11.23338
		-233.5706	-9.675321			433.1111	11.23534
		-234.5787	-9.798629			434.1081	11.23163
		-235.5898	-9.933466			435.0695	11.23346
		-236.5859	-10.06232			436.0834	11.23917
		-237.6075	-10.19292			437.0772	11.241
		-238.6093	-10.34204			438.0563	11.24624
		-239.6299	-10.48668			439.0739	11.25585
		-240.6534	-10.62839			440.0566	11.26835
		-241.6612	-10.77119			441.0695	11.28233
		-242.6416	-10.89619			442.0828	11.29651
		-243.6134	-11.00248			443.0542	11.31202
		-244.5938	-11.11143			444.0849	11.33141
		-245.5836	-11.22397			445.0583	11.35165
		-246.6073	-11.34244			446.0667	11.37098
		-247.5944	-11.47183			447.0782	11.38702
		-248.6042	-11.61283			448.0472	11.40581
		-249.602	-11.74957			449.0507	11.43248
		-250.5912	-11.87209			450.0439	11.46053
		-251.5882	-12.00387			451.0392	11.48785
		-252.5884	-12.12209			452.0363	11.51514
		-253.6008	-12.22584			453.0285	11.54124
		-254.5724	-12.33659			454.025	11.57799
		-255.5755	-12.43829			455.0561	11.62196
		-256.5661	-12.53428			456.1025	11.66086
		-257.5275	-12.64591			457.1318	11.70168
		-258.5355	-12.77345			458.1429	11.7376
		-259.5332	-12.90598			459.1175	11.77596
		-260.5491	-13.03951			460.0963	11.82302
		-261.5904	-13.16885			461.0922	11.8657
		-262.6234	-13.28028			462.0717	11.91395
		-263.6168	-13.3658			463.0807	11.9658
		-264.6015	-13.45803			464.0715	12.01858
		-265.5847	-13.54877			465.0493	12.07877
		-266.5432	-13.63214			466.037	12.13524
		-267.5647	-13.73579			467.0216	12.19227
		-268.5695	-13.84219			468.0191	12.25476
		-269.5685	-13.93969			468.9924	12.31644
		-270.6059	-14.0466			470.0153	12.38624
		-271.5976	-14.15279			471.0054	12.45899
		-272.6045	-14.24466			471.993	12.52924
		-273.5969	-14.32924			473.0306	12.60768
		-274.5963	-14.40288			474.0298	12.6896
		-275.6113	-14.47172			475.0154	12.76688
		-276.6021	-14.53766			476.0222	12.84763
		-277.5974	-14.61615			476.9946	12.92592
		-278.5924	-14.71276			477.9849	13.00834
		-279.601	-14.801			479.0217	13.09903
		-280.6162	-14.88857			480.0143	13.18758
		-281.656	-14.96866			481.0524	13.28231
		-282.6485	-15.02055			482.0657	13.37079
		-283.6142	-15.06689			483.0562	13.45574
		-284.5935	-15.11589			484.0502	13.54732
		-285.555	-15.16522			485.0444	13.63351
		-286.5443	-15.22422			486.0302	13.71926
		-287.5469	-15.28974			487.0254	13.80933
		-288.55	-15.35948			488.0463	13.89944
		-289.5732	-15.42864			489.0279	13.98732
		-290.5754	-15.49144			490.0331	14.07203
		-291.5984	-15.55476			491.0276	14.14851
		-292.6029	-15.6014			492.0148	14.22137
		-293.5979	-15.62745			493.0051	14.29756
		-294.6034	-15.65174			493.9978	14.3729
		-295.5726	-15.66864			495.0082	14.45034
		-296.5549	-15.69158			496.003	14.52184
		-297.5429	-15.73153			497.0152	14.59739
		-298.5468	-15.77944			498.0261	14.67179
		-299.576	-15.82984			499.0209	14.74244
		-300.6049	-15.8711			500.0361	14.81432
		-301.6128	-15.89997			501.0552	14.87954
		-302.5909	-15.91871			502.0494	14.94635
		-303.5735	-15.91568			503.0645	15.01856
		-304.5589	-15.91141			504.0625	15.089
		-305.5278	-15.91083			505.0558	15.15656
		-306.5353	-15.90361			506.0814	15.23116
		-307.5371	-15.90823			507.0689	15.29885
		-308.5117	-15.92453			508.0815	15.37494
		-309.5309	-15.94435			509.0946	15.45186
		-310.5335	-15.96556			510.0677	15.5221
		-311.5287	-15.9844			511.07	15.59984
		-312.56	-15.98658			512.0487	15.67223
		-313.5775	-15.96566			513.0301	15.75218
		-314.5874	-15.93717			514.04	15.83144
		-315.6001	-15.91247			515.0424	15.91131
		-316.612	-15.88691			516.0477	15.99531
		-317.5876	-15.86951			517.0452	16.07928
		-318.6105	-15.8697			518.0332	16.1697
		-319.5966	-15.85639			519.0344	16.26154
		-320.5457	-15.83378			520.0533	16.35698
		-321.5656	-15.81266			521.0588	16.45479
		-322.5568	-15.77042			522.0646	16.55278
		-323.5765	-15.71938			523.0657	16.65392
		-324.6206	-15.67077			524.0258	16.75043
		-325.6028	-15.61998			525.022	16.84885
		-326.5975	-15.56768			526.0271	16.95434
		-327.58	-15.52037			527.028	17.0584
		-328.5669	-15.48674			528.0381	17.16635
		-329.6108	-15.4494			529.0251	17.27507
		-330.6193	-15.40049			530.0176	17.379
		-331.6366	-15.3559			531.0137	17.48855
		-332.6389	-15.28838			532.0301	17.61018
		-333.5897	-15.19787			533.0551	17.72477
		-334.5606	-15.11992			534.0496	17.83522
		-335.5367	-15.0405			535.0591	17.94563
		-336.5231	-14.96212			536.0407	18.04643
		-337.5506	-14.91829			537.0248	18.15636
		-338.5786	-14.8721			538.0203	18.27735
		-339.6075	-14.81333			538.9971	18.3928
		-340.6189	-14.74782			539.9971	18.51066
		-341.6189	-14.66457			540.984	18.62826
		-342.6142	-14.57198			541.981	18.74275
		-343.5948	-14.47408			542.9683	18.86267
		-344.6147	-14.38481			543.9703	18.98377
		-345.6139	-14.28683			544.9786	19.10463
		-346.6001	-14.17971			545.9904	19.22913
		-347.6174	-14.08826			547.0279	19.35076
		-348.6133	-14.0002			548.0327	19.46878
		-349.6333	-13.91054			549.0305	19.58217
		-350.6653	-13.82685			550.0292	19.69294
		-351.6777	-13.73161			551.0206	19.81028
		-352.6862	-13.61994			552.0165	19.92898
		-353.6602	-13.51178			553.0046	20.04825
		-354.6321	-13.39692			554.001	20.16218
		-355.6071	-13.28484			555.0064	20.27049
		-356.5735	-13.16885			556.0219	20.38336
		-357.5772	-13.05941			557.0438	20.49642
		-358.5779	-12.95163			558.0675	20.61093
		-359.5613	-12.83391			559.0745	20.72293
		-360.5648	-12.72464			560.0641	20.83028
		-361.5599	-12.6103			561.0648	20.93756
		-362.5562	-12.49622			562.0399	21.04227
		-363.5684	-12.38403			562.9987	21.14119
		-364.5676	-12.27088			563.9929	21.23904
		-365.5417	-12.15089			564.9833	21.33633
		-366.5297	-12.03731			565.9783	21.43559
		-367.5277	-11.92842			566.9885	21.53673
		-368.5574	-11.821			568.006	21.63156
		-369.5782	-11.71853			569.001	21.7231
		-370.5964	-11.60772			570.0152	21.81322
		-371.6173	-11.49494			571.0292	21.90742
		-372.6064	-11.37606			572.0349	21.99858
		-373.6135	-11.25089			573.0461	22.08545
		-374.5938	-11.12893			574.0286	22.17483
		-375.5714	-11.00554			575.0354	22.24622
		-376.5598	-10.8849			576.011	22.32607
		-377.5548	-10.7678			576.9981	22.40516
		-378.5435	-10.65366			578.0228	22.47438
		-379.5612	-10.54458			579.0107	22.55072
		-380.563	-10.43323			580.0224	22.62126
		-381.5615	-10.3214			581.0278	22.69244
		-382.5967	-10.20995			582.0153	22.75883
		-383.5806	-10.09069			583.0249	22.82648
		-384.5644	-9.970722			584.0282	22.88825
		-385.5374	-9.856331			585.0339	22.94543
		-386.5094	-9.74207			586.0408	23.00187
		-387.5191	-9.63555			587.03	23.05132
		-388.5198	-9.535071			588.0101	23.09901
		-389.5427	-9.433432			589.0018	23.14253
		-390.5748	-9.330621			589.9792	23.18785
		-391.5905	-9.224857			590.9623	23.23778
		-392.6135	-9.118452			591.9724	23.27632
		-393.6182	-9.007024			592.9648	23.3152
		-394.5952	-8.895412			593.9637	23.34704
		-395.5675	-8.790216			594.98	23.37731
		-396.5556	-8.682183			595.9742	23.41098
		-397.5292	-8.578581			597.0089	23.43961
		-398.5154	-8.485992			598.0229	23.46566
		-399.5074	-8.388905			599.0318	23.48315
		-400.5097	-8.295342			600.0489	23.50323
		-401.5336	-8.204784			601.0271	23.51867
		-402.5504	-8.108194			602.0442	23.53176
		-403.5605	-8.011486			603.0533	23.5436
		-404.5391	-7.914814			604.0608	23.55232
		-405.5362	-7.821705			605.0731	23.56038
		-406.5248	-7.729427			606.0563	23.56441
		-407.4988	-7.64066			607.0725	23.56721
		-408.4977	-7.557842			608.0416	23.56498
		-409.4803	-7.473527			609.0457	23.56581
		-410.4631	-7.38832			610.0701	23.56543
		-411.4831	-7.308496			611.0464	23.55658
		-412.4946	-7.226349			612.0623	23.54612
		-413.5049	-7.141263			613.0594	23.52881
		-414.5072	-7.062594			614.0454	23.51269
		-415.5024	-6.98018			615.0433	23.50139
		-416.4824	-6.898956			616.0414	23.48499
		-417.4737	-6.825471			617.0289	23.46535
		-418.4774	-6.75329			618.0251	23.44141
		-419.4855	-6.683554			619.0215	23.41713
		-420.5151	-6.613945			620.0259	23.39338
		-421.5251	-6.544407			621.0372	23.36554
		-422.5629	-6.474287			622.0415	23.34116
		-423.5563	-6.401926			623.0573	23.31056
		-424.5495	-6.33341			624.052	23.27993
		-425.5414	-6.266321			625.0457	23.25024
		-426.5021	-6.198529			626.0565	23.2123
		-427.501	-6.137402			627.0522	23.17484
		-428.5135	-6.078312			628.0455	23.1361
		-429.5332	-6.018862			629.0443	23.10005
		-430.571	-5.963106			630.0326	23.06306
		-431.59	-5.906769			631.0179	23.02405
		-432.5755	-5.847655			632.0234	22.98108
		-433.5624	-5.787084			633.0183	22.93629
		-434.5363	-5.72856			634.0098	22.89428
		-435.5234	-5.671296			635.0144	22.84983
		-436.5211	-5.618325			636.0218	22.80635
		-437.5255	-5.570325			637.0236	22.75957
		-438.5237	-5.525044			638.0205	22.714
		-439.5274	-5.478868			639.0079	22.66643
		-440.535	-5.432876			639.9782	22.61935
		-441.5462	-5.387767			640.9736	22.57105
		-442.5592	-5.339224			641.9492	22.51931
		-443.5531	-5.293493			642.9518	22.47214
		-444.5464	-5.247409			643.9806	22.42506
		-445.5347	-5.202057			644.9602	22.37596
		-446.5228	-5.160047			645.9599	22.32404
		-447.522	-5.118375			646.9573	22.27398
		-448.5263	-5.081387			647.9546	22.22416
		-449.5409	-5.045628			648.9846	22.1763
		-450.5463	-5.009899			649.9983	22.12647
		-451.5425	-4.974406			651.0057	22.07443
		-452.5437	-4.935662			651.993	22.01996
		-453.5279	-4.896793			652.9752	21.96819
		-454.5352	-4.861693			653.9841	21.92172
		-455.5448	-4.829651			654.9777	21.86847
		-456.5361	-4.801191			655.9687	21.81681
		-457.5439	-4.774578			656.9788	21.76211
		-458.5381	-4.747252			657.9883	21.7098
		-459.547	-4.720709			658.9978	21.65984
		-460.5651	-4.69322			660.025	21.60601
		-461.5524	-4.665964			661.0317	21.55437
		-462.5544	-4.640144			662.0114	21.49577
		-463.5402	-4.612164			663.0033	21.4434
		-464.5145	-4.585971			663.9757	21.39262
		-465.525	-4.560975			664.9389	21.34278
		-466.5263	-4.535795			665.9517	21.29709
		-467.5192	-4.514438			666.9514	21.24676
		-468.5377	-4.495457			667.9595	21.19491
		-469.533	-4.477232			668.9733	21.14518
		-470.5438	-4.458161			669.9473	21.09326
		-471.5457	-4.436618			670.9368	21.04114
		-472.5323	-4.414779			671.9265	20.99532
		-473.5386	-4.39326			672.9283	20.94794
		-474.5345	-4.375889			673.9467	20.89995
		-475.528	-4.363777			674.9482	20.85208
		-476.5491	-4.35179			675.9609	20.80422
		-477.5333	-4.339601			676.951	20.75156
		-478.5276	-4.329765			677.9482	20.70731
		-479.5674	-4.316877			678.9562	20.66552
		-480.5587	-4.303698			679.9402	20.61992
		-481.5852	-4.293989			680.9505	20.57557
		-482.5833	-4.279946			681.9304	20.52562
		-483.5763	-4.266323			682.9252	20.47812
		-484.5522	-4.252805			683.9233	20.42719
		-485.5338	-4.239187			684.9241	20.38083
		-486.5299	-4.227125			685.9503	20.3367
		-487.5006	-4.21686			686.9568	20.28912
		-488.5026	-4.211209			687.9669	20.24693
		-489.4979	-4.202806			688.9691	20.2038
		-490.4977	-4.195028			689.9573	20.15947
		-491.5199	-4.189202			690.9589	20.11621
		-492.5335	-4.181871			691.9502	20.07572
		-493.5334	-4.176369			692.9417	20.03332
		-494.5634	-4.170426			693.9341	19.99221
		-495.5522	-4.165938			694.9229	19.95248
		-496.5587	-4.158758			695.9366	19.90773
		-497.5735	-4.152949			696.9147	19.86823
		-498.558	-4.149835			697.9333	19.82543
		-499.5605	-4.145446			698.9409	19.7832
		-500.5582	-4.139283			699.935	19.74374
		-501.5482	-4.137256			700.9795	19.70347
		-502.5541	-4.131189			701.9725	19.66676
		-503.5375	-4.123748			702.9843	19.62896
		-504.5145	-4.116375			704.0007	19.58915
		-505.5189	-4.108105			704.9962	19.54935
		-506.5146	-4.102333			706.0001	19.51067
		-507.5068	-4.09762			706.9659	19.47396
		-508.5376	-4.09859			707.952	19.44233
		-509.5359	-4.095417			708.9556	19.40416
		-510.5349	-4.093462			709.9689	19.36816
		-511.5442	-4.089341			711.0078	19.33489
		-512.5221	-4.083565			712.0285	19.30009
		-513.5048	-4.078822			713.0148	19.26931
		-514.4838	-4.074737			714.0195	19.23314
		-515.4846	-4.072537			715.0112	19.19827
		-516.5081	-4.070557			716.0131	19.16385
		-517.5289	-4.068499			717.0292	19.13224
		-518.5283	-4.065832			718.0215	19.10335
		-519.5547	-4.06364			719.0208	19.07153
		-520.5502	-4.060648			720.0062	19.03945
		-521.549	-4.058374			721.0027	19.01012
		-522.5752	-4.052618			721.9937	18.97915
		-523.5787	-4.04566			722.9843	18.9492
		-524.568	-4.037466			723.9897	18.92185
		-525.5499	-4.027949			725.0015	18.89228
		-526.5183	-4.021543			726.0142	18.86292
		-527.4921	-4.014972			727.0226	18.83878
		-528.4969	-4.010741			728.0264	18.81135
		-529.5356	-4.004618			729.0116	18.78365
		-530.5551	-3.998687			730.015	18.75892
		-531.5682	-3.993687			730.9926	18.73333
		-532.5813	-3.987743			731.9781	18.70787
		-533.5646	-3.984289			732.9783	18.68086
		-534.5718	-3.978684			733.956	18.65827
		-535.5686	-3.971426			734.965	18.63194
		-536.5507	-3.963498			735.9644	18.60932
		-537.5383	-3.954801			736.9509	18.5902
		-538.5026	-3.946589			737.9734	18.56861
		-539.508	-3.941733			738.9916	18.54976
		-540.5323	-3.936123			739.9973	18.53187
		-541.5544	-3.929535			741.0121	18.51205
		-542.588	-3.923068			741.9976	18.49326
		-543.5688	-3.911333			742.9857	18.46873
		-544.556	-3.900439			743.9944	18.44724
		-545.5425	-3.890486			744.9852	18.42918
		-546.5297	-3.880685			745.9665	18.41041
		-547.5541	-3.873271			746.9429	18.39489
		-548.5397	-3.866776			747.9303	18.37429
		-549.5293	-3.858274			748.9426	18.35327
		-550.5408	-3.849279			749.9567	18.33524
		-551.5257	-3.840322			750.9954	18.31891
		-552.5473	-3.831085			751.9907	18.30199
		-553.5802	-3.821534			752.9788	18.28722
		-554.553	-3.810661			753.9897	18.27042
		-555.5445	-3.800259			754.9574	18.25821
		-556.5366	-3.787735			755.9646	18.25022
		-557.4963	-3.776555			756.9647	18.23807
		-558.51	-3.768214			757.9396	18.22696
		-559.5303	-3.759619			758.9785	18.21437
		-560.5428	-3.750953			759.9849	18.20372
		-561.5381	-3.742745			760.9758	18.19324
		-562.5138	-3.73064			762.003	18.18137
		-563.4874	-3.716699			763.0082	18.17075
		-564.4382	-3.704352			764.0176	18.15942
		-565.4397	-3.691583			765.04	18.15263
		-566.4418	-3.683211			766.03	18.14635
		-567.4428	-3.675927			767.0157	18.13768
		-568.4832	-3.670116			767.9942	18.12819
		-569.5097	-3.662971			768.9826	18.11973
		-570.5157	-3.652632			769.9874	18.11419
		-571.5463	-3.644168			770.9734	18.10646
		-572.5463	-3.632999			771.9744	18.09776
		-573.5388	-3.621882			772.9844	18.08951
		-574.564	-3.61083			773.9791	18.08279
		-575.5442	-3.598414			774.9863	18.08074
		-576.5084	-3.585272			775.9929	18.0788
		-577.4846	-3.575066			776.98	18.07711
		-578.4741	-3.566985			777.9837	18.07262
		-579.4774	-3.558339			778.9647	18.06883
		-580.4999	-3.550013			779.9661	18.06884
		-581.519	-3.539904			780.9517	18.06657
		-582.5297	-3.526956			781.9539	18.06392
		-583.5205	-3.514572			782.9784	18.06038
		-584.5232	-3.506034			783.9728	18.05751
		-585.5338	-3.498581			784.9946	18.05545
		-586.546	-3.492904			785.9848	18.05498
		-587.5513	-3.487494			786.9939	18.05453
		-588.5396	-3.480304			788.0114	18.05302
		-589.5276	-3.472255			789.0284	18.05208
		-590.5039	-3.46567			790.0446	18.05178
		-591.4963	-3.457901			791.0208	18.05045
		-592.5012	-3.449873			791.9938	18.04541
		-593.5085	-3.441338			792.9637	18.04185
		-594.5107	-3.4307			793.9499	18.03973
		-595.5249	-3.422163			794.9623	18.03784
		-596.5179	-3.412592			795.9802	18.03607
		-597.5031	-3.405344			796.9932	18.03254
		-598.4971	-3.399776			797.8319	17.98734
		-599.1519	-3.366241			798.1737	17.89863
		-599.3392	-3.322344			797.9995	17.77709
		-599.0174	-3.271106			797.3232	17.62269
		-598.1756	-3.213952			796.324	17.47951
		-597.1761	-3.178779			795.2898	17.3542
		-596.1461	-3.151232			794.3015	17.23903
		-595.1315	-3.124534			793.3129	17.13159
		-594.1428	-3.098539			792.3191	17.02908
		-593.1311	-3.071758			791.3588	16.92944
		-592.1312	-3.046733			790.366	16.83228
		-591.1412	-3.023049			789.3641	16.74439
		-590.1385	-2.998807			788.3771	16.6572
		-589.1531	-2.976225			787.3462	16.57055
		-588.1754	-2.949324			786.3288	16.49047
		-587.1669	-2.922297			785.3316	16.40933
		-586.192	-2.899595			784.3031	16.33321
		-585.1952	-2.878622			783.3093	16.26211
		-584.2047	-2.86072			782.3	16.19164
		-583.2103	-2.844583			781.2949	16.12276
		-582.1985	-2.82669			780.3022	16.05489
		-581.199	-2.808093			779.3227	15.99012
		-580.1956	-2.788562			778.334	15.92722
		-579.2092	-2.7688			777.338	15.86391
		-578.2345	-2.748698			776.3314	15.80373
		-577.2306	-2.726553			775.3013	15.7457
		-576.2199	-2.706798			774.2812	15.68678
		-575.1956	-2.687092			773.2848	15.63314
		-574.163	-2.667878			772.2906	15.58047
		-573.158	-2.65283			771.3098	15.52612
		-572.1566	-2.637805			770.3427	15.47688
		-571.1763	-2.621655			769.3485	15.42453
		-570.1663	-2.60565			768.3587	15.37508
		-569.187	-2.587804			767.3711	15.33037
		-568.1667	-2.56842			766.371	15.28146
		-567.1443	-2.549567			765.3779	15.23534
		-566.1415	-2.529968			764.3794	15.18785
		-565.1131	-2.51182			763.3507	15.14238
		-564.1124	-2.494148			762.3368	15.10134
		-563.1215	-2.478322			761.3021	15.05985
		-562.1508	-2.46253			760.2926	15.02194
		-561.1534	-2.445121			759.324	14.98192
		-560.1865	-2.42969			758.3193	14.93847
		-559.2075	-2.414548			757.3278	14.89828
		-558.1979	-2.400541			756.3123	14.85792
		-557.2134	-2.385657			755.2917	14.8173
		-556.2156	-2.369987			754.2903	14.78159
		-555.2047	-2.352761			753.2849	14.74317
		-554.2017	-2.335985			752.3083	14.70585
		-553.203	-2.319767			751.3217	14.66889
		-552.2113	-2.301557			750.3115	14.63178
		-551.2135	-2.284236			749.3334	14.60019
		-550.2136	-2.266424			748.3411	14.56497
		-549.2144	-2.251865			747.3222	14.53184
		-548.1952	-2.235744			746.34	14.4977
		-547.2075	-2.220913			745.3103	14.46463
		-546.2176	-2.204226			744.2949	14.43326
		-545.2241	-2.186399			743.2865	14.39935
		-544.2269	-2.172121			742.3	14.36813
		-543.2138	-2.156747			741.3193	14.33433
		-542.2097	-2.140411			740.3193	14.30315
		-541.225	-2.125198			739.3417	14.27349
		-540.2366	-2.107505			738.3195	14.24197
		-539.2518	-2.089684			737.3363	14.20893
		-538.2619	-2.073318			736.334	14.17678
		-537.2698	-2.055297			735.3395	14.14777
		-536.2594	-2.040564			734.3491	14.1182
		-535.2443	-2.019738			733.3376	14.08785
		-534.2415	-2.002192			732.3689	14.05643
		-533.2106	-1.984335			731.3721	14.02513
		-532.2338	-1.965131			730.3873	13.99519
		-531.2449	-1.952234			729.3931	13.9671
		-530.2418	-1.935838			728.3888	13.93836
		-529.2368	-1.918641			727.3716	13.90901
		-528.2257	-1.901212			726.3565	13.88067
		-527.217	-1.881521			725.3475	13.85233
		-526.2131	-1.861154			724.3382	13.82461
		-525.2157	-1.842261			723.3445	13.79481
		-524.2038	-1.82267			722.3541	13.766
		-523.1848	-1.804355			721.3876	13.73905
		-522.1683	-1.789575			720.3733	13.71078
		-521.1705	-1.773022			719.3979	13.68542
		-520.1744	-1.757318			718.4004	13.65775
		-519.1885	-1.741666			717.3864	13.62906
		-518.1975	-1.723093			716.4047	13.60316
		-517.1846	-1.703708			715.3938	13.57615
		-516.1719	-1.681927			714.3967	13.54839
		-515.1682	-1.661157			713.3894	13.51968
		-514.1637	-1.641326			712.3762	13.49065
		-513.1548	-1.6226			711.3666	13.46184
		-512.1511	-1.605722			710.3356	13.43532
		-511.1651	-1.586986			709.3344	13.40819
		-510.1759	-1.5674			708.3341	13.38105
		-509.2267	-1.550849			707.3214	13.35406
		-508.2538	-1.534524			706.3566	13.32769
		-507.252	-1.517445			705.3601	13.30177
		-506.2484	-1.500332			704.3482	13.27488
		-505.2136	-1.479515			703.3423	13.24807
		-504.1773	-1.458543			702.3318	13.21939
		-503.1599	-1.438909			701.3237	13.1935
		-502.1445	-1.421144			700.3239	13.16755
		-501.15	-1.405001			699.3185	13.13978
		-500.1636	-1.386217			698.2969	13.11231
		-499.1915	-1.367533			697.2817	13.08314
		-498.1982	-1.34806			696.2865	13.05799
		-497.2025	-1.327957			695.3199	13.03153
		-496.2064	-1.312705			694.3228	13.00365
		-495.1767	-1.297813			693.3253	12.97786
		-494.1834	-1.281128			692.332	12.94901
		-493.191	-1.264964			691.3166	12.92318
		-492.1853	-1.247245			690.3406	12.89952
		-491.2014	-1.229251			689.3689	12.87104
		-490.2075	-1.213652			688.3656	12.84322
		-489.2057	-1.197114			687.3539	12.81435
		-488.1965	-1.178069			686.3271	12.7865
		-487.2107	-1.157776			685.3062	12.76083
		-486.199	-1.13698			684.3009	12.73195
		-485.1855	-1.119203			683.3228	12.70339
		-484.201	-1.10405			682.3314	12.67486
		-483.1919	-1.090793			681.3209	12.64834
		-482.2083	-1.078805			680.3182	12.62281
		-481.2354	-1.064244			679.3104	12.59495
		-480.2448	-1.049149			678.3166	12.56546
		-479.2534	-1.033525			677.3441	12.53635
		-478.24	-1.014698			676.3577	12.50635
		-477.226	-0.995791			675.367	12.47802
		-476.2219	-0.975584			674.3571	12.44792
		-475.212	-0.955869			673.3292	12.41593
		-474.2235	-0.93917			672.3168	12.38691
		-473.1976	-0.923679			671.303	12.35687
		-472.2058	-0.910518			670.3131	12.32704
		-471.2204	-0.897813			669.332	12.29747
		-470.2177	-0.884269			668.3395	12.26668
		-469.2342	-0.870467			667.3265	12.23765
		-468.2458	-0.855495			666.3391	12.21004
		-467.2216	-0.837785			665.3384	12.18062
		-466.2153	-0.819271			664.342	12.14786
		-465.1927	-0.800026			663.371	12.11508
		-464.1602	-0.781605			662.3758	12.08336
		-463.1522	-0.766122			661.3771	12.05387
		-462.1481	-0.751036			660.3695	12.02325
		-461.1627	-0.736676			659.3387	11.99043
		-460.1678	-0.72254			658.343	11.95786
		-459.1889	-0.708237			657.3367	11.92481
		-458.2	-0.695953			656.3297	11.893
		-457.2035	-0.682112			655.3596	11.86018
		-456.211	-0.666557			654.3353	11.8258
		-455.1907	-0.651137			653.3207	11.79007
		-454.1833	-0.633597			652.3344	11.75567
		-453.1885	-0.617452			651.3177	11.72272
		-452.1915	-0.603498			650.3348	11.68651
		-451.1995	-0.589862			649.3374	11.64857
		-450.2004	-0.574152			648.3328	11.61193
		-449.1937	-0.55684			647.3391	11.57589
		-448.1992	-0.539367			646.3214	11.54163
		-447.2053	-0.520789			645.3361	11.50611
		-446.18	-0.504461			644.3409	11.46744
		-445.1844	-0.491142			643.3356	11.42783
		-444.1693	-0.475694			642.3363	11.39077
		-443.1756	-0.459697			641.3406	11.35343
		-442.2023	-0.445943			640.3423	11.31506
		-441.2004	-0.429649			639.3625	11.27598
		-440.2179	-0.413052			638.3821	11.23443
		-439.2015	-0.396795			637.373	11.19345
		-438.1942	-0.37628			636.3851	11.15233
		-437.1874	-0.354015			635.3741	11.1091
		-436.1783	-0.334118			634.3743	11.06369
		-435.1702	-0.314123			633.3879	11.01944
		-434.1706	-0.29635			632.3762	10.97555
		-433.1717	-0.279771			631.3664	10.93302
		-432.1575	-0.264342			630.3549	10.88874
		-431.1713	-0.247991			629.3435	10.8429
		-430.1965	-0.228174			628.3513	10.79833
		-429.2054	-0.209233			627.3547	10.75392
		-428.2407	-0.185434			626.3798	10.7089
		-427.2295	-0.157744			625.4164	10.6628
		-426.2003	-0.130987			624.4108	10.6145
		-425.1989	-0.103571			623.4094	10.56554
		-424.1581	-0.077034			622.3915	10.51557
		-423.1547	-0.054392			621.3516	10.46795
		-422.1531	-0.033106			620.3619	10.418
