E(t)	k=0, D=1e-4	k=0, D=1e-6	k=0, D=1e-8	k=0, D=1e-10	k=1000, D=1e-4	k=1000, D=1e-6	k=1000, D=1e-8	k=1000, D=1e-10
-0.5976	-26.2847	-26.2857	-20.9851	-0.0458	-26.2850	-26.2651	-21.1386	-2.4921
-0.6000	-26.1901	-26.1891	-20.9194	-0.0442	-26.1904	-26.1703	-21.0493	-2.4809
-0.5976	-26.0649	-26.0590	-20.8219	-0.0105	-26.0643	-26.0406	-20.9397	-2.4374
-0.5952	-25.9705	-25.9681	-20.7569	-0.0089	-25.9709	-25.9506	-20.8501	-2.4261
-0.5928	-25.8773	-25.8779	-20.6919	-0.0070	-25.8776	-25.8571	-20.7693	-2.4137
-0.5904	-25.7845	-25.7828	-20.6271	-0.0049	-25.7848	-25.7641	-20.6806	-2.4029
-0.5880	-25.6920	-25.6931	-20.5624	-0.0026	-25.6924	-25.6715	-20.6015	-2.3907
-0.5856	-25.5999	-25.5988	-20.4978	-0.0001	-25.6002	-25.5793	-20.5215	-2.3789
-0.5832	-25.5081	-25.5091	-20.4333	0.0027	-25.5084	-25.4873	-20.4384	-2.3664
-0.5808	-25.4166	-25.4155	-20.3688	0.0057	-25.4169	-25.3957	-20.3618	-2.3542
-0.5784	-25.3253	-25.3263	-20.3044	0.0090	-25.3256	-25.3042	-20.2732	-2.3413
-0.5760	-25.2342	-25.2331	-20.2400	0.0127	-25.2345	-25.2130	-20.1986	-2.3286
-0.5736	-25.1433	-25.1445	-20.1756	0.0167	-25.1436	-25.1220	-20.1148	-2.3145
-0.5712	-25.0525	-25.0518	-20.1111	0.0211	-25.0528	-25.0311	-20.0403	-2.3022
-0.5688	-24.9619	-24.9628	-20.0465	0.0259	-24.9622	-24.9404	-19.9557	-2.2871
-0.5664	-24.8713	-24.8704	-19.9817	0.0312	-24.8716	-24.8496	-19.8724	-2.2735
-0.5640	-24.7807	-24.7831	-19.9167	0.0370	-24.7810	-24.7589	-19.7931	-2.2584
-0.5616	-24.6900	-24.6890	-19.8515	0.0434	-24.6903	-24.6681	-19.7135	-2.2435
-0.5592	-24.5992	-24.6002	-19.7860	0.0504	-24.5995	-24.5773	-19.6326	-2.2274
-0.5568	-24.5083	-24.5076	-19.7201	0.0580	-24.5085	-24.4862	-19.5451	-2.2113
-0.5544	-24.4171	-24.4188	-19.6537	0.0664	-24.4173	-24.3949	-19.4708	-2.1939
-0.5520	-24.3255	-24.3244	-19.5868	0.0757	-24.3258	-24.3032	-19.3859	-2.1763
-0.5496	-24.2336	-24.2346	-19.5194	0.0858	-24.2338	-24.2112	-19.3109	-2.1573
-0.5472	-24.1411	-24.1404	-19.4512	0.0969	-24.1414	-24.1186	-19.2239	-2.1386
-0.5448	-24.0481	-24.0498	-19.3822	0.1091	-24.0483	-24.0254	-19.1342	-2.1167
-0.5424	-23.9543	-23.9532	-19.3124	0.1226	-23.9545	-23.9316	-19.0532	-2.0961
-0.5400	-23.8597	-23.8605	-19.2415	0.1373	-23.8599	-23.8368	-18.9614	-2.0723
-0.5376	-23.7641	-23.7636	-19.1695	0.1534	-23.7643	-23.7412	-18.8798	-2.0482
-0.5352	-23.6674	-23.6678	-19.0961	0.1711	-23.6676	-23.6444	-18.7955	-2.0219
-0.5328	-23.5694	-23.5700	-19.0214	0.1906	-23.5696	-23.5463	-18.6996	-1.9945
-0.5304	-23.4700	-23.4681	-18.9450	0.2120	-23.4702	-23.4468	-18.6146	-1.9648
-0.5280	-23.3689	-23.3700	-18.8668	0.2354	-23.3691	-23.3456	-18.5300	-1.9335
-0.5256	-23.2660	-23.2645	-18.7866	0.2611	-23.2662	-23.2426	-18.4336	-1.8987
-0.5232	-23.1610	-23.1623	-18.7041	0.2894	-23.1612	-23.1376	-18.3456	-1.8638
-0.5208	-23.0537	-23.0522	-18.6191	0.3204	-23.0539	-23.0302	-18.2435	-1.8236
-0.5184	-22.9438	-22.9453	-18.5314	0.3544	-22.9441	-22.9202	-18.1404	-1.7831
-0.5160	-22.8311	-22.8292	-18.4407	0.3918	-22.8313	-22.8074	-18.0453	-1.7372
-0.5136	-22.7151	-22.7161	-18.3465	0.4328	-22.7152	-22.6913	-17.9341	-1.6887
-0.5112	-22.5955	-22.5940	-18.2486	0.4779	-22.5957	-22.5716	-17.8210	-1.6357
-0.5088	-22.4719	-22.4740	-18.1466	0.5273	-22.4721	-22.4479	-17.6995	-1.5788
-0.5064	-22.3439	-22.3433	-18.0400	0.5816	-22.3441	-22.3199	-17.5897	-1.5167
-0.5040	-22.2110	-22.2114	-17.9283	0.6412	-22.2112	-22.1869	-17.4663	-1.4498
-0.5016	-22.0727	-22.0731	-17.8111	0.7065	-22.0729	-22.0486	-17.3398	-1.3759
-0.4992	-21.9285	-21.9266	-17.6878	0.7783	-21.9286	-21.9042	-17.1992	-1.2978
-0.4968	-21.7776	-21.7784	-17.5577	0.8571	-21.7778	-21.7533	-17.0604	-1.2105
-0.4944	-21.6194	-21.6189	-17.4201	0.9436	-21.6196	-21.5950	-16.9212	-1.1173
-0.4920	-21.4532	-21.4527	-17.2743	1.0385	-21.4534	-21.4287	-16.7543	-1.0147
-0.4896	-21.2781	-21.2809	-17.1196	1.1428	-21.2783	-21.2536	-16.5877	-0.9035
-0.4872	-21.0932	-21.0924	-16.9549	1.2571	-21.0934	-21.0686	-16.4136	-0.7816
-0.4848	-20.8976	-20.8975	-16.7792	1.3827	-20.8977	-20.8729	-16.2300	-0.6491
-0.4824	-20.6900	-20.6915	-16.5916	1.5205	-20.6902	-20.6653	-16.0268	-0.5039
-0.4800	-20.4695	-20.4654	-16.3908	1.6717	-20.4696	-20.4446	-15.8139	-0.3465
-0.4776	-20.2345	-20.2346	-16.1754	1.8377	-20.2347	-20.2096	-15.5953	-0.1723
-0.4752	-19.9837	-19.9853	-15.9441	2.0199	-19.9839	-19.9588	-15.3476	0.0158
-0.4728	-19.7156	-19.7156	-15.6953	2.2198	-19.7158	-19.6906	-15.0896	0.2240
-0.4704	-19.4284	-19.4298	-15.4273	2.4392	-19.4285	-19.4033	-14.8204	0.4497
-0.4680	-19.1201	-19.1200	-15.1381	2.6800	-19.1203	-19.0950	-14.5100	0.6976
-0.4656	-18.7888	-18.7906	-14.8257	2.9442	-18.7890	-18.7636	-14.1929	0.9684
-0.4632	-18.4322	-18.4321	-14.4879	3.2340	-18.4323	-18.4069	-13.8355	1.2653
-0.4608	-18.0477	-18.0498	-14.1221	3.5521	-18.0479	-18.0224	-13.4719	1.5892
-0.4584	-17.6328	-17.6347	-13.7256	3.9010	-17.6329	-17.6074	-13.0637	1.9461
-0.4560	-17.1843	-17.1866	-13.2956	4.2838	-17.1844	-17.1588	-12.6306	2.3351
-0.4536	-16.6990	-16.7015	-12.8286	4.7038	-16.6991	-16.6735	-12.1501	2.7620
-0.4512	-16.1734	-16.1762	-12.3211	5.1644	-16.1735	-16.1478	-11.6356	3.2289
-0.4488	-15.6036	-15.6066	-11.7693	5.6695	-15.6037	-15.5779	-11.0675	3.7409
-0.4464	-14.9853	-14.9886	-11.1689	6.2236	-14.9854	-14.9596	-10.4629	4.3018
-0.4440	-14.3139	-14.3175	-10.5153	6.8310	-14.3140	-14.2880	-9.7913	4.9161
-0.4416	-13.5842	-13.5881	-9.8032	7.4971	-13.5843	-13.5583	-9.0814	5.5867
-0.4392	-12.7907	-12.7916	-9.0273	8.2272	-12.7908	-12.7648	-8.3071	6.3242
-0.4368	-11.9275	-11.9283	-8.1815	9.0276	-11.9276	-11.9014	-7.4411	7.1308
-0.4344	-10.9877	-10.9886	-7.2591	9.9047	-10.9878	-10.9616	-6.5216	8.0145
-0.4320	-9.9644	-9.9653	-6.2529	10.8657	-9.9645	-9.9382	-5.4941	8.9810
-0.4296	-8.8496	-8.8506	-5.1551	11.9185	-8.8497	-8.8233	-4.3896	10.0412
-0.4272	-7.6348	-7.6359	-3.9573	13.0717	-7.6349	-7.6075	-3.1868	11.2002
-0.4248	-6.3107	-6.3119	-2.6501	14.3344	-6.3108	-6.2845	-1.8664	12.4693
-0.4224	-4.8673	-4.8687	-1.2234	15.7168	-4.8674	-4.8404	-0.4316	13.8569
-0.4200	-3.2938	-3.2952	0.3336	17.2296	-3.2938	-3.2678	1.1239	15.3770
-0.4176	-1.5781	-1.5797	2.0327	18.8849	-1.5782	-1.5521	2.8363	17.0394
-0.4152	0.2923	0.2906	3.8868	20.6952	0.2923	0.3184	4.6926	18.8553
-0.4128	2.3314	2.3295	5.9096	22.6745	2.3313	2.3575	6.7297	20.8396
-0.4104	4.5540	4.5519	8.1160	24.8376	4.5539	4.5802	8.9428	23.0091
-0.4080	6.9761	6.9738	10.5220	27.2006	6.9760	7.0023	11.3452	25.3796
-0.4056	9.6149	9.6124	13.1449	29.7805	9.6148	9.6412	13.9870	27.9644
-0.4032	12.4888	12.4862	16.0029	32.5959	12.4888	12.5151	16.8421	30.7847
-0.4008	15.6175	15.6147	19.1159	35.6663	15.6175	15.6439	19.9673	33.8613
-0.3984	19.0220	19.0189	22.5048	39.0128	19.0220	19.0484	23.3557	37.2176
-0.3960	22.7245	22.7211	26.1917	42.6576	22.7244	22.7509	27.0600	40.8642
-0.3936	26.7490	26.7448	30.2002	46.6241	26.7484	26.7749	31.0769	44.8411
-0.3912	31.1183	31.1146	34.5550	50.9371	31.1185	31.1451	35.4358	49.1552
-0.3888	35.8605	35.8566	39.2819	55.6225	35.8607	35.8874	40.1696	53.8517
-0.3864	41.0017	40.9976	44.4081	60.7073	41.0020	41.0287	45.3022	58.9374
-0.3840	46.5699	46.5654	49.9612	66.2192	46.5702	46.5969	50.8619	64.4539
-0.3816	52.5935	52.5888	55.9700	72.1869	52.5939	52.6206	56.8770	70.4273
-0.3792	59.1017	59.0966	62.4633	78.6393	59.1020	59.1288	63.3766	76.8852
-0.3768	66.1234	66.1181	69.4703	85.6057	66.1238	66.1506	70.3899	83.8571
-0.3744	73.6876	73.6820	77.0199	93.1148	73.6881	73.7149	77.9456	91.3716
-0.3720	81.8223	81.8164	85.1400	101.1946	81.8228	81.8497	86.0719	99.4570
-0.3696	90.5542	90.5481	93.8575	109.8720	90.5548	90.5816	94.7954	108.1397
-0.3672	99.9079	99.9015	103.1968	119.1713	99.9085	99.9354	104.1406	117.4445
-0.3648	109.9050	109.8984	113.1797	129.1144	109.9056	109.9325	114.1293	127.3930
-0.3624	120.5635	120.5567	123.8239	139.7190	120.5641	120.5910	124.7794	138.0029
-0.3600	131.8961	131.8892	135.1425	150.9981	131.8968	131.9237	136.1037	149.2874
-0.3576	143.9099	143.9030	147.1423	162.9586	143.9106	143.9375	148.1091	161.2532
-0.3552	156.6044	156.5975	159.8228	175.6001	156.6050	156.6319	160.7952	173.8999
-0.3528	169.9704	169.9636	173.1750	188.9133	169.9710	169.9979	174.1528	187.2183
-0.3504	183.9887	183.9821	187.1795	202.8790	183.9893	184.0162	188.1628	201.1893
-0.3480	198.6284	198.6222	201.8056	217.4665	198.6291	198.6559	202.7942	215.7819
-0.3456	213.8458	213.8401	217.0094	232.6318	213.8464	213.8732	218.0032	230.9524
-0.3432	229.5831	229.5777	232.7328	248.3170	229.5834	229.6101	233.7319	246.6427
-0.3408	245.7661	245.7616	248.9024	264.4484	245.7663	245.7929	249.9065	262.7792
-0.3384	262.3051	262.3016	265.4281	280.9362	262.3054	262.3319	266.4373	279.2721
-0.3360	279.0933	279.0911	282.2030	297.6733	279.0936	279.1200	283.2172	296.0143
-0.3336	296.0068	296.0060	299.1033	314.5360	296.0071	296.0343	300.1234	312.8820
-0.3312	312.9049	312.9056	315.9867	331.3819	312.9035	312.9312	317.0121	329.7329
-0.3288	329.6313	329.6315	332.6961	348.0540	329.6259	329.6568	333.7296	346.4099
-0.3264	346.0158	346.0203	349.0644	364.3851	346.0071	346.0354	350.1001	362.7460
-0.3240	361.8766	361.8831	364.9090	380.1927	361.8646	361.9043	365.9609	378.5585
-0.3216	377.0238	377.0324	380.0396	395.2864	377.0079	377.0496	381.0982	393.6571
-0.3192	391.2636	391.2736	394.2623	409.4725	391.2434	391.2886	395.3292	407.8481
-0.3168	404.4007	404.4126	407.3829	422.5566	404.3766	404.4254	408.4579	420.9370
-0.3144	416.2464	416.2603	419.2125	434.3498	416.2452	416.2708	420.2954	432.7350
-0.3120	426.6223	426.6379	429.5725	444.6736	426.6210	426.6465	430.6631	443.0636
-0.3096	435.3657	435.3830	438.3006	453.3655	435.3643	435.3897	439.3984	451.7603
-0.3072	442.3207	442.3538	445.2552	460.2842	442.3335	442.3590	446.3598	458.6837
-0.3048	447.4120	447.4347	450.3208	465.3141	447.4132	447.4388	451.4316	463.7183
-0.3024	450.5157	450.5399	453.4118	468.3694	450.5176	450.5432	454.5282	466.7784
-0.3000	451.5920	451.6167	454.4754	469.3976	451.5938	451.6195	455.5967	467.8112
-0.2976	450.6223	450.6471	453.4938	468.3806	450.6241	450.6500	454.6193	466.7989
-0.2952	447.6244	447.6488	450.4847	465.3363	447.6262	447.6521	451.6136	463.7590
-0.2928	442.6508	442.6744	445.5005	460.3170	442.6524	442.6785	446.6323	458.7437
-0.2904	435.7871	435.8095	438.6268	453.4084	435.7886	435.8148	439.7608	451.8365
-0.2880	427.1486	427.1696	429.9790	444.7259	427.1500	427.1764	431.1146	443.1521
-0.2856	416.8769	416.8960	419.6984	434.4106	416.8781	416.9046	420.8351	432.8316
-0.2832	405.1344	405.1515	407.9474	422.6251	405.1354	405.1621	409.0849	421.0603
-0.2808	392.1020	392.1144	394.9043	409.5477	392.1004	392.1271	396.0423	408.0147
-0.2784	377.9634	377.9739	380.7581	395.3673	377.9620	377.9889	381.8964	393.8393
-0.2760	362.9157	362.9242	365.7029	380.2780	362.9145	362.9415	366.8413	378.7514
-0.2736	347.1533	347.1598	349.9329	364.4741	347.1523	347.1793	351.0716	362.9486
-0.2712	330.8659	330.8708	333.6382	348.1456	330.8654	330.8925	334.7771	346.6212
-0.2688	314.2360	314.2389	317.0005	331.4742	314.2356	314.2627	318.1398	329.9511
-0.2664	297.4335	297.4347	300.1900	314.6302	297.4332	297.4604	301.3299	313.1072
-0.2640	280.6149	280.6166	283.3631	297.7699	280.6162	280.6425	284.5045	296.2499
-0.2616	263.9208	263.9299	266.6605	281.0340	263.9251	263.9483	267.8028	279.5166
-0.2592	247.4753	247.4719	250.2062	264.5466	247.4792	247.5037	251.3507	263.0348
-0.2568	231.3854	231.3811	234.1073	248.4147	231.3860	231.4116	235.2511	246.9053
-0.2544	215.7412	215.7360	218.4537	232.7283	215.7539	215.7684	219.6006	231.2260
-0.2520	200.6162	200.6102	203.3192	217.5610	200.6173	200.6435	204.4682	216.0636
-0.2496	186.0682	186.0621	188.7619	202.9711	186.0692	186.0960	189.9133	201.4781
-0.2472	172.1420	172.1355	174.8257	189.0024	172.1430	172.1698	175.9797	187.5137
-0.2448	158.8680	158.8612	161.5415	175.6859	158.8691	158.8988	162.6986	174.2014
-0.2424	146.2656	146.2586	148.9288	163.0409	146.2721	146.2946	150.0883	161.5620
-0.2400	134.3439	134.3369	136.9966	151.0767	134.3448	134.3637	138.1593	149.6000
-0.2376	123.1034	123.0965	125.7456	139.7937	123.1100	123.1232	126.9115	138.2802
-0.2352	112.5374	112.5305	115.1690	129.1851	112.5550	112.5572	116.3382	127.7094
-0.2328	102.6328	102.6261	105.2537	119.2382	102.6370	102.6528	106.4264	117.7647
-0.2304	93.3719	93.3654	95.9821	109.9349	93.3727	93.3921	97.1582	108.4656
-0.2280	84.7330	84.7267	87.3325	101.2538	84.7339	84.7534	88.5121	99.7889
-0.2256	76.6915	76.6855	79.2803	93.1702	76.6973	76.7122	80.4634	91.7098
-0.2232	69.2209	69.2151	71.7989	85.6576	69.2357	69.2418	72.9856	84.2018
-0.2208	62.2930	62.2875	64.8603	78.6878	62.2941	62.3142	66.0505	77.2367
-0.2184	55.8790	55.8738	58.4356	72.2321	55.8796	55.9005	59.6293	70.7857
-0.2160	49.9497	49.9448	52.4957	66.2613	49.9503	49.9716	53.6929	64.8196
-0.2136	44.4763	44.4717	47.0117	60.7464	44.4768	44.4984	48.2124	59.3094
-0.2112	39.4300	39.4257	41.9548	55.6589	39.4305	39.4524	43.1590	54.2266
-0.2088	34.7831	34.7790	37.2974	50.9709	34.7836	34.8058	38.5050	49.5433
-0.2064	30.5086	30.5048	33.0125	46.6554	30.5090	30.5316	34.2235	45.2326
-0.2040	26.5806	26.5770	29.0740	42.6866	26.5810	26.6038	30.2884	41.2685
-0.2016	22.9743	22.9710	25.4574	39.0398	22.9747	22.9978	26.6751	37.6263
-0.1992	19.6672	19.6633	22.1391	35.6913	19.6667	19.6901	23.3602	34.2825
-0.1968	16.6346	16.6315	19.0969	32.6190	16.6348	16.6584	20.3250	31.2150
-0.1944	13.8578	13.8549	16.3099	29.8020	13.8580	13.8818	17.5421	28.4071
-0.1920	11.3164	11.3137	13.7582	27.2205	11.3183	11.3386	14.9938	25.8300
-0.1896	8.9920	8.9895	11.4237	24.8562	8.9922	9.0205	12.6598	23.4699
-0.1872	6.8674	6.8651	9.2889	22.6918	6.8676	6.8942	10.5266	21.3146
-0.1848	4.9267	4.9245	7.3380	20.7113	4.9268	4.9534	8.5791	19.3319
-0.1824	3.1549	3.1528	5.5561	18.8998	3.1550	3.1839	6.8004	17.5229
-0.1800	1.5382	1.5362	3.9293	17.2435	1.5383	1.5678	5.1770	15.8718
-0.1776	0.0639	0.0621	2.4448	15.7297	0.0640	0.0931	3.6959	14.3633
-0.1752	-1.2798	-1.2816	1.0909	14.3466	-1.2797	-1.2508	2.3462	12.9855
-0.1728	-2.5039	-2.5056	-0.1434	13.0831	-2.5038	-2.4771	1.1145	11.7275
-0.1704	-3.6183	-3.6200	-1.2682	11.9292	-3.6165	-3.5902	-0.0059	10.5792
-0.1680	-4.6324	-4.6340	-2.2926	10.8758	-4.6323	-4.6039	-1.0275	9.5314
-0.1656	-5.5546	-5.5562	-3.2252	9.9142	-5.5531	-5.5264	-1.9562	8.5756
-0.1632	-6.3928	-6.3944	-4.0739	9.0366	-6.3928	-6.3647	-2.8010	7.7040
-0.1608	-7.1542	-7.1557	-4.8457	8.2358	-7.1529	-7.1261	-3.5690	6.9094
-0.1584	-7.8452	-7.8467	-5.5475	7.5052	-7.8451	-7.8173	-4.2667	6.1852
-0.1560	-8.4720	-8.4735	-6.1851	6.8388	-8.4709	-8.4442	-4.9006	5.5227
-0.1536	-9.0400	-9.0416	-6.7641	6.2310	-9.0400	-9.0129	-5.4739	4.9228
-0.1512	-9.5544	-9.5560	-7.2897	5.6767	-9.5536	-9.5277	-5.9951	4.3789
-0.1488	-10.0198	-10.0214	-7.7663	5.1713	-10.0198	-9.9931	-6.4683	3.8755
-0.1464	-10.4403	-10.4420	-8.1984	4.7104	-10.4396	-10.4136	-6.8869	3.4291
-0.1440	-10.8198	-10.8217	-8.5898	4.2903	-10.8199	-10.7931	-7.2882	3.0142
-0.1416	-11.1620	-11.1669	-8.9440	3.9073	-11.1615	-11.1352	-7.6641	2.6419
-0.1392	-11.4698	-11.4730	-9.2643	3.5583	-11.4700	-11.4430	-7.9437	2.2963
-0.1368	-11.7464	-11.7481	-9.5536	3.2401	-11.7461	-11.7195	-8.2266	2.0051
-0.1344	-11.9943	-11.9984	-9.8147	2.9501	-11.9946	-11.9674	-8.4806	1.6917
-0.1320	-12.2160	-12.2197	-10.0500	2.6859	-12.2163	-12.1890	-8.7088	1.4538
-0.1296	-12.4137	-12.4160	-10.2618	2.4451	-12.4138	-12.3863	-8.9129	1.2290
-0.1272	-12.5894	-12.5936	-10.4520	2.2257	-12.5898	-12.5622	-9.0947	1.0219
-0.1248	-12.7448	-12.7477	-10.6227	2.0258	-12.7453	-12.7175	-9.2563	0.8352
-0.1224	-12.8817	-12.8862	-10.7754	1.8436	-12.8820	-12.8542	-9.3994	0.6671
-0.1200	-13.0014	-13.0012	-10.9117	1.6777	-13.0019	-12.9738	-9.5255	0.5162
-0.1176	-13.1054	-13.1094	-11.0331	1.5265	-13.1061	-13.0775	-9.6360	0.3812
-0.1152	-13.1945	-13.2004	-11.1408	1.3888	-13.1956	-13.1667	-9.7311	0.2611
-0.1128	-13.2705	-13.2722	-11.2359	1.2634	-13.2716	-13.2422	-9.8128	0.1545
-0.1104	-13.3339	-13.3426	-11.3195	1.1491	-13.3350	-13.3052	-9.8820	0.0606
-0.1080	-13.3855	-13.3904	-11.3926	1.0451	-13.3867	-13.3563	-9.9395	-0.0222
-0.1056	-13.4262	-13.4332	-11.4561	0.9503	-13.4273	-13.3963	-9.9858	-0.0935
-0.1032	-13.4565	-13.4636	-11.5106	0.8641	-13.4576	-13.4259	-10.0217	-0.1548
-0.1008	-13.4770	-13.4835	-11.5569	0.7855	-13.4777	-13.4455	-10.0476	-0.2074
-0.0984	-13.4883	-13.4984	-11.5956	0.7140	-13.4888	-13.4558	-10.0641	-0.2451
-0.0960	-13.4905	-13.4990	-11.6274	0.6489	-13.4909	-13.4568	-10.0715	-0.2682
-0.0936	-13.4842	-13.4950	-11.6526	0.5897	-13.4845	-13.4490	-10.0700	-0.3048
-0.0912	-13.4695	-13.4787	-11.6717	0.5358	-13.4696	-13.4326	-10.0600	-0.3571
-0.0888	-13.4465	-13.4596	-11.6851	0.4867	-13.4466	-13.4076	-10.0414	-0.2900
-0.0864	-13.4154	-13.4280	-11.6932	0.4421	-13.4148	-13.3739	-10.0144	-0.2842
-0.0840	-13.3762	-13.3920	-11.6962	0.4016	-13.3753	-13.3319	-9.9787	-0.3107
-0.0816	-13.3287	-13.3434	-11.6944	0.3648	-13.3289	-13.2811	-9.9342	-0.2925
-0.0792	-13.2729	-13.2912	-11.6879	0.3313	-13.2678	-13.2213	-9.8811	-0.2666
-0.0768	-13.2087	-13.2274	-11.6770	0.3009	-13.2075	-13.1525	-9.8187	-0.2319
-0.0744	-13.1356	-13.1565	-11.6618	0.2734	-13.1343	-13.0742	-9.7466	-0.1883
-0.0720	-13.0533	-13.0765	-11.6423	0.2484	-13.0520	-12.9858	-9.6646	-0.1350
-0.0696	-12.9615	-12.9864	-11.6186	0.2259	-12.9601	-12.8872	-9.5719	-0.0725
-0.0672	-12.8595	-12.8879	-11.5908	0.2054	-12.8581	-12.7776	-9.4678	0.0028
-0.0648	-12.7469	-12.7765	-11.5587	0.1870	-12.7454	-12.6564	-9.3510	0.0833
-0.0624	-12.6228	-12.6568	-11.5223	0.1704	-12.6213	-12.5232	-9.2195	0.1705
-0.0600	-12.4865	-12.5221	-11.4815	0.1555	-12.4850	-12.3772	-9.0727	0.2741
-0.0576	-12.3371	-12.3787	-11.4362	0.1421	-12.3356	-12.2176	-8.9145	0.3927
-0.0552	-12.1736	-12.2167	-11.3862	0.1302	-12.1721	-12.0438	-8.7450	0.5302
-0.0528	-11.9948	-12.0442	-11.3313	0.1196	-11.9933	-11.8551	-8.5648	0.6721
-0.0504	-11.7996	-11.8518	-11.2711	0.1102	-11.7981	-11.6505	-8.3523	0.8120
-0.0480	-11.5864	-11.6451	-11.2055	0.1020	-11.5849	-11.4292	-8.1072	1.0155
-0.0456	-11.3537	-11.4174	-11.1340	0.0949	-11.3523	-11.1899	-7.8512	1.1920
-0.0432	-11.0999	-11.1699	-11.0562	0.0888	-11.0984	-10.9314	-7.5713	1.3969
-0.0408	-10.8229	-10.8997	-10.9717	0.0836	-10.8216	-10.6522	-7.2658	1.6177
-0.0384	-10.5209	-10.6054	-10.8800	0.0794	-10.5195	-10.3505	-6.9333	1.8574
-0.0360	-10.1914	-10.2828	-10.7805	0.0761	-10.1901	-10.0242	-6.5728	2.1150
-0.0336	-9.8320	-9.9342	-10.6725	0.0736	-9.8307	-9.6708	-6.1834	2.3901
-0.0312	-9.4399	-9.5502	-10.5553	0.0720	-9.4387	-9.2877	-5.7649	2.6825
-0.0288	-9.0121	-9.1354	-10.4282	0.0712	-9.0109	-8.8716	-5.3175	2.9913
-0.0264	-8.5453	-8.6742	-10.2902	0.0712	-8.5442	-8.4192	-4.8421	3.3155
-0.0240	-8.0360	-8.1854	-10.1405	0.0720	-8.0349	-7.9267	-4.3405	3.6536
-0.0216	-7.4802	-7.6379	-9.9779	0.0736	-7.4793	-7.3901	-3.8148	4.0038
-0.0192	-6.8737	-7.0534	-9.8014	0.0760	-6.8729	-6.8047	-3.2679	4.3638
-0.0168	-6.2117	-6.4009	-9.6096	0.0792	-6.2109	-6.1659	-2.7029	4.7310
-0.0144	-5.4893	-5.7053	-9.4013	0.0833	-5.4884	-5.4699	-2.1235	5.1026
-0.0120	-4.7010	-4.9278	-9.1748	0.0883	-4.7001	-4.7084	-1.5345	5.4759
-0.0096	-3.8408	-4.1001	-8.9286	0.0943	-3.8400	-3.8773	-0.9501	5.8476
-0.0072	-2.9023	-3.1765	-8.6608	0.1012	-2.9016	-2.9699	-0.3974	6.2151
-0.0048	-1.8785	-2.1871	-8.3696	0.1091	-1.8779	-1.9793	0.3204	6.5753
-0.0024	-0.7619	-1.0909	-8.0529	0.1181	-0.7614	-0.8980	0.8616	6.9259
0.0000	0.4556	0.0878	-7.7083	0.1282	0.4561	0.2820	1.4882	7.2648
0.0024	1.7827	1.3874	-7.3334	0.1396	1.7831	1.5690	2.1014	7.5884
0.0048	3.2288	2.7913	-6.9256	0.1522	3.2291	2.9722	2.7245	7.9035
0.0072	4.8038	4.3363	-6.4819	0.1663	4.8039	4.5015	3.3450	8.1914
0.0096	6.5185	5.9942	-5.9994	0.1818	6.5186	6.1672	3.9735	8.4668
0.0120	8.3841	7.8218	-5.4748	0.1989	8.3840	7.9804	4.6136	8.7239
0.0144	10.4126	9.7876	-4.9044	0.2176	10.4124	9.9528	5.2696	8.9632
0.0168	12.6169	11.9456	-4.2846	0.2382	12.6165	12.0970	5.9461	9.1837
0.0192	15.0101	14.2700	-3.6113	0.2608	15.0099	14.4257	6.6450	9.3874
0.0216	17.6063	16.8083	-2.8803	0.2854	17.6059	16.9526	7.3689	9.5726
0.0240	20.4199	19.5452	-2.0872	0.3121	20.4194	19.6921	8.1557	9.7414
0.0264	23.4658	22.5278	-1.2272	0.3413	23.4652	22.6587	8.9729	9.8943
0.0288	26.7595	25.7233	-0.2954	0.3729	26.7589	25.8674	9.8413	10.0317
0.0312	30.3163	29.2017	0.7133	0.4072	30.3156	29.3331	10.7678	10.1539
0.0336	34.1519	32.9357	1.8042	0.4443	34.1512	33.0720	11.7596	10.2505
0.0360	38.2818	36.9741	2.9826	0.4843	38.2808	37.0987	12.8240	10.3542
0.0384	42.7209	41.2941	4.2542	0.5274	42.7200	41.4282	13.9685	10.4370
0.0408	47.4837	45.9539	5.6243	0.5738	47.4828	46.0748	15.2002	10.5237
0.0432	52.5835	50.9241	7.0986	0.6235	52.5825	51.0517	16.5267	10.5889
0.0456	58.0322	56.2536	8.6825	0.6767	58.0311	56.3708	17.9551	10.6460
0.0480	63.8400	61.9213	10.3811	0.7336	63.8389	62.0429	19.4943	10.6954
0.0504	70.0146	67.9690	12.1993	0.7941	70.0131	68.0753	21.1528	10.7380
0.0528	76.5611	74.3522	14.1416	0.8583	76.5597	74.4737	22.9218	10.7745
0.0552	83.4811	81.1304	16.2121	0.9263	83.4796	81.2401	24.8151	10.8059
0.0576	90.7723	88.2570	18.4138	0.9981	90.7709	88.3729	26.8442	10.8327
0.0600	98.4282	95.7609	20.7493	1.0735	98.4268	95.8664	29.0083	10.8558
0.0624	106.4370	103.5945	23.2199	1.1526	106.4356	103.7096	31.3094	10.8757
0.0648	114.7815	111.7830	25.8259	1.2351	114.7803	111.8867	33.7484	10.8931
0.0672	123.4387	120.2654	28.5663	1.3208	123.4377	120.3757	36.3254	10.9086
0.0696	132.3793	129.0465	31.4386	1.4094	132.3785	129.1488	39.0385	10.9225
