Funcionalizado APTES 1mM	Funcionalizado APTES 1mM
	-307.9993	-4.280542
	-307.8665	-4.349464
	-307.8521	-4.399953
	-307.7261	-4.449763
	-307.6285	-4.499103
	-307.4813	-4.538494
	-307.4419	-4.584154
	-307.3552	-4.645812
	-307.2029	-4.667012
	-307.1032	-4.704917
	-306.9931	-4.751197
	-306.8677	-4.78026
	-306.8224	-4.816919
	-306.7073	-4.855565
	-306.6191	-4.882826
	-306.4957	-4.916391
	-306.404	-4.955869
	-306.3168	-4.988225
	-306.1973	-5.00872
	-306.1234	-5.045259
	-306.0272	-5.078677
	-305.9212	-5.098029
	-305.8132	-5.122964
	-305.7556	-5.145621
	-305.6755	-5.164171
	-305.55	-5.191071
	-305.4336	-5.210595
	-305.3304	-5.229811
	-305.2393	-5.241881
	-305.1273	-5.258966
	-305.0578	-5.270001
	-304.9693	-5.301504
	-304.8603	-5.318723

-309.218	-4.144033
	-309.1326	-4.23976
	-309.0132	-4.312115
	-308.8831	-4.383049
	-308.8235	-4.428981
	-308.6941	-4.48464
	-308.6319	-4.533324
	-308.4838	-4.573086
	-308.4182	-4.620391
	-308.33	-4.676843
	-308.1602	-4.700718
	-308.1109	-4.740699
	-307.9813	-4.782523
	-307.8539	-4.818906
	-307.8044	-4.851939
	-307.7327	-4.890511
	-307.5922	-4.918989
	-307.4978	-4.955688
	-307.3986	-4.989144
	-307.3164	-5.025575
	-307.1856	-5.049499
	-307.1075	-5.085423
	-307.0151	-5.115289
	-306.9167	-5.135309
	-306.7887	-5.158482
	-306.7383	-5.184966
	-306.6395	-5.203001
	-306.5316	-5.232338
	-306.4184	-5.251888
	-306.338	-5.267494
	-306.2175	-5.281245
	-306.0988	-5.303692
	-306.0408	-5.311046
	-305.9612	-5.344456
	-305.8433	-5.363672

-310.2295	-4.176098
	-310.1435	-4.275466
	-310.0246	-4.345856
	-309.8862	-4.41818
	-309.8226	-4.462166
	-309.6928	-4.521584
	-309.6482	-4.570298
	-309.4854	-4.613176
	-309.4192	-4.659828
	-309.2986	-4.708212
	-309.1488	-4.740104
	-309.0912	-4.780493
	-308.9607	-4.816405
	-308.8719	-4.859005
	-308.7859	-4.889266
	-308.7146	-4.924829
	-308.5731	-4.959573
	-308.4869	-4.995596
	-308.4001	-5.02401
	-308.315	-5.066229
	-308.1836	-5.090574
	-308.1149	-5.126353
	-308.0059	-5.152489
	-307.9324	-5.176679
	-307.7696	-5.197005
	-307.7487	-5.227355
	-307.5978	-5.246614
	-307.5405	-5.273231
	-307.3896	-5.292556
	-307.3256	-5.307366
	-307.2174	-5.319283
	-307.0907	-5.34533
	-307.0427	-5.352085
	-306.9353	-5.387724
	-306.8326	-5.401553

-311.2357	-4.204387
	-311.1498	-4.306666
	-311.0275	-4.378201
	-310.9038	-4.447476
	-310.8151	-4.496967
	-310.7036	-4.559482
	-310.6361	-4.604342
	-310.5081	-4.653218
	-310.4339	-4.699333
	-310.3178	-4.746138
	-310.1809	-4.78275
	-310.0959	-4.823245
	-309.9743	-4.854353
	-309.8997	-4.902273
	-309.7832	-4.933724
	-309.7038	-4.961748
	-309.5693	-5.003461
	-309.4845	-5.039731
	-309.395	-5.062352
	-309.301	-5.10964
	-309.2058	-5.13506
	-309.1112	-5.171708
	-309.0226	-5.194971
	-308.9182	-5.223524
	-308.7791	-5.241512
	-308.7559	-5.272045
	-308.5869	-5.292827
	-308.5181	-5.312694
	-308.371	-5.332376
	-308.3201	-5.354856
	-308.1929	-5.362229
	-308.0783	-5.385705
	-308.025	-5.39832
	-307.9158	-5.427984
	-307.8193	-5.441458

-312.2419	-4.231212
	-312.1573	-4.335145
	-312.0527	-4.412168
	-311.9385	-4.475842
	-311.8241	-4.533629
	-311.749	-4.595826
	-311.6329	-4.636242
	-311.5234	-4.690116
	-311.433	-4.735703
	-311.3061	-4.77983
	-311.192	-4.820756
	-311.1009	-4.862937
	-311.0034	-4.890147
	-310.924	-4.942733
	-310.7977	-4.970689
	-310.7141	-5.000555
	-310.5741	-5.047338
	-310.5021	-5.083745
	-310.3976	-5.103617
	-310.3169	-5.157434
	-310.2042	-5.182618
	-310.1465	-5.216173
	-310.0265	-5.242885
	-309.9278	-5.27128
	-309.799	-5.290724
	-309.755	-5.319973
	-309.5833	-5.341497
	-309.5072	-5.355723
	-309.3654	-5.373956
	-309.3244	-5.405341
	-309.1937	-5.409926
	-309.0751	-5.427898
	-309.031	-5.449435
	-308.8939	-5.470111
	-308.807	-5.484657

-313.243	-4.255111
	-313.1394	-4.359366
	-313.0335	-4.442399
	-312.9203	-4.503275
	-312.8326	-4.565894
	-312.7649	-4.626892
	-312.6443	-4.66766
	-312.5378	-4.724885
	-312.4431	-4.770184
	-312.3254	-4.814385
	-312.2323	-4.858857
	-312.1072	-4.900588
	-312.0286	-4.927318
	-311.9265	-4.978089
	-311.8089	-5.006768
	-311.7137	-5.038779
	-311.5896	-5.088215
	-311.5117	-5.123011
	-311.4123	-5.144018
	-311.327	-5.199687
	-311.2106	-5.223584
	-311.1596	-5.25668
	-311.022	-5.287249
	-310.944	-5.316852
	-310.8241	-5.336555
	-310.7793	-5.367858
	-310.6008	-5.390718
	-310.5329	-5.401439
	-310.3917	-5.420269
	-310.3271	-5.459005
	-310.2	-5.45957
	-310.1001	-5.474846
	-310.0403	-5.502833
	-309.8932	-5.517034
	-309.7947	-5.532193

-314.2279	-4.274451
	-314.1058	-4.37814
	-314.0185	-4.46599
	-313.9121	-4.524748
	-313.8138	-4.591768
	-313.7661	-4.652574
	-313.6367	-4.694014
	-313.5551	-4.750106
	-313.4479	-4.795988
	-313.3146	-4.847182
	-313.2425	-4.889749
	-313.1204	-4.930559
	-313.0716	-4.96375
	-312.9478	-5.009076
	-312.7913	-5.040236
	-312.7227	-5.076077
	-312.6278	-5.126076
	-312.5264	-5.158724
	-312.4233	-5.187416
	-312.3481	-5.239205
	-312.2333	-5.261778
	-312.1466	-5.298611
	-312.0387	-5.330145
	-311.9508	-5.361981
	-311.8568	-5.38084
	-311.7722	-5.412026
	-311.6493	-5.436347
	-311.5265	-5.444383
	-311.4095	-5.462763
	-311.3499	-5.506586
	-311.201	-5.505317
	-311.1075	-5.520207
	-311.04	-5.552819
	-310.9029	-5.562625
	-310.8085	-5.58424

-315.2328	-4.300973
	-315.1115	-4.401793
	-315.0417	-4.494304
	-314.9099	-4.55255
	-314.8081	-4.619684
	-314.7683	-4.676589
	-314.6395	-4.718625
	-314.5438	-4.771544
	-314.4405	-4.816399
	-314.3023	-4.873483
	-314.2375	-4.910082
	-314.1265	-4.952322
	-314.0807	-4.993169
	-313.9414	-5.034878
	-313.7977	-5.067993
	-313.7217	-5.10833
	-313.6414	-5.154457
	-313.5356	-5.187731
	-313.4207	-5.223572
	-313.3564	-5.271295
	-313.2382	-5.294793
	-313.1644	-5.334716
	-313.0592	-5.369572
	-312.9804	-5.400801
	-312.863	-5.422611
	-312.7662	-5.449683
	-312.671	-5.476605
	-312.5564	-5.488366
	-312.4498	-5.506605
	-312.3582	-5.552511
	-312.2226	-5.551716
	-312.1382	-5.566212
	-312.0782	-5.60188
	-311.9179	-5.610173
	-311.8255	-5.635834

-316.2349	-4.324696
	-316.1087	-4.426298
	-316.0318	-4.518958
	-315.9144	-4.579842
	-315.8163	-4.642998
	-315.7717	-4.701383
	-315.633	-4.746302
	-315.5346	-4.797685
	-315.4422	-4.844687
	-315.3216	-4.908588
	-315.253	-4.939682
	-315.1255	-4.981746
	-315.062	-5.027959
	-314.9404	-5.063653
	-314.8046	-5.101806
	-314.7213	-5.143185
	-314.6678	-5.181248
	-314.5284	-5.21489
	-314.424	-5.254912
	-314.3572	-5.295777
	-314.2538	-5.3211
	-314.1501	-5.365268
	-314.062	-5.399282
	-313.9717	-5.428457
	-313.8463	-5.454555
	-313.7513	-5.480995
	-313.669	-5.509529
	-313.55	-5.529609
	-313.4482	-5.547485
	-313.3747	-5.591037
	-313.244	-5.591883
	-313.1485	-5.611005
	-313.0795	-5.643307
	-312.9151	-5.656966
	-312.8299	-5.684896

-317.244	-4.347322
	-317.1181	-4.449559
	-317.0341	-4.538221
	-316.9275	-4.605843
	-316.8226	-4.662827
	-316.7776	-4.723924
	-316.6342	-4.771196
	-316.5308	-4.821388
	-316.4565	-4.868393
	-316.341	-4.93735
	-316.2527	-4.965208
	-316.1442	-5.009472
	-316.0697	-5.059722
	-315.9714	-5.094821
	-315.8309	-5.136982
	-315.7215	-5.178068
	-315.6693	-5.212309
	-315.5067	-5.247294
	-315.4069	-5.29287
	-315.3513	-5.331052
	-315.2694	-5.354357
	-315.1436	-5.402955
	-315.0729	-5.433022
	-314.9508	-5.461371
	-314.8289	-5.489444
	-314.7246	-5.513569
	-314.6655	-5.54129
	-314.53	-5.567084
	-314.4217	-5.583975
	-314.3397	-5.618731
	-314.2577	-5.624298
	-314.1243	-5.648525
	-314.0667	-5.673128
	-313.9161	-5.696692
	-313.8244	-5.724984

-318.2639	-4.374876
	-318.1552	-4.475858
	-318.0233	-4.560334
	-317.9396	-4.633235
	-317.8318	-4.686381
	-317.7528	-4.747914
	-317.6305	-4.795193
	-317.5233	-4.845286
	-317.4547	-4.894267
	-317.3499	-4.964027
	-317.2508	-4.988554
	-317.1585	-5.035143
	-317.047	-5.086633
	-316.949	-5.123327
	-316.8572	-5.167738
	-316.7293	-5.208916
	-316.6636	-5.2398
	-316.5134	-5.27959
	-316.4192	-5.324228
	-316.3444	-5.361996
	-316.2747	-5.388944
	-316.1804	-5.436246
	-316.0714	-5.465557
	-315.9471	-5.494803
	-315.8108	-5.52547
	-315.7485	-5.54875
	-315.6591	-5.57666
	-315.554	-5.609162
	-315.4317	-5.627113
	-315.3219	-5.659008
	-315.2828	-5.666425
	-315.1238	-5.692765
	-315.0688	-5.710806
	-314.9121	-5.739606
	-314.8099	-5.76649

-319.2654	-4.394199
	-319.1811	-4.495965
	-319.0022	-4.57665
	-318.9363	-4.654899
	-318.8528	-4.706598
	-318.7647	-4.770391
	-318.6454	-4.821956
	-318.5345	-4.87339
	-318.4679	-4.924942
	-318.368	-4.993546
	-318.2627	-5.021604
	-318.1647	-5.068767
	-318.0594	-5.115385
	-317.9508	-5.15489
	-317.8575	-5.197217
	-317.748	-5.241486
	-317.662	-5.271343
	-317.5284	-5.314896
	-317.4425	-5.352474
	-317.3381	-5.39313
	-317.2723	-5.423213
	-317.1738	-5.466495
	-317.0571	-5.495248
	-316.9318	-5.523711
	-316.803	-5.557998
	-316.751	-5.583684
	-316.638	-5.61002
	-316.5598	-5.646565
	-316.4194	-5.664011
	-316.3224	-5.693999
	-316.2762	-5.703083
	-316.1149	-5.732742
	-316.0496	-5.746691
	-315.9279	-5.78161
	-315.8198	-5.804089

-320.2584	-4.410324
	-320.1791	-4.513052
	-319.9862	-4.590841
	-319.9438	-4.67242
	-319.8546	-4.723905
	-319.7384	-4.787501
	-319.6476	-4.842993
	-319.546	-4.896286
	-319.4465	-4.948013
	-319.3714	-5.009696
	-319.234	-5.046665
	-319.1691	-5.094543
	-319.0759	-5.136833
	-318.9509	-5.182487
	-318.856	-5.220656
	-318.7372	-5.266385
	-318.6465	-5.305
	-318.5526	-5.349244
	-318.4526	-5.383225
	-318.351	-5.430892
	-318.2699	-5.461243
	-318.1797	-5.501578
	-318.0541	-5.528766
	-317.9359	-5.561562
	-317.828	-5.592719
	-317.7693	-5.621718
	-317.6409	-5.647315
	-317.5631	-5.680365
	-317.4408	-5.69759
	-317.3082	-5.726501
	-317.2634	-5.736053
	-317.1141	-5.766681
	-317.0385	-5.781075
	-316.954	-5.818007
	-316.8235	-5.83681

-321.2251	-4.428967
	-321.1776	-4.532865
	-320.9853	-4.610554
	-320.9479	-4.689735
	-320.8806	-4.746668
	-320.7346	-4.808301
	-320.6424	-4.865895
	-320.5425	-4.917698
	-320.4316	-4.970526
	-320.3494	-5.026144
	-320.2147	-5.068976
	-320.1572	-5.116349
	-320.0626	-5.154623
	-319.9382	-5.203816
	-319.8407	-5.23957
	-319.7226	-5.284804
	-319.6516	-5.331476
	-319.5581	-5.374538
	-319.4652	-5.405213
	-319.3525	-5.456572
	-319.2419	-5.490557
	-319.1675	-5.52959
	-319.0463	-5.557272
	-318.958	-5.594968
	-318.8647	-5.624923
	-318.772	-5.657594
	-318.6558	-5.685051
	-318.5768	-5.71299
	-318.4877	-5.732629
	-318.3534	-5.769041
	-318.2452	-5.776747
	-318.1278	-5.803321
	-318.0549	-5.823088
	-317.9799	-5.855592
	-317.8531	-5.874111

-322.1953	-4.444834
	-322.1575	-4.550278
	-322.0224	-4.631126
	-321.9726	-4.705961
	-321.8992	-4.770241
	-321.7484	-4.829084
	-321.6652	-4.889741
	-321.5573	-4.942382
	-321.444	-4.994376
	-321.3649	-5.047425
	-321.2162	-5.096288
	-321.1204	-5.141979
	-321.0465	-5.176673
	-320.9466	-5.229764
	-320.8352	-5.261969
	-320.7141	-5.306725
	-320.6391	-5.357779
	-320.5569	-5.398852
	-320.4588	-5.426517
	-320.3512	-5.482069
	-320.2189	-5.516033
	-320.1378	-5.552547
	-320.0417	-5.584431
	-319.9486	-5.622785
	-319.8671	-5.653529
	-319.7492	-5.686144
	-319.6504	-5.714205
	-319.5571	-5.737096
	-319.4816	-5.757995
	-319.3647	-5.798586
	-319.2322	-5.808475
	-319.1367	-5.831447
	-319.0676	-5.859232
	-318.9839	-5.887145
	-318.8672	-5.90662

-323.193	-4.461718
	-323.1278	-4.568874
	-323.042	-4.652216
	-322.9761	-4.724352
	-322.9031	-4.793298
	-322.7531	-4.850804
	-322.6615	-4.913176
	-322.5635	-4.965475
	-322.4358	-5.014625
	-322.3469	-5.066665
	-322.2142	-5.119141
	-322.1308	-5.162828
	-322.0366	-5.199318
	-321.9401	-5.253123
	-321.865	-5.284952
	-321.7039	-5.328928
	-321.6442	-5.385538
	-321.5486	-5.422689
	-321.4352	-5.454506
	-321.3651	-5.511878
	-321.2076	-5.54336
	-321.13	-5.582088
	-321.0535	-5.616918
	-320.9659	-5.654583
	-320.8874	-5.684283
	-320.7618	-5.71636
	-320.6401	-5.744165
	-320.5279	-5.761588
	-320.468	-5.784599
	-320.3619	-5.826644
	-320.2294	-5.839345
	-320.1188	-5.857605
	-320.0816	-5.890567
	-319.9681	-5.914273
	-319.8612	-5.937616

-324.2129	-4.478558
	-324.1548	-4.586618
	-324.0915	-4.672415
	-323.9855	-4.74301
	-323.8906	-4.816225
	-323.7598	-4.872266
	-323.6912	-4.935453
	-323.5732	-4.987668
	-323.4658	-5.034183
	-323.3468	-5.091902
	-323.2508	-5.143192
	-323.1313	-5.183529
	-323.0298	-5.226482
	-322.9268	-5.278118
	-322.8605	-5.312148
	-322.6836	-5.35434
	-322.6517	-5.410675
	-322.5332	-5.443906
	-322.4398	-5.483011
	-322.3455	-5.537185
	-322.1929	-5.566288
	-322.1251	-5.610106
	-322.0746	-5.64734
	-321.9791	-5.684075
	-321.8715	-5.714892
	-321.759	-5.746426
	-321.6438	-5.773327
	-321.5313	-5.790448
	-321.4606	-5.816781
	-321.3655	-5.860486
	-321.2323	-5.874545
	-321.1194	-5.890276
	-321.0847	-5.924312
	-320.9466	-5.944753
	-320.8555	-5.972709

-325.2471	-4.491537
	-325.1559	-4.601985
	-325.0958	-4.689666
	-324.9981	-4.758872
	-324.8998	-4.835581
	-324.7663	-4.890157
	-324.715	-4.952065
	-324.593	-5.004926
	-324.4717	-5.052682
	-324.3717	-5.117824
	-324.2594	-5.163521
	-324.1337	-5.203763
	-324.0532	-5.254343
	-323.9223	-5.302156
	-323.8728	-5.34071
	-323.7111	-5.384131
	-323.6508	-5.435246
	-323.5556	-5.468388
	-323.4661	-5.514151
	-323.3525	-5.564423
	-323.2089	-5.593565
	-323.1489	-5.638627
	-323.0917	-5.678644
	-322.9571	-5.711243
	-322.8674	-5.746521
	-322.7768	-5.773635
	-322.6349	-5.799657
	-322.5241	-5.820765
	-322.4195	-5.847117
	-322.3654	-5.888416
	-322.2591	-5.907002
	-322.1407	-5.922492
	-322.07	-5.957001
	-321.9346	-5.977551
	-321.8374	-6.009695

-326.268	-4.503949
	-326.1602	-4.616829
	-326.0954	-4.704697
	-325.9578	-4.775658
	-325.8961	-4.849413
	-325.7741	-4.907576
	-325.6968	-4.966738
	-325.5957	-5.019859
	-325.4448	-5.06986
	-325.3741	-5.140048
	-325.2736	-5.17906
	-325.1692	-5.222393
	-325.0751	-5.278134
	-324.938	-5.322656
	-324.8818	-5.366143
	-324.7216	-5.410543
	-324.6555	-5.457156
	-324.5588	-5.492458
	-324.478	-5.543035
	-324.3613	-5.590606
	-324.2243	-5.619346
	-324.17	-5.669902
	-324.0855	-5.709254
	-323.9822	-5.737147
	-323.8857	-5.775444
	-323.7946	-5.802422
	-323.6607	-5.827875
	-323.5497	-5.85585
	-323.4388	-5.881966
	-323.3723	-5.920997
	-323.2645	-5.940966
	-323.1482	-5.957477
	-323.0638	-5.98794
	-322.9391	-6.013618
	-322.8396	-6.046734

-327.269	-4.515254
	-327.1666	-4.629777
	-327.0776	-4.715572
	-326.9628	-4.789817
	-326.9148	-4.8584
	-326.7898	-4.919044
	-326.6916	-4.97824
	-326.5917	-5.032346
	-326.4435	-5.086993
	-326.386	-5.160071
	-326.272	-5.195272
	-326.167	-5.242227
	-326.08	-5.299073
	-325.9507	-5.343107
	-325.8749	-5.389281
	-325.7399	-5.434461
	-325.6692	-5.475978
	-325.5619	-5.513012
	-325.4954	-5.567036
	-325.3497	-5.611882
	-325.2428	-5.641353
	-325.1807	-5.694072
	-325.079	-5.732432
	-324.9919	-5.759696
	-324.8862	-5.797798
	-324.7826	-5.828415
	-324.6628	-5.854693
	-324.5811	-5.88918
	-324.4484	-5.915844
	-324.4004	-5.951987
	-324.2722	-5.971368
	-324.1786	-5.994628
	-324.0475	-6.017179
	-323.9659	-6.049865
	-323.8439	-6.082779

-328.2415	-4.529226
	-328.1607	-4.645577
	-328.0392	-4.728015
	-327.9373	-4.80529
	-327.923	-4.871241
	-327.7825	-4.93339
	-327.6704	-4.9896
	-327.58	-5.043162
	-327.4314	-5.100532
	-327.3713	-5.173072
	-327.2594	-5.205571
	-327.1672	-5.256414
	-327.0997	-5.314495
	-326.9539	-5.357791
	-326.8738	-5.406857
	-326.7758	-5.452657
	-326.6657	-5.491619
	-326.5692	-5.534331
	-326.4877	-5.587406
	-326.3614	-5.632947
	-326.2429	-5.664942
	-326.1857	-5.714865
	-326.081	-5.752648
	-325.9823	-5.782726
	-325.904	-5.820156
	-325.783	-5.851004
	-325.6644	-5.879403
	-325.6036	-5.918046
	-325.4578	-5.944099
	-325.4064	-5.977624
	-325.2731	-5.995262
	-325.1948	-6.025569
	-325.0524	-6.043467
	-324.9829	-6.082059
	-324.86	-6.113827

-329.2264	-4.540876
	-329.1786	-4.65897
	-329.0572	-4.740314
	-328.9252	-4.81827
	-328.918	-4.884254
	-328.7857	-4.947265
	-328.6607	-5.003826
	-328.5744	-5.060561
	-328.4329	-5.118896
	-328.3665	-5.1872
	-328.2719	-5.22319
	-328.1522	-5.27591
	-328.1204	-5.330656
	-327.9653	-5.376189
	-327.87	-5.424553
	-327.7567	-5.467244
	-327.6649	-5.507751
	-327.5466	-5.555456
	-327.4576	-5.599964
	-327.3481	-5.650149
	-327.2477	-5.683975
	-327.1602	-5.730362
	-327.0685	-5.76818
	-326.9945	-5.801697
	-326.8792	-5.83825
	-326.7747	-5.872437
	-326.6684	-5.902623
	-326.6133	-5.942906
	-326.4759	-5.969834
	-326.41	-6.004109
	-326.2718	-6.018473
	-326.187	-6.05386
	-326.0629	-6.069347
	-325.9854	-6.111414
	-325.881	-6.139269

-330.2064	-4.548208
	-330.1955	-4.667419
	-330.055	-4.748203
	-329.9391	-4.827406
	-329.9088	-4.894568
	-329.7931	-4.956899
	-329.6639	-5.017914
	-329.5561	-5.077309
	-329.4705	-5.13548
	-329.361	-5.19803
	-329.2677	-5.242269
	-329.1403	-5.295203
	-329.11	-5.347038
	-328.9649	-5.393829
	-328.8545	-5.439326
	-328.7573	-5.48148
	-328.6677	-5.529246
	-328.5485	-5.577485
	-328.452	-5.616552
	-328.3579	-5.673087
	-328.2574	-5.709269
	-328.1397	-5.746676
	-328.0653	-5.786344
	-327.9824	-5.824427
	-327.8614	-5.857598
	-327.7656	-5.895541
	-327.6471	-5.92533
	-327.5956	-5.961595
	-327.4599	-5.991774
	-327.4094	-6.023068
	-327.2673	-6.035336
	-327.1714	-6.075109
	-327.0685	-6.089776
	-327.0015	-6.133559
	-326.8779	-6.157932

-331.2109	-4.558867
	-331.1879	-4.678175
	-331.0629	-4.759715
	-330.9351	-4.836809
	-330.8882	-4.90854
	-330.7696	-4.969259
	-330.6678	-5.030798
	-330.5444	-5.090681
	-330.4617	-5.147361
	-330.3528	-5.205789
	-330.2536	-5.255189
	-330.1137	-5.307701
	-330.1063	-5.359509
	-329.9419	-5.404591
	-329.853	-5.450895
	-329.7458	-5.492327
	-329.658	-5.547137
	-329.5406	-5.595899
	-329.4467	-5.631928
	-329.3657	-5.69459
	-329.2582	-5.731806
	-329.1288	-5.765091
	-329.0561	-5.805426
	-328.9597	-5.849974
	-328.8545	-5.880705
	-328.7811	-5.919693
	-328.6504	-5.951176
	-328.5818	-5.980548
	-328.4721	-6.014571
	-328.3911	-6.04801
	-328.2687	-6.057106
	-328.1691	-6.096255
	-328.0665	-6.115202
	-327.9846	-6.153991
	-327.89	-6.178082

-332.2248	-4.563958
	-332.1828	-4.683045
	-332.0594	-4.769377
	-331.9289	-4.843681
	-331.8903	-4.919155
	-331.7808	-4.980113
	-331.6744	-5.044213
	-331.5486	-5.105362
	-331.4592	-5.163538
	-331.3455	-5.221478
	-331.2495	-5.273473
	-331.1187	-5.325446
	-331.0927	-5.373478
	-330.9484	-5.420192
	-330.8633	-5.464536
	-330.7226	-5.506476
	-330.654	-5.564959
	-330.5341	-5.611988
	-330.4543	-5.643909
	-330.3687	-5.708473
	-330.2791	-5.748493
	-330.1205	-5.780825
	-330.0206	-5.822827
	-329.9654	-5.868554
	-329.8329	-5.899337
	-329.7918	-5.939723
	-329.6523	-5.973386
	-329.5688	-5.996866
	-329.4592	-6.03466
	-329.3714	-6.067334
	-329.2804	-6.080911
	-329.1692	-6.114647
	-329.0627	-6.143402
	-328.9821	-6.174766
	-328.8705	-6.200905

-333.2288	-4.56699
	-333.178	-4.681572
	-333.0327	-4.775271
	-332.9044	-4.848206
	-332.8672	-4.924115
	-332.7557	-4.986259
	-332.6612	-5.052969
	-332.532	-5.114168
	-332.4615	-5.171526
	-332.3428	-5.23023
	-332.2336	-5.284436
	-332.1301	-5.336215
	-332.0571	-5.383717
	-331.9341	-5.43084
	-331.8458	-5.475126
	-331.7054	-5.521173
	-331.6493	-5.581805
	-331.5532	-5.626905
	-331.4572	-5.662871
	-331.3683	-5.727694
	-331.274	-5.767272
	-331.1384	-5.79772
	-331.0153	-5.845657
	-330.9573	-5.890007
	-330.8306	-5.919619
	-330.7931	-5.959584
	-330.6545	-5.992443
	-330.5434	-6.012512
	-330.4509	-6.049438
	-330.3368	-6.080837
	-330.2739	-6.100586
	-330.1431	-6.128611
	-330.0608	-6.164058
	-329.9756	-6.190602
	-329.8542	-6.219773

-334.2329	-4.577935
	-334.149	-4.689456
	-334.0055	-4.786028
	-333.9	-4.858662
	-333.8619	-4.932625
	-333.7391	-4.995611
	-333.6591	-5.06076
	-333.5398	-5.117949
	-333.4266	-5.174989
	-333.3116	-5.236512
	-333.2206	-5.288892
	-333.1101	-5.33925
	-333.037	-5.390155
	-332.9116	-5.43475
	-332.8499	-5.483425
	-332.6859	-5.531267
	-332.6411	-5.589797
	-332.5435	-5.633814
	-332.4556	-5.677565
	-332.357	-5.736924
	-332.2553	-5.776081
	-332.1302	-5.813791
	-332.0355	-5.863058
	-331.9472	-5.906672
	-331.8317	-5.937481
	-331.7886	-5.975762
	-331.6686	-6.012178
	-331.5265	-6.031406
	-331.4598	-6.069071
	-331.3309	-6.10067
	-331.2844	-6.125474
	-331.1725	-6.148883
	-331.0555	-6.189327
	-330.9635	-6.211208
	-330.8439	-6.244452

-335.228	-4.583546
	-335.1395	-4.6931
	-335.0038	-4.795238
	-334.9088	-4.866492
	-334.8571	-4.940777
	-334.7328	-5.006513
	-334.6354	-5.070053
	-334.5276	-5.126441
	-334.4231	-5.184845
	-334.3152	-5.253862
	-334.2387	-5.299581
	-334.1204	-5.34965
	-334.0321	-5.403841
	-333.889	-5.446099
	-333.8332	-5.498163
	-333.6796	-5.545377
	-333.6131	-5.597425
	-333.531	-5.641159
	-333.4552	-5.688911
	-333.332	-5.739984
	-333.2307	-5.780702
	-333.1395	-5.822556
	-333.0147	-5.874954
	-332.9368	-5.915024
	-332.8187	-5.949452
	-332.7593	-5.984012
	-332.6764	-6.021978
	-332.5148	-6.0465
	-332.4611	-6.081384
	-332.3205	-6.112235
	-332.2762	-6.143512
	-332.1642	-6.164118
	-332.0551	-6.209154
	-331.9678	-6.230644
	-331.8387	-6.266512

-336.2195	-4.591428
	-336.1286	-4.69891
	-336.0044	-4.803391
	-335.927	-4.876032
	-335.8653	-4.946203
	-335.7309	-5.013332
	-335.6271	-5.07707
	-335.509	-5.132716
	-335.4255	-5.191899
	-335.3297	-5.264303
	-335.2287	-5.306537
	-335.1342	-5.357297
	-335.042	-5.416065
	-334.8796	-5.455786
	-334.8344	-5.513574
	-334.6884	-5.561002
	-334.63	-5.607863
	-334.5336	-5.654648
	-334.4553	-5.707222
	-334.3245	-5.755392
	-334.233	-5.79629
	-334.1453	-5.838613
	-334.023	-5.891236
	-333.9146	-5.926229
	-333.8139	-5.964374
	-333.7464	-5.995601
	-333.6575	-6.031748
	-333.483	-6.0633
	-333.4531	-6.092535
	-333.3246	-6.123456
	-333.2614	-6.155249
	-333.1451	-6.178185
	-333.0525	-6.219495
	-332.959	-6.247086
	-332.8343	-6.282931

-337.226	-4.602276
	-337.1185	-4.710821
	-337.0209	-4.81106
	-336.9457	-4.889228
	-336.8679	-4.954238
	-336.7551	-5.021945
	-336.6293	-5.085938
	-336.5194	-5.141904
	-336.4261	-5.200091
	-336.3156	-5.276198
	-336.213	-5.315133
	-336.1235	-5.36642
	-336.0286	-5.428747
	-335.8715	-5.466019
	-335.8335	-5.526765
	-335.7223	-5.574843
	-335.6323	-5.618217
	-335.5121	-5.663957
	-335.4571	-5.721003
	-335.3236	-5.765325
	-335.2568	-5.808872
	-335.1625	-5.855814
	-335.0081	-5.901711
	-334.914	-5.937799
	-334.8168	-5.977902
	-334.7391	-6.009851
	-334.6539	-6.047101
	-334.494	-6.085202
	-334.4611	-6.112008
	-334.3378	-6.148583
	-334.2476	-6.175241
	-334.1713	-6.200952
	-334.037	-6.235138
	-333.9614	-6.269678
	-333.8296	-6.302092

-338.2616	-4.60748
	-338.1357	-4.717015
	-338.0394	-4.81454
	-337.9418	-4.896664
	-337.8669	-4.960834
	-337.7647	-5.027997
	-337.6321	-5.093004
	-337.5183	-5.152213
	-337.4444	-5.210865
	-337.3478	-5.290866
	-337.2339	-5.326893
	-337.1516	-5.379676
	-337.0479	-5.442236
	-336.8793	-5.482046
	-336.8314	-5.542241
	-336.7458	-5.589309
	-336.6409	-5.63158
	-336.5294	-5.678765
	-336.4579	-5.733934
	-336.3347	-5.778612
	-336.2685	-5.821945
	-336.1812	-5.870011
	-335.9818	-5.912732
	-335.9217	-5.949834
	-335.8026	-5.990359
	-335.7442	-6.023439
	-335.6329	-6.059172
	-335.502	-6.10205
	-335.4545	-6.126248
	-335.3465	-6.167322
	-335.2468	-6.188466
	-335.1406	-6.218061
	-335.0196	-6.248886
	-334.9606	-6.288651
	-334.8494	-6.319624
