Funcionalizado DHDP 3mM	Funcionalizado DHDP 3mM
	-282.3911	15.14267
	-282.4966	15.12467
	-282.6099	15.1219
	-282.726	15.11621
	-282.8058	15.10938
	-282.9001	15.10142
	-283.0176	15.09871
	-283.0329	15.09674
	-283.1752	15.08614
	-283.2722	15.07656
	-283.3409	15.07673
	-283.4753	15.06123
	-283.6115	15.06884
	-283.6783	15.05374
	-283.8108	15.05009

-278.4205	15.50445
	-278.5515	15.25539
	-278.6256	15.22388
	-278.748	15.22406
	-278.8226	15.22043
	-278.9399	15.21467
	-279.0503	15.20139
	-279.1465	15.20982
	-279.2255	15.19934
	-279.3117	15.20146
	-279.4655	15.1834
	-279.5323	15.17999
	-279.5981	15.17528
	-279.7291	15.17548
	-279.828	15.1629
	-279.8961	15.15867
	-280.0314	15.14811
	-280.1421	15.14277
	-280.2376	15.13387
	-280.3438	15.1239
	-280.4247	15.12719
	-280.4959	15.11155
	-280.6234	15.09909
	-280.702	15.10383
	-280.7929	15.09952
	-280.9265	15.07654
	-280.9852	15.08171
	-281.1221	15.06366
	-281.2008	15.06507
	-281.2893	15.05857
	-281.4213	15.04641
	-281.4837	15.03663
	-281.614	15.03123
	-281.7365	15.026
	-281.7866	15.01947
	-281.9172	15.01608
	-282.0217	15.01971
	-282.0569	15.01545
	-282.1894	15.00482
	-282.2752	14.99644
	-282.3418	15.00075
	-282.4795	14.98872
	-282.621	14.98944
	-282.6596	14.97772
	-282.8115	14.97253

-277.4091	15.42221
	-277.5481	15.17022
	-277.6328	15.13425
	-277.7487	15.14043
	-277.8182	15.13859
	-277.9487	15.13025
	-278.0336	15.12035
	-278.1577	15.12058
	-278.2294	15.11415
	-278.3174	15.11049
	-278.459	15.09183
	-278.5064	15.09346
	-278.6073	15.0853
	-278.7216	15.09231
	-278.8276	15.07591
	-278.9201	15.07106
	-279.0426	15.06034
	-279.153	15.05504
	-279.2292	15.04774
	-279.3339	15.04314
	-279.438	15.04745
	-279.5075	15.02536
	-279.6238	15.01674
	-279.7001	15.01714
	-279.7969	15.01317
	-279.9354	14.99307
	-279.9777	15.00141
	-280.1243	14.97953
	-280.222	14.97736
	-280.2913	14.96916
	-280.4138	14.95733
	-280.485	14.95312
	-280.6295	14.94586
	-280.7444	14.93472
	-280.8189	14.92904
	-280.9396	14.92687
	-281.035	14.93428
	-281.0692	14.92676
	-281.2109	14.91095
	-281.3151	14.90452
	-281.3674	14.9088
	-281.5159	14.90093
	-281.6279	14.8957
	-281.6851	14.88746
	-281.8098	14.88614

-276.4069	15.3373
	-276.538	15.08312
	-276.6638	15.0433
	-276.7585	15.05273
	-276.8291	15.04857
	-276.9548	15.04241
	-277.037	15.03636
	-277.1264	15.0299
	-277.2384	15.0281
	-277.3048	15.02207
	-277.4504	15.0038
	-277.5109	15.00629
	-277.6021	15.00012
	-277.7171	15.00637
	-277.8445	14.98567
	-277.9256	14.98236
	-278.0475	14.97142
	-278.1458	14.96461
	-278.2319	14.95562
	-278.3198	14.95456
	-278.4351	14.95776
	-278.5293	14.93463
	-278.6167	14.93191
	-278.6936	14.92589
	-278.8248	14.92211
	-278.9313	14.90971
	-278.9883	14.91454
	-279.1339	14.89347
	-279.2391	14.88894
	-279.3199	14.88035
	-279.4155	14.86938
	-279.4867	14.87076
	-279.6191	14.86372
	-279.7328	14.85
	-279.826	14.84453
	-279.9638	14.84029
	-280.031	14.85197
	-280.0717	14.84131
	-280.2173	14.82549
	-280.3164	14.82199
	-280.4018	14.82082
	-280.5203	14.81685
	-280.6563	14.80533
	-280.7105	14.7976
	-280.8238	14.79951

-275.3804	15.2499
	-275.5421	14.99247
	-275.6779	14.95008
	-275.7763	14.9574
	-275.8359	14.9505
	-275.9461	14.94714
	-276.0257	14.94405
	-276.1161	14.93321
	-276.2434	14.93621
	-276.2977	14.9267
	-276.4524	14.91109
	-276.4974	14.91595
	-276.6016	14.91245
	-276.7165	14.91247
	-276.8531	14.89787
	-276.9169	14.89508
	-277.0438	14.88372
	-277.1386	14.87647
	-277.2506	14.86799
	-277.33	14.86737
	-277.4452	14.86703
	-277.5199	14.84913
	-277.6165	14.84642
	-277.7206	14.83308
	-277.8288	14.82941
	-277.9145	14.82354
	-277.9931	14.82039
	-278.1609	14.80428
	-278.2496	14.79701
	-278.3581	14.78511
	-278.399	14.77604
	-278.5098	14.78182
	-278.6174	14.77572
	-278.7223	14.76473
	-278.8097	14.76002
	-278.9627	14.75138
	-279.0249	14.76418
	-279.0981	14.75106
	-279.2235	14.74176
	-279.3295	14.73922
	-279.4138	14.73059
	-279.5054	14.7328
	-279.6412	14.71721
	-279.7229	14.70929
	-279.8174	14.71771

-274.3869	15.15971
	-274.5236	14.89855
	-274.6907	14.85563
	-274.7887	14.85851
	-274.8492	14.85018
	-274.9522	14.84545
	-275.0108	14.84885
	-275.1212	14.83313
	-275.2435	14.83978
	-275.3239	14.82703
	-275.4539	14.81815
	-275.4955	14.81838
	-275.6246	14.81962
	-275.7264	14.81169
	-275.8616	14.80645
	-275.9022	14.80296
	-276.0378	14.79093
	-276.1586	14.78445
	-276.2528	14.77426
	-276.3464	14.77167
	-276.447	14.76795
	-276.5148	14.75858
	-276.6285	14.755
	-276.7383	14.73724
	-276.8365	14.73372
	-276.9242	14.7354
	-276.9901	14.72317
	-277.1541	14.71546
	-277.2582	14.70468
	-277.3387	14.69401
	-277.3955	14.68957
	-277.517	14.69092
	-277.6249	14.68698
	-277.7297	14.67784
	-277.8365	14.67359
	-277.9532	14.66107
	-278.0323	14.67157
	-278.0996	14.65711
	-278.2244	14.65109
	-278.3301	14.65037
	-278.4048	14.63488
	-278.5128	14.63999
	-278.6482	14.62844
	-278.7554	14.61925
	-278.8116	14.63041

-273.3982	15.06521
	-273.5325	14.80207
	-273.6649	14.75781
	-273.7971	14.75633
	-273.8479	14.74907
	-273.9418	14.74387
	-274.0136	14.74768
	-274.1234	14.73514
	-274.247	14.73897
	-274.3297	14.728
	-274.4705	14.72253
	-274.51	14.72133
	-274.623	14.72321
	-274.7312	14.70995
	-274.8499	14.71238
	-274.8817	14.7058
	-275.0164	14.69581
	-275.1668	14.68881
	-275.2602	14.67505
	-275.3741	14.67132
	-275.4373	14.66487
	-275.5177	14.66269
	-275.6059	14.65975
	-275.7446	14.63743
	-275.8378	14.63483
	-275.9343	14.63987
	-276.0106	14.62122
	-276.1469	14.61973
	-276.2446	14.61052
	-276.3503	14.60097
	-276.4201	14.59752
	-276.5239	14.59096
	-276.6228	14.59334
	-276.7167	14.58713
	-276.8471	14.58118
	-276.9543	14.56989
	-277.0386	14.57556
	-277.1183	14.56146
	-277.2148	14.56163
	-277.3069	14.56213
	-277.4041	14.54199
	-277.4916	14.54431
	-277.6565	14.54148
	-277.7489	14.52953
	-277.7976	14.54088

-272.3885	14.97548
	-272.5251	14.70713
	-272.6178	14.66533
	-272.7717	14.65766
	-272.8388	14.65296
	-272.9406	14.64321
	-272.99	14.6449
	-273.1219	14.64074
	-273.2344	14.63718
	-273.3432	14.63071
	-273.4733	14.62379
	-273.5013	14.62076
	-273.6301	14.62289
	-273.7323	14.60785
	-273.8325	14.61802
	-273.8879	14.60732
	-274.0246	14.5984
	-274.1607	14.59188
	-274.2669	14.57594
	-274.3745	14.57352
	-274.4525	14.56252
	-274.5278	14.56477
	-274.6081	14.55888
	-274.748	14.54167
	-274.8304	14.53618
	-274.9402	14.5351
	-275.0162	14.51631
	-275.1537	14.51953
	-275.2539	14.51322
	-275.3472	14.5041
	-275.4225	14.49957
	-275.5193	14.48692
	-275.6259	14.49255
	-275.7171	14.48901
	-275.8458	14.48133
	-275.9507	14.47171
	-276.0552	14.47381
	-276.1378	14.45987
	-276.1977	14.46762
	-276.3062	14.46524
	-276.387	14.44411
	-276.5057	14.44419
	-276.6477	14.44885
	-276.746	14.43738
	-276.8077	14.44784

-271.4045	14.87439
	-271.5178	14.60146
	-271.5929	14.56354
	-271.762	14.55726
	-271.8322	14.55456
	-271.9558	14.54132
	-271.9965	14.54344
	-272.1049	14.54745
	-272.2299	14.53825
	-272.3511	14.53675
	-272.4518	14.53074
	-272.4962	14.52261
	-272.6286	14.52451
	-272.7307	14.51027
	-272.8113	14.52087
	-272.8971	14.50798
	-273.0202	14.49967
	-273.1528	14.49228
	-273.2482	14.4765
	-273.3391	14.47393
	-273.4373	14.45892
	-273.5337	14.46285
	-273.6192	14.45484
	-273.7529	14.44278
	-273.8241	14.43672
	-273.9466	14.42932
	-274.0348	14.41352
	-274.1417	14.42068
	-274.2559	14.41424
	-274.3454	14.40673
	-274.4445	14.40034
	-274.524	14.38411
	-274.6511	14.38787
	-274.7217	14.38627
	-274.8432	14.3754
	-274.9534	14.3731
	-275.0598	14.36891
	-275.1192	14.35967
	-275.2039	14.36556
	-275.3027	14.36069
	-275.394	14.34754
	-275.5194	14.34077
	-275.6422	14.34788
	-275.747	14.34002
	-275.8071	14.34593

-270.3829	14.76478
	-270.541	14.49089
	-270.5797	14.455
	-270.7513	14.45312
	-270.8113	14.45142
	-270.9547	14.43585
	-271.0145	14.43561
	-271.0862	14.44467
	-271.2362	14.42971
	-271.3259	14.4343
	-271.4518	14.42334
	-271.4861	14.42073
	-271.611	14.41703
	-271.7273	14.41073
	-271.7885	14.41599
	-271.9116	14.40359
	-272.0101	14.39649
	-272.1335	14.39016
	-272.2363	14.3777
	-272.3195	14.37858
	-272.4106	14.36409
	-272.5344	14.36334
	-272.6093	14.35482
	-272.7121	14.34713
	-272.8239	14.33847
	-272.9321	14.32744
	-273.0174	14.31513
	-273.1453	14.32057
	-273.2414	14.31532
	-273.3453	14.30685
	-273.4512	14.29764
	-273.5246	14.28036
	-273.6438	14.28157
	-273.7123	14.27866
	-273.8511	14.26902
	-273.9516	14.27218
	-274.0657	14.26494
	-274.1328	14.26254
	-274.2193	14.26045
	-274.3229	14.25463
	-274.4008	14.2507
	-274.527	14.23704
	-274.6261	14.24514
	-274.767	14.23992
	-274.8176	14.24079

-269.3924	14.65686
	-269.5217	14.38045
	-269.5919	14.34724
	-269.7453	14.34731
	-269.8147	14.34429
	-269.9534	14.33168
	-270.016	14.32556
	-270.0788	14.33768
	-270.2444	14.32044
	-270.326	14.32785
	-270.4474	14.31163
	-270.4789	14.31472
	-270.6179	14.30516
	-270.7296	14.30452
	-270.8081	14.30291
	-270.9218	14.29147
	-271.005	14.28447
	-271.124	14.27934
	-271.2383	14.27015
	-271.3088	14.27415
	-271.4052	14.26239
	-271.5228	14.25458
	-271.614	14.24832
	-271.6983	14.24788
	-271.8105	14.23818
	-271.9202	14.22505
	-271.9891	14.21708
	-272.1442	14.2187
	-272.2339	14.21575
	-272.3244	14.2081
	-272.4171	14.19864
	-272.5249	14.18388
	-272.6409	14.18026
	-272.7139	14.175
	-272.8268	14.16645
	-272.9291	14.17019
	-273.06	14.16555
	-273.1184	14.16496
	-273.2184	14.15441
	-273.3448	14.14795
	-273.395	14.1496
	-273.5347	14.13509
	-273.6268	14.13861
	-273.7701	14.13951
	-273.8186	14.13575

-268.4014	14.535
	-268.5414	14.25793
	-268.6075	14.22731
	-268.7501	14.23178
	-268.8095	14.22677
	-268.9329	14.22014
	-269.0373	14.21302
	-269.0818	14.22325
	-269.2226	14.21231
	-269.3084	14.21611
	-269.4424	14.20183
	-269.4684	14.20881
	-269.6075	14.19408
	-269.7214	14.19606
	-269.8301	14.19091
	-269.9089	14.17825
	-270.0011	14.17099
	-270.1178	14.16729
	-270.2448	14.1577
	-270.3091	14.16437
	-270.3844	14.15489
	-270.5098	14.14098
	-270.619	14.1357
	-270.7024	14.13701
	-270.7912	14.12945
	-270.9373	14.11876
	-270.9825	14.11168
	-271.1415	14.10943
	-271.2268	14.10499
	-271.3098	14.09737
	-271.4197	14.08857
	-271.5178	14.08219
	-271.6191	14.07257
	-271.6905	14.06767
	-271.8176	14.06154
	-271.8966	14.06852
	-272.0396	14.06774
	-272.1006	14.06741
	-272.2239	14.05163
	-272.3366	14.04605
	-272.391	14.05458
	-272.5129	14.0413
	-272.6216	14.035
	-272.7782	14.04234
	-272.8171	14.03248

-267.4203	14.41882
	-267.5543	14.14014
	-267.6232	14.10863
	-267.7282	14.11519
	-267.8246	14.10743
	-267.935	14.10269
	-268.0363	14.09678
	-268.1182	14.09756
	-268.2332	14.09397
	-268.3034	14.08943
	-268.4445	14.07583
	-268.4867	14.08944
	-268.6168	14.0711
	-268.7171	14.07834
	-268.8499	14.07036
	-268.9077	14.05891
	-268.9885	14.05187
	-269.1278	14.05256
	-269.2359	14.04354
	-269.3328	14.05359
	-269.371	14.04701
	-269.5241	14.02753
	-269.6038	14.02447
	-269.6861	14.02516
	-269.7963	14.01695
	-269.9387	14.00951
	-269.9567	14.00337
	-270.1437	13.99627
	-270.2236	13.98903
	-270.309	13.98279
	-270.3881	13.97415
	-270.4924	13.97318
	-270.6119	13.9631
	-270.6978	13.95491
	-270.8245	13.95088
	-270.8749	13.95799
	-271.0449	13.96208
	-271.113	13.96131
	-271.2012	13.94096
	-271.3311	13.93839
	-271.3927	13.94777
	-271.5002	13.93871
	-271.6342	13.92896
	-271.7784	13.93731
	-271.8127	13.92915

-266.4364	14.3097
	-266.5456	14.02877
	-266.6451	13.99588
	-266.7531	14.0007
	-266.8218	13.99101
	-266.9233	13.99028
	-267.0093	13.9838
	-267.1289	13.97802
	-267.2182	13.97941
	-267.3051	13.96895
	-267.4614	13.95816
	-267.5104	13.97176
	-267.6314	13.95327
	-267.7047	13.95901
	-267.8654	13.95055
	-267.9153	13.93736
	-267.9916	13.92934
	-268.14	13.93048
	-268.2419	13.91929
	-268.3305	13.93094
	-268.3984	13.92464
	-268.5353	13.90329
	-268.6237	13.90575
	-268.7072	13.90372
	-268.7975	13.89508
	-268.9434	13.89028
	-268.9762	13.88806
	-269.1537	13.88001
	-269.2397	13.87182
	-269.3115	13.86987
	-269.3951	13.86097
	-269.4961	13.86298
	-269.6154	13.8557
	-269.7039	13.84518
	-269.7989	13.83862
	-269.8712	13.8462
	-270.022	13.85422
	-270.0886	13.84763
	-270.2	13.83176
	-270.3201	13.83083
	-270.3722	13.83257
	-270.4886	13.8304
	-270.6487	13.81796
	-270.7548	13.82804
	-270.7987	13.82406

-265.4213	14.19386
	-265.5413	13.91104
	-265.6447	13.87579
	-265.739	13.87675
	-265.8229	13.86829
	-265.9098	13.87057
	-266.0152	13.86881
	-266.1438	13.85845
	-266.2052	13.86563
	-266.3059	13.85257
	-266.4464	13.84684
	-266.5144	13.85434
	-266.6172	13.8424
	-266.6892	13.84128
	-266.8756	13.83792
	-266.9158	13.82485
	-267.0102	13.81582
	-267.1176	13.81671
	-267.2358	13.80204
	-267.3304	13.81287
	-267.3899	13.80388
	-267.5369	13.78529
	-267.6215	13.78725
	-267.7246	13.78127
	-267.8115	13.77117
	-267.959	13.77069
	-268.0156	13.76471
	-268.1552	13.75946
	-268.2603	13.7449
	-268.3365	13.7437
	-268.418	13.73357
	-268.4874	13.74249
	-268.6193	13.73641
	-268.7161	13.72872
	-268.8168	13.72289
	-268.8915	13.72954
	-269.0098	13.73851
	-269.0917	13.72772
	-269.2148	13.72221
	-269.2887	13.72255
	-269.3569	13.71821
	-269.4886	13.72228
	-269.6377	13.70629
	-269.7505	13.71552
	-269.7859	13.71708

-264.4305	14.08123
	-264.5139	13.79565
	-264.6298	13.75658
	-264.742	13.75174
	-264.8193	13.74533
	-264.902	13.74594
	-264.999	13.74922
	-265.1428	13.73418
	-265.2222	13.74088
	-265.3252	13.7285
	-265.4404	13.72604
	-265.5248	13.72695
	-265.6045	13.72314
	-265.6998	13.71666
	-265.8478	13.71876
	-265.9326	13.7091
	-266.0107	13.70177
	-266.1362	13.70093
	-266.2198	13.69008
	-266.3129	13.69549
	-266.3988	13.68535
	-266.5415	13.67515
	-266.6111	13.6737
	-266.7159	13.66192
	-266.8264	13.65308
	-266.934	13.65522
	-267.0246	13.64581
	-267.142	13.64546
	-267.2665	13.62506
	-267.3403	13.62481
	-267.4013	13.61506
	-267.5064	13.6221
	-267.6318	13.61901
	-267.7364	13.61234
	-267.8167	13.60315
	-267.9028	13.61139
	-268.0076	13.61244
	-268.0889	13.60116
	-268.2051	13.6005
	-268.2966	13.60164
	-268.3661	13.59006
	-268.5117	13.59764
	-268.6586	13.58547
	-268.7366	13.59198
	-268.7785	13.60173

-263.4079	13.9648
	-263.4937	13.67825
	-263.632	13.63696
	-263.7632	13.62819
	-263.8005	13.62369
	-263.8824	13.62366
	-263.9998	13.62848
	-264.1082	13.61573
	-264.2036	13.61726
	-264.3155	13.61288
	-264.4301	13.60966
	-264.5176	13.60361
	-264.5982	13.60502
	-264.7067	13.59255
	-264.8456	13.59821
	-264.9367	13.59094
	-265.0233	13.58309
	-265.1339	13.57839
	-265.2407	13.56788
	-265.3102	13.56834
	-265.4224	13.55783
	-265.5301	13.55566
	-265.618	13.55354
	-265.7192	13.53958
	-265.812	13.53306
	-265.9142	13.53865
	-266.0527	13.52553
	-266.1459	13.52955
	-266.2452	13.51154
	-266.3286	13.51123
	-266.4011	13.50438
	-266.5104	13.50331
	-266.6221	13.50516
	-266.7126	13.49958
	-266.8172	13.48896
	-266.9254	13.49623
	-266.9893	13.49259
	-267.0876	13.48044
	-267.21	13.48456
	-267.294	13.48605
	-267.3582	13.46843
	-267.5398	13.4739
	-267.665	13.46724
	-267.7312	13.47178
	-267.777	13.48304

-262.3973	13.8419
	-262.4952	13.5531
	-262.6096	13.50811
	-262.7355	13.5
	-262.8166	13.49663
	-262.8779	13.49582
	-263.0099	13.50162
	-263.1042	13.49499
	-263.1992	13.49134
	-263.3171	13.49464
	-263.4142	13.49084
	-263.4984	13.47897
	-263.5797	13.48521
	-263.7102	13.46816
	-263.8299	13.47926
	-263.9369	13.47331
	-264.0358	13.46637
	-264.1074	13.45931
	-264.2157	13.45013
	-264.2975	13.44574
	-264.4154	13.43464
	-264.5256	13.43904
	-264.6063	13.43158
	-264.7364	13.4202
	-264.8106	13.41568
	-264.8997	13.41947
	-265.0529	13.40182
	-265.1288	13.40848
	-265.2349	13.3916
	-265.3256	13.38849
	-265.377	13.38332
	-265.5282	13.37678
	-265.6075	13.38129
	-265.7135	13.38125
	-265.8284	13.37173
	-265.9362	13.37734
	-265.9819	13.37238
	-266.1127	13.3603
	-266.1941	13.36866
	-266.2896	13.37095
	-266.3891	13.3533
	-266.551	13.35608
	-266.6573	13.35376
	-266.7118	13.35912
	-266.7798	13.3655

-261.39	13.71953
	-261.5016	13.42644
	-261.6161	13.3864
	-261.7481	13.37771
	-261.8074	13.37371
	-261.8986	13.36822
	-262.0052	13.37333
	-262.0739	13.37159
	-262.2035	13.36277
	-262.3122	13.36971
	-262.4073	13.36409
	-262.5086	13.35091
	-262.5826	13.35648
	-262.7279	13.34193
	-262.8041	13.35338
	-262.9446	13.3479
	-263.0219	13.34265
	-263.1144	13.33482
	-263.2143	13.32893
	-263.2857	13.32072
	-263.436	13.31066
	-263.5311	13.3184
	-263.6163	13.30719
	-263.7226	13.30075
	-263.7915	13.29824
	-263.867	13.29793
	-264.0424	13.28073
	-264.1348	13.28863
	-264.2162	13.27507
	-264.3094	13.2711
	-264.3671	13.26727
	-264.5358	13.25333
	-264.603	13.25654
	-264.6934	13.25911
	-264.8262	13.24957
	-264.9255	13.25629
	-264.9882	13.24758
	-265.1148	13.23879
	-265.1857	13.2438
	-265.3132	13.24521
	-265.408	13.23267
	-265.5605	13.23022
	-265.6612	13.23547
	-265.698	13.24092
	-265.795	13.24134

-260.3676	13.59455
	-260.4942	13.30059
	-260.6303	13.26303
	-260.7551	13.26009
	-260.8031	13.2543
	-260.9076	13.24602
	-260.9917	13.24709
	-261.0604	13.25141
	-261.187	13.23872
	-261.2971	13.24849
	-261.4056	13.24071
	-261.4986	13.2299
	-261.5996	13.22771
	-261.7194	13.22144
	-261.7941	13.2281
	-261.9247	13.21947
	-262.0257	13.21449
	-262.1152	13.20486
	-262.2209	13.20026
	-262.3078	13.19213
	-262.4495	13.18476
	-262.5323	13.18759
	-262.6158	13.1781
	-262.7487	13.17731
	-262.794	13.17515
	-262.8744	13.16963
	-263.0495	13.15632
	-263.1432	13.1623
	-263.2024	13.15572
	-263.2961	13.15102
	-263.3759	13.14749
	-263.5306	13.13
	-263.5956	13.13233
	-263.6938	13.13491
	-263.8295	13.13098
	-263.9305	13.13435
	-263.9914	13.1274
	-264.1202	13.12329
	-264.1873	13.12084
	-264.3065	13.12302
	-264.3985	13.11776
	-264.5626	13.10818
	-264.6464	13.11833
	-264.6954	13.12333
	-264.8033	13.11575

-259.3483	13.4696
	-259.5231	13.17396
	-259.6103	13.14203
	-259.7317	13.14017
	-259.7883	13.13324
	-259.9144	13.12566
	-259.9799	13.12127
	-260.0626	13.12995
	-260.1796	13.1165
	-260.2872	13.12226
	-260.3934	13.11585
	-260.4868	13.10955
	-260.5981	13.10165
	-260.7055	13.10195
	-260.7881	13.1021
	-260.919	13.09296
	-261.0209	13.09042
	-261.1048	13.07851
	-261.2045	13.07622
	-261.2943	13.0729
	-261.4462	13.06639
	-261.523	13.059
	-261.6053	13.0522
	-261.7284	13.05602
	-261.793	13.05069
	-261.8936	13.04221
	-262.0431	13.03393
	-262.1513	13.0325
	-262.2008	13.03008
	-262.3018	13.02366
	-262.3763	13.01771
	-262.5461	13.00494
	-262.6082	13.00279
	-262.723	13.00521
	-262.8237	13.00621
	-262.9153	13.00645
	-262.979	13.00645
	-263.1087	13.00296
	-263.1945	12.99621
	-263.3028	12.99875
	-263.4236	12.99933
	-263.5378	12.98866
	-263.6436	12.9993
	-263.6897	13.006
	-263.8174	12.99284

-258.3555	13.34127
	-258.5088	13.04345
	-258.6107	13.02197
	-258.729	13.01593
	-258.7741	13.00972
	-258.9123	13.00422
	-258.9639	12.99533
	-259.0572	13.00496
	-259.1831	12.99599
	-259.269	12.99413
	-259.3779	12.99166
	-259.4621	12.98969
	-259.5995	12.97544
	-259.7007	12.98192
	-259.7755	12.97526
	-259.8992	12.96548
	-260.0012	12.96516
	-260.1242	12.95314
	-260.2267	12.95066
	-260.2919	12.95226
	-260.4401	12.94658
	-260.5074	12.93196
	-260.5805	12.92829
	-260.7065	12.93154
	-260.7816	12.92696
	-260.8891	12.91858
	-261.036	12.91227
	-261.1418	12.90679
	-261.1924	12.90567
	-261.2893	12.89827
	-261.3917	12.89147
	-261.5276	12.88583
	-261.6204	12.8777
	-261.7151	12.87798
	-261.812	12.88163
	-261.9029	12.87815
	-261.998	12.88185
	-262.0806	12.87987
	-262.2054	12.86756
	-262.3094	12.86891
	-262.4156	12.87539
	-262.5204	12.86546
	-262.646	12.8719
	-262.729	12.88032
	-262.8197	12.86625

-257.3668	13.20656
	-257.5314	12.91075
	-257.6017	12.89052
	-257.7253	12.88622
	-257.7738	12.8794
	-257.8882	12.87543
	-257.9561	12.8678
	-258.0656	12.87279
	-258.1801	12.87018
	-258.2661	12.86155
	-258.3767	12.86282
	-258.4395	12.86514
	-258.5953	12.84663
	-258.6779	12.8581
	-258.7604	12.84716
	-258.8774	12.83744
	-258.9985	12.83765
	-259.1183	12.82566
	-259.2081	12.8252
	-259.2873	12.83162
	-259.4167	12.82726
	-259.485	12.80581
	-259.5621	12.80716
	-259.704	12.8049
	-259.7731	12.80158
	-259.8904	12.79377
	-259.9975	12.79166
	-260.1261	12.78154
	-260.1924	12.78087
	-260.2827	12.77184
	-260.3841	12.76476
	-260.5154	12.76589
	-260.6063	12.75727
	-260.7232	12.7525
	-260.8057	12.75804
	-260.8857	12.75292
	-260.9727	12.76133
	-261.064	12.76031
	-261.1956	12.74407
	-261.2899	12.74601
	-261.4004	12.75365
	-261.5051	12.7463
	-261.6288	12.74573
	-261.7354	12.7549
	-261.8093	12.74284

-256.3752	13.07472
	-256.5269	12.77736
	-256.5867	12.75913
	-256.7053	12.75174
	-256.7646	12.74286
	-256.8866	12.74316
	-256.9803	12.73637
	-257.0694	12.73557
	-257.1956	12.7385
	-257.2733	12.72431
	-257.3666	12.73068
	-257.4386	12.73327
	-257.5923	12.71616
	-257.6884	12.72503
	-257.7719	12.71467
	-257.8801	12.70624
	-257.9933	12.706
	-258.093	12.69513
	-258.222	12.69653
	-258.2744	12.7061
	-258.3935	12.70073
	-258.4534	12.67785
	-258.5466	12.68396
	-258.6851	12.67659
	-258.7537	12.6728
	-258.884	12.67023
	-258.9794	12.67054
	-259.1054	12.6559
	-259.1843	12.65453
	-259.2785	12.64725
	-259.3751	12.63984
	-259.5037	12.64537
	-259.6112	12.63842
	-259.6949	12.62973
	-259.8003	12.63557
	-259.8875	12.62843
	-259.959	12.64141
	-260.0465	12.63616
	-260.176	12.62359
	-260.2866	12.62626
	-260.4	12.62856
	-260.4731	12.62692
	-260.6245	12.62167
	-260.7269	12.62991
	-260.8049	12.62395

-255.3838	12.94039
	-255.5229	12.64012
	-255.5954	12.61964
	-255.7208	12.61015
	-255.7871	12.60272
	-255.8874	12.60594
	-255.9892	12.60267
	-256.0829	12.59697
	-256.2033	12.60549
	-256.2868	12.59002
	-256.3745	12.59909
	-256.4533	12.5981
	-256.5891	12.58579
	-256.6979	12.58764
	-256.7667	12.58452
	-256.8848	12.57444
	-257.0294	12.57314
	-257.1058	12.56207
	-257.2117	12.56299
	-257.2898	12.57029
	-257.3864	12.56539
	-257.4617	12.54792
	-257.5356	12.55395
	-257.6881	12.54307
	-257.746	12.54097
	-257.8652	12.54
	-257.9634	12.53975
	-258.0859	12.53046
	-258.1826	12.52375
	-258.2689	12.51739
	-258.3761	12.51116
	-258.4807	12.5209
	-258.5911	12.51647
	-258.6819	12.50824
	-258.8009	12.50877
	-258.8855	12.50566
	-258.9599	12.51726
	-259.0488	12.50901
	-259.1542	12.50384
	-259.2726	12.50676
	-259.3749	12.50391
	-259.4648	12.50772
	-259.6077	12.49824
	-259.7154	12.50517
	-259.7858	12.50504

-254.3956	12.80882
	-254.5426	12.50609
	-254.6071	12.48017
	-254.7093	12.47044
	-254.7811	12.46253
	-254.8903	12.46413
	-255.0074	12.46827
	-255.0816	12.45624
	-255.2087	12.46592
	-255.3155	12.45228
	-255.3792	12.45811
	-255.4879	12.45662
	-255.5917	12.45094
	-255.6962	12.4465
	-255.7887	12.45054
	-255.8865	12.44174
	-256.0497	12.43909
	-256.0973	12.42758
	-256.1941	12.43235
	-256.3196	12.43419
	-256.3702	12.4307
	-256.4636	12.41815
	-256.5544	12.42198
	-256.6813	12.41093
	-256.7418	12.40487
	-256.8867	12.40521
	-256.9715	12.40662
	-257.0856	12.40109
	-257.1906	12.38947
	-257.272	12.38629
	-257.3769	12.37952
	-257.4811	12.38801
	-257.591	12.3875
	-257.6813	12.38085
	-257.8112	12.37673
	-257.8751	12.38072
	-257.9572	12.38459
	-258.0468	12.3789
	-258.1403	12.3801
	-258.2844	12.38228
	-258.3549	12.37476
	-258.4604	12.38093
	-258.5891	12.37333
	-258.678	12.37749
	-258.7829	12.3837

-253.3713	12.68413
	-253.5184	12.37958
	-253.6176	12.34763
	-253.6856	12.33763
	-253.7811	12.32964
	-253.8954	12.32969
	-254.0124	12.33581
	-254.0822	12.32313
	-254.2089	12.32936
	-254.3148	12.31869
	-254.3964	12.32164
	-254.5125	12.31871
	-254.6082	12.31745
	-254.7142	12.30703
	-254.8008	12.31658
	-254.9048	12.30864
	-255.0445	12.30424
	-255.1273	12.29108
	-255.2014	12.29905
	-255.3291	12.2914
	-255.3816	12.28936
	-255.4818	12.28384
	-255.5679	12.28558
	-255.6899	12.27694
	-255.7518	12.26736
	-255.9228	12.26906
	-256.0065	12.27088
	-256.0681	12.26981
	-256.1906	12.25677
	-256.2775	12.25709
	-256.3806	12.25163
	-256.4768	12.25239
	-256.6037	12.2569
