Funcionalizado APTES 1mM	Funcionalizado APTES 1mM
mV	uA
Segndos 45	Segndos 45
-255.2164	-0.7545831
-256.1994	-0.7646652
-257.2086	-0.7796228
-258.2161	-0.7933502
-259.2461	-0.8093911
-260.2432	-0.8248902
-261.2482	-0.8381278
-262.2379	-0.8506903
-263.2053	-0.8600268
-264.2106	-0.8727344
-265.2287	-0.8853059
-266.2359	-0.8958949
-267.2583	-0.9109349
-268.2778	-0.9241265
-269.2577	-0.9346735
-270.2581	-0.9507152
-271.2655	-0.963883
-272.2366	-0.9752572
-273.2444	-0.988592
-274.2477	-0.9985559
-275.2408	-1.009977
-276.2647	-1.022059
-277.2437	-1.036071
-278.2566	-1.050459
-279.2808	-1.062887
-280.2745	-1.075471
-281.2755	-1.086042
-282.2407	-1.093403
-283.2047	-1.103833
-284.2184	-1.114806
-285.2026	-1.12535
-286.2155	-1.13919
-287.2291	-1.15021
-288.217	-1.161469
-289.2429	-1.173498
-290.2509	-1.183864
-291.2346	-1.19322
-292.234	-1.20057
-293.2179	-1.208329
-294.2296	-1.216579
-295.2295	-1.226143
-296.2255	-1.237196
-297.2292	-1.247822
-298.2003	-1.257529
-299.2159	-1.267604
-300.2297	-1.27599
-301.2274	-1.281492
-302.2416	-1.289707
-303.244	-1.294282
-304.209	-1.299012
-305.21	-1.30724
-306.1862	-1.311089
-307.1541	-1.317175
-308.1516	-1.324997
-309.1578	-1.330742
-310.1818	-1.337798
-311.2111	-1.342586
-312.2354	-1.348279
-313.2211	-1.352412
-314.1979	-1.355951
-315.2009	-1.363395
-316.1978	-1.367264
-317.1959	-1.371651
-318.2149	-1.378173
-319.2021	-1.380944
-320.2014	-1.382871
-321.2161	-1.386257
-322.2245	-1.387504
-323.2253	-1.388784
-324.2333	-1.391306
-325.2557	-1.39203
-326.2545	-1.392723
-327.255	-1.393647
