Sin Funcionlizar	Sin Funcionlizar
mV	uA
Primeros 45	Primeros 45
-247.246	9.127122
-246.2372	9.064251
-245.2215	8.998782
-244.2181	8.927529
-243.2297	8.852776
-242.2649	8.777102
-241.2885	8.701555
-240.2686	8.629189
-239.2554	8.554993
-238.2323	8.482527
-237.2163	8.41074
-236.2167	8.333929
-235.2206	8.259513
-234.2042	8.183268
-233.2082	8.103313
-232.2135	8.023871
-231.2126	7.94214
-230.2229	7.858564
-229.2198	7.777514
-228.2074	7.698356
-227.2077	7.620496
-226.1951	7.542796
-225.1877	7.463881
-224.1978	7.384584
-223.2053	7.303946
-222.2223	7.224564
-221.2003	7.148173
-220.193	7.071786
-219.182	6.995829
-218.1822	6.920273
-217.2002	6.842148
-216.2247	6.766336
-215.2129	6.691926
-214.2196	6.616986
-213.2141	6.542565
-212.1879	6.467227
-211.2036	6.394197
-210.179	6.322711
-209.1671	6.254044
-208.1497	6.188283
-207.1233	6.119502
-206.1318	6.051214
-205.1375	5.983011
-204.1632	5.912223
-203.1859	5.846231
-202.1724	5.781216
-201.1835	5.715711
-200.185	5.653949
-199.2007	5.59224
-198.2223	5.531639
-197.23	5.472765
-196.2341	5.41346
-195.2257	5.356457
-194.2348	5.299187
-193.2275	5.241978
-192.232	5.185531
-191.2387	5.127493
-190.244	5.072787
-189.2436	5.020169
-188.2379	4.967184
-187.2412	4.916101
-186.2248	4.865202
-185.2292	4.813863
-184.2265	4.766573
-183.1916	4.719278
-182.1868	4.671946
-181.1752	4.625195
-180.1714	4.57798
-179.2058	4.531311
-178.2185	4.486096
-177.2498	4.442297
-176.2665	4.400041
-175.2686	4.357387
-174.284	4.315875
-173.2616	4.275996
-172.258	4.235777
-171.2434	4.197832
-170.225	4.159924
-169.2323	4.121761
-168.246	4.084496
-167.2534	4.047115
-166.2677	4.00989
-165.2663	3.973141
-164.2208	3.938462
-163.2262	3.904174
-162.2319	3.870918
-161.2331	3.838808
-160.2584	3.806288
-159.2412	3.774554
-158.209	3.745115
-157.1858	3.716346
-156.1997	3.685601
-155.2091	3.655168
-154.2027	3.623483
-153.2114	3.591726
-152.2134	3.562757
-151.2004	3.535279
-150.2116	3.5082
-149.229	3.48139
-148.2187	3.454549
-147.2269	3.428093
-146.2429	3.402772
-145.224	3.378384
-144.2321	3.353893
-143.2268	3.327918
-142.2423	3.302194
-141.2523	3.277396
-140.2484	3.25357
-139.2769	3.23207
-138.2516	3.210187
-137.2713	3.187454
-136.2654	3.166127
-135.261	3.143956
-134.2793	3.12352
-133.2689	3.103914
-132.2771	3.083723
-131.2756	3.064475
-130.2524	3.04441
-129.252	3.022918
-128.2471	3.003309
-127.2503	2.983724
-126.2676	2.964755
-125.2438	2.948161
-124.2407	2.930763
-123.2377	2.913838
-122.2217	2.896312
-121.2483	2.879038
-120.2713	2.861339
-119.2579	2.844632
-118.2556	2.828832
-117.2415	2.811835
-116.2341	2.795784
-115.2466	2.778592
-114.2566	2.762213
-113.2743	2.747136
-112.2505	2.732615
-111.2408	2.718853
-110.2383	2.704928
-109.231	2.690302
-108.215	2.676523
-107.2133	2.664273
-106.198	2.650999
-105.193	2.636921
-104.2099	2.62169
-103.1996	2.605364
-102.2262	2.59113
-101.2228	2.579609
-100.2256	2.567957
-99.22447	2.555399
-98.22453	2.542435
-97.22866	2.530311
-96.23289	2.517739
-95.24595	2.507412
-94.21519	2.498187
-93.20854	2.4851
-92.2053	2.473017
-91.20319	2.460495
-90.23273	2.446588
-89.2467	2.435284
-88.25539	2.425501
-87.25699	2.41556
-86.24985	2.406226
-85.23721	2.396343
-84.2364	2.386869
-83.23184	2.37775
-82.22353	2.369081
-81.23438	2.361558
-80.21861	2.351952
-79.24532	2.340573
-78.26361	2.329731
-77.24904	2.318367
-76.25978	2.308445
-75.24169	2.300791
-74.25223	2.293158
-73.28455	2.286623
-72.28825	2.278642
-71.28731	2.269831
-70.27895	2.26101
-69.2682	2.252952
-68.28259	2.244451
-67.27425	2.237869
-66.26003	2.228964
-65.27277	2.217806
-64.25522	2.210894
-63.26318	2.202609
-62.25386	2.195743
-61.20673	2.19078
-60.20081	2.182709
-59.20059	2.174586
-58.21328	2.168657
-57.24501	2.161883
-56.24953	2.154679
-55.23598	2.150415
-54.23417	2.143573
-53.21829	2.13871
-52.21105	2.135191
-51.21043	2.130533
-50.21241	2.125179
-49.23067	2.117411
-48.23652	2.1074
-47.25163	2.096177
-46.2604	2.087609
-45.23975	2.081688
-44.25537	2.07581
-43.26268	2.069567
-42.24347	2.063892
-41.24729	2.05582
-40.22993	2.050592
-39.23011	2.046552
-38.22974	2.040916
-37.22874	2.036925
-36.23752	2.033122
-35.2213	2.028102
-34.23657	2.02403
-33.24415	2.019806
-32.23019	2.015291
-31.2325	2.011368
-30.21765	2.007059
-29.20462	2.00139
-28.19868	1.994508
-27.20719	1.98866
-26.21553	1.983172
-25.2282	1.978369
-24.2565	1.97597
-23.23965	1.973786
-22.23692	1.970479
-21.25106	1.967181
-20.23302	1.96296
-19.24053	1.957228
-18.24249	1.952258
-17.22064	1.946513
-16.22015	1.939876
-15.22331	1.933246
-14.23081	1.928483
-13.24309	1.925056
-12.24983	1.921585
-11.23637	1.920481
-10.22845	1.917793
-9.219041	1.914126
-8.217545	1.913401
-7.221666	1.912163
-6.221201	1.910319
-5.207508	1.909607
-4.19674	1.906447
-3.216382	1.899733
-2.24425	1.894166
-1.291146	1.88966
-0.3353164	1.885984
0.6423657	1.884061
1.649478	1.881561
2.659299	1.87825
3.666029	1.873256
4.666461	1.871259
5.662806	1.86968
6.650508	1.866118
7.639807	1.864309
8.638311	1.860762
9.646321	1.85796
10.66236	1.856348
11.67406	1.854751
12.66724	1.852606
13.64479	1.849921
14.62611	1.848251
15.62618	1.846693
16.63427	1.844855
17.62814	1.842662
18.63879	1.839341
19.63617	1.835013
20.63351	1.830803
21.64948	1.827598
22.63534	1.824725
23.63879	1.82252
24.62816	1.820472
25.62252	1.819363
26.62457	1.819765
27.60363	1.81961
28.63517	1.820905
29.63092	1.820656
30.62433	1.81899
31.63148	1.818573
32.60236	1.815999
33.60418	1.813485
34.6213	1.811842
35.64128	1.809063
36.65576	1.807423
37.65001	1.805907
38.63047	1.803966
39.61184	1.803156
40.60001	1.80173
41.61013	1.801007
42.6127	1.801024
43.61478	1.799363
44.63291	1.797969
45.64017	1.795876
46.66251	1.793124
47.68735	1.79132
48.67565	1.788732
49.66646	1.787089
50.64626	1.784155
51.61578	1.780872
52.59492	1.779787
53.58469	1.777324
54.57874	1.776817
55.58154	1.776672
56.59947	1.773683
57.59698	1.770886
58.59195	1.767945
59.57804	1.765675
60.57457	1.763649
61.5866	1.761895
62.58879	1.75918
63.58367	1.756405
64.58065	1.754841
65.56046	1.755194
66.5746	1.755456
67.59449	1.75472
68.59017	1.755009
69.62189	1.752404
70.58675	1.75031
71.57874	1.749359
72.61258	1.747521
73.5815	1.745388
74.62105	1.743298
75.62822	1.741038
76.59911	1.738874
77.61538	1.737688
78.6092	1.736279
79.61106	1.735041
80.59053	1.732816
81.58098	1.731714
82.58464	1.729878
83.56539	1.726571
84.58014	1.725396
85.60268	1.723906
86.6004	1.723078
87.61781	1.723534
88.63011	1.722622
89.60722	1.721039
90.59367	1.719943
91.57727	1.718317
92.59522	1.717169
93.61663	1.714724
94.61257	1.712502
95.63635	1.710072
96.60912	1.707579
97.60326	1.707051
98.615	1.698574
99.09488	1.6404
99.09384	1.574295
98.55755	1.500957
97.54419	1.428928
96.55553	1.40119
95.5548	1.377577
94.58027	1.355893
93.56202	1.336756
92.54111	1.317388
91.54542	1.298861
90.54078	1.279852
89.56178	1.264013
88.58231	1.249938
87.56094	1.235159
86.54651	1.222776
85.54265	1.209221
84.51894	1.195888
83.52821	1.18512
82.53165	1.175134
81.54021	1.163692
80.54103	1.154957
79.5407	1.145814
78.53694	1.136208
77.5403	1.130746
76.5671	1.123273
75.56768	1.116895
74.59264	1.110462
73.58002	1.101597
72.57286	1.094017
71.56177	1.085486
70.53569	1.078809
69.53262	1.075788
68.51344	1.068271
67.50014	1.061018
66.49651	1.050967
65.48904	1.037124
64.50107	1.028976
63.52757	1.021919
62.53619	1.015201
61.54419	1.00961
60.54648	1.002782
59.55209	0.9955106
58.58299	0.9890377
57.58926	0.983833
56.59182	0.9807316
55.58314	0.9768293
54.54517	0.9729456
53.55165	0.9691192
52.55376	0.9616569
51.57762	0.9578469
50.6025	0.9572302
49.61217	0.9565426
48.60062	0.9570472
47.58527	0.9532056
46.56328	0.9449607
45.56762	0.9354142
44.58924	0.9241996
43.59299	0.9150862
42.59361	0.9064549
41.57443	0.8980873
40.55888	0.8958609
39.54188	0.8943141
38.54367	0.8991054
37.56187	0.9085056
36.56425	0.9068936
35.57973	0.9001538
34.58666	0.8873163
33.5637	0.8674216
32.56129	0.8559148
31.53564	0.8486816
30.54626	0.8426594
29.5506	0.8388838
28.5494	0.8338947
27.55823	0.829114
26.55565	0.8263605
25.56704	0.8243461
24.56346	0.8225706
23.59092	0.821287
22.59766	0.8182837
21.60134	0.8166367
20.59898	0.8138285
19.58912	0.8099656
18.58327	0.809859
17.57558	0.8065154
16.59127	0.8040926
15.58121	0.8002619
14.57279	0.7908671
13.59017	0.7829937
12.59153	0.778223
11.61164	0.7751925
10.62169	0.7727295
9.603048	0.7702578
8.618769	0.7662104
7.610725	0.76148
6.614979	0.75871
5.631946	0.7566044
4.606305	0.7534133
3.621776	0.7513994
2.627875	0.7491391
1.603712	0.7455697
0.6222913	0.7427534
-0.3824448	0.739662
-1.328918	0.737334
-2.266768	0.7340708
-3.236689	0.729789
-4.19669	0.7230029
-5.221118	0.7174987
-6.239032	0.7143301
-7.239514	0.7124084
-8.248919	0.7117008
-9.254204	0.7100813
-10.23932	0.707881
-11.25206	0.70306
-12.26338	0.7005934
-13.24746	0.6965454
-14.27589	0.6912536
-15.28427	0.6892363
-16.28408	0.6858687
-17.3188	0.6826364
-18.30943	0.6809692
-19.29123	0.6777357
-20.27526	0.6745816
-21.26145	0.6720743
-22.25406	0.6686851
-23.26728	0.6668061
-24.28132	0.6638051
-25.26607	0.6609006
-26.25989	0.6597599
-27.23403	0.6550065
-28.22858	0.6521019
-29.22182	0.6500751
-30.23772	0.6453876
-31.26564	0.6434895
-32.27277	0.6412619
-33.28162	0.6373297
-34.29274	0.6362382
-35.28427	0.6347013
-36.26791	0.6332262
-37.2898	0.6310914
-38.25863	0.627256
-39.25468	0.6236903
-40.24543	0.6180311
-41.23272	0.6142993
-42.23326	0.6123092
-43.24859	0.6085123
-44.2853	0.607237
-45.29021	0.6054538
-46.30103	0.6019931
-47.29467	0.6005914
-48.26989	0.6003025
-49.26318	0.5980428
-50.28475	0.5980752
-51.26702	0.5959722
-52.26587	0.5919654
-53.25845	0.5892006
-54.23597	0.5832142
-55.23031	0.5817583
-56.2502	0.578841
-57.26203	0.5766641
-58.25281	0.5767679
-59.26864	0.5723256
-60.26682	0.5703718
-61.27634	0.5673356
-62.30869	0.5636084
-63.29683	0.5617415
-64.28684	0.5590943
-65.28315	0.5574297
-66.27435	0.5545145
-67.27358	0.5522449
-68.28621	0.5498936
-69.30272	0.546808
-70.30504	0.5451046
-71.31285	0.5434581
-72.32864	0.5418943
-73.31497	0.5414538
-74.29694	0.5407483
-75.29089	0.5377205
-76.26743	0.534247
-77.24982	0.5313175
-78.24558	0.5267299
-79.26361	0.5240173
-80.26332	0.5210964
-81.2746	0.516926
-82.28604	0.5146126
-83.30511	0.5117888
-84.29887	0.5101717
-85.31773	0.5082635
-86.33402	0.5058174
-87.29645	0.5045734
-88.30875	0.5014767
-89.27702	0.4999233
-90.23241	0.4991924
-91.24086	0.4964295
-92.24086	0.4954849
-93.2607	0.492821
-94.27728	0.4891604
-95.28981	0.4857074
-96.29166	0.4815553
-97.27643	0.4776669
-98.2801	0.4745589
-99.25922	0.4717495
-100.2664	0.4690318
-101.2815	0.4660836
-102.2764	0.4637955
-103.267	0.4629022
-104.2599	0.4602514
-105.245	0.4590603
-106.2507	0.4582562
-107.2784	0.4542388
-108.274	0.4533979
-109.2832	0.4517227
-110.2843	0.447531
-111.2868	0.4460162
-112.3009	0.4420339
-113.2959	0.4369606
-114.305	0.433686
-115.2919	0.4292531
-116.2787	0.4254577
-117.2925	0.4222094
-118.3053	0.4187779
-119.3091	0.4158717
-120.3142	0.4112952
-121.317	0.4075874
-122.2992	0.4045788
-123.3201	0.3989816
-124.3149	0.3954017
-125.2938	0.3928833
-126.3221	0.387301
-127.2905	0.3844832
-128.2864	0.3819003
-129.2873	0.3759621
-130.2558	0.371264
-131.2822	0.3660663
-132.2709	0.3608453
-133.2825	0.3559619
-134.2937	0.3514148
-135.2833	0.3476326
-136.3119	0.3413358
-137.3102	0.335946
-138.3064	0.33166
-139.3094	0.3245251
-140.2927	0.3187169
-141.3114	0.3132869
-142.325	0.3050377
-143.3205	0.2980708
-144.324	0.2914019
-145.3126	0.2849639
-146.3	0.2792393
-147.2857	0.2739321
-148.2717	0.2675343
-149.2499	0.2588451
-150.2426	0.249972
-151.2664	0.2406681
-152.2827	0.2310507
-153.2727	0.222177
-154.2552	0.2144153
-155.2267	0.2044241
-156.2122	0.19539
-157.2267	0.1865172
-158.2523	0.1754483
-159.2751	0.1659905
-160.2816	0.1548125
-161.3195	0.1430499
-162.3046	0.131539
-163.3064	0.1185126
-164.319	0.1068144
-165.2913	0.09416942
-166.2949	0.08092757
-167.2745	0.06838793
-168.2787	0.05215163
-169.3013	0.03540206
-170.311	0.0199064
-171.3341	0.002037648
-172.3431	-0.01338289
-173.3119	-0.02853461
-174.308	-0.0464699
-175.3001	-0.06178825
-176.281	-0.07853644
-177.2967	-0.09632026
-178.305	-0.1138179
-179.3153	-0.1339163
-180.3096	-0.1552403
-181.2956	-0.1785684
-182.2829	-0.2026026
-183.2579	-0.2247144
-184.2598	-0.2469772
-185.2627	-0.2690715
-186.2439	-0.2904627
-187.2615	-0.318571
-188.2658	-0.3462134
-189.2526	-0.3741416
-190.2702	-0.4054769
-191.2585	-0.4330752
-192.2322	-0.462585
-193.2513	-0.4948899
-194.2544	-0.5257456
-195.2717	-0.5584918
-196.2885	-0.5919334
-197.2801	-0.6246502
-198.2722	-0.6599391
-199.2525	-0.6957765
-200.258	-0.7352372
-201.2612	-0.7743986
-202.267	-0.811252
-203.2675	-0.8522159
-204.2416	-0.8916399
-205.212	-0.9320194
-206.2	-0.9777838
-207.188	-1.023531
-208.19	-1.070884
-209.2109	-1.121047
-210.2135	-1.170208
-211.2302	-1.22087
-212.2456	-1.271338
-213.2318	-1.322989
-214.2441	-1.377054
-215.2379	-1.431817
-216.2295	-1.490026
-217.2361	-1.548681
-218.2151	-1.605308
-219.2231	-1.667771
-220.2306	-1.727261
-221.2601	-1.789647
-222.2897	-1.856246
-223.2922	-1.919517
-224.3064	-1.987077
-225.2947	-2.057604
-226.2859	-2.127825
-227.2864	-2.199773
-228.2756	-2.271173
-229.2713	-2.342046
-230.2706	-2.411195
-231.2416	-2.481455
-232.2388	-2.560201
-233.2455	-2.640691
-234.2328	-2.72284
-235.2588	-2.813562
-236.2637	-2.898025
-237.2548	-2.980692
-238.2763	-3.070748
-239.2856	-3.153588
-240.2845	-3.23776
-241.2734	-3.326337
-242.2695	-3.411313
-243.2573	-3.49984
-244.2517	-3.592138
-245.2666	-3.688189
-246.2778	-3.787104
-247.2842	-3.882933
-248.2895	-3.980912
-249.3049	-4.075503
-250.265	-4.163096
-251.2656	-4.260643
-252.2749	-4.357008
-253.2707	-4.452338
-254.3055	-4.557432
-255.2932	-4.658753
-256.2684	-4.75825
-257.2365	-4.862592
-258.2197	-4.964711
-259.2298	-5.067538
-260.2439	-5.172915
-261.2502	-5.279917
-262.2399	-5.388599
-263.2275	-5.494478
-264.2298	-5.605344
-265.2472	-5.716668
-266.2808	-5.822283
-267.2903	-5.934266
-268.2975	-6.039126
-269.2844	-6.136996
-270.2672	-6.243576
-271.2735	-6.346474
-272.2787	-6.452041
-273.2716	-6.562055
-274.2768	-6.666218
-275.2808	-6.773626
-276.2615	-6.876353
-277.2845	-6.979482
-278.2691	-7.085663
-279.2562	-7.183632
-280.2727	-7.284079
-281.2546	-7.381226
-282.2559	-7.470736
-283.2699	-7.571464
-284.2596	-7.674798
-285.2693	-7.781404
-286.293	-7.895819
-287.2801	-8.000194
-288.2778	-8.098936
-289.2635	-8.197728
-290.2347	-8.289674
-291.2382	-8.381977
-292.2245	-8.472932
-293.2222	-8.558762
-294.2224	-8.641437
-295.2173	-8.721336
-296.2287	-8.810048
-297.2547	-8.90226
-298.244	-8.995226
-299.244	-9.09342
-300.2469	-9.180108
-301.2198	-9.258775
-302.2363	-9.343775
-303.2379	-9.421302
-304.215	-9.500171
-305.2386	-9.58321
-306.2207	-9.657863
-307.2103	-9.731424
-308.2203	-9.804504
-309.2058	-9.875771
-310.2241	-9.945377
-311.2251	-10.01194
-312.2497	-10.0793
-313.2488	-10.14207
-314.2477	-10.20137
-315.2574	-10.26691
-316.2759	-10.32761
-317.2799	-10.38518
-318.3007	-10.44906
-319.2977	-10.50602
-320.2685	-10.55609
-321.2603	-10.60855
-322.2509	-10.65525
-323.2645	-10.7007
-324.2599	-10.74883
-325.2723	-10.79485
-326.2733	-10.8382
-327.2587	-10.87461
-328.2591	-10.91222
-329.2683	-10.94509
-330.2471	-10.97089
-331.2489	-11.00192
-332.2587	-11.02844
-333.2405	-11.05258
-334.2632	-11.08678
-335.2488	-11.11784
-336.246	-11.14746
-337.2498	-11.17545
-338.2322	-11.19361
-339.2432	-11.20732
-340.2392	-11.21784
-341.2408	-11.2297
-342.2468	-11.24364
-343.2468	-11.25415
-344.2461	-11.26726
-345.2249	-11.2787
-346.2202	-11.28424
-347.2269	-11.29536
-348.2323	-11.30291
-349.2647	-11.30399
-350.275	-11.30719
-351.2585	-11.30128
-352.2513	-11.29438
-353.2247	-11.28946
-354.2114	-11.28298
-355.2029	-11.27808
-356.2016	-11.26952
-357.223	-11.25823
-358.231	-11.24621
-359.229	-11.22899
-360.2194	-11.21485
-361.2167	-11.20101
-362.1929	-11.18328
-363.2169	-11.16942
-364.241	-11.15176
-365.2379	-11.13034
-366.2695	-11.11024
-367.2851	-11.08451
-368.279	-11.05596
-369.2833	-11.02678
-370.2764	-10.99294
-371.2494	-10.95934
-372.2546	-10.92449
-373.2412	-10.88816
-374.2415	-10.85604
-375.2556	-10.82327
-376.246	-10.79293
-377.2581	-10.76185
-378.2347	-10.72477
-379.2344	-10.68974
-380.2411	-10.65015
-381.225	-10.6096
-382.2404	-10.57276
-383.2332	-10.53043
-384.2003	-10.488
-385.1849	-10.44709
-386.1916	-10.40432
-387.187	-10.36145
-388.205	-10.31772
-389.2427	-10.27286
-390.2468	-10.22884
-391.2379	-10.18358
-392.2445	-10.14114
-393.2345	-10.09595
-394.2184	-10.04786
-395.2451	-10.00193
-396.2448	-9.952317
-397.2258	-9.902132
-398.2456	-9.855144
-399.2256	-9.804858
-400.2146	-9.754607
-401.241	-9.706017
-402.2216	-9.65423
-403.2183	-9.603247
-404.2138	-9.553476
-405.1823	-9.503786
-406.1821	-9.454128
-407.1809	-9.402296
-408.2014	-9.352193
-409.1944	-9.3013
-410.1846	-9.249382
-411.1866	-9.202625
-412.1643	-9.152725
-413.1877	-9.10233
-414.2002	-9.05508
-415.1949	-9.004784
-416.1837	-8.954995
-417.1705	-8.905849
-418.1579	-8.856168
-419.1712	-8.806465
-420.2073	-8.755726
-421.2339	-8.704484
-422.2569	-8.651779
-423.2316	-8.599529
-424.2195	-8.54962
-425.2088	-8.499686
-426.2031	-8.449273
-427.2436	-8.40006
-428.2542	-8.349459
-429.252	-8.298259
-430.2563	-8.251147
-431.2493	-8.202544
-432.2256	-8.155789
-433.2039	-8.111352
-434.2072	-8.064253
-435.19	-8.017605
-436.1995	-7.969397
-437.2094	-7.920062
-438.2073	-7.872673
-439.2109	-7.826148
-440.2345	-7.781829
-441.2468	-7.737817
-442.2378	-7.691425
-443.2431	-7.642017
-444.2191	-7.59138
-445.2354	-7.541406
-446.2385	-7.493958
-447.2371	-7.449916
-448.2146	-7.407038
-449.2205	-7.364398
-450.2274	-7.321697
-451.244	-7.278057
-452.2601	-7.235014
-453.2296	-7.191125
-454.2215	-7.147163
-455.1951	-7.103613
-456.2031	-7.060524
-457.1996	-7.019302
-458.2076	-6.977008
-459.2088	-6.935826
-460.2124	-6.893506
-461.2182	-6.849661
-462.2059	-6.808005
-463.2083	-6.766248
-464.1931	-6.726942
-465.1955	-6.689754
-466.2163	-6.652342
-467.2226	-6.615464
-468.236	-6.574463
-469.255	-6.533435
-470.2485	-6.494846
-471.2572	-6.457579
-472.2551	-6.425158
-473.2479	-6.392988
-474.2479	-6.35913
-475.2334	-6.325506
-476.2454	-6.291015
-477.2388	-6.256382
-478.2481	-6.222407
-479.2718	-6.187707
-480.2605	-6.152243
-481.2581	-6.118839
-482.2259	-6.084696
-483.201	-6.050543
-484.2029	-6.018314
-485.2066	-5.984754
-486.221	-5.952932
-487.2287	-5.92047
-488.2141	-5.888255
-489.2071	-5.856066
-490.1877	-5.821784
-491.1886	-5.789031
-492.2018	-5.754336
-493.1949	-5.722246
-494.2291	-5.69383
-495.2431	-5.665515
-496.2386	-5.638214
-497.2721	-5.608283
-498.2643	-5.570625
-499.2433	-5.519342
-500.2234	-5.48437
-501.2108	-5.461031
-502.2108	-5.446796
-503.2075	-5.447669
-504.2517	-5.43487
-505.2402	-5.411345
-506.22	-5.385187
-507.2313	-5.359331
-508.2141	-5.33228
-509.2088	-5.306806
-510.2194	-5.284038
-511.1918	-5.259663
-512.163	-5.234871
-513.1522	-5.206801
-514.166	-5.175713
-515.191	-5.148357
-516.2289	-5.119773
-517.2288	-5.095001
-518.21	-5.070896
-519.1959	-5.048114
-520.1837	-5.030088
-521.2073	-5.013269
-522.2178	-4.996694
-523.2342	-4.97567
-524.2456	-4.9492
-525.2351	-4.926636
-526.2452	-4.908071
-527.2562	-4.891871
-528.2595	-4.879037
-529.274	-4.860737
-530.265	-4.840137
-531.2474	-4.81755
-532.2358	-4.79624
-533.2144	-4.776269
-534.2238	-4.756558
-535.2269	-4.738741
-536.2362	-4.718236
-537.2427	-4.697551
-538.218	-4.676941
-539.2186	-4.657597
-540.1943	-4.640282
-541.2042	-4.624581
-542.2003	-4.609175
-543.2015	-4.592384
-544.2151	-4.577569
-545.2242	-4.562788
-546.2324	-4.548648
-547.2425	-4.534476
-548.2301	-4.518526
-549.2295	-4.502485
-550.2325	-4.485747
-551.212	-4.470071
-552.2194	-4.456492
-553.201	-4.441717
-554.1875	-4.426806
-555.1898	-4.411863
-556.1901	-4.395306
-557.1904	-4.379792
-558.1998	-4.366336
-559.195	-4.354291
-560.1817	-4.342653
-561.1761	-4.331156
-562.1794	-4.318251
-563.1808	-4.30417
-564.1816	-4.291359
-565.1845	-4.278927
-566.1923	-4.267235
-567.2043	-4.254852
-568.2206	-4.242864
-569.2255	-4.230268
-570.2132	-4.216537
-571.1924	-4.20508
-572.1917	-4.192222
-573.1893	-4.181041
-574.199	-4.170758
-575.2051	-4.158487
-576.1931	-4.147517
-577.1979	-4.136884
-578.1859	-4.126701
-579.187	-4.117559
-580.1997	-4.107369
-581.2	-4.096033
-582.2034	-4.084061
-583.2056	-4.071507
-584.2081	-4.060198
-585.1981	-4.050049
-586.1996	-4.039653
-587.2152	-4.030333
-588.1993	-4.021633
-589.1949	-4.009888
-590.1854	-4.000242
-591.1748	-3.990532
-592.1794	-3.979777
-593.2012	-3.970719
-594.1863	-3.961584
-595.1725	-3.951667
-596.1741	-3.941895
-597.1566	-3.933419
-598.1788	-3.923964
-598.6993	-3.887599
-598.7062	-3.842935
-598.2227	-3.790842
-597.235	-3.73222
-596.235	-3.695305
-595.2374	-3.661457
-594.2246	-3.628044
-593.2031	-3.59548
-592.1864	-3.562178
-591.1893	-3.531689
-590.2061	-3.502871
-589.2272	-3.475574
-588.2577	-3.450951
-587.254	-3.424555
-586.2532	-3.397462
-585.2578	-3.372127
-584.2762	-3.346647
-583.2885	-3.321653
-582.2847	-3.298483
-581.2732	-3.2731
-580.2399	-3.247367
-579.2181	-3.223143
-578.2354	-3.200033
-577.2303	-3.178729
-576.2208	-3.157963
-575.231	-3.136741
-574.2009	-3.11538
-573.2075	-3.093853
-572.2022	-3.072761
-571.2274	-3.051959
-570.2285	-3.029714
-569.2275	-3.009325
-568.2426	-2.988549
-567.2122	-2.96816
-566.2225	-2.949139
-565.2496	-2.930279
-564.2656	-2.912609
-563.2698	-2.894114
-562.2797	-2.875947
-561.2751	-2.857069
-560.27	-2.837322
-559.2924	-2.81826
-558.2817	-2.799435
-557.2828	-2.780738
-556.2822	-2.764182
-555.2677	-2.747256
-554.276	-2.728705
-553.2603	-2.711977
-552.2604	-2.695184
-551.2797	-2.679267
-550.2841	-2.664582
-549.3	-2.647808
-548.2887	-2.630429
-547.2661	-2.613887
-546.2605	-2.597818
-545.2534	-2.582896
-544.2591	-2.567995
-543.2557	-2.551816
-542.2572	-2.534563
-541.241	-2.516866
-540.2583	-2.50107
-539.2637	-2.486034
-538.2664	-2.47242
-537.2761	-2.460055
-536.2637	-2.446192
-535.2734	-2.432433
-534.2652	-2.419827
-533.2636	-2.406243
-532.2619	-2.391716
-531.2455	-2.377968
-530.2592	-2.362914
-529.271	-2.348364
-528.2755	-2.334387
-527.2996	-2.321455
-526.3038	-2.309968
-525.2966	-2.297785
-524.2973	-2.286153
-523.2783	-2.274158
-522.248	-2.258621
-521.2624	-2.245689
-520.2502	-2.232258
-519.2559	-2.218632
-518.2763	-2.206949
-517.2654	-2.192405
-516.266	-2.179934
-515.254	-2.166696
-514.2254	-2.155518
-513.2277	-2.145111
-512.2302	-2.133652
-511.2345	-2.121643
-510.2662	-2.109397
-509.2562	-2.096642
-508.2666	-2.084903
-507.2885	-2.074876
-506.2757	-2.062844
-505.2732	-2.05231
-504.2629	-2.040897
-503.2468	-2.028935
-502.2496	-2.018755
-501.2616	-2.007647
-500.2656	-1.996726
-499.2679	-1.985359
-498.2818	-1.973768
-497.2789	-1.962675
-496.2709	-1.951564
-495.282	-1.940122
-494.278	-1.928402
-493.2589	-1.916552
-492.2616	-1.905099
-491.2408	-1.894212
-490.2276	-1.883462
-489.2307	-1.873042
-488.2295	-1.861754
-487.2531	-1.850685
-486.2597	-1.839556
-485.2818	-1.828043
-484.2852	-1.815315
-483.2617	-1.804113
-482.2758	-1.79217
-481.2628	-1.780276
-480.268	-1.768639
-479.2709	-1.755552
-478.2618	-1.743086
-477.2564	-1.730666
-476.2672	-1.720831
-475.2869	-1.709707
-474.2777	-1.698401
-473.2927	-1.686889
-472.29	-1.673403
-471.2964	-1.660298
-470.3074	-1.647331
-469.2964	-1.634524
-468.2893	-1.621846
-467.276	-1.607617
-466.2704	-1.594085
-465.2798	-1.580994
-464.2663	-1.567954
-463.2563	-1.55712
-462.2341	-1.545187
-461.2235	-1.530852
-460.2535	-1.517511
-459.25	-1.503072
-458.2513	-1.487128
-457.2576	-1.473337
-456.2531	-1.457523
-455.2581	-1.441763
-454.2642	-1.426802
-453.2713	-1.41043
-452.2578	-1.395129
-451.2423	-1.379517
-450.2417	-1.364043
-449.2302	-1.347762
-448.235	-1.330364
-447.2639	-1.313111
-446.292	-1.295089
-445.2845	-1.275743
-444.274	-1.257779
-443.2563	-1.237549
-442.2321	-1.217468
-441.2594	-1.199568
-440.2503	-1.17901
-439.265	-1.158743
-438.2667	-1.139064
-437.2552	-1.117212
-436.2725	-1.095376
-435.2646	-1.072966
-434.2611	-1.049106
-433.2677	-1.025735
-432.2633	-1.001078
-431.2346	-0.9777763
-430.2529	-0.9526122
-429.2375	-0.9246112
