mV	uA	mV1	uA1	mV2	uA2	mV3	uA3	mV4	uA4	mV6	uA6	mV7	uA7	mV8	uA8	mV9	uA9	mV10	uA10	mV11	uA11
3 mV/seg	3 mV/seg	5 mV/seg	5 mV/seg	10 mV/seg	10 mV/seg	20 mV/seg	20 mV/seg	30 mV/seg	30 mV/seg	50 mV/seg	50 mV/seg	100 mV/seg	100 mV/seg	200 mV/seg	200 mV/seg	300 mV/seg	300 mV/seg	500 mV/seg	500 mV/seg	1000 mV/seg	1000 mV/seg
-351.6467	-6.045129	-351.5578	-7.246851	-351.5715	-10.24573	-351.5595	-15.33406	-343.9338	-21.37288	-351.4743	-27.80859	-351.3714	-46.76273	-351.1596	-80.87602	-273.4193	-102.9815	-350.3406	-153.148	-349.8174	-217.4069
-352.6394	-6.007557	-352.5562	-7.196306	-352.5493	-10.16278	-352.5477	-15.19971	-344.9418	-21.20306	-352.4608	-27.5224	-352.3641	-46.31685	-352.1096	-80.27321	-274.4413	-103.7147	-351.3808	-152.952	-350.845	-217.8901
-353.6362	-5.981892	-353.5552	-7.150432	-353.5483	-10.08923	-353.5535	-15.07014	-345.928	-20.99397	-353.4677	-27.26188	-353.3479	-45.87078	-353.106	-79.63548	-275.4649	-104.3891	-352.3699	-152.7386	-351.8937	-218.3357
-354.633	-5.945273	-354.5502	-7.10152	-354.5355	-10.01123	-354.5255	-14.94049	-346.9211	-20.81231	-354.4665	-26.9912	-354.3738	-45.42738	-354.062	-79.03174	-276.4925	-105.0401	-353.413	-152.4877	-352.9012	-218.7798
-355.6424	-5.91333	-355.5574	-7.062272	-355.5311	-9.939284	-355.5267	-14.8147	-347.9282	-20.65511	-355.4665	-26.73057	-355.3434	-44.97861	-355.0927	-78.41669	-277.4878	-105.7289	-354.3982	-152.1472	-353.9179	-219.2005
-356.6542	-5.888606	-356.5508	-7.020267	-356.533	-9.865741	-356.5311	-14.6916	-348.9346	-20.45808	-356.4477	-26.47831	-356.3567	-44.54444	-356.0746	-77.76935	-278.5457	-106.3899	-355.3776	-151.7615	-354.9066	-219.614
-357.662	-5.846949	-357.5459	-6.971885	-357.5261	-9.791541	-357.5254	-14.56106	-349.9511	-20.29499	-357.4254	-26.2201	-357.3644	-44.09993	-357.0721	-77.11973	-279.5714	-107.0709	-356.4016	-151.2897	-355.9767	-220.0151
-358.6542	-5.810879	-358.5348	-6.925479	-358.5157	-9.717808	-358.5281	-14.43633	-350.9553	-20.13119	-358.4093	-25.96073	-358.3447	-43.64678	-358.0902	-76.48046	-280.4814	-107.76	-357.4447	-150.7723	-357.0086	-220.365
-359.6454	-5.782564	-359.5052	-6.871881	-359.5013	-9.639066	-359.503	-14.30458	-351.9393	-19.92656	-359.3997	-25.69223	-359.3271	-43.19715	-359.0827	-75.80846	-281.4476	-108.4088	-358.4286	-150.2608	-358.0056	-220.6656
-360.6485	-5.746633	-360.5012	-6.831262	-360.4868	-9.573297	-360.4967	-14.19637	-352.9243	-19.75567	-360.395	-25.4476	-360.3113	-42.76067	-360.1317	-75.13258	-282.3002	-108.9821	-359.4158	-149.724	-358.9763	-220.8931
-361.6524	-5.722048	-361.5069	-6.79598	-361.4915	-9.508835	-361.4959	-14.08604	-353.9124	-19.58278	-361.4136	-25.211	-361.3043	-42.33459	-361.1339	-74.49886	-283.2225	-109.5918	-360.456	-149.2446	-359.8838	-221.0981
-362.6651	-5.698423	-362.5123	-6.755752	-362.4971	-9.441203	-362.5056	-13.97588	-354.913	-19.38721	-362.4096	-24.9707	-362.3015	-41.90909	-362.1914	-73.83563	-284.2256	-110.1691	-361.4222	-148.8038	-360.9335	-221.3079
-363.6793	-5.667208	-363.5306	-6.72316	-363.5121	-9.383351	-363.5198	-13.86436	-355.9217	-19.22676	-363.44	-24.74738	-363.3329	-41.49453	-363.137	-73.15839	-285.2813	-110.8192	-362.4416	-148.3561	-361.9667	-221.5009
-364.6818	-5.636614	-364.5452	-6.680888	-364.5297	-9.314852	-364.5358	-13.75118	-356.9255	-19.05567	-364.463	-24.50806	-364.3301	-41.07076	-364.1411	-72.50098	-286.3221	-111.5601	-363.4358	-147.888	-363.028	-221.6987
-365.6959	-5.608047	-365.5443	-6.635908	-365.5192	-9.241992	-365.5374	-13.62529	-357.9157	-18.86417	-365.4556	-24.26128	-365.3167	-40.62556	-365.1381	-71.81079	-287.2302	-112.1971	-364.3546	-147.3085	-364.0688	-221.8526
-366.7057	-5.575233	-366.5562	-6.600341	-366.5411	-9.184658	-366.5342	-13.51954	-358.9032	-18.70368	-366.4881	-24.03813	-366.3185	-40.21568	-366.0954	-71.11127	-288.3272	-112.8132	-365.3996	-146.6471	-365.039	-221.9186
-367.7128	-5.542913	-367.5566	-6.558537	-367.5477	-9.118037	-367.556	-13.40593	-359.8836	-18.5353	-367.4799	-23.80002	-367.3247	-39.783	-367.166	-70.41828	-289.3617	-113.279	-366.4143	-145.9164	-366.0494	-221.981
-368.7251	-5.514246	-368.5532	-6.518424	-368.554	-9.054176	-368.5416	-13.2915	-360.875	-18.35932	-368.4873	-23.56241	-368.3324	-39.36375	-368.1563	-69.73408	-290.3401	-113.7222	-367.463	-145.1252	-367.0585	-222.024
-369.7264	-5.481511	-369.5574	-6.482235	-369.5635	-8.993179	-369.5562	-13.18275	-361.88	-18.21714	-369.5102	-23.33436	-369.3425	-38.95087	-369.1557	-69.0322	-291.4278	-114.2746	-368.5225	-144.351	-368.0891	-222.0673
-370.7329	-5.449941	-370.5501	-6.442806	-370.557	-8.918336	-370.5588	-13.07048	-362.8985	-18.05993	-370.466	-23.09362	-370.3609	-38.52345	-370.1792	-68.32166	-292.4131	-114.8796	-369.4951	-143.5829	-369.1051	-222.1391
-371.7312	-5.423738	-371.5522	-6.403815	-371.5435	-8.848762	-371.5522	-12.95589	-363.9293	-17.88907	-371.463	-22.86003	-371.3368	-38.10574	-371.1393	-67.63647	-293.3734	-115.5232	-370.4819	-142.8335	-370.1189	-222.1642
-372.7306	-5.396283	-372.5427	-6.365935	-372.5313	-8.782946	-372.551	-12.84637	-364.9327	-17.74415	-372.4509	-22.63266	-372.3382	-37.6898	-372.157	-66.91714	-294.3977	-116.1193	-371.4169	-142.1152	-371.1412	-222.1665
-373.7397	-5.368318	-373.5492	-6.329532	-373.5278	-8.72241	-373.5415	-12.7374	-365.9224	-17.57839	-373.4548	-22.40932	-373.3268	-37.2837	-373.2075	-66.19061	-295.3375	-116.5148	-372.4206	-141.391	-372.1526	-222.1396
-374.7614	-5.351075	-374.5557	-6.294346	-374.5286	-8.668344	-374.5493	-12.63731	-366.9234	-17.41398	-374.4772	-22.19469	-374.3001	-36.89492	-374.1911	-65.50916	-296.2571	-116.9333	-373.4416	-140.623	-373.1575	-222.0916
-375.7871	-5.324138	-375.557	-6.256883	-375.5329	-8.609823	-375.542	-12.53228	-367.924	-17.28124	-375.4807	-21.9779	-375.3126	-36.49465	-375.1621	-64.81461	-297.2104	-117.3987	-374.4271	-139.7811	-374.1576	-222.0465
-376.8047	-5.293018	-376.5695	-6.223955	-376.5339	-8.553789	-376.5658	-12.4376	-368.9285	-17.12071	-376.4864	-21.76814	-376.3348	-36.10751	-376.171	-64.11514	-298.1439	-117.8723	-375.4578	-138.8634	-375.1522	-221.9695
-377.8141	-5.269849	-377.5662	-6.188379	-377.5391	-8.49379	-377.562	-12.33751	-369.9285	-16.95706	-377.4788	-21.55394	-377.3909	-35.71376	-377.1502	-63.41608	-299.2415	-118.4896	-376.4734	-137.8582	-376.1187	-221.8665
-378.7986	-5.235692	-378.55	-6.14942	-378.525	-8.42918	-378.5518	-12.23244	-370.9214	-16.81822	-378.4844	-21.33617	-378.3864	-35.31113	-378.1336	-62.71908	-300.2853	-118.9265	-377.4361	-136.8139	-377.1494	-221.7187
-379.7952	-5.208087	-379.5498	-6.11837	-379.5277	-8.37683	-379.5503	-12.13902	-371.9081	-16.64851	-379.4837	-21.13229	-379.3769	-34.93431	-379.1681	-62.02865	-301.3017	-119.29	-378.4102	-135.7592	-378.1393	-221.4739
-380.8009	-5.191223	-380.5538	-6.08499	-380.5374	-8.321346	-380.5262	-12.04439	-372.9032	-16.4907	-380.4925	-20.92529	-380.3484	-34.54393	-380.1931	-61.32598	-302.3481	-119.6595	-379.3891	-134.7546	-379.0642	-221.176
-381.7952	-5.163334	-381.5445	-6.050346	-381.5255	-8.264769	-381.5281	-11.94897	-373.9307	-16.36998	-381.4845	-20.72381	-381.3087	-34.16638	-381.168	-60.65361	-303.2975	-119.9785	-380.3284	-133.79	-380.1819	-220.8136
-382.7991	-5.138939	-382.5597	-6.021653	-382.5244	-8.215458	-382.538	-11.86672	-374.944	-16.21336	-382.4777	-20.53241	-382.3274	-33.80917	-382.1885	-59.98332	-304.2937	-120.4133	-381.3624	-132.8514	-381.1475	-220.3981
-383.804	-5.120152	-383.5485	-5.986131	-383.5081	-8.158648	-383.5272	-11.77457	-375.9462	-16.06781	-383.4741	-20.33317	-383.3256	-33.43644	-383.1828	-59.28794	-305.3375	-120.8872	-382.4006	-131.9311	-382.1612	-219.9986
-384.7917	-5.089744	-384.5153	-5.951107	-384.481	-8.103137	-384.5196	-11.68238	-376.9624	-15.94785	-384.4432	-20.13408	-384.32	-33.07654	-384.1164	-58.61225	-306.4008	-121.2721	-383.4659	-130.9216	-383.1908	-219.5539
-385.7931	-5.066343	-385.5169	-5.92216	-385.4768	-8.053206	-385.5146	-11.59499	-377.959	-15.78478	-385.4366	-19.94392	-385.3173	-32.71886	-385.0814	-57.94418	-307.3507	-121.637	-384.4753	-129.8224	-384.1223	-219.0554
-386.7951	-5.048759	-386.5057	-5.893788	-386.4797	-8.003375	-386.5067	-11.50862	-378.9478	-15.64306	-386.4235	-19.76032	-386.3013	-32.36797	-386.0451	-57.27464	-308.3367	-121.9348	-385.4643	-128.6782	-385.172	-218.523
-387.7947	-5.021944	-387.5154	-5.869007	-387.4842	-7.957942	-387.5181	-11.42534	-379.9487	-15.527	-387.4242	-19.58341	-387.2979	-32.0252	-387.0267	-56.62948	-309.3825	-122.1801	-386.4598	-127.4582	-386.2013	-217.9456
-388.8111	-5.001995	-388.5349	-5.841963	-388.5041	-7.913043	-388.5226	-11.34416	-380.9496	-15.37168	-388.4347	-19.40829	-388.3116	-31.69181	-388.0421	-56.00196	-310.3358	-122.4944	-387.3917	-126.2365	-387.2652	-217.3655
-389.8227	-4.985796	-389.5393	-5.814476	-389.5178	-7.86678	-389.5232	-11.26374	-381.9433	-15.24235	-389.4294	-19.23498	-389.2908	-31.36271	-389.0562	-55.36332	-311.4443	-122.7784	-388.4277	-125.0602	-388.238	-216.7836
-390.8316	-4.962107	-390.5474	-5.786066	-390.5168	-7.820953	-390.515	-11.17979	-382.9344	-15.13117	-390.4563	-19.06229	-390.3166	-31.03446	-390.0605	-54.72977	-312.4904	-123.1203	-389.4262	-123.9022	-389.2422	-216.1904
-391.836	-4.941553	-391.5378	-5.755686	-391.515	-7.772164	-391.4973	-11.09433	-383.9276	-14.97544	-391.4478	-18.88704	-391.3309	-30.70771	-391.0934	-54.11446	-313.4556	-123.4551	-390.4397	-122.8067	-390.218	-215.5849
-392.8322	-4.926135	-392.53	-5.731717	-392.5154	-7.729928	-392.4963	-11.01602	-384.8839	-14.85308	-392.456	-18.7258	-392.3336	-30.39051	-392.0984	-53.49084	-314.4436	-123.7225	-391.4536	-121.7307	-391.2271	-214.936
-393.8459	-4.906143	-393.5329	-5.707247	-393.5144	-7.687082	-393.5044	-10.93973	-385.8726	-14.74403	-393.4806	-18.56372	-393.3524	-30.07219	-393.1353	-52.87145	-315.4478	-123.9624	-392.4708	-120.6856	-392.2477	-214.2749
-394.8496	-4.884982	-394.5259	-5.680007	-394.5038	-7.642947	-394.4987	-10.86132	-386.8841	-14.60221	-394.474	-18.39568	-394.3488	-29.75988	-394.1455	-52.27616	-316.4479	-124.1301	-393.4989	-119.5906	-393.1634	-213.5825
-395.8536	-4.868692	-395.5264	-5.657742	-395.5027	-7.604442	-395.5084	-10.79437	-387.8944	-14.49697	-395.4684	-18.241	-395.3358	-29.45589	-395.1418	-51.68912	-317.5016	-124.261	-394.4652	-118.3998	-394.2154	-212.8287
-396.8531	-4.846341	-396.523	-5.632217	-396.4971	-7.562259	-396.5024	-10.71957	-388.9223	-14.39391	-396.4643	-18.08113	-396.3466	-29.15608	-396.1371	-51.09161	-318.6177	-124.488	-395.5452	-117.1828	-395.1909	-212.0637
-397.8382	-4.822731	-397.4994	-5.605445	-397.4748	-7.519501	-397.4792	-10.64572	-389.9191	-14.25703	-397.4421	-17.91953	-397.3312	-28.85815	-397.0909	-50.49687	-319.6236	-124.7342	-396.4894	-115.8619	-396.1997	-211.2338
-398.8382	-4.809357	-398.4931	-5.58573	-398.4793	-7.486084	-398.4973	-10.58097	-390.9093	-14.15377	-398.4129	-17.77882	-398.3161	-28.56306	-398.0958	-49.94563	-320.6476	-124.898	-397.4464	-114.5226	-397.2345	-210.3316
-399.8404	-4.792218	-399.4922	-5.562892	-399.4836	-7.448818	-399.4986	-10.5168	-391.8925	-14.05068	-399.4235	-17.63132	-399.3049	-28.28737	-399.0953	-49.38414	-321.5774	-125.058	-398.4896	-113.2753	-398.2278	-209.4185
-400.8566	-4.773817	-400.5001	-5.542265	-400.4879	-7.412547	-400.5007	-10.452	-392.8801	-13.92014	-400.4218	-17.48705	-400.2742	-28.00531	-400.1207	-48.81646	-322.502	-125.0467	-399.438	-112.0593	-399.1501	-208.4172
-401.8719	-4.763394	-401.5178	-5.525029	-401.5023	-7.376878	-401.5178	-10.39558	-393.8828	-13.82925	-401.4416	-17.35228	-401.3011	-27.73559	-401.1408	-48.29439	-323.4662	-125.0355	-400.4591	-110.9466	-400.1281	-207.3691
-402.8855	-4.747427	-402.5221	-5.50321	-402.4979	-7.338918	-402.501	-10.32849	-394.8805	-13.72906	-402.444	-17.20768	-402.2819	-27.47579	-402.1717	-47.75486	-324.4168	-125.1257	-401.5482	-109.9105	-401.198	-206.3041
-403.882	-4.725895	-403.5221	-5.4811	-403.4924	-7.302412	-403.483	-10.26794	-395.8848	-13.60476	-403.4282	-17.06893	-403.3156	-27.20022	-403.152	-47.21292	-325.4161	-125.2582	-402.5218	-108.8428	-402.1856	-205.1623
-404.8821	-4.714886	-404.5148	-5.460268	-404.4746	-7.26578	-404.4734	-10.20283	-396.8733	-13.52018	-404.4336	-16.93679	-404.3177	-26.94462	-404.1295	-46.69701	-326.4479	-125.4185	-403.4743	-107.7404	-403.2238	-203.9948
-405.8824	-4.698517	-405.5054	-5.438342	-405.4666	-7.234957	-405.4559	-10.14735	-397.863	-13.42315	-405.4119	-16.80814	-405.287	-26.69319	-405.1459	-46.18499	-327.4861	-125.484	-404.4522	-106.5492	-404.2257	-202.7714
-406.8801	-4.679111	-406.5018	-5.420527	-406.4649	-7.204668	-406.4536	-10.09068	-398.8549	-13.30852	-406.4266	-16.68571	-406.2874	-26.43886	-406.1252	-45.68106	-328.4767	-125.4198	-405.3654	-105.3033	-405.215	-201.5052
-407.8837	-4.670583	-407.4859	-5.402006	-407.458	-7.172779	-407.4553	-10.03813	-399.8443	-13.23744	-407.4223	-16.56025	-407.2426	-26.2028	-407.1175	-45.18298	-329.4987	-125.2532	-406.3953	-104.0228	-406.2172	-200.2337
-408.8813	-4.656704	-408.4791	-5.384975	-408.4514	-7.143215	-408.4628	-9.983454	-400.8524	-13.14472	-408.4037	-16.43903	-408.2558	-25.95298	-408.1042	-44.70569	-330.3731	-125.1355	-407.4529	-102.7437	-407.2441	-198.9307
-409.8768	-4.640601	-409.4663	-5.367774	-409.4445	-7.113436	-409.4539	-9.932577	-401.8658	-13.03728	-409.3729	-16.31993	-409.2508	-25.72306	-409.0685	-44.22288	-331.2746	-125.092	-408.4355	-101.5496	-408.2304	-197.6464
-410.8762	-4.633493	-410.4448	-5.348062	-410.4202	-7.081642	-410.4317	-9.873066	-402.846	-12.97079	-410.3437	-16.19821	-410.248	-25.48639	-410.0322	-43.73923	-332.3309	-125.1158	-409.4107	-100.4206	-409.1557	-196.3569
-411.8942	-4.624271	-411.4411	-5.335408	-411.4266	-7.056868	-411.427	-9.828941	-403.8636	-12.87403	-411.3347	-16.09126	-411.2737	-25.26361	-411.0357	-43.29842	-333.2981	-125.0667	-410.3883	-99.38001	-410.0347	-195.0233
-412.9103	-4.610155	-412.4449	-5.320674	-412.4287	-7.032044	-412.4308	-9.778827	-404.8568	-12.77033	-412.3432	-15.98329	-412.2781	-25.05376	-412.0467	-42.84605	-334.4113	-124.9283	-411.425	-98.43622	-411.0441	-193.73
-413.9261	-4.602836	-413.4509	-5.30724	-413.4307	-7.008013	-413.4442	-9.736008	-405.843	-12.71479	-413.3592	-15.87715	-413.2936	-24.83332	-413.0428	-42.38992	-335.4818	-124.7151	-412.5292	-97.47817	-411.9641	-192.4183
-414.955	-4.590963	-414.4689	-5.29601	-414.4608	-6.988072	-414.4717	-9.69464	-406.8553	-12.62178	-414.3876	-15.78224	-414.3115	-24.63713	-414.068	-41.9824	-336.4169	-124.4707	-413.5717	-96.47501	-413.0069	-191.0912
-415.9657	-4.573556	-415.4844	-5.281179	-415.4581	-6.963233	-415.4999	-9.652735	-407.8376	-12.52975	-415.3984	-15.68056	-415.3163	-24.43284	-415.0822	-41.55808	-337.3861	-124.3008	-414.5496	-95.41903	-414.1038	-189.7831
-416.9688	-4.564467	-416.4872	-5.26697	-416.4619	-6.940066	-416.4863	-9.606129	-408.8252	-12.4801	-416.3928	-15.57946	-416.3159	-24.22221	-416.1244	-41.12421	-338.3203	-124.1701	-415.5004	-94.26698	-415.1123	-188.4134
-417.98	-4.556113	-417.4973	-5.254133	-417.4715	-6.918537	-417.4852	-9.568111	-409.808	-12.38303	-417.415	-15.48239	-417.2895	-24.03416	-417.1374	-40.72212	-339.3409	-123.9965	-416.4237	-93.06509	-416.2716	-187.0029
-418.9837	-4.543447	-418.5034	-5.241492	-418.4722	-6.896037	-418.4882	-9.524081	-410.7948	-12.30133	-418.4111	-15.3857	-418.2769	-23.8288	-418.1601	-40.32671	-340.3814	-123.7279	-417.4125	-91.90776	-417.2844	-185.5526
-419.9743	-4.537065	-419.5139	-5.229049	-419.4855	-6.874716	-419.4752	-9.487336	-411.7994	-12.25817	-419.4087	-15.29566	-419.2753	-23.64825	-419.1505	-39.92538	-341.4833	-123.4528	-418.4555	-90.82454	-418.2694	-184.0443
-420.9957	-4.532226	-420.5142	-5.216533	-420.4942	-6.854601	-420.4834	-9.446432	-412.8085	-12.17094	-420.4276	-15.20691	-420.2659	-23.46096	-420.1271	-39.53242	-342.5281	-123.077	-419.4329	-89.84449	-419.266	-182.4953
-422.0083	-4.519241	-421.5124	-5.203607	-421.4973	-6.834492	-421.4849	-9.409042	-413.8311	-12.10397	-421.4154	-15.11819	-421.3181	-23.27835	-421.1647	-39.16096	-343.4507	-122.7199	-420.4702	-88.96891	-420.1691	-180.9012
-422.9991	-4.511614	-422.5083	-5.191509	-422.4943	-6.814464	-422.4714	-9.370085	-414.8463	-12.06452	-422.4114	-15.03002	-422.3548	-23.10337	-422.1487	-38.78458	-344.4545	-122.4251	-421.4706	-88.14577	-421.1306	-179.2917
-424.0209	-4.505887	-423.4916	-5.178334	-423.4783	-6.793391	-423.4736	-9.333514	-415.8456	-11.97763	-423.4079	-14.94112	-423.3263	-22.9218	-423.1258	-38.40766	-345.454	-122.0759	-422.4666	-87.31406	-422.2418	-177.6663
-425.0251	-4.491491	-424.5012	-5.169514	-424.4843	-6.776615	-424.4767	-9.301249	-416.8524	-11.91541	-424.4083	-14.8626	-424.3238	-22.75534	-424.109	-38.05811	-346.3661	-121.7502	-423.4906	-86.42647	-423.235	-176.0215
-426.0313	-4.485634	-425.5074	-5.15958	-425.4889	-6.759982	-425.4822	-9.272836	-417.8555	-11.87637	-425.4193	-14.78678	-425.3316	-22.59844	-425.0592	-37.70638	-347.4647	-121.3983	-424.49	-85.47778	-424.2722	-174.3973
-427.0515	-4.481781	-426.5096	-5.149739	-426.4819	-6.742215	-426.4926	-9.240935	-418.8506	-11.79284	-426.4193	-14.7112	-426.2822	-22.42896	-426.1117	-37.35924	-348.5018	-120.9378	-425.5244	-84.4622	-425.349	-172.7613
-428.0554	-4.468646	-427.5257	-5.141034	-427.5004	-6.729971	-427.4985	-9.215466	-419.8446	-11.74162	-427.4586	-14.64043	-427.3077	-22.28463	-427.1705	-37.02986	-349.4423	-120.4328	-426.4623	-83.4119	-426.266	-171.121
-429.0542	-4.463108	-428.5309	-5.130817	-428.5057	-6.714483	-428.5041	-9.185613	-420.8489	-11.70447	-428.4596	-14.56726	-428.3062	-22.12195	-428.1898	-36.6971	-350.4649	-119.9041	-427.4711	-82.4088	-427.2936	-169.5265
-430.0526	-4.458483	-429.5245	-5.119488	-429.5058	-6.697905	-429.4976	-9.156256	-421.8519	-11.62323	-429.4567	-14.49501	-429.2888	-21.97097	-429.1661	-36.36317	-351.4757	-119.3806	-428.4579	-81.47572	-428.3612	-167.9401
-431.0585	-4.447845	-430.5328	-5.111428	-430.5243	-6.685669	-430.5022	-9.130835	-422.8564	-11.5787	-430.4623	-14.4304	-430.3085	-21.82748	-430.1737	-36.04994	-352.4429	-118.9517	-429.4302	-80.63408	-429.3168	-166.3766
-432.0697	-4.443902	-431.5329	-5.102457	-431.5189	-6.669177	-431.4945	-9.104163	-423.8491	-11.54227	-431.4384	-14.363	-431.3179	-21.68209	-431.1771	-35.74579	-353.4167	-118.4815	-430.5401	-79.91829	-430.3658	-164.8691
-433.0753	-4.439878	-432.5323	-5.09342	-432.5121	-6.653714	-432.4898	-9.079144	-424.8605	-11.46762	-432.4168	-14.29796	-432.3417	-21.54586	-432.153	-35.43611	-354.5549	-117.9683	-431.5492	-79.24196	-431.371	-163.3756
-434.0789	-4.428508	-433.5415	-5.086699	-433.5142	-6.640222	-433.4864	-9.056392	-425.8654	-11.43411	-433.4208	-14.23647	-433.3197	-21.41165	-433.1936	-35.13602	-355.5498	-117.3305	-432.6085	-78.56603	-432.4468	-161.9012
-435.0724	-4.42179	-434.5312	-5.076269	-434.5027	-6.624271	-434.4904	-9.033192	-426.8743	-11.40114	-434.4134	-14.17464	-434.3254	-21.27551	-434.1562	-34.85313	-356.5279	-116.5971	-433.5842	-77.83057	-433.4675	-160.4523
-436.0552	-4.41764	-435.5161	-5.067608	-435.5046	-6.611308	-435.4835	-9.00946	-427.9038	-11.33005	-435.4029	-14.1161	-435.3012	-21.15022	-435.1347	-34.55972	-357.6889	-115.9566	-434.5174	-77.01099	-434.469	-158.992
-437.0602	-4.408552	-436.4981	-5.058579	-436.4977	-6.598168	-436.4913	-8.98814	-428.8976	-11.30277	-436.4047	-14.05938	-436.2587	-21.01384	-436.1151	-34.26645	-358.761	-115.3605	-435.5166	-76.12312	-435.4871	-157.5244
-438.0679	-4.405218	-437.4956	-5.051726	-437.4974	-6.587414	-437.4992	-8.967343	-429.8939	-11.26848	-437.3982	-14.0058	-437.285	-20.90123	-437.111	-34.00322	-359.8785	-114.7943	-436.4845	-75.2037	-436.3737	-156.044
-439.0843	-4.404801	-438.5027	-5.045991	-438.5053	-6.578589	-438.5015	-8.951197	-430.8862	-11.20198	-438.4131	-13.95681	-438.2902	-20.77789	-438.0992	-33.7411	-360.8724	-114.1937	-437.4731	-74.33946	-437.4637	-154.5613
-440.1166	-4.398202	-439.5177	-5.040299	-439.4988	-6.569268	-439.521	-8.932604	-431.8819	-11.18327	-439.4301	-13.90851	-439.3002	-20.66634	-439.0786	-33.47784	-361.7478	-113.4506	-438.4878	-73.55693	-438.4873	-153.0754
-441.1203	-4.393274	-440.5268	-5.034677	-440.503	-6.560945	-440.5201	-8.918514	-432.8716	-11.14865	-440.4382	-13.86397	-440.3467	-20.55914	-440.123	-33.22684	-362.5875	-112.6056	-439.5058	-72.87629	-439.5047	-151.5512
-442.1287	-4.391326	-441.5287	-5.028491	-441.5018	-6.550854	-441.5179	-8.900912	-433.8734	-11.08777	-441.451	-13.81757	-441.3487	-20.44758	-441.1393	-32.98237	-363.4117	-111.8179	-440.4966	-72.3066	-440.4963	-150.0503
-443.133	-4.382437	-442.52	-5.019955	-442.4882	-6.53927	-442.5099	-8.883739	-434.8847	-11.07572	-442.4394	-13.76884	-442.3292	-20.33915	-442.11	-32.73455	-364.434	-111.0935	-441.5272	-71.77721	-441.4245	-148.5313
-444.13	-4.375979	-443.513	-5.014693	-443.4946	-6.53154	-443.5103	-8.868251	-435.8727	-11.03895	-443.4513	-13.72777	-443.3392	-20.23887	-443.0689	-32.49314	-365.6294	-110.4411	-442.5439	-71.22653	-442.3897	-146.9953
-445.1448	-4.375692	-444.5214	-5.008759	-444.5045	-6.522441	-444.5283	-8.855543	-436.8611	-10.98639	-444.4539	-13.68815	-444.3145	-20.13528	-444.0806	-32.2643	-366.6121	-109.7833	-443.4961	-70.63609	-443.3701	-145.5061
-446.1511	-4.366783	-445.5192	-5.00193	-445.5022	-6.512281	-445.5446	-8.839138	-437.8632	-10.98353	-445.437	-13.65117	-445.2895	-20.04497	-445.0532	-32.03445	-367.6542	-108.9875	-444.4444	-69.95194	-444.404	-144.0074
-447.1581	-4.361015	-446.5286	-4.998163	-446.512	-6.505807	-446.5456	-8.831305	-438.8635	-10.9485	-446.4546	-13.61748	-446.3117	-19.94776	-446.0818	-31.81483	-368.6861	-108.1012	-445.4722	-69.19115	-445.4926	-142.537
-448.1646	-4.362343	-447.5299	-4.991406	-447.5008	-6.495961	-447.5425	-8.814353	-439.8564	-10.90436	-447.439	-13.58128	-447.2819	-19.86369	-447.0888	-31.60105	-369.5361	-107.1652	-446.4622	-68.41126	-446.4747	-141.1325
-449.1621	-4.356589	-448.5187	-4.985457	-448.4918	-6.486067	-448.5136	-8.803336	-440.8709	-10.90586	-448.4341	-13.54495	-448.273	-19.76643	-448.0558	-31.38287	-370.5491	-106.2755	-447.4677	-67.65337	-447.4815	-139.7583
-450.1778	-4.353777	-449.518	-4.980358	-449.4877	-6.478345	-449.4926	-8.790483	-441.8849	-10.86766	-449.4448	-13.51447	-449.2773	-19.68632	-449.0825	-31.17308	-371.5685	-105.4611	-448.5149	-66.98073	-448.4995	-138.4371
-451.2005	-4.35714	-450.5185	-4.975457	-450.4927	-6.470899	-450.4835	-8.781984	-442.8644	-10.82889	-450.4387	-13.48662	-450.2879	-19.60177	-450.0547	-30.97454	-372.5419	-104.6577	-449.4591	-66.42829	-449.4162	-137.1774
-452.202	-4.350758	-451.5228	-4.970899	-451.5121	-6.46506	-451.4932	-8.771363	-443.8915	-10.83613	-451.4406	-13.46044	-451.3371	-19.52523	-451.1286	-30.78368	-373.4903	-103.8041	-450.4641	-65.9797	-450.4273	-135.9405
-453.2179	-4.345158	-452.5313	-4.967842	-452.5101	-6.458703	-452.506	-8.766975	-444.9067	-10.79765	-452.4493	-13.43567	-452.364	-19.45296	-452.1257	-30.58769	-374.5499	-102.9184	-451.4556	-65.58849	-451.4896	-134.7653
