mV	uA	mV1	uA1	mV2	uA2	mV3	uA3	mV4	uA4	mV6	uA6	mV7	uA7	mV8	uA8	mV9	uA9	mV10	uA10	mV11	uA11
3 mV/seg	3 mV/seg	5 mV/seg	5 mV/seg	10 mV/seg	10 mV/seg	20 mV/seg	20 mV/seg	30 mV/seg	30 mV/seg	50 mV/seg	50 mV/seg	100 mV/seg	100 mV/seg	200 mV/seg	200 mV/seg	300 mV/seg	300 mV/seg	500 mV/seg	500 mV/seg	1000 mV/seg	1000 mV/seg
45.19444	2.061667	41.16846	3.213354	41.15124	4.92603	41.10542	7.381471	40.60781	9.256018	41.10445	12.24496	41.07324	18.05779	40.92749	26.98087	41.15572	36.87801	40.61303	52.67113	41.13723	110.5738
46.2164	2.054502	42.17606	3.207026	42.15814	4.91726	42.11037	7.373498	41.60571	9.265135	42.11643	12.23038	42.07974	18.03011	41.93746	26.95555	42.24706	36.88808	41.71708	52.55752	42.15163	109.8782
47.24432	2.04992	43.17468	3.200439	43.15626	4.910082	43.11616	7.359016	42.60074	9.25422	43.10798	12.21396	43.07248	18.01951	42.87379	26.89702	43.25056	36.9807	42.69994	52.33288	43.12872	109.2059
48.26104	2.05198	44.17552	3.19484	44.14991	4.900997	44.10749	7.350513	43.61862	9.215903	44.10493	12.19298	44.05363	17.97765	43.85913	26.86222	44.16491	36.98775	43.65721	52.02394	44.15137	108.5514
49.26198	2.045538	45.18208	3.18957	45.1535	4.8934	45.11346	7.338589	44.63744	9.227707	45.11093	12.18324	45.05977	17.97491	44.91646	26.8428	45.26119	36.88036	44.65378	51.6843	45.21992	107.9181
50.26558	2.04013	46.1932	3.183404	46.15314	4.886116	46.11393	7.330537	45.64032	9.217498	46.10996	12.16688	46.10481	17.94421	45.93707	26.79096	46.20988	36.64186	45.60081	51.39738	46.18478	107.2978
51.24425	2.042561	47.21858	3.177508	47.16621	4.878963	47.13097	7.321238	46.65915	9.185293	47.13885	12.15345	47.12297	17.93494	47.00112	26.77257	47.253	36.45331	46.60233	51.21564	47.23319	106.739
52.23676	2.037025	48.21949	3.171658	48.1707	4.873018	48.14194	7.311112	47.64799	9.198416	48.13412	12.14191	48.16993	17.91543	48.02371	26.74221	48.32222	36.38202	47.6613	51.10311	48.1482	106.1675
53.25609	2.032352	49.21133	3.16815	49.17719	4.86664	49.14127	7.29934	48.64305	9.181964	49.1186	12.12605	49.16702	17.88951	49.00832	26.68679	49.26265	36.44931	48.6412	51.07409	49.16325	105.6033
54.24969	2.033354	50.20171	3.164423	50.18796	4.862775	50.14729	7.292027	49.65752	9.1494	50.1073	12.11693	50.15038	17.87707	50.03296	26.65356	50.27143	36.53183	49.69307	51.07766	50.14727	105.0284
55.25617	2.030651	51.17945	3.159312	51.17911	4.855761	51.12895	7.278981	50.64518	9.160928	51.09837	12.09728	51.12706	17.85329	51.00977	26.61944	51.24752	36.47939	50.70103	51.02082	51.12766	104.3704
56.26684	2.025394	52.17657	3.155844	52.16269	4.84878	52.12563	7.270847	51.64044	9.143522	52.09526	12.08465	52.08982	17.83299	52.02886	26.59018	52.26522	36.3054	51.70024	50.92107	52.2956	103.723
57.25488	2.02551	53.18072	3.151988	53.15641	4.843566	53.12237	7.264532	52.63073	9.116084	53.11243	12.0761	53.09289	17.8343	53.01077	26.55358	53.26311	36.11017	52.73808	50.74589	53.38595	103.0831
58.26254	2.026252	54.17154	3.148558	54.14115	4.833697	54.1098	7.25333	53.61832	9.13105	54.10841	12.063	54.07492	17.80136	53.97933	26.52743	54.25736	35.95885	53.72985	50.47069	54.46704	102.4055
59.27676	2.019152	55.16256	3.146258	55.13503	4.828327	55.09924	7.248158	54.61116	9.111204	55.10823	12.05668	55.10643	17.8001	54.96764	26.51861	55.20242	35.96204	54.71949	50.17645	55.45502	101.7483
60.27908	2.020044	56.15736	3.14293	56.14223	4.822843	56.09131	7.240303	55.60834	9.087608	56.10123	12.0459	56.10464	17.77887	55.93211	26.4756	56.15143	36.08316	55.64902	49.93014	56.31324	101.0862
61.29129	2.021475	57.14493	3.138261	57.13255	4.817062	57.09193	7.233663	56.60014	9.104962	57.07562	12.03196	57.09256	17.76221	56.89539	26.45575	57.16352	36.12798	56.63948	49.76376	57.18234	100.3886
62.29151	2.014582	58.1377	3.135494	58.13732	4.814358	58.09426	7.226392	57.59598	9.085211	58.07148	12.02578	58.10085	17.75842	57.85563	26.44388	58.11187	36.10976	57.59279	49.68826	58.04253	99.72691
63.29655	2.014718	59.1377	3.133151	59.14053	4.809096	59.10723	7.221937	58.59307	9.066977	59.06286	12.01785	59.06099	17.74324	58.87432	26.42319	59.18373	35.93155	58.60042	49.7209	58.98362	99.08165
64.30476	2.01846	60.14469	3.130101	60.15121	4.806242	60.11874	7.213658	59.60283	9.088168	60.07497	12.01151	60.06413	17.73831	59.86759	26.41174	60.25426	35.73654	59.65708	49.78338	59.98514	98.48427
65.3066	2.012658	61.15339	3.126641	61.15768	4.801838	61.11715	7.209859	60.61324	9.064829	61.08384	12.00424	61.04983	17.73253	60.89816	26.3994	61.25479	35.64869	60.6193	49.78903	60.986	97.93962
66.31979	2.012478	62.15422	3.122655	62.15783	4.796953	62.10888	7.200583	61.61292	9.048033	62.10895	11.99408	62.01565	17.71175	61.95436	26.38951	62.27777	35.68402	61.67729	49.73182	62.14833	97.43461
67.32481	2.016516	63.16002	3.119047	63.15953	4.794923	63.0937	7.198157	62.62118	9.070875	63.08501	11.99034	63.03986	17.71988	62.96935	26.35955	63.21919	35.81438	62.68046	49.56746	63.18055	96.97165
68.31799	2.01101	64.14317	3.116585	64.13774	4.789211	64.0739	7.189341	63.60861	9.043367	64.08068	11.98509	64.03427	17.69452	63.96493	26.33825	64.1583	35.875	63.68875	49.30922	64.13222	96.50405
69.32584	2.009277	65.13352	3.115134	65.13184	4.785833	65.07071	7.188129	64.58773	9.03428	65.09157	11.98101	65.06624	17.69955	64.97477	26.33653	65.17236	35.7714	64.6769	49.04686	65.06703	96.06508
70.3203	2.013781	66.14694	3.113534	66.13431	4.782572	66.09093	7.182929	65.58423	9.058605	66.07805	11.9803	66.10745	17.70153	65.97035	26.32306	66.16299	35.59278	65.65579	48.84961	66.0385	95.67574
71.32398	2.010797	67.13745	3.1109	67.12573	4.777482	67.09448	7.182127	66.58719	9.030376	67.10258	11.97199	67.09232	17.69097	66.979	26.3192	67.21305	35.45461	66.65202	48.73829	67.05686	95.27545
72.35905	2.009872	68.14619	3.110193	68.13693	4.775681	68.10576	7.17586	67.59851	9.027205	68.0975	11.97147	68.10085	17.69564	67.96494	26.32772	68.23405	35.4213	67.60616	48.70158	68.09966	94.91853
73.36977	2.01569	69.15769	3.11062	69.14188	4.774168	69.11226	7.179399	68.61444	9.049189	69.10468	11.97296	69.08427	17.69297	68.9325	26.31581	69.23095	35.5983	68.60983	48.77307	69.15269	94.57932
74.38796	2.014532	70.14914	3.109622	70.13963	4.774103	70.09157	7.171858	69.61066	9.01871	70.10104	11.96743	70.08212	17.68435	69.93996	26.31995	70.24105	35.70101	69.57205	48.84931	70.14364	94.18623
75.39057	2.012365	71.15927	3.110234	71.14414	4.774104	71.10497	7.176109	70.59532	9.019728	71.08442	11.96969	71.08031	17.69545	70.94479	26.32617	71.21484	35.69816	70.59157	48.88026	71.13327	93.79881
76.37659	2.016961	72.16605	3.110401	72.15115	4.773621	72.1142	7.171949	71.59242	9.039309	72.06553	11.97091	72.07974	17.69304	71.98897	26.31332	72.16979	35.58633	71.68917	48.8727	72.16748	93.37437
77.37685	2.016646	73.16293	3.110531	73.15288	4.77256	73.11922	7.174158	72.60387	9.013335	73.06622	11.97278	73.07225	17.70913	73.06445	26.3153	73.16438	35.39231	72.75871	48.74477	73.18552	92.91142
78.37403	2.013743	74.1674	3.112482	74.15775	4.770308	74.12609	7.16967	73.60983	9.021633	74.05974	11.97757	74.07472	17.71175	74.01611	26.3185	74.1167	35.32763	73.77592	48.54106	74.16623	92.4478
79.38006	2.016695	75.16325	3.113514	75.15308	4.769089	75.11502	7.17146	74.61418	9.040727	75.07526	11.97799	75.08661	17.71274	74.98322	26.32539	75.0667	35.41469	74.77116	48.32374	75.17963	91.94659
80.38701	2.019144	76.15318	3.113036	76.14765	4.76955	76.0898	7.168087	75.60991	9.014641	76.08663	11.9779	76.06792	17.71307	75.98289	26.33076	76.12337	35.55265	75.70631	48.14193	76.08275	91.46121
81.39001	2.01773	77.14502	3.112206	77.1322	4.770617	77.07284	7.170558	76.59995	9.025169	77.07801	11.98087	77.07555	17.71773	76.9193	26.33378	77.17706	35.65755	76.71593	48.06214	77.02715	90.97771
82.3933	2.021356	78.13336	3.112585	78.11545	4.77388	78.0631	7.170589	77.60129	9.044205	78.08795	11.98803	78.05499	17.7257	77.92941	26.3644	78.21292	35.63498	77.72966	48.06701	78.04749	90.51042
83.39748	2.027109	79.13832	3.114089	79.11872	4.776889	79.06812	7.177096	78.60838	9.022033	79.07506	12.00196	79.05238	17.74578	78.91943	26.38722	79.32175	35.48914	78.70212	48.17288	78.97602	90.11038
84.39388	2.025339	80.12795	3.11548	80.11382	4.779807	80.08082	7.178082	79.60195	9.039695	80.09616	12.00848	80.0711	17.75972	79.90582	26.39343	80.32262	35.41978	79.6617	48.29655	80.04358	89.70839
85.40622	2.027885	81.12123	3.117064	81.11382	4.782277	81.0798	7.184777	80.60252	9.056299	81.08356	12.01404	81.06274	17.7757	80.92914	26.41957	81.232	35.41838	80.63466	48.36242	81.04346	89.35668
86.41656	2.034436	82.13538	3.118774	82.1227	4.786491	82.08421	7.188949	81.57993	9.035091	82.08638	12.02673	82.0564	17.78516	81.91725	26.443	82.19984	35.57048	81.67943	48.37864	81.97597	89.06821
87.43138	2.033317	83.12104	3.120043	83.11578	4.790922	83.07212	7.194529	82.57465	9.056462	83.09543	12.03095	83.04541	17.81039	82.92002	26.45118	83.0181	35.73434	82.67368	48.28255	83.01017	88.78292
88.44431	2.03565	84.13294	3.123936	84.11617	4.794251	84.06947	7.19937	83.57498	9.074266	84.08546	12.04762	84.03458	17.81905	83.88139	26.48847	84.04702	35.76476	83.70906	48.10633	83.96811	88.55918
89.4433	2.042553	85.1559	3.128247	85.13475	4.800378	85.08354	7.209223	84.56683	9.059013	85.09561	12.06387	85.04689	17.85231	84.87009	26.53241	85.05713	35.71585	84.67012	47.94347	85.01882	88.36922
90.45007	2.043083	86.15273	3.130793	86.1369	4.802376	86.09332	7.213224	85.58174	9.086076	86.0892	12.07064	86.0415	17.87044	85.90893	26.54882	86.07912	35.59551	85.58711	47.823	86.06493	88.15942
91.46216	2.044428	87.16215	3.134303	87.14533	4.806939	87.11407	7.22261	86.59325	9.10206	87.09289	12.08779	87.03351	17.88865	86.93098	26.59418	87.23979	35.53962	86.6545	47.79676	87.08163	87.99087
92.47498	2.051865	88.16629	3.138277	88.15319	4.813169	88.11266	7.229144	87.5945	9.086082	88.08958	12.1039	88.00608	17.92247	87.97002	26.63606	88.18749	35.62146	87.63209	47.86095	88.11914	87.82304
93.48218	2.05401	89.15349	3.142541	89.14131	4.818764	89.1004	7.234718	88.58049	9.115066	89.08486	12.11874	88.98194	17.93493	88.99062	26.65319	89.19397	35.79309	88.57268	47.99631	89.08235	87.63898
94.49284	2.054135	90.14938	3.148113	90.14113	4.829095	90.09515	7.246325	89.57368	9.12949	90.07201	12.13877	89.97074	17.96279	89.98026	26.70188	90.19582	35.95462	89.6163	48.14747	90.08256	87.46024
95.49789	2.061549	91.15099	3.153371	91.14398	4.837211	91.08784	7.25455	90.56033	9.119081	91.06997	12.15611	90.99211	18.00291	90.95245	26.75142	91.18776	36.03763	90.55194	48.25258	91.14615	87.2506
96.50935	2.065323	92.1501	3.157797	92.14458	4.845404	92.07769	7.266531	91.5799	9.158768	92.06645	12.17746	92.01942	18.02326	91.95344	26.79562	92.20842	35.9846	91.57459	48.29633	92.08459	87.02206
97.53024	2.0653	93.15145	3.162341	93.15562	4.853176	93.07737	7.276845	92.59131	9.169007	93.06817	12.20012	93.0317	18.0726	92.96434	26.84183	93.21986	35.90981	92.60632	48.24018	93.16833	86.77952
98.5434	2.07357	94.14835	3.166784	94.15716	4.858163	94.0762	7.289326	93.60828	9.163513	94.10007	12.21944	94.03137	18.09414	93.96738	26.89598	94.24515	35.9031	93.60191	48.11234	94.23986	86.50672
99.55367	2.079761	95.15318	3.172517	95.16157	4.867628	95.08502	7.301673	94.61719	9.204689	95.10858	12.24458	95.03939	18.1375	94.95113	26.96761	95.10072	36.02563	94.60078	47.98524	95.20704	86.23772
100.5563	2.078628	96.15565	3.177791	96.16367	4.875077	96.10205	7.315964	95.60709	9.21384	96.12679	12.26529	96.05346	18.17843	95.96182	27.00422	96.10323	36.23264	95.56664	47.92082	96.24554	85.95988
101.5534	2.084997	97.16576	3.183092	97.17459	4.885458	97.11376	7.32959	96.61169	9.217654	97.13727	12.29453	97.06109	18.21478	96.91983	27.07099	97.09549	36.41544	96.60118	47.9551	97.14502	85.69498
102.5507	2.091966	98.19739	3.191595	98.19167	4.899359	98.12904	7.349887	97.61749	9.265345	98.12807	12.33351	98.10207	18.27988	97.93139	27.16684	98.1449	36.46686	97.5946	48.08307	98.08842	85.47391
103.5518	2.090919	98.70406	3.15883	98.70477	4.840733	98.63589	7.250189	98.63206	9.276632	98.66267	12.15556	98.69592	18.01522	98.65804	26.83037	99.26331	36.39217	98.48996	48.08141	98.83173	84.81491
104.5638	2.097783	98.70327	3.112118	98.70804	4.757032	98.64297	7.112466	99.63368	9.280991	98.68891	11.88685	98.74805	17.61005	98.79408	26.25317	100.3507	36.36577	98.93639	47.42704	99.18142	83.35667
103.644	2.026482	98.20142	3.053108	98.21323	4.65334	98.16165	6.937279	100.6438	9.327248	98.22197	11.54986	98.33107	17.10059	98.49847	25.50423	101.3205	36.42481	98.8555	46.37912	99.02126	81.37286
102.2176	1.963201	97.17559	2.980819	97.20274	4.529722	97.16335	6.735612	101.6158	9.331836	97.23978	11.15605	97.373	16.47083	97.64992	24.58132	102.2259	36.65452	98.28606	44.99667	98.32882	79.0027
100.2818	1.902899	96.16784	2.940003	96.19165	4.461413	96.16401	6.622182	102.6096	9.340283	96.23125	10.93133	96.35474	16.10193	96.61684	23.93448	103.2126	36.91561	97.2426	43.51155	97.43165	76.80421
97.84115	1.838748	95.17125	2.904012	95.19199	4.407307	95.16761	6.539394	103.6049	9.389389	95.24593	10.75912	95.34513	15.79019	95.62198	23.44355	104.1335	37.04924	96.23068	42.41578	96.38621	75.16261
96.82581	1.840865	94.16458	2.873104	94.1712	4.357378	94.15448	6.462566	103.9846	9.091633	94.23745	10.61167	94.33044	15.54537	94.55851	23.03632	105.1998	37.04714	95.2143	41.49696	95.3629	73.86412
95.81856	1.826822	93.16927	2.843655	93.17044	4.314394	93.14726	6.401493	103.0691	8.688306	93.24287	10.4882	93.34513	15.33859	93.55442	22.67379	106.093	36.97843	94.13766	40.73027	94.29865	72.73354
94.82112	1.814356	92.16104	2.81737	92.15421	4.274069	92.13304	6.340076	101.601	8.351147	92.23985	10.37971	92.31766	15.14582	92.56089	22.36494	107.1361	36.99177	93.18336	40.14771	93.24727	71.76219
93.80559	1.793276	91.15522	2.791885	91.13677	4.23831	91.12396	6.28994	99.64182	7.962327	91.22638	10.28753	91.33311	14.99223	91.54115	22.09968	108.1238	37.16866	92.16253	39.69235	92.25069	70.90919
92.79182	1.77887	90.15501	2.768434	90.14207	4.205648	90.10886	6.238941	97.80545	7.874534	90.22545	10.20451	90.35008	14.84107	90.56763	21.83675	109.0474	37.4219	91.19221	39.36367	91.22276	70.12063
91.78456	1.767196	89.14928	2.746482	89.14955	4.173683	89.11527	6.19643	96.7953	7.909284	89.22748	10.12706	89.35375	14.71129	89.54286	21.61988	110.2401	37.64882	90.21332	39.08488	90.23907	69.38609
90.7661	1.745841	88.15678	2.724395	88.17368	4.145408	88.12476	6.152492	95.79991	7.846136	88.22961	10.058	88.3734	14.60438	88.53401	21.43767	111.2195	37.78152	89.23194	38.77113	89.23161	68.66145
89.76112	1.732046	87.15176	2.704137	87.19035	4.117668	87.13129	6.113433	94.79258	7.789999	87.22392	9.985631	87.38153	14.47883	87.53038	21.23384	112.1625	37.75859	88.23587	38.42765	88.20631	67.94016
88.76199	1.719504	86.14746	2.683373	86.18842	4.090759	86.14119	6.071532	93.79618	7.758117	86.21529	9.922099	86.36012	14.38769	86.51328	21.05508	113.2024	37.78144	87.22395	37.98998	87.2715	67.20987
87.75256	1.697224	85.14943	2.66526	85.18463	4.065352	85.14096	6.038933	92.78297	7.680114	85.20644	9.863914	85.36673	14.28939	85.54517	20.91248	114.0886	37.91162	86.22028	37.49875	86.19601	66.48815
86.74149	1.684162	84.14612	2.646547	84.16463	4.040076	84.13931	5.999592	91.77777	7.63288	84.18842	9.804058	84.36052	14.19473	84.58526	20.75847	115.0925	38.11732	85.2186	37.04865	85.21166	65.81911
85.73124	1.671899	83.14744	2.630631	83.16226	4.017258	83.12523	5.969862	90.78964	7.605144	83.17838	9.755258	83.33083	14.12235	83.5844	20.61525	116.1204	38.40533	84.23804	36.6549	84.21807	65.15195
84.72074	1.652902	82.15977	2.614283	82.1726	3.995896	82.11997	5.937384	89.78379	7.533691	82.16837	9.71143	82.32552	14.04364	82.58711	20.50059	117.0945	38.61111	83.20764	36.3885	83.20995	64.53502
83.71255	1.64442	81.15669	2.598559	81.17214	3.973696	81.1105	5.9077	88.7895	7.496962	81.17017	9.663222	81.31116	13.96933	81.56188	20.37883	118.0475	38.6786	82.18152	36.2364	82.30716	63.95365
82.70882	1.636248	80.15611	2.583183	80.18114	3.953505	80.09419	5.878049	87.79858	7.470501	80.17519	9.619791	80.32598	13.90458	80.52859	20.25351	119.0289	38.73082	81.18545	36.13664	81.25743	63.36767
81.70528	1.620486	79.1571	2.568017	79.1795	3.932528	79.1069	5.852925	86.775	7.400574	79.17588	9.575915	79.34648	13.83551	79.55396	20.15395	120.1007	38.78734	80.19069	36.06987	80.2186	62.85357
80.69653	1.612892	78.14438	2.552952	78.17094	3.912276	78.11692	5.822885	85.7605	7.374378	78.20094	9.531668	78.36577	13.78297	78.5323	20.05894	121.1016	38.93871	79.18851	35.94455	79.25241	62.38879
79.68611	1.603514	77.15477	2.538491	77.16701	3.894382	77.12411	5.79947	84.74713	7.349596	77.19855	9.496834	77.36162	13.71726	77.50885	19.95965	122.2477	39.23455	78.19426	35.74064	78.25485	61.98616
78.6913	1.586902	76.15884	2.525016	76.17586	3.87703	76.14485	5.773183	83.73589	7.285742	76.22218	9.46167	76.35656	13.67157	76.51617	19.88161	123.2116	39.49794	77.25697	35.46143	77.28636	61.65379
77.68641	1.578631	75.173	2.510841	75.18501	3.859101	75.15742	5.750892	82.74484	7.269854	75.2377	9.427067	75.36874	13.61785	75.52285	19.80296	124.1557	39.73032	76.26255	35.11745	76.37565	61.33094
76.69236	1.568987	74.17693	2.498034	74.18753	3.841949	74.16234	5.724144	81.76081	7.24458	74.22299	9.389205	74.38991	13.56104	74.56684	19.7176	125.2265	39.83732	75.30544	34.78659	75.19284	61.02933
75.70882	1.553215	73.16652	2.485094	73.19232	3.825579	73.15564	5.700897	80.76759	7.185014	73.23445	9.349329	73.40348	13.5117	73.57621	19.62921	126.1475	39.8457	74.33711	34.51714	74.19034	60.72348
74.69606	1.545959	72.16692	2.474551	72.18764	3.810095	72.16136	5.676166	79.74937	7.174756	72.22461	9.315821	72.40665	13.45606	72.55891	19.55403	127.2375	39.95206	73.26031	34.33597	73.14886	60.41386
73.69725	1.537164	71.15858	2.462228	71.18486	3.79343	71.15248	5.65395	78.75742	7.149038	71.21951	9.280958	71.40144	13.40888	71.53983	19.47984	128.2106	40.14194	72.21735	34.26368	72.10838	60.15088
72.68404	1.523167	70.16051	2.452156	70.1852	3.778224	70.14722	5.633542	77.74461	7.094764	70.22223	9.252473	70.38232	13.36628	70.55594	19.39219	129.1375	40.44028	71.17092	34.25494	71.23068	59.8623
71.65232	1.517951	69.17478	2.4401	69.19278	3.765072	69.16326	5.616577	76.74286	7.092591	69.22986	9.225851	69.36736	13.32403	69.56829	19.34271	130.0925	40.77588	70.16197	34.26389	70.24336	59.56306
70.64453	1.511421	68.16905	2.427884	68.18513	3.749633	68.15533	5.594092	75.75567	7.066451	68.24135	9.191545	68.33054	13.28492	68.5667	19.28308	131.0923	40.93555	69.1834	34.22318	69.20618	59.26997
69.63501	1.499089	67.16903	2.416703	67.18122	3.735255	67.13874	5.574969	74.76612	7.018458	67.23787	9.162783	67.30508	13.23421	67.5632	19.20209	132.1216	40.9983	68.16999	34.07148	68.29778	58.90359
68.63148	1.494177	66.16801	2.40555	66.18271	3.721598	66.1475	5.55354	73.77773	7.017667	66.25673	9.134721	66.2889	13.20062	66.56406	19.15154	133.1551	41.07872	67.14238	33.83597	67.27909	58.53642
67.62926	1.485372	65.15015	2.395561	65.1775	3.707979	65.14459	5.531816	72.77115	6.986279	65.22647	9.102443	65.30389	13.15591	65.55593	19.097	134.2323	41.19809	66.17818	33.53778	66.31786	58.16514
66.62596	1.471167	64.16054	2.385036	64.17905	3.694977	64.14697	5.514338	71.77101	6.938759	64.21683	9.078795	64.33668	13.12034	64.56895	19.03639	135.1119	41.51653	65.14479	33.24007	65.39823	57.7544
65.61848	1.466665	63.16302	2.376246	63.18566	3.682212	63.16299	5.496656	70.75311	6.940275	63.22505	9.053886	63.3727	13.09192	63.58466	18.98218	136.093	41.89676	64.20767	33.04561	64.31812	57.37606
64.61318	1.458348	62.1647	2.365316	62.18484	3.668628	62.16574	5.478271	69.74398	6.908525	62.22626	9.027164	62.40985	13.0452	62.57555	18.92599	137.082	42.15956	63.27764	32.93942	63.35127	57.00163
63.61945	1.447353	61.17038	2.355994	61.1806	3.654488	61.1625	5.460969	68.75829	6.867654	61.24092	9.001952	61.3803	13.01182	61.55091	18.87302	138.0706	42.32029	62.18812	32.90163	62.25532	56.61428
62.62195	1.444727	60.15978	2.34536	60.17831	3.641611	60.16337	5.443728	67.75556	6.874065	60.23035	8.974153	60.3697	12.97332	60.50891	18.80686	139.1527	42.37524	61.19403	32.94815	61.28451	56.25961
61.60887	1.435991	59.15498	2.335617	59.17694	3.629569	59.1647	5.424538	66.76866	6.837895	59.23732	8.947814	59.36517	12.93327	59.4957	18.75381	140.2097	42.48307	60.15239	32.96807	60.26384	55.92593
60.60106	1.424736	58.15574	2.326166	58.18166	3.617736	58.15488	5.408959	65.76624	6.802765	58.22277	8.925211	58.32974	12.9082	58.49855	18.71501	141.1944	42.73751	59.11868	32.93065	59.26694	55.6469
59.5928	1.422409	57.15479	2.316844	57.17486	3.605835	57.15365	5.390553	64.76002	6.810442	57.22961	8.903733	57.33315	12.86815	57.53665	18.65802	142.0262	43.07429	58.20962	32.82986	58.31892	55.43016
58.58022	1.41319	56.17201	2.308297	56.19052	3.593776	56.16495	5.377033	63.78067	6.773197	56.2467	8.883448	56.35246	12.84098	56.56849	18.61706	142.9917	43.4264	57.19786	32.617	57.22593	55.23727
57.58242	1.403334	55.1821	2.299158	55.18491	3.580969	55.16283	5.358075	62.7812	6.744046	55.23296	8.860466	55.34975	12.80533	55.57119	18.57131	143.911	43.653	56.21087	32.37508	56.22474	55.07084
56.59243	1.402325	54.18068	2.290569	54.18477	3.569111	54.16854	5.343279	61.7793	6.750129	54.246	8.831734	54.38803	12.76645	54.60098	18.5188	144.9386	43.75712	55.20341	32.10626	55.21101	54.88309
55.58455	1.391375	53.19759	2.2816	53.20125	3.557416	53.18174	5.326319	60.78166	6.70691	53.2583	8.80908	53.4297	12.74415	53.60844	18.47297	146.0943	43.89647	54.16077	31.92041	54.12264	54.71142
54.58239	1.382608	52.19076	2.273519	52.19968	3.544376	52.1691	5.310141	59.76034	6.683513	52.24543	8.784452	52.41299	12.70194	52.59814	18.42398	147.0962	44.1008	53.22827	31.83279	53.24396	54.58165
53.57996	1.381383	51.19314	2.264935	51.21228	3.534318	51.17137	5.293602	58.76215	6.689207	51.26111	8.760105	51.40823	12.67418	51.61472	18.38389	148.0554	44.41822	52.23303	31.80176	52.26886	54.4333
52.56207	1.370734	50.21787	2.258132	50.23248	3.524196	50.19326	5.282348	57.76369	6.645614	50.27916	8.741248	50.40576	12.64947	50.62521	18.33313	149.0031	44.81637	51.2784	31.88497	51.29607	54.29496
51.57059	1.364665	49.21017	2.249093	49.23608	3.511486	49.18552	5.261882	56.76369	6.63065	49.27782	8.713447	49.38103	12.60401	49.6443	18.28858	150.1093	45.12685	50.33219	31.9517	50.36191	54.13304
50.56949	1.364319	48.21412	2.241812	48.23137	3.500904	48.19194	5.249554	55.79185	6.633457	48.30074	8.692129	48.39486	12.58151	48.63578	18.25188	151.0834	45.3232	49.33232	31.91408	49.28774	53.87885
49.57008	1.354014	47.20733	2.232872	47.22205	3.490319	47.20109	5.231141	54.78547	6.589184	47.29432	8.669855	47.41785	12.53944	47.65949	18.18804	152.1543	45.4675	48.29762	31.83471	48.3767	53.60802
48.57336	1.347162	46.18479	2.224208	46.20358	3.478789	46.1818	5.216895	53.79646	6.580581	46.25637	8.644027	46.3802	12.50417	46.59536	18.13841	153.2261	45.59877	47.25086	31.615	47.40886	53.3075
47.55629	1.343701	45.18293	2.216409	45.19627	3.46819	45.1859	5.200979	52.80915	6.581043	45.25406	8.623921	45.39529	12.4815	45.54015	18.10645	154.1137	45.8135	46.18693	31.33253	46.38852	52.96876
46.54119	1.33027	44.17636	2.207694	44.18949	3.457887	44.18884	5.189661	51.80023	6.536253	44.2548	8.598755	44.39991	12.44267	44.57383	18.06344	155.0618	46.16381	45.14347	31.09628	45.44149	52.66162
45.51509	1.324094	43.17702	2.20078	43.19355	3.448498	43.18203	5.172416	50.81644	6.532039	43.26068	8.579372	43.38651	12.42523	43.52245	18.01518	156.0844	46.51443	44.20965	30.90632	44.36402	52.35394
44.49796	1.321481	42.17657	2.191809	42.19254	3.437866	42.18265	5.16144	49.82856	6.526999	42.25875	8.558959	42.38235	12.3849	42.53329	17.97146	157.0734	46.80125	43.15298	30.83343	43.35887	52.03931
43.49085	1.309942	41.17368	2.18517	41.18468	3.427749	41.17482	5.142771	48.81683	6.480344	41.25434	8.534022	41.37267	12.35409	41.54557	17.93412	158.095	46.99319	42.13132	30.83836	42.44981	51.73517
42.48142	1.307468	40.17616	2.177739	40.19455	3.417937	40.16322	5.131802	47.81292	6.478755	40.23946	8.514442	40.37	12.33116	40.577	17.8814	159.0966	47.10672	41.12402	30.91287	41.35748	51.43697
41.47735	1.305616	39.17184	2.170386	39.2016	3.407873	39.17227	5.113796	46.79868	6.47026	39.23299	8.488591	39.37238	12.29222	39.56696	17.83941	160.073	47.2777	40.03533	30.98009	40.33021	51.19146
40.47395	1.295692	38.18118	2.163551	38.20139	3.397816	38.17014	5.102937	45.79939	6.425611	38.2483	8.469598	38.38221	12.27583	38.56241	17.81078	161.0276	47.56436	39.06915	30.98271	39.27883	50.98068
39.4568	1.294095	37.19228	2.156282	37.21608	3.388388	37.17896	5.086799	44.80013	6.429238	37.2554	8.4547	37.39622	12.24514	37.60368	17.76657	162.0338	47.95552	38.14489	30.90292	38.23009	50.8284
38.45531	1.290715	36.1851	2.148093	36.21257	3.378191	36.18183	5.07484	43.79472	6.41969	36.26397	8.429253	36.40034	12.20879	36.53679	17.7179	163.0828	48.31332	37.15097	30.72057	37.32499	50.72434
37.46618	1.279733	35.18887	2.14076	35.19217	3.36749	35.16184	5.058582	42.80267	6.376442	35.26089	8.408662	35.38469	12.18511	35.56043	17.68426	164.0229	48.56439	36.144	30.44316	36.38258	50.56882
36.45867	1.276238	34.18752	2.133479	34.19371	3.35768	34.16335	5.047101	41.79235	6.384194	34.25102	8.385939	34.39265	12.14795	34.54973	17.64419	164.9557	48.70776	35.17963	30.18933	35.34011	50.43964
