Tension	Intensidad	Tension	Intensidad	Tension	Intensidad	Tension	Intensidad	Tension	Intensidad	Tension	Intensidad
mv	uA	mV	uA	mV	uA	mV	uA	mv	uA	mV	uA
Au Control CNEA Calcinado SOlucion Fe 1mM	Au Control CNEA Calcinado SOlucion Fe 1mM	Au Control INTI As Sputter Fe 1mM	Au Control INTI As Sputter Fe 1mM	Au Control INTI Calcinado Fe 1mM	Au Control INTI Calcinado Fe 1mM	Au Control INTI Calcinado Ru 1mM	Au Control INTI Calcinado Ru 1mM	Au Control CNEA Calcinado Ru amino 1mM	Au Control CNEA Calcinado Ru amino 1mM	Au Control INTI As Sputter Ru 1mM	Au Control INTI As Sputter Ru 1mM
199.0474	7.77409	199.0317	9.007265	199.0277	0.384876	0.407189	0.707666	0.389208	0.884468	0.399279	0.919779
200.0426	7.863837	200.047	9.090233	200.0512	0.406248	-0.568698	0.703713	-0.565259	0.879346	-0.577805	0.91368
201.0608	7.950747	201.0714	9.170123	201.0608	0.427432	-1.522235	0.699379	-1.501894	0.874226	-1.545334	0.908293
202.0598	8.04044	202.0671	9.250782	202.087	0.449697	-2.494051	0.694571	-2.473095	0.867547	-2.498571	0.902281
203.0775	8.128557	203.069	9.331145	203.0863	0.470718	-3.451243	0.68926	-3.434808	0.857168	-3.467628	0.894315
204.0636	8.212169	204.0511	9.40744	204.0566	0.491199	-4.429706	0.683699	-4.426017	0.847443	-4.465983	0.886669
205.0477	8.294586	205.0258	9.482152	205.0393	0.51266	-5.445892	0.677916	-5.453536	0.835014	-5.463324	0.87698
206.0362	8.375595	206.0176	9.55509	206.0275	0.533128	-6.458405	0.672665	-6.48187	0.824946	-6.482352	0.869173
207.031	8.455626	207.0456	9.627561	207.0195	0.556158	-7.450396	0.668296	-7.510154	0.817288	-7.475671	0.863078
208.0233	8.530105	208.0345	9.692503	208.0226	0.579344	-8.461463	0.663437	-8.506281	0.808778	-8.46482	0.85556
209.0065	8.602888	209.0351	9.75436	209.0234	0.602738	-9.461048	0.658592	-9.507661	0.799577	-9.462212	0.848906
210.0098	8.676699	210.0369	9.817327	210.022	0.62936	-10.46916	0.655057	-10.48245	0.792893	-10.4597	0.84315
211.0055	8.744102	211.0065	9.873137	211.0051	0.653811	-11.4708	0.650162	-11.46281	0.784248	-11.48789	0.834848
211.9961	8.815938	212.0029	9.93374	212.0043	0.679485	-12.44752	0.645356	-12.467	0.775999	-12.49005	0.828629
213.0414	8.892078	213.0198	9.998312	213.0276	0.705206	-13.43695	0.640181	-13.47911	0.76826	-13.49654	0.822907
214.0396	8.963186	214.0236	10.05733	214.0132	0.7287	-14.44277	0.633303	-14.50068	0.757008	-14.48528	0.815066
215.0365	9.034566	215.0436	10.116262	215.0197	0.754515	-15.46588	0.627359	-15.5176	0.747144	-15.4821	0.809669
216.0444	9.102545	216.0474	10.171172	216.0268	0.779567	-16.50031	0.622008	-16.5217	0.737012	-16.49629	0.801754
217.016	9.161355	217.0483	10.218507	216.9965	0.80565	-17.51494	0.616755	-17.50911	0.728114	-17.50317	0.793543
218.0255	9.220201	218.0207	10.262673	218.0035	0.833258	-18.52712	0.612471	-18.50391	0.722832	-18.50945	0.785953
219.0223	9.277694	218.9954	10.303706	219.0033	0.860427	-19.52584	0.6075	-19.51261	0.716574	-19.49825	0.777917
220.0233	9.334221	220.0034	10.342777	220.0032	0.889948	-20.5054	0.602955	-20.50131	0.710027	-20.48875	0.770791
221.0164	9.387647	220.99	10.378597	221.0178	0.918616	-21.51511	0.597583	-21.50922	0.700989	-21.50741	0.763014
221.9968	9.437575	221.9932	10.413454	222.0074	0.946892	-22.50116	0.593019	-22.50809	0.689628	-22.51993	0.756593
223.0026	9.490493	223.0013	10.452127	223.0182	0.975843	-23.50143	0.588892	-23.50238	0.679522	-23.51423	0.749587
224.0198	9.540871	223.9993	10.488221	224.0139	1.003814	-24.51451	0.583117	-24.51265	0.668443	-24.5189	0.742543
225.0298	9.59236	224.9963	10.52506	225.0058	1.034205	-25.50859	0.578915	-25.50301	0.659631	-25.48466	0.737585
226.0495	9.645262	226.0197	10.563099	226.0197	1.067611	-26.50859	0.575029	-26.49453	0.651155	-26.47398	0.732116
227.0551	9.686089	227.0277	10.590384	226.9991	1.099092	-27.50957	0.569329	-27.47396	0.639814	-27.4883	0.725155
228.0276	9.722486	228.0067	10.610925	227.995	1.130034	-28.5122	0.565171	-28.47479	0.631715	-28.48355	0.718676
229.0125	9.757062	229.0235	10.629889	228.9846	1.159384	-29.4934	0.560253	-29.45865	0.622945	-29.49354	0.711159
229.9836	9.78647	230.0086	10.643364	229.972	1.187047	-30.48253	0.553764	-30.45433	0.613707	-30.48792	0.702066
230.9536	9.820211	230.9982	10.658411	230.9808	1.216308	-31.47024	0.548076	-31.46676	0.606348	-31.49736	0.695184
231.9474	9.854661	232.011	10.675508	231.9706	1.24875	-32.44576	0.542718	-32.48058	0.597639	-32.47956	0.688359
232.9566	9.886378	232.9956	10.688886	232.9621	1.282448	-33.44958	0.537919	-33.50195	0.586215	-33.47685	0.681396
233.9613	9.917216	233.9981	10.700294	233.9593	1.317094	-34.44677	0.532642	-34.50613	0.575882	-34.46967	0.677151
234.9689	9.942928	234.9968	10.708683	234.9631	1.351653	-35.45153	0.527627	-35.50873	0.565593	-35.47298	0.670538
235.9756	9.965885	235.9861	10.714971	235.9498	1.385398	-36.45119	0.521947	-36.50887	0.5556	-36.49628	0.663557
236.9886	9.986156	236.9799	10.719206	236.9646	1.4191	-37.44814	0.515541	-37.50809	0.549645	-37.50774	0.656409
237.9962	10.00164	237.9518	10.718408	237.9512	1.453241	-38.46269	0.509931	-38.50814	0.542641	-38.51619	0.645792
239.0116	10.02011	238.9735	10.71911	238.9579	1.4889	-39.46381	0.505075	-39.48699	0.535302	-39.49862	0.638363
240.0097	10.03351	239.9891	10.716288	239.9614	1.524227	-40.48724	0.499802	-40.51145	0.524609	-40.49083	0.628799
240.9821	10.04412	240.9931	10.710318	240.9639	1.559301	-41.49598	0.494752	-41.50562	0.513246	-41.49451	0.620116
241.9902	10.0564	242.0172	10.709551	241.9815	1.5951	-42.48086	0.490175	-42.51419	0.503092	-42.50121	0.613347
242.9821	10.06413	243.0152	10.703187	242.9706	1.628634	-43.48651	0.484885	-43.53313	0.490051	-43.5166	0.603632
243.9805	10.07288	244.024	10.696091	243.9665	1.664178	-44.47189	0.479795	-44.488	0.480407	-44.52235	0.596209
244.9778	10.08191	245.0307	10.688579	244.9542	1.700491	-45.45126	0.474936	-45.49473	0.471267	-45.5066	0.588183
245.9787	10.08453	246.0291	10.672794	245.9491	1.734138	-46.46589	0.468714	-46.48797	0.45934	-46.49155	0.578774
246.9937	10.0844	247.0092	10.657061	246.9276	1.771013	-47.44943	0.463566	-47.4603	0.451385	-47.47481	0.572456
247.9992	10.08165	247.9804	10.638252	247.9364	1.807253	-48.47429	0.458227	-48.45464	0.444218	-48.45319	0.56462
249.0054	10.07572	248.9558	10.617046	248.94	1.84435	-49.49501	0.452038	-49.43237	0.435648	-49.47519	0.556462
249.9986	10.07167	249.9581	10.597012	249.9239	1.883627	-50.47903	0.446176	-50.4207	0.428949	-50.4833	0.548301
250.9863	10.06576	250.9604	10.575541	250.9344	1.924475	-51.48429	0.43929	-51.43929	0.421173	-51.48227	0.538811
252.0176	10.06165	251.9842	10.556878	251.9497	1.964212	-52.45778	0.433107	-52.44317	0.410701	-52.49239	0.530924
253.0232	10.05636	252.9972	10.537008	252.9589	2.003218	-53.44453	0.426934	-53.46183	0.39826	-53.48314	0.521185
254.0379	10.04658	253.999	10.513658	253.9624	2.04004	-54.46517	0.421303	-54.46987	0.385913	-54.48275	0.513092
255.0493	10.03583	255.0098	10.489347	254.976	2.076104	-55.47451	0.416403	-55.47358	0.375848	-55.5058	0.505276
256.0314	10.01933	255.9837	10.458189	255.9578	2.112373	-56.47177	0.411276	-56.48489	0.365277	-56.50758	0.494288
257.0339	9.999746	256.9868	10.426127	256.9418	2.150713	-57.49272	0.405942	-57.50254	0.357696	-57.51908	0.486203
258.0315	9.982058	257.9969	10.3942	257.9577	2.191728	-58.47692	0.400269	-58.49885	0.349227	-58.50585	0.476364
259.0104	9.958401	258.9902	10.357943	258.9611	2.232357	-59.47461	0.393903	-59.50243	0.337668	-59.49588	0.464165
259.9972	9.93524	259.9977	10.323756	259.9554	2.271673	-60.49841	0.387317	-60.49641	0.326312	-60.50467	0.453726
261.0002	9.914365	261.0031	10.289954	260.9701	2.310718	-61.48614	0.382185	-61.49488	0.312613	-61.47927	0.442836
261.9871	9.890779	261.9915	10.254316	261.9535	2.347035	-62.49736	0.376468	-62.51719	0.302392	-62.50384	0.432486
262.9962	9.872123	262.9873	10.223684	262.9203	2.387378	-63.49294	0.370865	-63.51387	0.290517	-63.51171	0.423595
264.0084	9.85281	264.0112	10.192216	263.9323	2.427561	-64.46783	0.364718	-64.52732	0.280759	-64.50595	0.41499
265.0073	9.830481	265.0124	10.157337	264.9268	2.467853	-65.46938	0.358418	-65.53415	0.268725	-65.5155	0.40547
266.0191	9.805437	266.0251	10.122105	265.9411	2.510872	-66.4603	0.352197	-66.54256	0.254739	-66.50951	0.395678
267.0071	9.776312	267.0301	10.082412	266.9538	2.549145	-67.46303	0.34598	-67.55614	0.242626	-67.49071	0.38514
267.9864	9.747039	268.0114	10.042568	267.9554	2.590122	-68.49076	0.340277	-68.56549	0.230204	-68.48383	0.374725
268.9838	9.716438	268.9837	10.001945	268.9506	2.630589	-69.50499	0.333336	-69.56368	0.220165	-69.49353	0.363314
269.9668	9.685802	269.9786	9.960601	269.9286	2.671629	-70.51729	0.326723	-70.55209	0.20977	-70.49518	0.352358
270.9829	9.655261	270.9731	9.920004	270.9408	2.713946	-71.51511	0.32051	-71.54041	0.201435	-71.49564	0.344312
272.0015	9.621945	271.9702	9.877662	271.9279	2.755645	-72.49446	0.314041	-72.5385	0.188717	-72.50378	0.334502
273.0003	9.588923	272.9913	9.838294	272.9288	2.795957	-73.4985	0.308121	-73.51535	0.177907	-73.52057	0.322858
274.0264	9.557051	273.9947	9.799408	273.9484	2.836605	-74.4947	0.30328	-74.50342	0.166933	-74.52057	0.311078
275.015	9.520765	274.989	9.760027	274.9511	2.875079	-75.49079	0.297361	-75.49617	0.150748	-75.53465	0.293519
276.0163	9.486904	276.0051	9.720705	275.9385	2.915811	-76.49224	0.291208	-76.49752	0.139134	-76.50952	0.277453
277.0277	9.451015	277.0126	9.679765	276.9568	2.958781	-77.46894	0.284645	-77.49714	0.128211	-77.46643	0.263057
278.0056	9.413005	278.0113	9.634538	277.9639	2.997289	-78.44936	0.277067	-78.50522	0.111782	-78.4488	0.246359
279.0119	9.376898	279.0163	9.590852	278.9401	3.03655	-79.44568	0.270532	-79.5066	0.098464	-79.44556	0.231782
280.0173	9.34069	280.0076	9.549281	279.9706	3.073459	-80.44777	0.264086	-80.48292	0.082583	-80.46017	0.214426
281.0081	9.303676	281.003	9.504648	280.955	3.10999	-81.46333	0.25745	-81.49616	0.063508	-81.48164	0.196323
281.9915	9.267451	281.9786	9.46209	281.95	3.150598	-82.48207	0.250593	-82.48473	0.049261	-82.50769	0.180589
282.9848	9.234373	282.9769	9.419888	282.9792	3.190592	-83.48193	0.243418	-83.47701	0.035137	-83.49358	0.164362
283.9903	9.195413	283.973	9.375455	283.9729	3.231368	-84.4831	0.236524	-84.47017	0.020757	-84.50581	0.150015
284.9827	9.159441	284.9759	9.33387	284.9631	3.269044	-85.48689	0.230128	-85.46711	0.005433	-85.5047	0.135678
285.9911	9.119774	285.9859	9.29299	285.952	3.304768	-86.48576	0.222703	-86.46245	-0.011622	-86.50849	0.120489
286.9815	9.08099	286.9732	9.250888	286.9332	3.341727	-87.48306	0.216368	-87.48527	-0.027604	-87.49693	0.105345
287.9574	9.043371	287.9615	9.208138	287.9223	3.379152	-88.48132	0.209031	-88.48777	-0.047399	-88.47195	0.088044
288.9495	9.005527	288.9308	9.16524	288.9232	3.418433	-89.4889	0.201539	-89.48104	-0.065474	-89.46444	0.069631
289.9702	8.971091	289.9279	9.124246	289.9521	3.458048	-90.47281	0.195188	-90.48089	-0.082401	-90.44365	0.052826
290.9731	8.932663	290.9415	9.080987	290.9716	3.49592	-91.47678	0.187681	-91.46941	-0.104598	-91.45068	0.031784
291.9966	8.89389	291.9626	9.041519	291.9701	3.532805	-92.4726	0.180609	-92.46235	-0.122443	-92.47894	0.011967
293.0178	8.854005	292.9872	9.001639	292.9752	3.569189	-93.45033	0.173676	-93.46739	-0.139941	-93.46973	-0.007935
294.0063	8.812319	293.9908	8.958987	293.9615	3.604222	-94.46231	0.166427	-94.48158	-0.160822	-94.48024	-0.03285
295.0073	8.770075	294.9802	8.918029	294.9451	3.639381	-95.46049	0.159192	-95.47778	-0.179795	-95.47691	-0.05353
295.992	8.732074	295.9831	8.875212	295.965	3.673078	-96.45956	0.152491	-96.47949	-0.20023	-96.46254	-0.075429
296.9886	8.694514	296.9745	8.833105	296.9706	3.705655	-97.46365	0.145007	-97.46409	-0.224304	-97.4662	-0.099359
297.9926	8.655056	297.9571	8.791399	297.9515	3.739401	-98.46368	0.137675	-98.44028	-0.248252	-98.46269	-0.121037
298.9963	8.616974	298.9722	8.750793	298.956	3.772666	-99.46488	0.129575	-99.41699	-0.273082	-99.47946	-0.14499
299.9866	8.578627	299.9541	8.710984	299.9454	3.808134	-100.4603	0.121444	-100.4229	-0.298577	-100.4507	-0.170406
300.9956	8.538617	300.9613	8.671893	300.9353	3.84254	-101.4422	0.114538	-101.4144	-0.323668	-101.4406	-0.194089
301.9977	8.501907	301.9767	8.633903	301.9601	3.874758	-102.4218	0.107458	-102.411	-0.34749	-102.4267	-0.218275
303.0207	8.468874	302.988	8.598858	302.9778	3.907365	-103.4125	0.100246	-103.4105	-0.370225	-103.3959	-0.241918
304.0543	8.431151	304.0213	8.562042	303.982	3.936156	-104.4139	0.091757	-104.4072	-0.397167	-104.4202	-0.268492
305.0493	8.394165	305.0368	8.524194	305.0043	3.96305	-105.4336	0.082985	-105.4145	-0.425643	-105.4236	-0.294546
306.0821	8.358545	306.0629	8.487583	306.0131	3.99244	-106.4328	0.07381	-106.4244	-0.452941	-106.4206	-0.321413
307.0681	8.317814	307.0548	8.446535	307.0029	4.019926	-107.4349	0.06428	-107.4491	-0.486799	-107.4268	-0.352778
308.0329	8.278822	308.0369	8.406264	308.0124	4.048177	-108.4391	0.055659	-108.4772	-0.518836	-108.4417	-0.380315
309.0486	8.241973	309.0142	8.367908	309.0107	4.078116	-109.4294	0.046518	-109.4765	-0.548452	-109.4408	-0.410783
310.0124	8.200504	309.9854	8.329103	310.0021	4.103731	-110.4421	0.037228	-110.4826	-0.584013	-110.4665	-0.446231
311.0223	8.162755	310.9896	8.292423	310.9852	4.129985	-111.4482	0.028864	-111.4795	-0.615646	-111.503	-0.480291
312.0254	8.127748	311.9779	8.257873	311.9735	4.15455	-112.4479	0.020023	-112.4511	-0.644842	-112.4865	-0.516772
313.0219	8.092508	312.9886	8.224671	312.9764	4.178534	-113.449	0.011338	-113.4746	-0.678458	-113.5011	-0.554964
314.0193	8.061211	314.0054	8.190604	313.9545	4.203277	-114.4528	0.002968	-114.488	-0.710119	-114.4885	-0.589546
315.0247	8.028302	314.9894	8.157339	314.9549	4.225985	-115.4409	-0.005533	-115.4727	-0.744895	-115.4649	-0.623568
316.0562	7.996201	316.0058	8.124553	315.9482	4.2493	-116.4309	-0.014242	-116.4795	-0.78447	-116.4608	-0.65867
317.0284	7.960037	317.0276	8.089443	316.9196	4.269141	-117.441	-0.024108	-117.4647	-0.825481	-117.4654	-0.696237
318.027	7.923668	318.0136	8.056551	317.9369	4.288128	-118.4696	-0.033949	-118.4527	-0.871431	-118.4782	-0.736513
319.0114	7.889421	319.0202	8.022845	318.938	4.307105	-119.4933	-0.044391	-119.4798	-0.913677	-119.4871	-0.776467
319.9898	7.85207	320.0159	7.987974	319.9379	4.325454	-120.5061	-0.054009	-120.4855	-0.957935	-120.5067	-0.822415
320.986	7.816369	320.9849	7.954405	320.96	4.345399	-121.4997	-0.062578	-121.4873	-1.000205	-121.5081	-0.865098
321.9913	7.782984	321.9781	7.921511	321.9667	4.365727	-122.4742	-0.071546	-122.482	-1.03608	-122.4854	-0.904288
322.9742	7.748205	322.9745	7.888431	322.9806	4.384399	-123.4628	-0.081433	-123.4811	-1.080493	-123.4678	-0.952357
323.971	7.715888	323.972	7.859852	323.9975	4.401639	-124.4636	-0.092742	-124.4941	-1.123913	-124.4655	-0.99408
324.9885	7.685937	324.9724	7.832274	324.9845	4.418134	-125.4742	-0.105156	-125.4962	-1.168936	-125.4634	-1.035851
325.9868	7.653597	325.9762	7.804468	325.9412	4.433406	-126.4844	-0.11766	-126.4959	-1.219302	-126.4816	-1.083933
327.0199	7.623221	326.9916	7.776315	326.93	4.447586	-127.4778	-0.128978	-127.4749	-1.267325	-127.4996	-1.127694
328.0209	7.589919	327.9975	7.744393	327.9236	4.460783	-128.4754	-0.140472	-128.4574	-1.316677	-128.4946	-1.173424
329.0354	7.556517	329.0106	7.712816	328.9326	4.471796	-129.4603	-0.151526	-129.4378	-1.368895	-129.4767	-1.225888
330.0499	7.526353	330.0075	7.682683	329.9501	4.48273	-130.4296	-0.162754	-130.4362	-1.421268	-130.4565	-1.27881
331.0445	7.496166	330.9924	7.653473	330.9536	4.49506	-131.4281	-0.174206	-131.4476	-1.476901	-131.4358	-1.334186
332.0421	7.46724	331.9766	7.624195	331.9568	4.505664	-132.4316	-0.185386	-132.4535	-1.532175	-132.4413	-1.389425
333.0196	7.438546	332.9518	7.594138	332.9408	4.514437	-133.4382	-0.196494	-133.4624	-1.587716	-133.458	-1.445381
333.9921	7.405838	333.9474	7.565036	333.9537	4.523334	-134.4645	-0.20776	-134.4544	-1.646515	-134.4646	-1.500237
335.0034	7.374907	334.9497	7.538612	334.9726	4.529312	-135.4622	-0.218685	-135.4321	-1.702983	-135.4727	-1.551281
336.0097	7.344584	335.9558	7.512256	335.965	4.535394	-136.4542	-0.229577	-136.4115	-1.765238	-136.462	-1.608345
337.0121	7.315476	336.9528	7.485435	336.9594	4.542546	-137.4544	-0.241353	-137.4259	-1.828644	-137.4623	-1.664621
338.0207	7.287218	337.9624	7.458259	337.9432	4.5515	-138.4548	-0.25317	-138.4309	-1.890301	-138.4478	-1.719668
338.9886	7.256766	338.9493	7.429637	338.9281	4.558024	-139.4693	-0.265547	-139.4495	-1.958343	-139.4353	-1.784605
339.9873	7.229424	339.9445	7.403642	339.9007	4.56397	-140.4558	-0.277842	-140.4643	-2.021365	-140.4561	-1.850264
340.9845	7.201283	340.9709	7.38043	340.9274	4.569424	-141.4535	-0.2906	-141.4344	-2.08233	-141.4386	-1.913297
341.9796	7.17531	341.9601	7.354865	341.9419	4.567882	-142.4388	-0.304211	-142.4515	-2.150732	-142.4678	-1.984588
342.9841	7.150112	342.9637	7.331718	342.946	4.568341	-143.4444	-0.319275	-143.4547	-2.214075	-143.4957	-2.053606
343.9872	7.124066	343.9703	7.307506	343.9877	4.568119	-144.4714	-0.334322	-144.4659	-2.28209	-144.4863	-2.118813
344.9888	7.097641	344.9512	7.281061	344.9703	4.565616	-145.4637	-0.349721	-145.4787	-2.355202	-145.4903	-2.18557
345.9797	7.070198	345.952	7.256765	345.9745	4.56437	-146.4761	-0.364813	-146.4655	-2.421417	-146.4912	-2.248143
346.9886	7.042973	346.9539	7.231824	346.9538	4.562321	-147.4618	-0.379595	-147.4597	-2.494038	-147.4681	-2.312232
347.9601	7.014017	347.9626	7.209414	347.9586	4.559527	-148.4476	-0.395049	-148.4377	-2.567222	-148.4501	-2.378814
348.9526	6.986205	348.9839	7.187122	348.9644	4.556841	-149.4622	-0.410275	-149.4262	-2.640132	-149.4495	-2.4524
349.9846	6.959486	350.0084	7.164385	349.96	4.554951	-150.4579	-0.425087	-150.433	-2.716516	-150.4265	-2.530756
350.9847	6.933988	351.0015	7.142181	350.9832	4.552205	-151.4538	-0.439912	-151.4297	-2.788214	-151.4496	-2.604931
352.0078	6.910116	352.0001	7.117968	351.972	4.548303	-152.4486	-0.455174	-152.4321	-2.863026	-152.457	-2.68286
353.0269	6.888779	352.9896	7.094034	352.9845	4.543845	-153.4271	-0.47	-153.4417	-2.936561	-153.4474	-2.757933
354.0198	6.868532	353.9964	7.07422	354.0104	4.538974	-154.4026	-0.485262	-154.414	-3.006556	-154.4529	-2.824448
355.0249	6.844885	355.0214	7.053102	355.0067	4.531099	-155.4194	-0.500952	-155.3997	-3.090468	-155.4354	-2.900355
356.0368	6.822444	356.0287	7.032132	355.9938	4.523088	-156.4363	-0.517132	-156.3856	-3.172407	-156.4448	-2.976986
357.0392	6.797783	357.0323	7.011212	356.9796	4.515561	-157.4455	-0.533246	-157.4012	-3.25557	-157.4575	-3.052229
358.0204	6.769396	358.0122	6.986598	357.9477	4.505569	-158.4716	-0.549118	-158.43	-3.349626	-158.462	-3.13587
359.0113	6.745008	359.0034	6.964167	358.9359	4.497005	-159.4623	-0.565838	-159.4566	-3.430755	-159.4623	-3.21416
359.994	6.720702	360.0054	6.942823	359.9383	4.489903	-160.4574	-0.58318	-160.4653	-3.509758	-160.4436	-3.292711
360.9927	6.695913	361.0136	6.923259	360.9314	4.481142	-161.4519	-0.60172	-161.4645	-3.59388	-161.4253	-3.374359
361.9913	6.675044	362.007	6.905007	361.9275	4.472014	-162.4644	-0.621218	-162.4698	-3.670523	-162.4196	-3.45236
362.9967	6.653221	362.9728	6.884322	362.9401	4.463738	-163.4745	-0.640169	-163.459	-3.749187	-163.4176	-3.532554
364.0035	6.632006	363.9421	6.864164	363.9442	4.452967	-164.4749	-0.658138	-164.463	-3.828618	-164.4258	-3.605641
364.993	6.611693	364.9224	6.843824	364.9479	4.441271	-165.4791	-0.675825	-165.4692	-3.905744	-165.4546	-3.676194
366.0135	6.59007	365.9259	6.824847	365.9482	4.428604	-166.4623	-0.693359	-166.4341	-3.982846	-166.4547	-3.748791
367.0305	6.569627	366.979	6.809015	366.9432	4.416024	-167.428	-0.710505	-167.4163	-4.061907	-167.4551	-3.819939
368.0339	6.549562	367.9934	6.791592	367.9606	4.402321	-168.4213	-0.729039	-168.4503	-4.148088	-168.4315	-3.900904
369.0358	6.529622	369.0065	6.773906	368.9476	4.389253	-169.4341	-0.748162	-169.4426	-4.234342	-169.4186	-3.985207
370.0287	6.510766	370.0133	6.755151	369.9499	4.378874	-170.4358	-0.767047	-170.4713	-4.315685	-170.4204	-4.067075
371.0016	6.488948	370.9844	6.734541	370.9585	4.366795	-171.4846	-0.786432	-171.4831	-4.402922	-171.4193	-4.154331
371.9748	6.466252	371.9774	6.715939	371.9322	4.356395	-172.488	-0.804184	-172.4703	-4.481788	-172.4409	-4.232874
372.9821	6.445847	372.9672	6.697584	372.9563	4.346158	-173.4822	-0.822268	-173.4593	-4.550704	-173.4346	-4.306287
373.9683	6.425416	373.9501	6.6793	373.978	4.332272	-174.4806	-0.842049	-174.4566	-4.631603	-174.4388	-4.384326
374.9719	6.407826	374.95	6.662086	374.9798	4.318203	-175.4473	-0.861391	-175.4582	-4.705454	-175.4404	-4.452253
375.9998	6.390498	375.9382	6.643661	375.9882	4.304406	-176.4496	-0.88047	-176.4444	-4.77959	-176.4391	-4.523259
376.9949	6.371431	376.952	6.627569	376.9759	4.288305	-177.454	-0.898316	-177.4209	-4.860699	-177.4503	-4.597692
378.017	6.351783	377.9698	6.612307	377.9583	4.273493	-178.4385	-0.914691	-178.4008	-4.935178	-178.4503	-4.663745
379.0185	6.332167	378.986	6.598161	378.9431	4.258278	-179.4312	-0.929195	-179.3999	-5.006654	-179.4273	-4.733346
380.0163	6.31599	380.0063	6.585618	379.9598	4.243306	-180.432	-0.944055	-180.3816	-5.077942	-180.415	-4.806185
381.0021	6.299314	381.0089	6.569675	380.9727	4.228854	-181.407	-0.961294	-181.4104	-5.152864	-181.4041	-4.880433
381.9876	6.283762	382.0143	6.553802	381.956	4.214033	-182.4117	-0.984829	-182.4243	-5.227464	-182.3918	-4.957031
382.9749	6.266437	383.0023	6.536569	382.9848	4.200111	-183.4098	-1.012892	-183.4194	-5.294461	-183.4132	-5.030773
383.9708	6.245657	383.9899	6.519879	383.9698	4.183116	-184.415	-1.044501	-184.4275	-5.364645	-184.4151	-5.103081
384.9816	6.226335	384.9499	6.506351	384.9478	4.166948	-185.4257	-1.07595	-185.427	-5.430344	-185.429	-5.16422
386.0077	6.208992	385.9573	6.492212	385.9637	4.151403	-186.4292	-1.100702	-186.4288	-5.485781	-186.4259	-5.219784
387.0337	6.19155	386.947	6.478415	386.9349	4.135398	-187.4379	-1.124582	-187.4357	-5.556433	-187.412	-5.284262
388.0301	6.174839	387.977	6.465549	387.9127	4.122048	-188.424	-1.146039	-188.4461	-5.623625	-188.4151	-5.343072
389.0187	6.158331	388.9975	6.452644	388.9297	4.10954	-189.4231	-1.166816	-189.4424	-5.683808	-189.399	-5.406119
389.9861	6.139782	389.9748	6.439524	389.9333	4.094589	-190.3989	-1.189291	-190.4429	-5.751116	-190.4045	-5.473748
390.9501	6.125034	390.9849	6.427583	390.9421	4.078588	-191.4062	-1.211025	-191.448	-5.806269	-191.4268	-5.529286
391.9482	6.111024	391.95	6.415691	391.9679	4.061091	-192.3823	-1.232539	-192.4298	-5.85366	-192.4237	-5.578397
392.9622	6.095191	392.9701	6.403512	392.9789	4.043317	-193.3874	-1.254476	-193.4163	-5.903631	-193.4075	-5.630963
393.9771	6.080018	393.9904	6.390288	393.9863	4.026707	-194.412	-1.274978	-194.4036	-5.950125	-194.3958	-5.677751
395.0117	6.063766	394.9797	6.376803	394.995	4.009709	-195.3973	-1.294452	-195.399	-6.000342	-195.3923	-5.722718
396.0286	6.047164	395.9917	6.361989	395.9882	3.992831	-196.4156	-1.313811	-196.3885	-6.049293	-196.3942	-5.768515
397.0297	6.031583	396.979	6.347752	396.9764	3.975986	-197.4122	-1.333508	-197.3667	-6.0977	-197.4195	-5.807941
398.0328	6.016417	397.9842	6.337116	397.9678	3.959671	-198.4008	-1.355309	-198.37	-6.146825	-198.4394	-5.846195
399.0424	6.002525	399.0202	6.327477	398.9484	3.944432	-199.3928	-1.376107	-199.3556	-6.185197	-199.4266	-5.878741
400.0276	5.987182	400.0345	6.317482	399.942	3.930029	-200.3878	-1.395787	-200.3812	-6.228181	-200.4255	-5.915858
401.0298	5.973848	401.0527	6.307595	400.9396	3.914728	-201.3681	-1.414562	-201.4023	-6.267033	-201.4258	-5.947433
402.0379	5.961955	402.0557	6.296403	401.9571	3.900205	-202.3599	-1.433992	-202.3837	-6.293593	-202.4125	-5.974036
403.028	5.947241	403.0333	6.28364	402.965	3.883825	-203.3634	-1.457098	-203.3914	-6.324922	-203.4112	-6.011073
404.0493	5.935634	404.0353	6.27501	403.9897	3.86652	-204.3603	-1.482353	-204.3685	-6.348916	-204.3989	-6.036389
405.0623	5.923629	405.0462	6.266664	405.0182	3.850596	-205.3745	-1.507966	-205.3439	-6.36799	-205.3785	-6.058908
406.0594	5.908645	406.0419	6.256555	406.0098	3.8339	-206.3642	-1.533456	-206.3349	-6.400323	-206.3658	-6.091851
407.065	5.895126	407.0528	6.247874	407.0029	3.819327	-207.3617	-1.557495	-207.327	-6.429264	-207.3585	-6.118859
408.0562	5.880147	408.0394	6.236653	407.9858	3.804211	-208.3606	-1.582087	-208.3389	-6.460948	-208.3718	-6.14739
409.038	5.863688	409.0065	6.224525	408.9487	3.788533	-209.3394	-1.606508	-209.3566	-6.494724	-209.386	-6.179982
410.0218	5.849244	409.9811	6.215367	409.9501	3.774025	-210.3522	-1.626643	-210.3829	-6.516727	-210.3976	-6.199437
