Tension	Intensidad	Tension	Intensidad	Tension	Intensidad	Tension	Intensidad	Tension	Intensidad	Tension	Intensidad
mv	uA	mV	uA	mV	uA	mV	uA	mv	uA	mV	uA
Au Control CNEA Calcinado SOlucion Fe 1mM	Au Control CNEA Calcinado SOlucion Fe 1mM	Au Control INTI As Sputter Fe 1mM	Au Control INTI As Sputter Fe 1mM	Au Control INTI Calcinado Fe 1mM	Au Control INTI Calcinado Fe 1mM	Au Control INTI Calcinado Ru 1mM	Au Control INTI Calcinado Ru 1mM	Au Control CNEA Calcinado Ru amino 1mM	Au Control CNEA Calcinado Ru amino 1mM	Au Control INTI As Sputter Ru 1mM	Au Control INTI As Sputter Ru 1mM
411.0143	5.835099	410.9886	6.205633	410.9566	3.760041	-211.3619	-1.646247	-211.395	-6.538668	-211.3968	-6.21422
411.9939	5.823296	412.0086	6.196483	411.9658	3.745757	-212.3692	-1.66322	-212.4017	-6.550951	-212.3815	-6.227636
413.0002	5.81077	413.0178	6.185885	412.9722	3.730593	-213.3834	-1.677425	-213.4116	-6.562636	-213.3853	-6.240525
414.0032	5.799418	414.0244	6.175199	413.9534	3.715273	-214.3834	-1.695502	-214.4214	-6.576974	-214.4018	-6.255172
415.0097	5.788784	415.0172	6.165302	414.9614	3.697703	-215.3744	-1.717518	-215.4169	-6.582807	-215.3974	-6.268828
416.0244	5.775618	415.9825	6.155943	415.9391	3.68187	-216.3807	-1.74307	-216.4051	-6.595883	-216.4185	-6.281186
417.0237	5.765494	416.9674	6.15136	416.9413	3.666847	-217.381	-1.770732	-217.4058	-6.599293	-217.3978	-6.288167
418.0377	5.756334	417.9774	6.144946	417.9642	3.651428	-218.3861	-1.797674	-218.3824	-6.59889	-218.3606	-6.289259
419.0179	5.745498	418.9786	6.138236	418.9588	3.637166	-219.3898	-1.820583	-219.3789	-6.608549	-219.3764	-6.293652
420.023	5.734503	419.9997	6.130615	419.9673	3.624194	-220.3729	-1.841624	-220.3935	-6.611658	-220.3717	-6.294603
421.0117	5.722318	421.0117	6.121196	420.947	3.611378	-221.3751	-1.862412	-221.4007	-6.617728	-221.3832	-6.294575
421.9997	5.706999	422.0135	6.113327	421.9306	3.596827	-222.3947	-1.882847	-222.4129	-6.62582	-222.3983	-6.30037
423.0038	5.693694	423.0081	6.104296	422.9273	3.584257	-223.4	-1.902975	-223.4331	-6.620159	-223.4143	-6.29764
424.007	5.681918	424.0011	6.096855	423.9259	3.568246	-224.4105	-1.923659	-224.4118	-6.613389	-224.4217	-6.29457
425.0061	5.671216	424.9956	6.089539	424.9565	3.55445	-225.3981	-1.944352	-225.4121	-6.612693	-225.4138	-6.295025
426.015	5.661529	425.9799	6.082561	425.9705	3.540954	-226.3775	-1.964395	-226.407	-6.602474	-226.431	-6.290397
427.0109	5.651245	426.9614	6.078076	426.9745	3.524827	-227.3899	-1.984027	-227.3994	-6.599637	-227.4198	-6.287581
427.9911	5.641018	427.9664	6.074081	427.9848	3.511142	-228.3858	-2.002511	-228.4382	-6.595097	-228.3972	-6.282614
428.9878	5.630466	428.9755	6.069823	428.9718	3.496912	-229.3699	-2.018295	-229.4298	-6.583762	-229.3954	-6.271987
429.978	5.622152	429.9847	6.065724	429.9572	3.484401	-230.3815	-2.036135	-230.4409	-6.575193	-230.3927	-6.259739
430.9831	5.615188	431.0131	6.06106	430.9619	3.472811	-231.3647	-2.055753	-231.4274	-6.559362	-231.3886	-6.245665
431.9893	5.6051	432.0191	6.052797	431.9632	3.459377	-232.3682	-2.074632	-232.3956	-6.547734	-232.3919	-6.237407
432.9933	5.59274	433.0277	6.04438	432.962	3.445354	-233.3967	-2.094347	-233.3848	-6.53503	-233.3855	-6.231456
433.9831	5.580893	434.0334	6.037127	433.971	3.430887	-234.3835	-2.113506	-234.3896	-6.520515	-234.389	-6.221842
434.9574	5.567465	435.0099	6.029726	434.9612	3.416679	-235.3789	-2.133431	-235.3879	-6.512468	-235.3923	-6.219495
435.9524	5.557477	435.9757	6.02583	435.9563	3.404386	-236.3871	-2.154582	-236.3857	-6.498323	-236.399	-6.209009
436.9656	5.552254	436.9649	6.02292	436.9618	3.392348	-237.3723	-2.17666	-237.3785	-6.483627	-237.3985	-6.192797
437.9561	5.540033	437.9498	6.019487	437.9431	3.380954	-238.3969	-2.197557	-238.375	-6.47729	-238.3843	-6.184002
438.9853	5.531048	438.9646	6.016765	438.9468	3.368479	-239.399	-2.216201	-239.3973	-6.464245	-239.3697	-6.164841
439.9828	5.521091	439.9806	6.013009	439.9213	3.354821	-240.3923	-2.232998	-240.4126	-6.451289	-240.3695	-6.148089
440.9527	5.50793	440.9638	6.009884	440.9088	3.340716	-241.3958	-2.249006	-241.435	-6.43693	-241.3789	-6.134584
441.9575	5.500937	441.9622	6.007472	441.9064	3.327035	-242.368	-2.266622	-242.4202	-6.413957	-242.3804	-6.118675
442.9417	5.492723	442.965	6.005155	442.8924	3.315182	-243.3654	-2.285447	-243.3949	-6.392858	-243.3709	-6.103926
443.9571	5.485464	443.9517	6.003066	443.9148	3.304358	-244.3636	-2.306974	-244.3792	-6.374765	-244.3551	-6.089729
444.9705	5.478887	444.9504	6.000029	444.9252	3.294323	-245.375	-2.330241	-245.3699	-6.361319	-245.3549	-6.078829
445.9728	5.470246	445.9409	5.996593	445.9149	3.282907	-246.3894	-2.352015	-246.3719	-6.350355	-246.3747	-6.06683
446.9848	5.462093	446.9158	5.993629	446.9147	3.270847	-247.3599	-2.37266	-247.3852	-6.337257	-247.3979	-6.051317
447.9646	5.45326	447.9299	5.991421	447.9241	3.258475	-248.3501	-2.39064	-248.3893	-6.324489	-248.3986	-6.037722
448.9655	5.445369	448.9565	5.989932	448.9205	3.244455	-249.3401	-2.407602	-249.3962	-6.307703	-249.4006	-6.018903
449.981	5.438853	449.9756	5.989427	449.9421	3.233138	-250.3416	-2.423671	-250.3887	-6.286502	-250.369	-5.994652
450.9697	5.429652	450.9917	5.987064	450.9381	3.222293	-251.3896	-2.439188	-251.3762	-6.272069	-251.3534	-5.981221
451.9832	5.419055	451.9872	5.984185	451.9279	3.211275	-252.4038	-2.454747	-252.3936	-6.253309	-252.3614	-5.96385
452.9773	5.40838	452.9815	5.982522	452.9284	3.202054	-253.4149	-2.471212	-253.3882	-6.231251	-253.3467	-5.946844
453.9811	5.396567	453.9641	5.982306	453.9244	3.189208	-254.4129	-2.489474	-254.3797	-6.21599	-254.3431	-5.937342
454.9873	5.390177	454.9542	5.984426	454.9359	3.177308	-255.3962	-2.509418	-255.3664	-6.194366	-255.3435	-5.920621
455.978	5.385574	455.9783	5.98604	455.9325	3.165384	-256.3729	-2.53084	-256.313	-6.174402	-256.349	-5.902629
457.0029	5.379025	456.9869	5.985931	456.9391	3.152661	-257.3763	-2.553226	-257.3053	-6.160427	-257.3619	-5.885796
458.0004	5.372089	458.0124	5.984481	457.9688	3.141824	-258.3483	-2.574395	-258.3242	-6.146744	-258.3748	-5.86952
459.0104	5.360742	459.0253	5.981683	458.9709	3.130196	-259.3421	-2.594472	-259.3368	-6.133044	-259.3629	-5.85391
460.0311	5.349836	460.0121	5.98141	459.9608	3.118845	-260.3552	-2.614043	-260.3774	-6.117939	-260.3542	-5.841116
461.0358	5.34121	460.984	5.983034	460.9418	3.108573	-261.3618	-2.632886	-261.4002	-6.101181	-261.3522	-5.830427
462.0196	5.333341	461.9667	5.984738	461.894	3.098707	-262.3742	-2.651625	-262.3951	-6.082296	-262.3397	-5.817838
463.0172	5.326518	462.9602	5.987076	462.888	3.091702	-263.3713	-2.669953	-263.3948	-6.062542	-263.3533	-5.803171
463.993	5.318237	463.946	5.987751	463.9019	3.081839	-264.3961	-2.689372	-264.3787	-6.048188	-264.3558	-5.791776
464.9774	5.309601	464.9408	5.987944	464.8968	3.071014	-265.3859	-2.707989	-265.3651	-6.033718	-265.3653	-5.779156
465.9775	5.302428	465.9535	5.991108	465.9186	3.060081	-266.394	-2.726187	-266.3664	-6.016039	-266.377	-5.763244
466.9691	5.294303	466.9559	5.994989	466.9164	3.046088	-267.4079	-2.744469	-267.3709	-6.004046	-267.3803	-5.75142
467.9861	5.288713	467.9816	5.999255	467.9008	3.036316	-268.3745	-2.76144	-268.3842	-5.988768	-268.388	-5.735985
468.9938	5.282245	468.9965	6.004586	468.9236	3.028555	-269.3508	-2.778033	-269.3613	-5.970982	-269.3736	-5.717633
470.0134	5.272223	470.0001	6.006307	469.9339	3.018365	-270.3668	-2.795998	-270.3561	-5.960066	-270.3861	-5.704836
471.005	5.263309	470.9879	6.008756	470.9467	3.008355	-271.3557	-2.81427	-271.3519	-5.944461	-271.3824	-5.689618
471.9945	5.252645	471.9726	6.012219	471.9622	2.997352	-272.3955	-2.832498	-272.3505	-5.928838	-272.3781	-5.674942
472.9589	5.242664	472.979	6.013773	472.9449	2.984687	-273.421	-2.851512	-273.3882	-5.917443	-273.3933	-5.664176
473.943	5.235235	473.9611	6.017114	473.9291	2.975263	-274.3997	-2.869502	-274.4028	-5.900753	-274.3679	-5.650224
474.9279	5.227671	474.9704	6.022096	474.9052	2.96823	-275.4387	-2.887326	-275.4093	-5.884343	-275.3681	-5.636694
475.9209	5.220746	475.9568	6.028235	475.9109	2.961309	-276.4205	-2.905967	-276.4261	-5.866155	-276.3669	-5.621959
476.9251	5.214274	476.9568	6.033391	476.913	2.953878	-277.4265	-2.924943	-277.4262	-5.84902	-277.3793	-5.608252
477.9136	5.207874	477.9302	6.03825	477.8917	2.945019	-278.4445	-2.943554	-278.4062	-5.833129	-278.4026	-5.596891
478.9343	5.201254	478.9187	6.044998	478.9163	2.934839	-279.4007	-2.961345	-279.3921	-5.816022	-279.3935	-5.582859
479.9329	5.193284	479.9179	6.047605	479.9049	2.92361	-280.3848	-2.978311	-280.3714	-5.804523	-280.3849	-5.57215
480.9404	5.18682	480.8996	6.05285	480.9211	2.913839	-281.3748	-2.994774	-281.369	-5.789616	-281.3743	-5.559099
481.9749	5.179741	481.9276	6.059446	481.9533	2.906053	-282.3514	-3.011	-282.3586	-5.773917	-282.3462	-5.544758
482.9842	5.169608	482.9359	6.060673	482.9319	2.896624	-283.344	-3.029743	-283.368	-5.764977	-283.3485	-5.535678
484.0014	5.159869	483.9345	6.064998	483.9195	2.888635	-284.3449	-3.049605	-284.3902	-5.752485	-284.343	-5.526642
485.0015	5.1491	484.9314	6.068563	484.8941	2.882047	-285.3588	-3.069859	-285.3619	-5.739248	-285.2986	-5.516877
485.9697	5.13829	485.9174	6.069531	485.8719	2.871871	-286.3724	-3.091146	-286.3857	-5.728106	-286.3196	-5.509157
486.9641	5.131648	486.9117	6.07162	486.8639	2.863407	-287.3764	-3.110315	-287.3815	-5.712035	-287.3279	-5.497035
487.9638	5.126222	487.8951	6.071633	487.8736	2.856277	-288.3773	-3.129736	-288.3583	-5.69676	-288.3262	-5.48412
488.9689	5.119184	488.8871	6.072048	488.8945	2.84614	-289.3589	-3.147719	-289.3557	-5.684297	-289.3627	-5.472157
489.9761	5.112417	489.8987	6.07345	489.8933	2.839057	-290.3629	-3.163414	-290.3584	-5.672453	-290.351	-5.458907
490.9654	5.103785	490.8892	6.069936	490.8976	2.831839	-291.3879	-3.179875	-291.3658	-5.661841	-291.3509	-5.448533
491.9575	5.095788	491.9053	6.06431	491.8966	2.824409	-292.4002	-3.19711	-292.3708	-5.649842	-292.3541	-5.436683
492.9507	5.08922	492.9134	6.055897	492.8874	2.818212	-293.4062	-3.217386	-293.3824	-5.637222	-293.3389	-5.425102
493.9443	5.082148	493.9088	6.043983	493.8962	2.81071	-294.3845	-3.240016	-294.3724	-5.622913	-294.3229	-5.413723
494.9534	5.075167	494.9289	6.036885	494.9197	2.805106	-295.3693	-3.262086	-295.3561	-5.605828	-295.3138	-5.399839
495.9617	5.065047	495.9371	6.025512	495.926	2.796727	-296.3448	-3.282691	-296.3604	-5.591932	-296.3239	-5.389533
496.9724	5.054464	496.9404	6.010936	496.9163	2.788411	-297.3442	-3.301582	-297.3649	-5.578177	-297.3477	-5.380134
497.9817	5.045016	497.9594	5.994192	497.9242	2.781334	-298.3529	-3.319826	-298.3539	-5.564012	-298.3787	-5.369335
498.9743	5.036475	498.9363	5.971081	498.9257	2.771015	-299.3569	-3.338561	-299.3561	-5.554217	-299.3734	-5.362487
499.9687	5.029262	499.9343	5.949577	499.9116	2.764886	-300.3608	-3.357881	-300.332	-5.542902	-300.3712	-5.35139
500.9626	5.02214	500.9485	5.92858	500.9286	2.759652	-301.3447	-3.376883	-301.3201	-5.529687	-301.3412	-5.338645
501.9594	5.014238	501.9232	5.904449	501.908	2.752129	-302.352	-3.39607	-302.3477	-5.521207	-302.3241	-5.329715
502.9456	5.004488	502.9489	5.881024	502.9135	2.746124	-303.3435	-3.415026	-303.3479	-5.508786	-303.3118	-5.317265
503.9566	4.996974	503.9739	5.855694	503.9272	2.73725	-304.3472	-3.432969	-304.3471	-5.495163	-304.3126	-5.308254
504.9367	4.989814	504.9761	5.826923	504.9186	2.728481	-305.3602	-3.449959	-305.3555	-5.483353	-305.3159	-5.300832
505.9559	4.983974	506.0031	5.799351	505.9448	2.722348	-306.3434	-3.46595	-306.3498	-5.467486	-306.3109	-5.291547
506.9823	4.978522	507.0014	5.769462	506.9309	2.715305	-307.3372	-3.482122	-307.32	-5.454689	-307.3387	-5.283028
507.9787	4.96982	507.9952	5.740033	507.9473	2.710844	-308.3148	-3.499418	-308.3123	-5.442411	-308.3309	-5.27419
509.0327	4.960128	508.9985	5.710786	508.9785	2.704578	-309.3131	-3.518262	-309.2892	-5.431437	-309.3386	-5.265213
510.018	4.948999	509.9847	5.680816	509.9736	2.697081	-310.3185	-3.538047	-310.2584	-5.42205	-310.3416	-5.256179
511.0212	4.940004	510.9722	5.652926	510.9756	2.691277	-311.3373	-3.557924	-311.2932	-5.409718	-311.3301	-5.24582
512.0044	4.932344	511.9338	5.626637	511.9708	2.684393	-312.3658	-3.576893	-312.3047	-5.399042	-312.3336	-5.236612
512.9884	4.924982	512.9239	5.603565	512.9431	2.680193	-313.3694	-3.596173	-313.333	-5.38724	-313.3181	-5.226359
513.9858	4.918203	513.9324	5.581012	513.9361	2.675785	-314.3774	-3.614156	-314.3431	-5.373055	-314.3105	-5.216043
514.9849	4.908877	514.9467	5.5584	514.9146	2.669636	-315.3748	-3.631272	-315.3539	-5.361412	-315.3151	-5.209078
515.9766	4.899969	515.9518	5.535976	515.9054	2.662536	-316.3776	-3.649279	-316.3578	-5.348653	-316.3238	-5.199998
516.9713	4.893298	516.9586	5.514281	516.9281	2.654156	-317.3641	-3.667245	-317.3462	-5.334716	-317.3482	-5.191264
517.9702	4.884403	517.9442	5.494313	517.9226	2.64582	-318.3612	-3.686188	-318.3484	-5.324591	-318.361	-5.183112
518.9757	4.877713	518.9469	5.475303	518.9481	2.640111	-319.3592	-3.706991	-319.3466	-5.312401	-319.3585	-5.17192
520.0042	4.870735	519.9804	5.456398	519.9536	2.633758	-320.331	-3.726528	-320.3478	-5.300588	-320.3443	-5.160201
521.0011	4.861199	520.9633	5.436845	520.9379	2.627741	-321.342	-3.744175	-321.3746	-5.291663	-321.3236	-5.150042
522.0001	4.853647	521.9656	5.417804	521.9359	2.621318	-322.3405	-3.761873	-322.3772	-5.28068	-322.3213	-5.140619
522.9996	4.845144	522.9487	5.400188	522.9171	2.614347	-323.3448	-3.778646	-323.3873	-5.270801	-323.3356	-5.131598
523.9815	4.837494	523.9433	5.383408	523.8923	2.609803	-324.363	-3.79362	-324.4097	-5.260265	-324.3611	-5.124907
524.9704	4.830243	524.9609	5.368562	524.8915	2.606696	-325.3716	-3.807901	-325.3849	-5.246604	-325.3654	-5.117119
525.9674	4.823071	525.9613	5.354411	525.9091	2.603456	-326.3738	-3.822917	-326.39	-5.233591	-326.3782	-5.107666
526.9539	4.817981	526.9753	5.339275	526.9283	2.600455	-327.3711	-3.838264	-327.3904	-5.219362	-327.3688	-5.097997
527.9679	4.811561	527.9507	5.325327	527.9454	2.594693	-328.3808	-3.856591	-328.3667	-5.206412	-328.354	-5.088747
528.9772	4.804167	528.9279	5.31402	528.9259	2.586856	-329.3766	-3.876973	-329.3721	-5.195514	-329.3921	-5.079224
529.986	4.798876	529.9298	5.30193	529.9114	2.580565	-330.3709	-3.895648	-330.3661	-5.183161	-330.3759	-5.068105
530.9749	4.789931	530.9272	5.287898	530.8865	2.573046	-331.3547	-3.913532	-331.3407	-5.174445	-331.3804	-5.05923
531.9587	4.781946	531.9338	5.275115	531.8839	2.569124	-332.3556	-3.929883	-332.3384	-5.163499	-332.3663	-5.048326
532.9619	4.7759	532.9428	5.260643	532.9124	2.565011	-333.3374	-3.944896	-333.3261	-5.150421	-333.3262	-5.035724
533.9487	4.765842	533.956	5.246065	533.9238	2.560165	-334.3353	-3.96102	-334.3226	-5.139066	-334.3289	-5.029024
534.9463	4.757796	534.9322	5.236344	534.9267	2.556992	-335.3542	-3.977057	-335.3322	-5.122858	-335.3366	-5.020187
535.9384	4.750251	535.9403	5.225095	535.9161	2.551734	-336.3382	-3.993658	-336.3521	-5.111338	-336.3475	-5.010473
536.9275	4.74291	536.9307	5.212907	536.8974	2.546592	-337.3635	-4.010642	-337.3667	-5.101621	-337.3523	-5.002555
537.9404	4.738559	537.9142	5.201242	537.8755	2.54261	-338.3655	-4.026499	-338.3704	-5.091621	-338.3654	-4.991648
538.9431	4.733734	538.9154	5.188252	538.8898	2.536983	-339.3677	-4.041329	-339.375	-5.084209	-339.3405	-4.98101
539.9475	4.728186	539.9013	5.176064	539.8863	2.532339	-340.3845	-4.054038	-340.3656	-5.073855	-340.3271	-4.969985
540.9462	4.721547	540.8959	5.166522	540.868	2.528581	-341.3629	-4.066164	-341.3636	-5.063971	-341.33	-4.959474
541.9294	4.713811	541.8927	5.160476	541.8738	2.523487	-342.3731	-4.078639	-342.3689	-5.054073	-342.3176	-4.951752
542.9349	4.710261	542.9005	5.152543	542.8452	2.520188	-343.3506	-4.089555	-343.3632	-5.042445	-343.3406	-4.941332
543.939	4.703626	543.9092	5.144351	543.8457	2.515436	-344.3249	-4.102316	-344.3573	-5.031898	-344.3556	-4.93341
544.9433	4.696782	544.9272	5.13347	544.8632	2.511495	-345.3084	-4.114709	-345.3517	-5.019464	-345.3427	-4.926023
545.9653	4.690503	545.9291	5.121826	545.8735	2.509768	-346.2891	-4.125975	-346.3329	-5.00639	-346.3472	-4.91609
546.9786	4.679684	546.9418	5.111197	546.8986	2.504806	-347.2962	-4.139064	-347.3152	-4.997844	-347.3327	-4.910967
547.9769	4.672837	547.9283	5.100271	547.9177	2.500965	-348.32	-4.151264	-348.308	-4.986656	-348.3495	-4.905381
548.9737	4.666311	548.9144	5.091208	548.9297	2.497005	-349.3338	-4.163923	-349.311	-4.976574	-349.3671	-4.895907
549.9623	4.659825	549.9222	5.081007	549.9269	2.491223	-350.3286	-4.175061	-350.3253	-4.968256	-350.3791	-4.888939
550.9515	4.654982	550.8932	5.072985	550.9119	2.489077	-351.3395	-4.184648	-351.3442	-4.955819	-351.3911	-4.878336
551.9509	4.649142	551.9167	5.066662	551.9008	2.485857	-352.3386	-4.193431	-352.3633	-4.943944	-352.3655	-4.868483
552.9529	4.643789	552.9221	5.05988	552.8982	2.48	-353.34	-4.201365	-353.3615	-4.93234	-353.3646	-4.863458
553.9641	4.639011	553.9265	5.053258	553.8989	2.475788	-354.3582	-4.210773	-354.3565	-4.919296	-354.3505	-4.856745
554.9666	4.633982	554.9521	5.046623	554.8939	2.468891	-355.3512	-4.220817	-355.3541	-4.907616	-355.3422	-4.849539
555.9684	4.629983	555.9263	5.039765	555.902	2.46412	-356.3409	-4.229961	-356.3252	-4.898448	-356.3318	-4.842587
556.9678	4.623338	556.9489	5.030758	556.8918	2.463723	-357.3357	-4.238854	-357.3145	-4.889724	-357.3123	-4.831574
557.97	4.6154	557.9363	5.02274	557.8879	2.458741	-358.3173	-4.245993	-358.2933	-4.882286	-358.2943	-4.820891
558.9849	4.607933	558.9487	5.015249	558.9205	2.458244	-359.2945	-4.251253	-359.2681	-4.874048	-359.2747	-4.812276
559.9987	4.598773	559.9798	5.007089	559.9123	2.454963	-360.2884	-4.255248	-360.2691	-4.867399	-360.2856	-4.802108
561.0131	4.59271	560.9718	5.001202	560.9097	2.44874	-361.2911	-4.258715	-361.2722	-4.85983	-361.3138	-4.79437
562.0042	4.58553	561.9897	4.99533	561.9161	2.447223	-362.294	-4.263375	-362.2989	-4.850493	-362.3304	-4.787605
562.9877	4.577386	562.9763	4.988338	562.9069	2.442941	-363.3221	-4.269355	-363.3188	-4.842786	-363.3361	-4.779488
563.9693	4.571639	563.9654	4.982695	563.9012	2.439654	-364.3233	-4.276982	-364.3296	-4.832438	-364.3238	-4.77143
564.9601	4.565131	564.9564	4.976943	564.9009	2.436643	-365.3228	-4.283102	-365.3388	-4.819758	-365.3137	-4.763902
565.9474	4.559913	565.9479	4.970041	565.8749	2.43143	-366.3312	-4.288883	-366.3439	-4.810685	-366.3047	-4.755406
566.9491	4.557126	566.9491	4.964308	566.872	2.426604	-367.3197	-4.293442	-367.3354	-4.800683	-367.318	-4.746995
567.962	4.552212	567.9418	4.957644	567.8745	2.421371	-368.308	-4.295856	-368.3452	-4.790515	-368.3224	-4.738539
568.9434	4.546551	568.9304	4.94993	568.8724	2.419289	-369.3321	-4.298872	-369.3411	-4.784053	-369.3272	-4.729105
569.9613	4.541715	569.9178	4.943583	569.8846	2.417211	-370.328	-4.300098	-370.3347	-4.774854	-370.3199	-4.720787
570.9569	4.534439	570.912	4.936488	570.8787	2.413283	-371.328	-4.299277	-371.3508	-4.766068	-371.3081	-4.714286
571.941	4.527725	571.9133	4.929902	571.8978	2.411796	-372.3356	-4.298003	-372.3273	-4.757745	-372.3119	-4.707977
572.9504	4.520464	572.918	4.925569	572.887	2.406358	-373.2997	-4.295733	-373.3344	-4.747963	-373.3065	-4.702558
573.9404	4.514091	573.9258	4.919649	573.8821	2.402802	-374.2915	-4.293175	-374.3235	-4.740583	-374.3013	-4.695278
574.9386	4.508976	574.9484	4.915432	574.8864	2.401871	-375.2906	-4.290858	-375.3155	-4.732221	-375.2938	-4.688233
575.9459	4.503797	575.9594	4.910234	575.8494	2.39914	-376.2937	-4.288331	-376.3279	-4.722861	-376.2983	-4.682979
576.9298	4.500379	576.9628	4.903683	576.8713	2.396338	-377.3099	-4.285156	-377.3125	-4.715272	-377.3012	-4.676434
577.9366	4.495629	577.9786	4.899672	577.8862	2.394173	-378.3235	-4.28088	-378.3303	-4.70515	-378.3018	-4.668413
578.9461	4.48948	578.9435	4.895719	578.8942	2.388156	-379.329	-4.276101	-379.353	-4.698295	-379.309	-4.661135
579.9575	4.48456	579.9396	4.891666	579.9088	2.383259	-380.3447	-4.269915	-380.3756	-4.69107	-380.3009	-4.65257
580.996	4.479437	580.9407	4.886936	580.9132	2.380196	-381.3439	-4.262445	-381.3697	-4.682322	-381.2749	-4.643517
581.9902	4.472738	581.9061	4.88027	581.9042	2.375803	-382.3322	-4.255324	-382.3615	-4.676424	-382.3016	-4.637881
582.9908	4.468774	582.9001	4.87236	582.8943	2.375595	-383.332	-4.248174	-383.3158	-4.665995	-383.3026	-4.63053
583.9862	4.462407	583.9018	4.865187	583.8888	2.374275	-384.3022	-4.241007	-384.2726	-4.658376	-384.2989	-4.624513
584.9772	4.455628	584.9164	4.858935	584.8672	2.371784	-385.2846	-4.233889	-385.2678	-4.650635	-385.3114	-4.62075
585.9711	4.451914	585.9448	4.853029	585.8781	2.369736	-386.2655	-4.224587	-386.2619	-4.641373	-386.2871	-4.614721
586.9587	4.447143	586.9702	4.8471	586.8927	2.365844	-387.2572	-4.215243	-387.2769	-4.635274	-387.2949	-4.608704
587.9656	4.443655	587.9608	4.841878	587.9023	2.363061	-388.2616	-4.205513	-388.2801	-4.627365	-388.3002	-4.60212
588.9431	4.440445	588.9299	4.836093	588.9147	2.36053	-389.2706	-4.196969	-389.2816	-4.621106	-389.2885	-4.595144
589.9487	4.436526	589.9109	4.832222	589.9215	2.357427	-390.2867	-4.18881	-390.2673	-4.614983	-390.2814	-4.590366
590.958	4.430973	590.9075	4.83029	590.9083	2.355272	-391.2744	-4.178669	-391.2652	-4.604986	-391.2699	-4.585867
591.9406	4.426769	591.9062	4.828127	591.9023	2.351034	-392.2642	-4.167505	-392.2747	-4.598589	-392.2487	-4.582627
592.938	4.420799	592.9092	4.824569	592.907	2.346603	-393.2502	-4.154118	-393.2804	-4.592033	-393.2664	-4.578949
593.9476	4.415393	593.9283	4.818722	593.9034	2.344023	-394.2302	-4.139824	-394.2953	-4.584224	-394.2643	-4.572536
594.924	4.409756	594.9277	4.811364	594.8967	2.340337	-395.2357	-4.126292	-395.2878	-4.580036	-395.2686	-4.568848
595.9246	4.403921	595.9352	4.804567	595.9064	2.339535	-396.253	-4.112673	-396.2808	-4.574013	-396.2798	-4.562678
