WE1	Volts(mV)	WE1	Volts(mV)	WE1	Volts(mV)	WE1	Volts(mV)	WE1	Volts(mV)
ACV - Primera 1hz.teq4_2col	ACV - Primera 1hz.teq4_2col	ACV - Primera 2hz.teq4_2col	ACV - Primera 2hz.teq4_2col	ACV - Primera 5hz.teq4_2col	ACV - Primera 5hz.teq4_2col	ACV - Primera 10hz - bis.teq4_2col	ACV - Primera 10hz - bis.teq4_2col	ACV - Primera 25hz.teq4_2col	ACV - Primera 25hz.teq4_2col
		-84.72295	1.277715	-85.6264	0.750345	-85.7007	2.03609	-342.6879	9.920351
		-83.71417	1.181516	-84.54827	0.766036	-84.65592	2.288978	-342.2207	9.948467
		-82.67236	0.513967	-83.54874	0.774422	-83.55567	2.542221	-341.8267	9.978828
		-81.6692	0.470539	-82.57166	0.81231	-82.57826	2.750355	-341.3135	10.059254
		-80.66537	1.464089	-81.6091	0.858793	-81.60646	2.946862	-340.8196	10.112209
		-79.61134	2.087932	-80.62277	0.894631	-80.74098	3.126595	-340.3157	10.141528
		-78.62666	2.174838	-79.61102	0.939899	-79.70743	3.292926	-339.7883	10.172354
		-77.63208	1.592235	-78.56194	0.931883	-78.76073	3.467237	-339.3323	10.170852
		-76.61636	0.642207	-77.59048	0.891424	-77.82459	3.549392	-338.807	10.212812
		-75.6581	0.397925	-76.60382	0.865975	-76.72797	3.564234	-338.2829	10.240017
		-74.70512	1.171059	-75.53031	0.850078	-75.74693	3.49595	-337.7424	10.266114
		-73.67191	1.343041	-74.57733	0.809153	-74.66055	3.414348	-337.2094	10.293117
		-72.56439	0.899023	-73.6478	0.810564	-73.63757	3.360398	-336.686	10.296028
		-71.54504	0.00253	-72.64826	0.760906	-72.66312	3.285594	-336.2287	10.337746
		-70.55607	1.052145	-71.73161	0.703472	-71.62495	3.14827	-335.7327	10.368462
		-69.6655	1.871289	-70.88496	0.680616	-70.59669	2.954385	-335.1575	10.391934
		-68.65968	2.126981	-69.81541	0.627403	-69.56347	2.718162	-334.6632	10.43071
		-67.65256	1.787485	-68.74686	0.593444	-68.49228	2.480613	-334.0503	10.438872
		-66.59854	0.94838	-67.75558	0.600316	-67.52246	2.262636	-333.5662	10.483235
		-65.52238	0.100227	-66.66623	0.595393	-66.59721	1.958907	-333.2443	10.511122
		-64.63216	0.977623	-65.66306	0.538846	-65.68287	1.605714	-332.8368	10.523782
		-63.65209	1.416242	-64.67046	0.553467	-64.78933	1.242188	-332.3907	10.549297
		-62.64727	1.253836	-63.69172	0.540956	-63.83173	0.925295	-331.7785	10.552832
		-61.64906	0.563345	-62.68723	0.527044	-62.74138	0.684375	-331.1511	10.595449
		-60.68848	0.426991	-61.7151	0.56325	-61.796	0.469234	-330.5643	10.605613
		-59.71503	1.428643	-60.80901	0.563262	-60.76245	0.221372	-330.0568	10.617662
		-58.69965	2.033292	-59.78173	0.546949	-59.78999	0.021951	-329.4641	10.625686
		-57.66411	2.136767	-58.70195	0.589572	-58.92484	0.270818	-328.9826	10.614256
		-56.65368	1.571648	-57.69053	0.611367	-57.82129	0.476071	-328.5471	10.673613
		-55.58216	0.629737	-56.61108	0.613755	-56.7851	0.665035	-328.0954	10.721
		-54.67739	0.420504	-55.63235	0.647403	-55.66999	0.869336	-327.712	10.777758
		-53.82248	1.233619	-54.65427	0.652327	-54.61399	0.991703	-327.2874	10.853957
		-52.85035	1.488611	-53.66861	0.680334	-53.51572	1.068787	-326.7375	10.887713
		-51.82935	1.195825	-52.68921	0.734624	-52.52543	1.06562	-326.1475	10.950616
		-50.68254	0.397678	-51.69859	0.757273	-51.6091	1.00035	-325.7803	10.972581
		-49.55884	0.624653	-50.6832	0.744941	-50.62145	0.923063	-325.3025	10.964793
		-48.52397	1.537576	-49.63876	0.732072	-49.69819	0.882684	-324.7543	10.960231
		-47.55647	2.038557	-48.69106	0.719033	-48.69832	0.798264	-324.229	10.939013
		-46.62693	1.973056	-47.62548	0.682204	-47.70077	0.663124	-323.6996	10.979356
		-45.73471	1.309054	-46.54009	0.689385	-46.6157	0.483708	-323.0854	11.022431
		-44.72857	0.341556	-45.52932	0.674031	-45.60989	0.242892	-322.6555	11.061266
		-43.68049	0.671038	-44.47068	0.631911	-44.54597	0.03461	-322.3375	11.112167
		-42.65355	1.355554	-43.48138	0.62654	-43.51869	0.181339	-321.7689	11.125693
		-41.62066	1.432134	-42.5634	0.601001	-42.63935	0.500206	-321.3046	11.16354
		-40.59008	0.923314	-41.5523	0.558376	-41.54207	0.841975	-320.8404	11.181
		-39.5988	0.028661	-40.6723	0.545433	-40.60428	1.205055	-320.3104	11.174471
		-38.67125	1.095598	-39.70116	0.529884	-39.59682	1.519522	-319.8801	11.168045
		-37.63571	1.878122	-38.69535	0.461329	-38.59761	1.738894	-319.3693	11.163622
		-36.61901	2.07925	-37.7252	0.479628	-37.6017	1.934416	-318.8753	11.208447
		-35.65216	1.645738	-36.59952	0.46299	-36.56749	2.151114	-318.3344	11.230886
		-34.64899	0.73657	-35.60329	0.426582	-35.62508	2.426287	-317.7589	11.276851
		-33.66596	0.359986	-34.64074	0.46469	-34.57139	2.664598	-317.2537	11.310849
		-32.6902	1.192225	-33.61346	0.465367	-33.69139	2.863398	-316.7633	11.308463
		-31.59391	1.454764	-32.62581	0.467775	-32.71695	3.054163	-316.3119	11.359904
		-30.58579	1.015473	-31.67415	0.529006	-31.63486	3.220464	-315.8351	11.372651
		-29.59649	0.109705	-30.63466	0.572372	-30.66471	3.349852	-315.2946	11.383849
		-28.59728	0.980923	-29.66418	0.601256	-29.69324	3.481801	-314.7041	11.4236
		-27.6651	1.7968	-28.70757	0.638957	-28.73365	3.538315	-314.087	11.437779
		-26.63453	1.96329	-27.56505	0.668146	-27.78629	3.499688	-313.7274	11.50225
		-25.60329	1.464229	-26.59886	0.668517	-26.79633	3.419641	-313.2252	11.535398
		-24.6414	0.476407	-25.56763	0.677306	-25.74924	3.328754	-312.7573	11.550714
		-23.69535	0.596095	-24.62158	0.736076	-24.76753	3.213756	-312.3441	11.565042
		-22.72355	1.302344	-23.70691	0.695917	-23.75941	3.062776	-311.6926	11.536488
		-21.73227	1.260627	-22.80247	0.693675	-22.69812	2.893946	-311.3532	11.556045
		-20.81198	0.595147	-21.84685	0.692938	-21.56518	2.673615	-310.7833	11.543899
		-19.83886	0.488214	-20.85722	0.643101	-20.5072	2.455362	-310.2675	11.541114
		-18.7997	1.467649	-19.83589	0.663711	-19.51328	2.249404	-309.789	11.515443
		-17.76714	1.940998	-18.76337	0.643422	-18.56195	1.985899	-309.2392	11.535267
		-16.66623	1.741736	-17.73148	0.610951	-17.7503	1.639665	-308.7505	11.517918
		-15.69178	0.919685	-16.59919	0.578598	-16.75505	1.273413	-308.3417	11.492772
		-14.64106	0.135364	-15.58546	0.557184	-15.74957	0.933668	-307.856	11.575536
		-13.72969	1.024844	-14.57337	0.529121	-14.73451	0.667514	-307.2576	11.55942
		-12.64529	1.420374	-13.65705	0.511405	-13.67356	0.479092	-306.8089	11.616957
		-11.57245	1.122207	-12.75624	0.49058	-12.67666	0.2608	-306.2195	11.65189
		-10.6657	0.3199	-11.81845	0.420612	-11.73755	0.003439	-305.6039	11.589798
		-9.711069	0.72255	-10.82783	0.421538	-10.79415	0.265967	-305.0842	11.587074
		-8.796394	1.627251	-9.725927	0.419309	-9.787677	0.482753	-304.6028	11.581883
		-7.740391	1.987167	-8.640536	0.396369	-8.832717	0.677722	-304.0391	11.607146
		-6.752411	1.777171	-7.555474	0.440534	-7.785629	0.852195	-303.6376	11.64342
		-5.647206	1.020005	-6.572778	0.429285	-6.741183	1.016133	-303.2723	11.680252
		-4.690596	0.030341	-5.546493	0.441301	-5.770704	1.138513	-302.7245	11.715051
		-3.729692	0.941419	-4.540021	0.509229	-4.784705	1.186911	-302.1956	11.743227
		-2.687888	1.486389	-3.603223	0.541649	-3.732004	1.154752	-301.6626	11.784162
		-1.686039	1.441043	-2.540616	0.557547	-2.664113	1.064512	-301.1056	11.765074
		-0.623762	0.785111	-1.597543	0.597898	-1.617686	0.997925	-300.5881	11.756693
		0.424647	0.19091	-0.584467	0.593577	-0.540219	0.937344	-300.0726	11.758833
		1.376304	1.230811	0.441817	0.622821	0.434553	0.875866	-299.6133	11.760216
		2.27744	1.896433	1.344604	0.685019	1.409655	0.738297	-299.0474	11.796253
		3.199049	1.99047	2.355039	0.671544	2.27678	0.498619	-298.6607	11.811845
		4.177123	1.439255	3.383965	0.679153	3.262119	0.24632	-298.2453	11.872679
		5.185576	0.469629	4.368643	0.667782	4.275855	0.00518	-297.7823	11.895211
		6.269978	0.596835	5.442808	0.634629	5.260533	0.259508	-297.3986	11.914548
		7.27645	1.336838	6.414608	0.633761	6.302999	0.548295	-296.8204	11.935092
		8.243958	1.465963	7.313763	0.588171	7.344142	0.884917	-296.3245	11.867502
		9.215097	0.938687	8.219192	0.528818	8.284573	1.220525	-295.9163	11.867702
		10.13539	0.059312	9.125941	0.53365	9.248778	1.508676	-295.348	11.880194
		11.18346	1.117706	10.13704	0.470757	10.33912	1.716703	-294.8874	11.885179
		12.17409	1.842458	11.16101	0.455617	11.20394	1.919163	-294.3307	11.925956
		13.22778	1.928479	12.29593	0.460161	12.19159	2.16749	-293.7472	11.91657
		14.26628	1.348337	13.3341	0.368777	13.12277	2.430361	-293.2212	11.922037
		15.25459	0.336379	14.27222	0.351771	14.08929	2.645764	-292.7325	11.930496
		16.18974	0.713876	15.18624	0.32136	15.10831	2.844986	-292.2886	11.929196
		17.13479	1.416019	16.07945	0.267815	16.12601	3.018193	-291.6933	11.950816
		18.21622	1.446007	17.0245	0.302119	17.20578	3.175066	-291.1907	11.926833
		19.11868	0.848086	18.04319	0.304416	18.21292	3.301199	-290.6284	11.937123
		20.176	0.175539	19.08698	0.363345	19.23458	3.368659	-290.1017	11.96395
		21.20361	1.230998	20.08784	0.433343	20.20539	3.345937	-289.6635	11.992848
		22.23352	1.868198	21.18016	0.448113	21.17653	3.262966	-289.2339	12.044483
		23.55831	1.72658	22.25334	0.532189	22.12621	3.189721	-288.7482	12.069336
		24.75168	1.019302	23.29943	0.538819	23.05574	3.125166	-288.3741	12.079584
		25.98104	0.059447	24.4043	0.567446	24.11372	3.04678	-287.8814	12.071272
		27.09418	1.136975	25.37578	0.632944	25.13109	2.897836	-287.3191	12.049571
		28.09734	1.669934	26.30399	0.642046	26.22045	2.689562	-286.8719	12.022087
		29.11703	1.680138	27.22593	0.623586	27.34546	2.458426	-286.3677	11.973725
		30.11722	1.052025	28.08315	0.635657	28.33641	2.238155	-285.8552	11.96878
		31.07549	0.01381	29.04207	0.611417	29.30623	2.052689	-285.2837	11.965279
		32.08229	1.063274	30.00891	0.605132	30.20176	1.798959	-284.7576	11.979588
		33.07852	1.790667	31.07483	0.60175	31.21846	1.437924	-284.1098	12.027623
		34.07146	1.863888	32.11366	0.550117	32.17012	1.107181	-283.6987	12.024023
		35.19978	1.24754	33.1548	0.524014	33.17957	0.731227	-283.3529	12.049942
		36.12766	0.196322	34.19826	0.43518	34.2085	0.466784	-282.7952	12.053974
		37.12191	0.84179	35.26383	0.435544	35.15388	0.270329	-282.3897	12.040918
		38.09735	1.497046	36.35814	0.400878	36.16563	0.020748	-281.8052	12.037325
		39.09094	1.417621	37.3481	0.367509	37.14932	0.231369	-281.229	11.984258
		40.16742	0.710357	38.34599	0.398306	38.04286	0.468584	-280.7192	11.969366
		41.13426	0.380837	39.29468	0.381748	39.02721	0.667535	-280.1843	11.958569
		42.04233	1.367393	40.2361	0.39505	40.03269	0.836199	-279.6071	11.955948
		43.01083	1.891866	41.25611	0.398166	41.06393	0.971525	-279.1088	11.998841
		43.99452	1.726634	42.24508	0.401034	42.22031	1.100795	-278.6392	11.992674
		45.0208	0.916499	43.18584	0.455222	43.18287	1.184451	-278.1092	12.00597
		46.07351	0.144803	44.15236	0.512836	44.21906	1.186454	-277.6631	12.02411
		47.05653	1.069593	45.10072	0.572347	45.21695	1.115754	-277.1807	12.01922
		48.03197	1.451431	46.04181	0.651684	46.22408	1.055073	-276.7333	12.043075
		48.95126	1.08115	47.09021	0.669403	47.32169	1.002562	-276.2198	12.059579
		49.99472	0.197322	48.05508	0.690386	48.26245	0.962339	-275.6819	12.071719
		50.99888	0.897595	49.07311	0.741902	49.28807	0.842971	-275.1985	12.085572
		52.04266	1.724004	50.22289	0.721653	50.26549	0.659997	-274.6391	12.090282
		53.17759	1.920805	51.08374	0.720102	51.27493	0.437808	-274.2319	12.08759
		54.19595	1.434671	52.16484	0.733818	52.37254	0.198891	-273.7627	12.069368
		55.18459	0.446973	53.20797	0.688872	53.42359	0.015395	-273.2489	12.053304
		56.22176	0.616332	54.03777	0.7149	54.43666	0.309461	-272.7411	12.020723
		57.18565	1.315127	55.13109	0.710546	55.40318	0.658346	-272.1817	12.014532
		58.2007	1.304068	56.08209	0.655277	56.31686	1.022734	-271.7125	12.01216
		59.1725	0.647478	57.05653	0.692814	57.2289	1.36491	-271.2099	12.038428
		60.01981	0.427713	58.08711	0.688086	58.15975	1.627745	-270.7753	12.121114
		60.95364	1.414872	59.08566	0.659132	59.09556	1.838243	-270.2615	12.094033
		61.94492	1.964801	60.07727	0.678172	60.10071	2.080097	-269.7887	12.12092
		62.96857	1.81865	61.04412	0.607249	61.00086	2.341369	-269.3607	12.152139
		64.03943	1.066769	62.06314	0.541473	61.96804	2.620068	-268.7961	12.103577
		64.99405	0.006933	63.05739	0.569009	62.93026	2.854465	-268.3073	12.168494
		65.96487	0.958623	64.03678	0.556065	63.92385	3.063466	-267.7292	12.148983
		67.00964	1.411623	65.08684	0.572214	64.96929	3.252757	-267.1771	12.080431
		68.04814	1.164577	66.08869	0.620183	65.99887	3.418202	-266.6992	12.059376
		69.08202	0.344096	67.06876	0.609966	67.04959	3.557497	-266.267	12.016145
		70.05943	0.758773	68.13697	0.66544	68.01512	3.602791	-265.8704	12.009829
		71.02628	1.671788	69.08103	0.732373	68.95423	3.57637	-265.4035	12.022778
		72.07832	2.053514	70.15949	0.761939	69.87122	3.500092	-264.9475	12.045044
		73.16603	1.774397	71.21714	0.825929	70.79283	3.436847	-264.37	12.063962
		74.28246	0.929789	72.13313	0.85329	71.83265	3.386685	-263.8301	12.117471
		75.29554	0.130639	73.13895	0.833467	72.86224	3.308576	-263.3499	12.128697
		76.21913	0.999934	74.03249	0.901249	74.00575	3.170843	-262.7959	12.115919
		77.22989	1.320152	75.06967	0.917034	75.01915	2.996142	-262.2708	12.084271
		78.13631	0.949932	76.08936	0.917457	75.99921	2.783155	-261.8204	12.027202
		79.09589	0.04057	77.16682	0.954407	77.08097	2.588484	-261.2498	12.023742
		80.10831	1.04089	78.21424	0.928416	78.00159	2.392114	-260.8097	12.002871
		80.99623	1.864496	79.13551	0.917197	79.06783	2.087089	-260.3745	11.994447
		82.0146	2.078943	80.1684	0.932393	80.05283	1.739455	-259.8399	11.985408
		82.91441	1.578089	81.05534	0.907376	80.9751	1.391796	-259.3043	11.962939
		83.9407	0.580716	81.98289	0.873297	81.98553	1.07514	-258.8549	11.975017
		85.01089	0.472358	83.02998	0.879298	82.92531	0.862051	-258.2833	11.935668
		85.99557	1.176211	84.06948	0.830924	83.84724	0.683952	-257.7407	11.912107
		87.17904	1.18293	85.10897	0.830743	84.88145	0.451071	-257.3171	11.88094
		88.10758	0.545258	86.08242	0.834846	85.90907	0.181847	-256.7709	11.848936
		89.05428	0.489368	86.97333	0.758661	86.94823	0.043009	-256.3862	11.886425
		90.11821	1.470719	87.86025	0.804337	88.01016	0.241798	-255.9021	11.88001
		91.04543	2.019631	88.838	0.811892	89.01895	0.410288	-255.3094	11.884785
		92.08725	1.910771	89.96632	0.786369	90.02674	0.557225	-254.8309	11.876697
		93.08018	1.203869	90.96916	0.865235	90.96586	0.69429	-254.2699	11.851751
		94.06155	0.177595	91.98157	0.833132	91.94029	0.743853	-253.7475	11.844395
		95.03368	0.709666	92.98244	0.881384	92.95766	0.714472	-253.2657	11.803879
		95.99921	1.154851	93.93013	0.957758	93.92979	0.665109	-252.7027	11.770575
		97.01889	0.933973	94.97952	0.977382	94.99637	0.568186	-252.1292	11.746547
		97.97616	0.150281	96.07317	1.048822	96.11082	0.532482	-251.6299	11.740045
		98.98923	0.880294	97.14701	1.07075	97.01097	0.485489	-251.1861	11.792069
		99.41553	1.776414					-250.6492	11.80947
		99.39836	2.248332					-250.2213	11.826533
		98.91692	2.240057					-249.6754	11.832739
		97.99531	1.769602					-249.1669	11.795021
		97.11564	1.057975					-248.7607	11.801835
		96.16893	0.234442					-248.2486	11.76318
		95.18558	0.55093					-247.8018	11.72602
		94.10745	1.162968					-247.3613	11.694756
		91.97926	1.459709					-246.7835	11.661401
		90.57258	1.024595					-246.3142	11.679724
								-245.8259	11.690712
								-245.3058	11.706017
								-244.8356	11.696624
								-244.3185	11.664946
								-243.7974	11.653298
								-243.2248	11.610873
								-242.7543	11.584738
								-242.2883	11.568686
								-241.7197	11.557628
								-241.2568	11.569594
								-240.7479	11.568652
								-240.1968	11.560297
								-239.8141	11.519378
								-239.2897	11.497418
								-238.7092	11.511
								-238.2113	11.493762
								-237.5967	11.491454
								-237.1021	11.473745
								-236.6682	11.42303
								-236.2231	11.421505
								-235.8334	11.397755
								-235.3256	11.370936
								-234.8207	11.385172
								-234.3036	11.337677
								-233.8717	11.359191
								-233.3559	11.339916
								-232.8573	11.283941
								-232.3111	11.273425
								-231.6788	11.236253
								-231.2974	11.181636
								-230.7856	11.136557
								-230.3355	11.140678
								-229.9482	11.025486
								-229.331	11.03045
								-228.8238	11.010284
								-228.4583	10.930128
								-227.8976	10.950226
								-227.4528	10.917597
								-226.9538	10.913287
								-226.3426	10.945889
								-225.8638	10.943042
								-225.2969	10.938952
								-224.8838	10.908404
								-224.3498	10.837872
								-223.7554	10.818948
								-223.2687	10.778508
								-222.677	10.740176
								-222.1671	10.712356
								-221.7666	10.670657
								-221.2568	10.663181
								-220.776	10.642055
								-220.3243	10.619167
								-219.8128	10.581031
								-219.3495	10.527803
								-218.8872	10.522797
								-218.2786	10.487292
								-217.7652	10.458727
								-217.3197	10.43113
								-216.8109	10.392397
								-216.4301	10.361428
								-215.9325	10.311554
								-215.3741	10.251669
								-214.8484	10.182639
								-214.3019	10.144132
								-213.7227	10.156674
								-213.2242	10.148808
								-212.6658	10.146446
								-212.151	10.129834
								-211.6718	10.080804
								-211.2277	10.058515
								-210.8777	10.003335
								-210.4042	9.937936
								-209.9316	9.867292
								-209.3548	9.799719
								-208.7868	9.761973
								-208.3199	9.72123
								-207.846	9.692444
								-207.4719	9.652604
								-206.972	9.591558
								-206.3585	9.57443
								-205.7162	9.51021
								-205.0644	9.457433
								-204.469	9.420329
								-203.9727	9.368512
								-203.5246	9.343826
								-203.0485	9.297045
								-202.6001	9.251316
								-202.1606	9.190385
								-201.6923	9.133086
								-201.2043	9.115932
								-200.6984	9.061702
								-200.2724	9.013354
								-199.7979	8.993616
								-199.3201	8.947216
								-198.8783	8.944042
								-198.3321	8.933545
								-197.854	8.90586
								-197.3547	8.859985
								-196.7854	8.797451
								-196.2495	8.746619
								-195.7723	8.673747
								-195.2486	8.65062
								-194.8824	8.60915
								-194.3723	8.564893
								-193.9037	8.53864
								-193.518	8.528605
								-192.8969	8.489534
								-192.4538	8.433257
								-191.9951	8.402418
								-191.3737	8.271198
								-190.8734	8.209684
								-190.3404	8.165704
								-189.7332	8.094529
								-189.3432	8.082582
								-188.8608	8.077017
								-188.3262	8.040933
								-187.8154	8.002127
								-187.2593	7.963279
								-186.7032	7.887935
								-186.2056	7.822828
								-185.8001	7.77603
								-185.2447	7.718896
								-184.8428	7.677426
								-184.4268	7.648168
								-183.8555	7.595854
								-183.3856	7.562077
								-182.8388	7.518355
								-182.3091	7.487486
								-181.8346	7.44185
								-181.3707	7.369898
								-180.9001	7.326043
								-180.3058	7.269009
								-179.7246	7.22934
								-179.2422	7.223545
								-178.8056	7.15685
								-178.3694	7.09996
								-177.9072	7.049144
								-177.3785	6.968188
								-176.833	6.92338
								-176.3397	6.87093
								-175.7991	6.829973
								-175.2916	6.807826
								-174.7599	6.790646
								-174.2541	6.780932
								-173.8631	6.790779
								-173.3678	6.745789
								-172.7965	6.694921
								-172.2794	6.624701
								-171.6936	6.523424
								-171.2023	6.47861
								-170.6786	6.426704
								-170.2493	6.410984
								-169.7408	6.395791
								-169.2068	6.357545
								-168.7858	6.332174
								-168.2397	6.274853
								-167.6938	6.242538
								-167.2114	6.198241
								-166.756	6.166814
								-166.2287	6.12904
								-165.7885	6.064908
								-165.279	6.036563
								-164.6771	5.977021
								-164.1738	5.927401
								-163.7522	5.875935
								-163.2284	5.808162
								-162.8411	5.777418
								-162.4676	5.733209
								-161.899	5.694048
								-161.3991	5.677092
								-160.8675	5.630705
								-160.2784	5.608971
								-159.8451	5.582843
								-159.3878	5.538434
								-158.9156	5.494966
								-158.4814	5.456592
								-157.9662	5.389857
								-157.4828	5.35425
								-156.9363	5.317947
								-156.3912	5.259247
								-155.9305	5.243382
								-155.4336	5.20342
								-154.8785	5.145896
								-154.37	5.14846
								-153.8482	5.106048
								-153.3807	5.063844
								-152.9653	5.052786
								-152.4247	4.973244
								-151.862	4.932913
								-151.2862	4.892467
								-150.8919	4.836712
								-150.4517	4.828317
								-150.0036	4.800819
								-149.5186	4.761549
								-148.8647	4.742717
								-148.3566	4.68706
								-147.7552	4.644889
								-147.3596	4.619239
								-146.9261	4.582792
								-146.4004	4.558868
								-145.9853	4.54264
								-145.4098	4.523552
								-144.9633	4.50632
								-144.538	4.471794
								-144.0751	4.428256
								-143.5237	4.384903
								-142.9623	4.357935
								-142.4218	4.342006
								-141.8838	4.347635
								-141.4222	4.320997
								-140.8952	4.282756
								-140.3946	4.266079
								-139.8966	4.205357
								-139.3766	4.179993
								-138.8433	4.14195
								-138.2529	4.093232
								-137.6793	4.093263
								-137.1823	4.072592
								-136.7299	4.063898
								-136.2429	4.060636
								-135.7555	4.033813
								-135.249	4.015848
								-134.6282	3.987724
								-134.1841	3.951703
								-133.732	3.889655
								-133.2185	3.852481
								-132.8923	3.828723
								-132.4455	3.817082
								-131.9096	3.816441
								-131.4222	3.793605
								-130.8727	3.780946
								-130.3804	3.753486
								-129.9218	3.745946
								-129.4905	3.755014
								-129.0583	3.71575
								-128.5303	3.696535
								-128.0627	3.676554
								-127.5868	3.64176
								-126.9872	3.649717
								-126.5715	3.627735
								-126.02	3.59518
								-125.4141	3.568128
								-124.9402	3.537715
								-124.3112	3.518085
								-123.8773	3.514684
								-123.3939	3.523266
								-122.9058	3.515988
								-122.4396	3.520083
								-121.9211	3.519314
								-121.4688	3.49396
								-120.9886	3.487539
								-120.4441	3.470397
								-119.9475	3.463878
								-119.4538	3.460317
								-118.8816	3.422926
								-118.4041	3.457317
								-117.9237	3.439423
								-117.3874	3.390918
								-116.942	3.423978
								-116.5124	3.372951
								-116.0137	3.316699
								-115.5954	3.37317
								-115.0598	3.345779
								-114.5592	3.338013
								-113.9906	3.393563
								-113.4526	3.355466
								-112.9151	3.349108
								-112.3052	3.350768
								-111.8406	3.337751
								-111.3433	3.340884
								-110.9352	3.341461
								-110.4976	3.327424
								-109.9541	3.309146
								-109.3561	3.296179
								-108.8037	3.299874
								-108.3235	3.294337
								-107.9326	3.274017
								-107.4557	3.295014
								-106.9935	3.268142
								-106.5378	3.245779
								-105.9635	3.256409
								-105.4497	3.204477
								-104.9194	3.210569
								-104.3637	3.265853
								-103.9063	3.267462
								-103.3602	3.289588
								-102.8969	3.271809
								-102.3643	3.232159
								-101.764	3.224241
								-101.2663	3.207483
								-100.6485	3.204664
								-100.1334	3.160852
								-99.70314	3.150073
								-99.21675	3.153532
								-98.90009	3.155786
								-98.451	3.193136
								-97.93521	3.209662
								-97.47292	3.224291
								-96.88482	3.253489
								-96.3763	3.249881
								-95.81066	3.231167
								-95.27902	3.207096
								-94.76357	3.20346
								-94.25967	3.194848
								-93.88026	3.191101
								-93.42788	3.202221
								-92.95602	3.175605
								-92.44849	3.182238
								-91.95152	3.223054
								-91.45754	3.216291
								-90.9226	3.213725
								-90.47088	3.189766
								-89.98712	3.164889
								-89.50964	3.178231
								-89.02126	3.191348
								-88.487	3.226164
								-87.91409	3.212992
								-87.48085	3.200104
								-87.02814	3.198018
								-86.53447	3.177701
								-86.03322	3.183846
								-85.45337	3.200019
								-84.9125	3.203566
								-84.30392	3.229541
								-83.83338	3.239383
								-83.28557	3.243522
								-82.83219	3.238107
								-82.42504	3.252801
								-81.93996	3.246015
								-81.45918	3.217474
								-80.96124	3.227058
								-80.58414	3.243312
								-80.03566	3.291265
								-79.61102	3.291667
								-79.08764	3.310634
								-78.50482	3.308838
								-77.97088	3.243137
								-77.43132	3.215871
								-76.91158	3.17743
								-76.39215	3.135115
								-75.92194	3.155706
								-75.42596	3.220883
								-74.92307	3.234773
								-74.40199	3.233555
								-74.05264	3.264582
								-73.49756	3.2645
								-73.00522	3.289971
								-72.50133	3.321549
								-71.87954	3.303304
								-71.52655	3.289298
								-71.04181	3.29253
								-70.49664	3.277732
								-70	3.301684
								-69.38812	3.306215
								-68.85451	3.288079
								-68.38396	3.290755
								-67.86422	3.274248
								-67.35075	3.282586
								-66.85246	3.302748
								-66.39182	3.30697
								-65.8658	3.331649
								-65.3705	3.338992
								-64.88773	3.334729
								-64.35873	3.341301
								-63.94498	3.354546
								-63.5111	3.347798
								-63.0815	3.366124
								-62.57397	3.366419
								-61.99115	3.340097
								-61.42088	3.355026
								-60.83113	3.339576
								-60.33054	3.363607
								-59.78503	3.364194
								-59.36996	3.36221
								-58.88522	3.397242
								-58.35887	3.389093
								-57.922	3.409066
								-57.40919	3.457081
								-56.89803	3.443952
								-56.40569	3.456142
								-55.93019	3.444527
								-55.39196	3.398664
								-54.92504	3.392134
								-54.48752	3.389241
								-53.91032	3.413734
								-53.41732	3.433219
								-52.91045	3.452474
								-52.4115	3.462798
								-51.94658	3.460116
								-51.409	3.469591
								-50.84996	3.448046
								-50.37908	3.434527
								-49.88971	3.429364
								-49.38317	3.42351
								-48.84229	3.453549
								-48.21291	3.473864
								-47.74667	3.505623
								-47.31905	3.503506
								-46.89968	3.496194
								-46.45621	3.501299
								-45.91203	3.471785
								-45.40814	3.47953
								-44.96896	3.507669
								-44.58658	3.497737
								-44.16689	3.537659
								-43.61082	3.569711
								-43.0498	3.541651
								-42.46037	3.553783
								-41.92874	3.550688
								-41.45027	3.536929
								-40.93746	3.556434
								-40.44975	3.551728
								-39.93098	3.536053
								-39.46903	3.542439
								-39.03414	3.555052
								-38.5035	3.584182
								-37.95139	3.577459
								-37.46434	3.564286
								-36.91685	3.537826
								-36.36376	3.495771
								-35.95793	3.502053
								-35.48012	3.531202
								-35.02939	3.545843
								-34.52087	3.573804
								-33.9648	3.583628
								-33.38298	3.578102
								-32.8312	3.579801
								-32.38013	3.577214
								-31.85973	3.563304
								-31.34295	3.529413
								-30.93977	3.533197
								-30.42993	3.531074
								-29.93264	3.540506
								-29.44129	3.566591
								-28.88357	3.561731
								-28.41665	3.560972
								-27.95998	3.561758
								-27.47755	3.556853
								-27.01162	3.550656
								-26.47239	3.550077
								-25.93185	3.583598
								-25.4854	3.583003
								-24.9792	3.596544
								-24.49577	3.620953
								-23.99221	3.581169
								-23.42227	3.572644
								-22.85662	3.558796
								-22.3907	3.519208
								-21.91586	3.514172
								-21.3489	3.510897
								-20.86514	3.518292
								-20.28992	3.539055
								-19.73385	3.552189
								-19.28675	3.567393
								-18.74059	3.549932
								-18.33344	3.541535
								-17.90748	3.53469
								-17.35603	3.513507
								-16.95252	3.51613
								-16.42187	3.529232
								-15.88	3.527258
								-15.4755	3.543406
								-14.94453	3.558801
								-14.50832	3.546181
								-14.06617	3.535616
