Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA
Ru T4 50mv/seg	Ru T4 50mv/seg	Ru T9 50mv/seg - Adsorbido	Ru T9 50mv/seg - Adsorbido	au Control	
-419.2382	-28.35023	-419.1755	-5.001756	-419.4931	-24.07413
-420.2512	-28.20696	-420.2021	-4.957007	-420.4967	-24.03296
-421.2472	-28.06102	-421.2153	-4.910301	-421.4851	-23.99381
-422.2495	-27.91756	-422.2094	-4.865175	-422.46	-23.95313
-423.2269	-27.7724	-423.1787	-4.81951	-423.4341	-23.90886
-424.246	-27.63687	-424.1637	-4.780353	-424.4362	-23.87022
-425.2611	-27.50673	-425.141	-4.744849	-425.4406	-23.83407
-426.2598	-27.37815	-426.1635	-4.708967	-426.4489	-23.79774
-427.2722	-27.25505	-427.2142	-4.677207	-427.4769	-23.76551
-428.2527	-27.13098	-428.235	-4.641268	-428.4974	-23.73174
-429.2357	-27.00499	-429.2382	-4.604412	-429.5089	-23.69849
-430.231	-26.88893	-430.2427	-4.573166	-430.5048	-23.66577
-431.2418	-26.77468	-431.2263	-4.53759	-431.5113	-23.63285
-432.2581	-26.6654	-432.211	-4.504358	-432.5122	-23.60159
-433.2558	-26.56232	-433.2147	-4.474252	-433.5125	-23.56674
-434.2428	-26.45669	-434.1904	-4.440525	-434.5246	-23.53233
-435.2339	-26.3539	-435.1996	-4.410114	-435.5132	-23.50189
-436.2045	-26.25041	-436.2019	-4.382471	-436.5073	-23.46671
-437.1921	-26.15232	-437.2024	-4.356618	-437.4902	-23.43461
-438.2034	-26.06086	-438.2315	-4.333145	-438.4884	-23.40658
-439.2063	-25.97074	-439.2417	-4.308476	-439.4883	-23.37643
-440.2212	-25.8878	-440.2552	-4.284268	-440.5129	-23.35063
-441.2368	-25.80691	-441.2567	-4.256121	-441.5411	-23.3206
-442.2467	-25.72761	-442.2408	-4.226817	-442.546	-23.28665
-443.2478	-25.65669	-443.2191	-4.202919	-443.5404	-23.25789
-444.2517	-25.58621	-444.2045	-4.178187	-444.5053	-23.23185
-445.2332	-25.5164	-445.2101	-4.155859	-445.5009	-23.21204
-446.2298	-25.45105	-446.2026	-4.137884	-446.4958	-23.19037
-447.2141	-25.38176	-447.2091	-4.115315	-447.4976	-23.16659
-448.2017	-25.31401	-448.2292	-4.091842	-448.4916	-23.14267
-449.2293	-25.25439	-449.219	-4.071895	-449.4745	-23.12021
-450.222	-25.19653	-450.2241	-4.049583	-450.4747	-23.1036
-451.2376	-25.14842	-451.2188	-4.028596	-451.486	-23.08665
-452.2393	-25.10416	-452.2079	-4.008128	-452.5247	-23.06709
-453.2337	-25.05998	-453.2207	-3.985997	-453.5354	-23.04368
-454.2433	-25.01791	-454.2075	-3.964506	-454.5472	-23.02346
-455.2189	-24.97362	-455.1827	-3.942658	-455.5413	-23.0005
-456.2402	-24.93467	-456.1735	-3.926176	-456.5144	-22.98246
-457.2351	-24.89745	-457.1794	-3.908646	-457.5222	-22.96962
-458.2166	-24.86232	-458.1978	-3.890037	-458.5093	-22.95441
-459.2399	-24.83738	-459.2321	-3.874369	-459.506	-22.94109
-460.2234	-24.81451	-460.2342	-3.854213	-460.5058	-22.92375
-461.2058	-24.79245	-461.1951	-3.832193	-461.49	-22.90832
-462.2144	-24.781	-462.1785	-3.816081	-462.4883	-22.89628
-463.2225	-24.76898	-463.1583	-3.799204	-463.4879	-22.88486
-464.2254	-24.75984	-464.1605	-3.784684	-464.4837	-22.88045
-465.219	-24.75875	-465.1906	-3.774802	-465.4896	-22.87264
-466.2314	-24.75449	-466.2075	-3.762955	-466.503	-22.85871
-467.2127	-24.74938	-467.2128	-3.751798	-467.4925	-22.85265
-468.2168	-24.74865	-468.2387	-3.740247	-468.4915	-22.84233
-469.2494	-24.75253	-469.2417	-3.729589	-469.4673	-22.8354
-470.2469	-24.76272	-470.2354	-3.719316	-470.4594	-22.83195
-471.2499	-24.77802	-471.2488	-3.705952	-471.4748	-22.82398
-472.2416	-24.80025	-472.2264	-3.695156	-472.4918	-22.81822
-473.2279	-24.82202	-473.221	-3.683378	-473.5124	-22.81234
-474.2088	-24.84147	-474.1959	-3.670681	-474.4959	-22.80359
-475.1976	-24.87343	-475.1928	-3.665118	-475.4912	-22.8006
-476.1951	-24.90439	-476.2067	-3.660929	-476.4724	-22.79809
-477.1956	-24.93968	-477.2195	-3.657417	-477.4692	-22.79516
-478.2096	-24.98509	-478.2508	-3.656483	-478.498	-22.79926
-479.2122	-25.02612	-479.259	-3.651846	-479.4904	-22.79577
-480.2291	-25.06902	-480.2406	-3.645081	-480.5139	-22.79425
-481.2163	-25.11744	-481.2339	-3.63998	-481.5152	-22.79906
-482.1904	-25.17042	-482.2201	-3.635796	-482.5062	-22.80417
-483.2098	-25.22688	-483.2032	-3.634564	-483.5229	-22.81226
-484.1943	-25.28598	-484.2138	-3.634507	-484.5005	-22.81729
-485.2119	-25.34649	-485.2058	-3.634994	-485.4925	-22.81972
-486.24	-25.40472	-486.2088	-3.636812	-486.4814	-22.82121
-487.1977	-25.4594	-487.1904	-3.636719	-487.4582	-22.8244
-488.1794	-25.5223	-488.1791	-3.640087	-488.4634	-22.83332
-489.1633	-25.59085	-489.1727	-3.645401	-489.4767	-22.84275
-490.1516	-25.65829	-490.1384	-3.648146	-490.4975	-22.8496
-491.1676	-25.73882	-491.1575	-3.653885	-491.5098	-22.86025
-492.2041	-25.81768	-492.1464	-3.656953	-492.512	-22.86666
-493.215	-25.88956	-493.1706	-3.658823	-493.4915	-22.87004
-494.2276	-25.96975	-494.221	-3.664113	-494.4783	-22.88017
-495.2422	-26.04541	-495.2313	-3.669419	-495.4837	-22.88651
-496.2157	-26.12045	-496.2501	-3.677717	-496.482	-22.89643
-497.2076	-26.19763	-497.2272	-3.684717	-497.4919	-22.90747
-498.1813	-26.2698	-498.2053	-3.689681	-498.5016	-22.91623
-499.1558	-26.34154	-499.1939	-3.693666	-499.4711	-22.92732
-500.1727	-26.41348	-500.1723	-3.697288	-500.4732	-22.94022
-501.1738	-26.49004	-501.1614	-3.703491	-501.4842	-22.95707
-502.1928	-26.5713	-502.1508	-3.712377	-502.4722	-22.97392
-503.2093	-26.64584	-503.1418	-3.721076	-503.4903	-22.98873
-504.205	-26.71947	-504.1592	-3.729274	-504.475	-23.00028
-505.2028	-26.78611	-505.1719	-3.738175	-505.446	-23.00904
-506.1826	-26.83968	-506.1615	-3.745064	-506.4225	-23.01455
-507.1685	-26.89804	-507.1871	-3.755635	-507.4148	-23.02663
-508.1775	-26.95132	-508.1757	-3.76522	-508.4262	-23.04107
-509.1755	-27.00285	-509.1529	-3.77254	-509.4333	-23.05512
-510.1833	-27.05796	-510.1517	-3.782402	-510.4583	-23.07398
-511.1809	-27.10687	-511.1189	-3.786184	-511.4678	-23.08704
-512.1429	-27.15179	-512.0979	-3.790692	-512.4718	-23.09807
-513.1343	-27.19784	-513.1168	-3.797131	-513.4574	-23.11006
-514.1281	-27.23987	-514.1187	-3.803497	-514.4468	-23.12186
-515.1293	-27.28185	-515.1086	-3.813945	-515.4523	-23.13507
-516.1462	-27.32018	-516.1329	-3.825522	-516.4294	-23.14796
-517.1705	-27.34736	-517.1223	-3.836933	-517.4568	-23.16466
-518.1776	-27.3692	-518.1475	-3.845631	-518.452	-23.1828
-519.1945	-27.38079	-519.1758	-3.853352	-519.4451	-23.19985
-520.209	-27.39102	-520.1871	-3.861355	-520.4508	-23.21992
-521.2015	-27.3996	-521.2065	-3.869558	-521.4507	-23.23693
-522.2249	-27.40234	-522.181	-3.876652	-522.4613	-23.24622
-523.2323	-27.40437	-523.1644	-3.886275	-523.4792	-23.25783
-524.2206	-27.39517	-524.1352	-3.893562	-524.4909	-23.26372
-525.2074	-27.37621	-525.1321	-3.899474	-525.462	-23.26703
-526.1917	-27.35665	-526.1665	-3.911098	-526.4562	-23.28064
-527.1794	-27.32526	-527.1807	-3.919686	-527.4515	-23.29223
-528.1806	-27.2907	-528.2087	-3.929596	-528.4572	-23.30733
-529.1697	-27.25399	-529.2119	-3.93959	-529.4942	-23.32475
-530.1688	-27.20469	-530.1819	-3.945147	-530.5125	-23.3347
-531.1822	-27.15388	-531.1772	-3.951855	-531.5266	-23.34424
-532.1849	-27.09736	-532.1774	-3.957168	-532.5164	-23.35178
-533.2091	-27.03566	-533.1609	-3.963476	-533.5165	-23.35776
-534.201	-26.97055	-534.1706	-3.970639	-534.5045	-23.36282
-535.1866	-26.89476	-535.1716	-3.974955	-535.4765	-23.36667
-536.177	-26.81417	-536.1814	-3.982432	-536.4894	-23.37167
-537.1796	-26.72077	-537.1783	-3.987279	-537.4882	-23.3758
-538.1759	-26.61634	-538.1539	-3.991834	-538.4885	-23.37938
-539.1674	-26.5151	-539.1613	-4.000699	-539.4879	-23.38836
-540.1742	-26.40569	-540.1265	-4.007683	-540.498	-23.39599
-541.179	-26.29531	-541.1392	-4.017161	-541.4956	-23.40176
-542.1927	-26.18933	-542.1689	-4.027027	-542.5037	-23.40892
-543.2035	-26.07084	-543.1654	-4.035089	-543.5108	-23.40519
-544.2083	-25.94553	-544.1773	-4.041679	-544.4906	-23.39839
-545.2032	-25.81787	-545.1653	-4.049305	-545.4893	-23.39274
-546.1996	-25.68066	-546.1721	-4.056725	-546.4911	-23.38587
-547.1948	-25.5397	-547.1699	-4.064154	-547.4818	-23.38461
-548.198	-25.39816	-548.1722	-4.072083	-548.4846	-23.38475
-549.2032	-25.25345	-549.1703	-4.078021	-549.4799	-23.38474
-550.1956	-25.10828	-550.1556	-4.083791	-550.4794	-23.38354
-551.1751	-24.96394	-551.1487	-4.08718	-551.4793	-23.37842
-552.189	-24.82528	-552.1415	-4.093008	-552.4818	-23.37181
-553.2064	-24.68737	-553.1576	-4.099523	-553.4944	-23.3619
-554.2089	-24.5486	-554.1445	-4.104459	-554.4905	-23.35313
-555.236	-24.41496	-555.1668	-4.113704	-555.5022	-23.34747
-556.2248	-24.27686	-556.1742	-4.119268	-556.5226	-23.34271
-557.1746	-24.13591	-557.168	-4.123785	-557.5112	-23.33611
-558.1835	-24.00264	-558.1766	-4.13246	-558.5099	-23.33203
-559.1708	-23.87092	-559.1509	-4.136315	-559.5065	-23.32388
-560.1576	-23.74346	-560.1465	-4.136653	-560.498	-23.31278
-561.1812	-23.62717	-561.1376	-4.135201	-561.5028	-23.30386
-562.1694	-23.50868	-562.1508	-4.132353	-562.5038	-23.28884
-563.165	-23.39142	-563.1508	-4.135092	-563.4818	-23.27224
-564.1622	-23.27929	-564.1349	-4.147523	-564.4553	-23.25608
-565.1518	-23.17073	-565.1199	-4.164807	-565.4395	-23.24067
-566.1485	-23.06831	-566.1171	-4.182818	-566.4357	-23.22677
-567.1571	-22.96906	-567.1099	-4.197501	-567.4487	-23.21271
-568.1729	-22.8739	-568.1279	-4.208155	-568.4589	-23.20107
-569.1722	-22.77918	-569.1562	-4.21607	-569.4684	-23.18839
-570.1752	-22.68709	-570.1442	-4.220712	-570.4554	-23.172
-571.1673	-22.60226	-571.1779	-4.226879	-571.4777	-23.15477
-572.158	-22.51866	-572.1691	-4.233727	-572.4786	-23.13509
-573.1702	-22.43552	-573.1616	-4.233685	-573.4747	-23.11343
-574.1962	-22.35823	-574.1783	-4.24626	-574.4805	-23.09665
-575.2155	-22.27878	-575.1702	-4.244315	-575.4592	-23.08268
-576.2028	-22.19999	-576.1564	-4.249856	-576.4637	-23.06574
-577.1901	-22.12483	-577.1612	-4.263784	-577.4755	-23.052
-578.1758	-22.05074	-578.1516	-4.259836	-578.499	-23.03546
-579.1584	-21.97947	-579.119	-4.279714	-579.5177	-23.01952
-580.1759	-21.91013	-580.138	-4.279494	-580.5309	-23.00303
-581.176	-21.84302	-581.1373	-4.288005	-581.5381	-22.98163
-582.1841	-21.7786	-582.1359	-4.289923	-582.534	-22.95997
-583.1988	-21.71346	-583.1448	-4.289147	-583.5198	-22.93132
-584.1827	-21.65201	-584.1346	-4.296824	-584.49	-22.90755
-585.178	-21.5917	-585.1312	-4.290896	-585.4724	-22.88557
-586.1667	-21.52699	-586.1438	-4.304328	-586.4333	-22.85983
-587.1495	-21.46796	-587.1639	-4.302964	-587.424	-22.84018
-588.1324	-21.41	-588.1822	-4.307975	-588.438	-22.81769
-589.1392	-21.35187	-589.1693	-4.310243	-589.4113	-22.78892
-590.1128	-21.30138	-590.1284	-4.310863	-590.4445	-22.76421
-591.0975	-21.24966	-591.1185	-4.315863	-591.452	-22.73625
-592.1145	-21.20044	-592.1054	-4.313584	-592.4459	-22.71294
-593.1101	-21.15381	-593.097	-4.322868	-593.4882	-22.69522
-594.1153	-21.10498	-594.1107	-4.321931	-594.471	-22.67596
-595.1318	-21.05676	-595.0999	-4.32424	-595.4495	-22.65723
-596.1277	-21.00593	-596.0917	-4.329638	-596.451	-22.63221
-597.1417	-20.95539	-597.1122	-4.330088	-597.4202	-22.60785
