Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
Ciclado - 20 ciclos 1 -63uM	Ciclado - 20 ciclos 1 -63uM	Ciclado - 20 ciclos 2 - 63uM	Ciclado - 20 ciclos 2 - 63uM	Adsorbido 1 - 63uM	Adsorbido 1 - 63uM	Adsorbido 2 - 63uM	Adsorbido 2 - 63uM	Adsorbido 3 - 63uM	Adsorbido 3 - 63uM	Ru 63uM - Au Desnudo	Ru 63uM - Au Desnudo
-349.5158	-1.578492										
-350.505	-1.573161										
-351.5061	-1.567555										
-352.5257	-1.561825										
-353.5136	-1.554939										
-354.5176	-1.548339										
-355.5173	-1.540083										
-356.5164	-1.537632										
-357.5081	-1.533413										
-358.5	-1.525825										
-359.4893	-1.519517										
-360.4672	-1.513821										
-361.4788	-1.512085										
-362.4868	-1.509109										
-363.4666	-1.50791										
-364.4811	-1.500754										
-365.4753	-1.493625										
-366.4815	-1.493711										
-367.5053	-1.488501										
-368.5073	-1.484003										
-369.5112	-1.479281										
-370.5045	-1.473402										
-371.4974	-1.470422										
-372.4846	-1.467648										
-373.4911	-1.464511										
-374.5106	-1.457876										
-375.5422	-1.453018										
-376.5684	-1.450496										
-377.5656	-1.448148										
-378.5726	-1.443168										
-379.5441	-1.439703										
-380.5154	-1.435996										
-381.5061	-1.431333										
-382.4785	-1.431508										
-383.4669	-1.427352										
-384.4637	-1.42394										
-385.4536	-1.42237										
-386.4529	-1.420621										
-387.4701	-1.419279										
-388.469	-1.415941										
-389.4795	-1.413481										
-390.4643	-1.411402										
-391.4547	-1.409415										
-392.4621	-1.408626										
-393.4716	-1.404297										
-394.4809	-1.399641										
-395.4645	-1.396341										
-396.4649	-1.393049										
-397.4504	-1.392035										
-398.4412	-1.387656										
-399.4504	-1.385769										
-400.4441	-1.384762										
-401.428	-1.383674										
-402.423	-1.382977										
-403.4398	-1.381791										
-404.4423	-1.379079										
-405.4561	-1.378051										
-406.4517	-1.376659										
-407.4171	-1.372737										
-408.4002	-1.371061										
-409.3919	-1.366396										
-410.3796	-1.366409										
-411.3978	-1.368006										
-412.4121	-1.366485										
-413.4337	-1.364324										
-414.4507	-1.361558										
-415.4608	-1.361579										
-416.451	-1.360801										
-417.456	-1.361487										
-418.4556	-1.360029										
-419.4456	-1.35746										
-420.4643	-1.356513										
-421.4328	-1.355369										
-422.4461	-1.355517										
-423.4264	-1.35409										
-424.4148	-1.354615										
-425.4323	-1.353205										
-426.4271	-1.351802										
-427.4474	-1.350428										
-428.4844	-1.347756										
-429.4944	-1.348393										
-430.4916	-1.349243										
-431.5132	-1.348153										
-432.4867	-1.347535										
-433.4768	-1.345002										
-434.4861	-1.342955										
-435.4493	-1.343988										
-436.4203	-1.345014										
-437.4213	-1.34548										
-438.3961	-1.345259										
-439.4033	-1.345308										
-440.4435	-1.343985										
-441.4369	-1.344584										
-442.4477	-1.342808										
-443.4727	-1.34345										
-444.4467	-1.345305										
-445.4526	-1.344045										
-446.4749	-1.345752										
-447.4723	-1.341604										
-448.4711	-1.338814										
-449.4636	-1.340248										
-450.4659	-1.341413										
-451.4662	-1.342588										
-452.4669	-1.341802										
-453.4758	-1.340287										
-454.4886	-1.340689										
-455.4849	-1.344462										
-456.4986	-1.344699										
-457.5143	-1.34436										
-458.4895	-1.343406										
-459.4777	-1.340328										
-460.473	-1.341382										
-461.4377	-1.342346										
-462.434	-1.342035										
-463.4369	-1.341483										
-464.4393	-1.342899										
-465.4624	-1.343559										
-466.4453	-1.34408										
-467.4377	-1.346371										
-468.4266	-1.347353										
-469.4401	-1.349943										
-470.4568	-1.35227										
-471.4634	-1.351994										
-472.4699	-1.350619										
-473.4597	-1.347522										
-474.4488	-1.345972										
-475.4529	-1.346625										
-476.4457	-1.347781										
-477.4536	-1.348327										
-478.4709	-1.348554										
-479.4737	-1.346229										
-480.4825	-1.343778										
-481.4535	-1.344433										
-482.456	-1.344682										
-483.4541	-1.347481										
-484.4748	-1.350554										
-485.479	-1.351313										
-486.4752	-1.350596										
-487.4657	-1.346601										
-488.4371	-1.347743										
-489.438	-1.349666										
-490.4236	-1.351391										
-491.423	-1.355205										
-492.4235	-1.355183										
-493.407	-1.354647										
-494.4169	-1.35453										
-495.4192	-1.35836										
-496.4337	-1.357419										
-497.4503	-1.35937										
-498.4401	-1.361073										
-499.4193	-1.359514										
-500.3994	-1.360676										
-501.3845	-1.361074										
-502.3838	-1.362937										
-503.4156	-1.363694										
-504.3973	-1.366549										
-505.4259	-1.36588										
-506.422	-1.365033										
-507.4121	-1.36625										
-508.4137	-1.365731										
-509.3954	-1.367582										
-510.3946	-1.36752										
-511.3746	-1.36852										
-512.3837	-1.36997										
-513.3674	-1.371181										
-514.3544	-1.372899										
-515.3774	-1.372796										
-516.3762	-1.375598										
-517.3866	-1.378233										
-518.4089	-1.379564										
-519.3857	-1.379989										
-520.414	-1.378197										
-521.4292	-1.378446										
-522.434	-1.379919										
-523.4464	-1.382963										
-524.4297	-1.384828										
-525.4389	-1.384151										
-526.4312	-1.385724										
-527.4334	-1.386648										
-528.4365	-1.386457										
-529.441	-1.388199										
-530.445	-1.389303										
-531.4548	-1.390611										
-532.4773	-1.394235										
-533.4545	-1.395255										
-534.4711	-1.394688										
-535.463	-1.39393										
-536.4155	-1.394971										
-537.4244	-1.397993										
-538.407	-1.398607										
-539.3917	-1.400652										
-540.4272	-1.400694										
-541.4045	-1.399769										
-542.4146	-1.403599										
-543.4261	-1.404317										
-544.4186	-1.404954										
-545.4247	-1.406357										
-546.4227	-1.406318										
-547.4265	-1.410811										
-548.4237	-1.411774										
-549.4171	-1.412914										
-550.3835	-1.415458										
-551.3774	-1.415748										
-552.3683	-1.419762										
-553.3875	-1.421333										
-554.412	-1.420919										
-555.4064	-1.422744										
-556.4265	-1.423502										
-557.4177	-1.42594										
-558.422	-1.429219										
-559.4388	-1.428536										
-560.4171	-1.42968										
-561.4158	-1.431166										
-562.4218	-1.433038										
-563.3992	-1.435961										
-564.3966	-1.43601										
-565.3715	-1.43651										
-566.3458	-1.437871										
-567.3538	-1.438853										
-568.3487	-1.442036										
-569.3787	-1.44526										
-570.3976	-1.447636										
-571.3928	-1.451748										
-572.4112	-1.454371										
-573.3951	-1.455294										
-574.3965	-1.454697										
-575.4164	-1.45529										
-576.4124	-1.457867										
-577.4183	-1.460036										
-578.4019	-1.464001										
-579.3981	-1.464151										
-580.4089	-1.464134										
-581.4042	-1.46578										
-582.4277	-1.468425										
-583.4198	-1.471469										
-584.4073	-1.470884										
-585.4242	-1.472576										
-586.4033	-1.47383										
-587.3934	-1.47772										
-588.3869	-1.482274										
-589.3757	-1.483695										
-590.3661	-1.486102										
-591.3734	-1.487938										
-592.3779	-1.490356										
-593.3705	-1.493942										
-594.3587	-1.495468										
-595.3582	-1.495309										
-596.3356	-1.498176										
-597.3376	-1.501776										
-598.3531	-1.503403										
-599.0195	-1.491078										
-599.1966	-1.473371										
-598.8732	-1.453571										
-598.0593	-1.433071										
-597.0544	-1.423739										
-596.0582	-1.416524										
-595.0557	-1.408277										
-594.0271	-1.401031										
-593.0123	-1.393731										
-591.9899	-1.387205										
-590.9899	-1.380429										
-590.0087	-1.372689										
-589.0206	-1.365001										
-588.0606	-1.357193										
-587.0627	-1.349622										
-586.0663	-1.343671										
-585.0746	-1.341713										
-584.0916	-1.3365										
-583.0879	-1.33019										
-582.0927	-1.325197										
-581.1141	-1.318339										
-580.0875	-1.315346										
-579.1002	-1.313795										
-578.0887	-1.307843										
-577.0572	-1.302103										
-576.0582	-1.296357										
-575.0522	-1.283283										
-574.0431	-1.281893										
-573.0398	-1.27558										
-572.0444	-1.271338										
-571.0345	-1.272328										
-570.0427	-1.265596										
-569.0494	-1.262055										
-568.0568	-1.253478										
-567.0632	-1.247361										
-566.0469	-1.241318										
-565.0599	-1.231134										
-564.0552	-1.230572										
-563.0665	-1.23047										
-562.0699	-1.225844										
-561.0594	-1.226053										
-560.0468	-1.221695										
-559.0242	-1.215229										
-558.0372	-1.212277										
-557.0369	-1.212261										
-556.0449	-1.207335										
-555.0503	-1.204047										
-554.0546	-1.200893										
-553.066	-1.193537										
-552.0589	-1.189107										
-551.0531	-1.184087										
-550.0598	-1.178647										
-549.0483	-1.175969										
-548.0297	-1.173131										
-547.0325	-1.168343										
-546.0172	-1.165612										
-545.0347	-1.160813										
-544.0669	-1.158132										
-543.0723	-1.155113										
-542.0544	-1.148443										
-541.0261	-1.144807										
-540.0081	-1.138626										
-539.0135	-1.133137										
-538.0521	-1.129207										
-537.0806	-1.122034										
-536.0988	-1.115079										
-535.0999	-1.110605										
-534.1001	-1.108789										
-533.0904	-1.108177										
-532.0805	-1.107178										
-531.0955	-1.105143										
-530.0813	-1.101368										
-529.0894	-1.097141										
-528.0867	-1.093799										
-527.0714	-1.090726										
-526.0873	-1.088243										
-525.0802	-1.085832										
-524.1085	-1.081735										
-523.1047	-1.076721										
-522.0996	-1.075772										
-521.1021	-1.0716										
-520.0825	-1.068184										
-519.0909	-1.066014										
-518.0649	-1.058166										
-517.0456	-1.05589										
-516.0168	-1.053482										
-514.9874	-1.05052										
-514.0014	-1.049034										
-513.0024	-1.046538										
-512.0135	-1.039628										
-511.0297	-1.033414										
-510.0333	-1.028488										
-509.0619	-1.023378										
-508.0924	-1.022846										
-507.1056	-1.021576										
-506.1125	-1.01808										
-505.0981	-1.015967										
-504.0883	-1.012077										
-503.0718	-1.007706										
-502.0599	-1.005031										
-501.0674	-0.999641										
-500.0788	-0.997685										
-499.1021	-0.993876										
-498.1025	-0.985818										
-497.1024	-0.982046										
-496.0955	-0.977982										
-495.0886	-0.977256										
-494.1025	-0.977136										
-493.0766	-0.974031										
-492.0643	-0.969633										
-491.032	-0.963498										
-490.0312	-0.958371										
-489.0596	-0.955517										
-488.0705	-0.951878										
-487.119	-0.947504										
-486.1278	-0.944359										
-485.1382	-0.93855										
-484.1296	-0.935347										
-483.1264	-0.936274										
-482.1121	-0.936645										
-481.088	-0.937467										
-480.1011	-0.93659										
-479.0937	-0.933526										
-478.1089	-0.928634										
-477.1177	-0.922484										
-476.1241	-0.918735										
-475.1197	-0.914065										
-474.1138	-0.910309										
-473.1401	-0.907264										
-472.1241	-0.903119										
-471.1295	-0.899053										
-470.1538	-0.895713										
-469.1371	-0.894187										
-468.145	-0.890013										
-467.1382	-0.887076										
-466.1206	-0.885954										
-465.1044	-0.881887										
-464.1161	-0.880081										
-463.1136	-0.876972										
-462.0989	-0.871787										
-461.1204	-0.868812										
-460.1158	-0.86445										
-459.1268	-0.861633										
-458.1467	-0.859398										
-457.1449	-0.854923										
-456.1504	-0.850984										
-455.1618	-0.846914										
-454.1332	-0.840491										
-453.1214	-0.836623										
-452.0918	-0.831236										
-451.067	-0.826344										
-450.0737	-0.825273										
-449.097	-0.820015										
-448.1139	-0.815903										
-447.1078	-0.811878										
-446.1255	-0.809353										
-445.0929	-0.810679										
-444.0868	-0.810612										
-443.1108	-0.809277										
-442.1059	-0.805988										
-441.1191	-0.800181										
-440.1203	-0.795463										
-439.1182	-0.793944										
-438.1066	-0.79055										
-437.1109	-0.786631										
-436.1137	-0.78356										
-435.1305	-0.780624										
-434.1542	-0.780598										
-433.1542	-0.780971										
-432.1652	-0.779357										
-431.1534	-0.777458										
-430.1392	-0.771569										
-429.1345	-0.769248										
-428.113	-0.766405										
-427.0836	-0.759206										
-426.0864	-0.757264										
-425.0922	-0.755234										
-424.1046	-0.757133										
-423.137	-0.760113										
-422.1415	-0.757645										
-421.1197	-0.755852										
-420.1111	-0.753553										
-419.086	-0.753183										
-418.0945	-0.752321										
-417.108	-0.742169										
-416.1018	-0.731701										
-415.1048	-0.72601										
-414.066	-0.722027										
-413.0446	-0.725127										
-412.04	-0.730302										
-411.0276	-0.726703										
-410.0538	-0.72618										
-409.0862	-0.725632										
-408.0737	-0.723554										
-407.1002	-0.723532										
-406.0956	-0.722047										
-405.0919	-0.720553										
-404.134	-0.718155										
-403.1265	-0.714784										
-402.1252	-0.709819										
-401.1071	-0.704934										
-400.0886	-0.699312										
-399.0694	-0.695571										
-398.0543	-0.6918										
-397.0653	-0.689915										
-396.066	-0.688211										
-395.0819	-0.687602										
-394.0875	-0.687912										
-393.1009	-0.686736										
-392.0973	-0.685752										
-391.1154	-0.682179										
-390.1417	-0.679608										
-389.1311	-0.674154										
-388.1303	-0.667174										
-387.1078	-0.6623										
-386.0699	-0.656284										
-385.0484	-0.654543										
-384.0632	-0.655373										
-383.0926	-0.655917										
-382.1293	-0.655744										
-381.1581	-0.656096										
-380.1617	-0.65381										
-379.1479	-0.650815										
-378.1487	-0.64861										
-377.1687	-0.643254										
-376.1743	-0.637924										
-375.1689	-0.632911										
-374.1462	-0.627209										
-373.1091	-0.622199										
-372.1057	-0.620588										
-371.1265	-0.616554										
-370.1461	-0.611933										
-369.1618	-0.609217										
-368.1552	-0.604269										
-367.1485	-0.602697										
-366.1452	-0.600819										
-365.1479	-0.598368										
-364.1451	-0.595865										
-363.1271	-0.589483										
-362.1211	-0.588671										
-361.093	-0.584498										
-360.1009	-0.579876										
-359.0959	-0.579733										
-358.1039	-0.578491										
-357.1166	-0.579369										
-356.1244	-0.579107										
-355.1443	-0.57793										
-354.1542	-0.574475										
-353.1692	-0.567086										
-352.1781	-0.563345										
-351.1978	-0.557539										
-350.1895	-0.547963										
-349.183	-0.544285										
-348.1896	-0.538408										
-347.1729	-0.531125										
-346.1867	-0.528475										
-345.1931	-0.523066										
-344.1924	-0.517933										
-343.2223	-0.519087										
-342.2439	-0.517424										
-341.2513	-0.51757										
-340.2244	-0.516664										
-339.1964	-0.510817										
-338.1777	-0.504491										
-337.1757	-0.496425										
-336.1813	-0.487103										
-335.1852	-0.478567										
-334.174	-0.474597										
-333.1815	-0.468642										
-332.1853	-0.462635										
-331.1903	-0.458849										
-330.1821	-0.452442										
-329.1943	-0.448902										
-328.2068	-0.446859										
-327.2128	-0.441697										
-326.2232	-0.43597										
-325.2008	-0.427429										
-324.1836	-0.41928										
-323.1661	-0.411888										
-322.1587	-0.40565										
-321.1599	-0.40188										
-320.1674	-0.398566										
-319.1818	-0.396333										
-318.1727	-0.391921										
-317.1784	-0.388132										
-316.1809	-0.382179										
-315.166	-0.371858										
-314.1635	-0.361725										
-313.1522	-0.350316										
-312.1296	-0.339174										
-311.1143	-0.330864										
-310.1148	-0.323663										
-309.1088	-0.315217										
-308.1183	-0.310689										
-307.1379	-0.306856										
-306.1511	-0.303798										
-305.1545	-0.298883										
-304.1761	-0.291343										
-303.1765	-0.281067										
-302.1789	-0.264653										
-301.1826	-0.25175										
-300.1691	-0.239667										
-299.1641	-0.227865										
-298.1519	-0.21785										
-297.1527	-0.207909										
-296.176	-0.197776										
-295.1867	-0.190133										
-294.1895	-0.185427										
-293.2007	-0.179098										
-292.1773	-0.170904										
-291.1551	-0.156692										
-290.1675	-0.146838										
-289.1803	-0.139874										
-288.1885	-0.134513										
-287.2038	-0.134354										
-286.2036	-0.126672										
-285.1828	-0.119635										
-284.1854	-0.107279										
-283.1924	-0.096597										
-282.2076	-0.090444										
-281.2327	-0.081172										
-280.2341	-0.073386										
-279.2478	-0.064845										
-278.2506	-0.05276										
-277.256	-0.041263										
-276.2592	-0.031163										
-275.2514	-0.021933										
-274.2486	-0.011166										
-273.2325	-9.37E-4										
-272.2179	0.008891										
-271.2202	0.019945										
-270.2316	0.029366										
-269.2415	0.036573										
-268.2609	0.044989										
-267.2505	0.05664										
-266.222	0.068136										
-265.2051	0.08227										
-264.1942	0.097419										
-263.2003	0.110099										
-262.2057	0.123856										
-261.2036	0.137725										
-260.1899	0.14893										
-259.1683	0.160195										
-258.1632	0.167066										
-257.1911	0.173812										
-256.2042	0.178663										
-255.2129	0.186131										
-254.2128	0.197835										
-253.1927	0.209151										
-252.1988	0.222755										
-251.205	0.234573										
-250.2226	0.241175										
-249.2334	0.249265										
-248.2279	0.258685										
-247.2226	0.267988										
-246.2092	0.278967										
-245.2207	0.286825										
-244.2334	0.290682										
-243.2387	0.292807										
-242.2332	0.297225										
-241.2118	0.30463										
-240.2065	0.31074										
-239.2207	0.319149										
-238.2281	0.327227										
-237.227	0.334412										
-236.2251	0.347404										
-235.2098	0.360197										
-234.1905	0.366833										
-233.1921	0.372942										
-232.192	0.374593										
-231.198	0.372945										
-230.2397	0.376771										
-229.247	0.379728										
-228.2494	0.385334										
-227.2579	0.391263										
-226.2384	0.397539										
-225.223	0.406176										
-224.2059	0.413837										
-223.2101	0.421818										
-222.2031	0.427839										
-221.1985	0.42974										
-220.2108	0.42835										
-219.2048	0.428722										
-218.2174	0.428045										
-217.2445	0.430891										
-216.2455	0.434564										
-215.2386	0.439181										
-214.2453	0.444686										
-213.2307	0.447392										
-212.2311	0.452543										
-211.2309	0.454365										
-210.2076	0.457517										
-209.1823	0.464184										
-208.1739	0.465986										
-207.1705	0.467396										
-206.1438	0.46737										
-205.1709	0.464002										
-204.1714	0.463274										
-203.17	0.467673										
-202.1922	0.470231										
-201.2043	0.473775										
-200.2301	0.476387										
-199.2476	0.475834										
-198.2666	0.48083										
-197.2667	0.485308										
-196.2352	0.490493										
-195.2258	0.492258										
-194.2486	0.487907										
-193.2387	0.483889										
-192.2493	0.480381										
-191.26	0.479683										
-190.2503	0.481191										
-189.2509	0.480269										
-188.2635	0.48083										
-187.2566	0.481014										
-186.2625	0.482403										
-185.2702	0.488368										
-184.242	0.490405										
-183.2246	0.489561										
-182.2074	0.486313										
-181.2018	0.480155										
-180.2401	0.475924										
-179.2732	0.474012										
-178.295	0.474006										
-177.3155	0.476076										
-176.3078	0.477443										
-175.301	0.481509										
-174.2962	0.485509										
-173.2808	0.487102										
-172.2852	0.490195										
-171.2851	0.489728										
-170.274	0.485048										
-169.2856	0.48266										
-168.2856	0.47999										
-167.2949	0.476775										
-166.3057	0.478604										
-165.3104	0.481059										
-164.2882	0.485826										
-163.2743	0.490968										
-162.2593	0.495785										
-161.2306	0.49758										
-160.2465	0.497159										
-159.2424	0.499943										
-158.2544	0.50069										
-157.2544	0.498382										
-156.258	0.494858										
-155.2607	0.49173										
-154.2518	0.487998										
-153.2787	0.489841										
-152.2637	0.492438										
-151.2431	0.493201										
-150.2504	0.493144										
-149.2486	0.491789										
-148.2564	0.492765										
-147.2794	0.494953										
-146.2918	0.497886										
-145.2789	0.500127										
-144.2818	0.496202										
-143.2836	0.488756										
-142.2633	0.485314										
-141.269	0.481312										
-140.2873	0.480631										
-139.2696	0.483548										
-138.2887	0.484331										
-137.28	0.486567										
-136.2728	0.491676										
-135.2978	0.496426										
-134.2791	0.495262										
-133.2919	0.495209										
-132.2819	0.497889										
-131.288	0.495029										
-130.3078	0.495921										
-129.3166	0.49737										
-128.3482	0.493947										
-127.3387	0.492124										
-126.3386	0.495413										
-125.3195	0.498354										
-124.3106	0.495715										
-123.3194	0.504946										
-122.2994	0.50594										
-121.304	0.50555										
-120.2829	0.507606										
-119.276	0.502198										
-118.2994	0.499956										
-117.3075	0.496543										
-116.3324	0.497683										
-115.3477	0.496873										
-114.3251	0.49833										
-113.3132	0.498954										
-112.2909	0.502178										
-111.2686	0.503196										
-110.2754	0.503381										
-109.2787	0.505822										
-108.2931	0.506799										
-107.2851	0.508378										
-106.2741	0.5081										
-105.2681	0.50597										
-104.2361	0.503066										
-103.238	0.501191										
-102.2506	0.503655										
-101.258	0.506285										
-100.2748	0.508248										
-99.28561	0.508286										
-98.29043	0.506111										
-97.29207	0.505993										
-96.28477	0.508733										
-95.27929	0.511742										
-94.27296	0.51584										
-93.2589	0.513344										
-92.27319	0.509874										
-91.26862	0.508151										
-90.2758	0.507065										
-89.28549	0.508211										
-88.29651	0.507847										
-87.31515	0.507808										
-86.321	0.507802										
-85.34142	0.512543										
-84.33395	0.515554										
-83.3292	0.515181										
-82.30525	0.51039										
-81.29903	0.504844										
-80.28723	0.498568										
-79.28763	0.495194										
-78.30241	0.497709										
-77.27396	0.497652										
-76.29387	0.50012										
-75.3073	0.503648										
-74.31287	0.505651										
-73.31502	0.508058										
-72.30044	0.510405										
-71.28875	0.509868										
-70.27168	0.506441										
-69.29042	0.504114										
-68.29556	0.501437										
-67.29588	0.499871										
-66.30085	0.498315										
-65.32042	0.498041										
-64.31422	0.499371										
-63.32664	0.502691										
-62.31532	0.508832										
-61.29742	0.512493										
-60.31087	0.514007										
-59.30305	0.514969										
-58.32853	0.514357										
-57.34024	0.512961										
-56.33153	0.509774										
-55.31596	0.504759										
-54.28383	0.503782										
-53.27036	0.503146										
-52.25056	0.503928										
-51.25636	0.506417										
-50.28355	0.503553										
-49.29568	0.501434										
-48.33222	0.499755										
-47.33828	0.500916										
-46.33711	0.503696										
-45.33278	0.504168										
-44.33402	0.502254										
-43.3224	0.50224										
-42.32377	0.496065										
-41.33254	0.494101										
-40.32707	0.494941										
-39.36719	0.490534										
-38.38301	0.489368										
-37.37771	0.48881										
-36.34774	0.488604										
-35.3299	0.491176										
-34.31518	0.497616										
-33.28733	0.501323										
-32.30879	0.49957										
-31.29106	0.495881										
-30.28068	0.491111										
-29.29189	0.486479										
-28.28984	0.483307										
-27.3059	0.481305										
-26.31768	0.477954										
-25.352	0.476217										
-24.35174	0.478601										
-23.33892	0.481501										
-22.3451	0.484623										
-21.31125	0.485022										
-20.29085	0.484006										
-19.29309	0.479909										
-18.27326	0.475023										
-17.29478	0.473921										
-16.30978	0.471558										
-15.31967	0.470851										
-14.33042	0.472055										
-13.31099	0.472974										
-12.32899	0.474015										
-11.31104	0.475356										
-10.28556	0.474226										
-9.280296	0.472455										
-8.261822	0.472595										
-7.274601	0.470774										
-6.274865	0.471644										
-5.28241	0.469713										
-4.299069	0.464671										
-3.325849	0.464347										
-2.37675	0.463778										
-1.405478	0.466299										
-0.421196	0.472243										
0.58171	0.473384										
1.573752	0.476085										
2.58029	0.478086										
3.565364	0.479419										
4.546823	0.480429										
5.543653	0.476157										
6.526681	0.473424										
7.542316	0.468627										
8.571193	0.466555										
9.59226	0.467709										
10.59419	0.467238										
11.56697	0.466088										
12.53276	0.464175										
13.48493	0.464879										
14.50469	0.467946										
15.52414	0.473298										
16.5355	0.474116										
17.58051	0.469156										
18.5619	0.465625										
19.54661	0.458517										
20.5437	0.452333										
21.51976	0.452516										
22.50139	0.451856										
23.50071	0.454955										
24.49666	0.462658										
25.48792	0.465659										
26.48772	0.467995										
27.4774	0.471005										
28.47892	0.472912										
29.48184	0.471443										
30.4986	0.471819										
31.5158	0.466344										
32.51908	0.464575										
33.51998	0.469544										
34.48385	0.470164										
35.47086	0.472342										
36.46124	0.473464										
37.45568	0.47142										
38.46894	0.471882										
39.4737	0.47835										
40.47588	0.482547										
41.48679	0.486395										
42.49536	0.484733										
43.51299	0.480912										
44.51657	0.476903										
45.52752	0.474778										
46.51892	0.475509										
47.51884	0.474834										
48.51489	0.474547										
49.49019	0.475913										
50.48078	0.477014										
51.47136	0.48161										
52.47256	0.484362										
53.48095	0.482749										
54.49635	0.48124										
55.50386	0.478312										
56.51001	0.475105										
57.49668	0.47679										
58.50753	0.479258										
59.50551	0.48148										
60.50649	0.485329										
61.50104	0.49116										
62.48991	0.496476										
63.47667	0.499305										
64.45955	0.503347										
65.49191	0.504908										
66.48402	0.50442										
67.47481	0.506696										
68.48384	0.506831										
69.46278	0.503953										
70.45884	0.504932										
71.49271	0.508694										
72.48839	0.513054										
73.50188	0.519524										
74.5256	0.524336										
75.50017	0.527057										
76.49577	0.528472										
77.47997	0.531586										
78.46285	0.536759										
79.4454	0.53572										
80.42435	0.537942										
81.42666	0.538917										
82.42083	0.533899										
83.43812	0.537166										
84.47952	0.538468										
85.49722	0.538852										
86.47925	0.540621										
87.47223	0.542655										
88.45588	0.545009										
89.42488	0.552518										
90.43775	0.562506										
91.44196	0.566183										
92.44102	0.567408										
93.45737	0.563191										
94.46436	0.561123										
95.47395	0.56159										
96.48695	0.56405										
97.49937	0.568924										
98.21648	0.530612										
98.3871	0.48213										
98.06389	0.42734										
97.23011	0.368164										
96.20854	0.342708										
95.19223	0.323215										
94.19466	0.306429										
93.20926	0.28921										
92.18723	0.27611										
91.21233	0.264142										
90.19627	0.251763										
89.17347	0.238425										
88.18617	0.225295										
87.18854	0.212288										
86.20095	0.201768										
85.21539	0.194146										
84.22233	0.18713										
83.20833	0.182044										
82.19865	0.173353										
81.17338	0.163765										
80.15837	0.155169										
79.15617	0.145417										
78.16719	0.140761										
77.19745	0.138869										
76.22793	0.136026										
75.25105	0.132314										
74.25407	0.125062										
73.26857	0.115947										
72.2518	0.108234										
71.23094	0.101554										
70.21853	0.095538										
69.20528	0.090177										
68.19513	0.082316										
67.21133	0.077474										
66.21558	0.075144										
65.21359	0.07166										
64.2326	0.072451										
63.22434	0.071483										
62.22567	0.064808										
61.21242	0.059545										
60.17737	0.052904										
59.18049	0.047874										
58.20557	0.048585										
57.2202	0.048179										
56.25279	0.045588										
55.24977	0.03979										
54.23447	0.033388										
53.23779	0.02794										
52.22844	0.021299										
51.24391	0.016281										
50.2454	0.012964										
49.24239	0.005834										
48.2577	0.004546										
47.23515	0.0026										
46.22461	0.003001										
45.23475	0.00499										
44.24004	0.005012										
43.24936	0.004565										
42.2326	-0.002821										
41.20762	-0.006433										
40.17965	-0.009959										
39.18977	-0.010808										
38.21548	-0.008783										
37.23428	-0.010307										
36.26123	-0.015656										
35.24994	-0.023313										
34.24128	-0.031882										
33.23801	-0.036284										
32.22786	-0.039772										
31.24878	-0.040707										
30.25631	-0.042166										
29.26119	-0.046067										
28.26821	-0.045985										
27.25061	-0.048797										
26.25799	-0.046019										
25.26162	-0.04448										
24.28264	-0.045133										
23.30438	-0.049613										
22.29498	-0.056882										
21.29623	-0.063157										
20.27874	-0.067443										
19.26757	-0.067356										
18.2849	-0.065397										
17.28546	-0.070308										
16.29268	-0.069927										
15.29479	-0.072794										
14.28196	-0.075958										
13.28769	-0.070261										
12.29559	-0.074759										
11.30713	-0.068886										
10.31627	-0.068064										
9.324759	-0.073918										
8.3134	-0.075004										
7.29509	-0.081391										
6.316389	-0.082815										
5.330141	-0.080485										
4.353405	-0.079451										
3.377229	-0.081324										
2.355881	-0.087141										
1.330273	-0.088494										
0.329299	-0.090298										
-0.676232	-0.091648										
-1.648692	-0.09149										
-2.577549	-0.097977										
-3.552866	-0.103452										
-4.515817	-0.108929										
-5.495212	-0.113266										
-6.508437	-0.113688										
-7.509114	-0.113291										
-8.529571	-0.115632										
-9.556961	-0.118502										
-10.60532	-0.120254										
-11.61825	-0.124848										
-12.61646	-0.124453										
-13.56837	-0.121833										
-14.52645	-0.124669										
-15.54666	-0.12531										
-16.5297	-0.127218										
-17.54943	-0.133837										
-18.55455	-0.134979										
-19.53956	-0.137675										
-20.55622	-0.140465										
-21.57999	-0.142762										
-22.60834	-0.14745										
-23.59753	-0.147712										
-24.57349	-0.15058										
-25.55356	-0.151405										
-26.53203	-0.150132										
-27.51816	-0.152694										
-28.53474	-0.154639										
-29.54999	-0.156432										
-30.56363	-0.160402										
-31.59097	-0.163324										
-32.57344	-0.161754										
-33.56373	-0.160752										
-34.55288	-0.161675										
-35.56115	-0.164106										
-36.58466	-0.171122										
-37.57922	-0.176761										
-38.58899	-0.181085										
-39.56734	-0.182847										
-40.56295	-0.185204										
-41.5778	-0.188706										
-42.58026	-0.190029										
-43.59521	-0.19251										
-44.58788	-0.19176										
-45.57212	-0.192026										
-46.56502	-0.192481										
-47.56393	-0.194053										
-48.56048	-0.197186										
-49.56574	-0.198695										
-50.56034	-0.200258										
-51.54649	-0.199876										
-52.5333	-0.198119										
-53.51507	-0.199118										
-54.51438	-0.204473										
