Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
Ciclado - 20  ciclos 1 - 1.575mM	Ciclado - 20  ciclos 1 - 1.575mM	Ciclado - 6  ciclos 2 - 1.575mM	Ciclado - 6  ciclos 2 - 1.575mM	Adsorbido 1 - 1.575mM	Adsorbido 1 - 1.575mM	Adsorbido 2 - 1.575mM	Adsorbido 2 - 1.575mM	Adsorbido 3 - 1.575mM	Adsorbido 3 - 1.575mM	Adsorbido 4 - 1.575mM	Adsorbido 4 - 1.575mM	Adsorbido 5 - 1.575mM	Adsorbido 5 - 1.575mM	Adsorbido 6 - 1.575mM	Adsorbido 6 - 1.575mM	Ru 1.575mM - Au Desnudo	Ru 1.575mM - Au Desnudo
88.29215	1.937014																
87.27527	1.91722																
86.2867	1.898876																
85.28762	1.880993																
84.26711	1.86271																
83.26311	1.847359																
82.25818	1.833528																
81.25804	1.819033																
80.25515	1.805882																
79.26163	1.792575																
78.24944	1.778399																
77.25088	1.765448																
76.27224	1.75218																
75.29725	1.738642																
74.30884	1.724761																
73.31703	1.711466																
72.30711	1.69866																
71.27883	1.68592																
70.28654	1.67507																
69.26147	1.6657																
68.27515	1.654758																
67.29132	1.644751																
66.2961	1.635113																
65.30912	1.623218																
64.30221	1.614744																
63.29999	1.606665																
62.29347	1.597082																
61.30805	1.588064																
60.30556	1.577132																
59.31078	1.567089																
58.30703	1.556553																
57.28997	1.546642																
56.28859	1.537291																
55.29682	1.526506																
54.28563	1.517165																
53.29496	1.509615																
52.30227	1.501166																
51.29697	1.493717																
50.31525	1.487111																
49.31527	1.477687																
48.31285	1.46975																
47.31005	1.46157																
46.2899	1.451683																
45.30457	1.44441																
44.31396	1.437438																
43.30792	1.430297																
42.32256	1.423676																
41.29719	1.415812																
40.29983	1.40866																
39.31229	1.400923																
38.31689	1.393625																
37.33389	1.386899																
36.3308	1.37739																
35.3236	1.370243																
34.32368	1.363029																
33.30711	1.354705																
32.27884	1.34925																
31.28175	1.341685																
30.27389	1.335014																
29.29159	1.329349																
28.31337	1.322839																
27.30201	1.317341																
26.31576	1.310464																
25.31858	1.304034																
24.33937	1.297756																
23.36716	1.290151																
22.35273	1.283476																
21.35164	1.2772																
20.33585	1.269543																
19.32948	1.263697																
18.35416	1.258914																
17.35355	1.250306																
16.34794	1.243974																
15.3454	1.238753																
14.32796	1.231091																
13.32785	1.227008																
12.33212	1.221395																
11.33934	1.214368																
10.34629	1.208001																
9.344142	1.201394																
8.367686	1.196454																
7.35707	1.18933																
6.34515	1.18398																
5.362849	1.179217																
4.353487	1.171876																
3.348105	1.166411																
2.36161	1.160522																
1.34543	1.152638																
0.327285	1.147774																
-0.658054	1.143281																
-1.614153	1.140063																
-2.555161	1.135338																
-3.492273	1.128502																
-4.461185	1.122724																
-5.471652	1.114716																
-6.489813	1.109246																
-7.48202	1.105239																
-8.462952	1.098454																
-9.458889	1.092231																
-10.45988	1.087676																
-11.47918	1.081313																
-12.49067	1.076448																
-13.48182	1.072416																
-14.47196	1.06574																
-15.48654	1.059853																
-16.49704	1.053743																
-17.50826	1.046706																
-18.51062	1.041631																
-19.49554	1.036455																
-20.48456	1.030655																
-21.4944	1.024951																
-22.5084	1.018215																
-23.50216	1.012827																
-24.52587	1.007146																
-25.51664	1.002385																
-26.48866	0.998491																
-27.49171	0.990199																
-28.4821	0.984751																
-29.495	0.979012																
-30.54298	0.970943																
-31.5629	0.966862																
-32.58328	0.960929																
-33.57263	0.953971																
-34.52831	0.948649																
-35.53576	0.942405																
-36.4943	0.936586																
-37.49107	0.930085																
-38.50935	0.925057																
-39.50027	0.918966																
-40.48973	0.911227																
-41.50713	0.904348																
-42.50659	0.897766																
-43.50583	0.891221																
-44.53527	0.886229																
-45.51932	0.88229																
-46.53249	0.874327																
-47.53806	0.867514																
-48.52067	0.861785																
-49.52181	0.853914																
-50.51108	0.84798																
-51.49183	0.841313																
-52.48729	0.832736																
-53.49189	0.824227																
-54.49026	0.815462																
-55.48864	0.808416																
-56.51027	0.800039																
-57.50755	0.793434																
-58.50025	0.788061																
-59.52756	0.778925																
-60.5424	0.770965																
-61.54784	0.762018																
-62.53625	0.75183																
-63.52622	0.744427																
-64.50896	0.737734																
-65.5196	0.729824																
-66.54279	0.720793																
-67.53581	0.711267																
-68.56142	0.701693																
-69.54514	0.691946																
-70.53912	0.683181																
-71.55024	0.674249																
-72.52146	0.663092																
-73.52793	0.653313																
-74.51953	0.644208																
-75.51881	0.633487																
-76.52685	0.623619																
-77.51705	0.614336																
-78.52148	0.60219																
-79.50526	0.590272																
-80.51245	0.577942																
-81.50213	0.563461																
-82.50603	0.551679																
-83.51888	0.539826																
-84.52638	0.528333																
-85.53661	0.516129																
-86.54458	0.50115																
-87.53911	0.488495																
-88.52014	0.473571																
-89.51567	0.459633																
-90.49165	0.446538																
-91.49345	0.42888																
-92.50452	0.412694																
-93.49249	0.396163																
-94.50478	0.377811																
-95.49165	0.362523																
-96.47917	0.346237																
-97.47356	0.328931																
-98.47645	0.312636																
-99.47627	0.293382																
-100.465	0.274268																
-101.4811	0.254109																
-102.4759	0.234776																
-103.4707	0.215792																
-104.4838	0.193434																
-105.4891	0.171214																
-106.4996	0.147728																
-107.5318	0.121739																
-108.5345	0.097893																
-109.5289	0.074181																
-110.5062	0.04641																
-111.4863	0.019788																
-112.4993	-0.0075																
-113.5122	-0.036448																
-114.529	-0.062305																
-115.5432	-0.089669																
-116.5211	-0.117864																
-117.5273	-0.148269																
-118.523	-0.180167																
-119.5063	-0.2121																
-120.5182	-0.247258																
-121.5079	-0.281779																
-122.5207	-0.314205																
-123.5355	-0.351816																
-124.5344	-0.387948																
-125.536	-0.424498																
-126.526	-0.465104																
-127.5353	-0.502493																
-128.5082	-0.540605																
-129.4911	-0.582583																
-130.4805	-0.626117																
-131.4744	-0.673327																
-132.4976	-0.721512																
-133.5329	-0.769392																
-134.5485	-0.818243																
-135.5296	-0.864956																
-136.5369	-0.914987																
-137.5022	-0.965988																
-138.4814	-1.016506																
-139.4851	-1.072629																
-140.4859	-1.129243																
-141.4877	-1.184929																
-142.5124	-1.246265																
-143.5151	-1.307098																
-144.5159	-1.368929																
-145.5457	-1.434759																
-146.5357	-1.497545																
-147.5317	-1.562212																
-148.5361	-1.629125																
-149.5105	-1.697653																
-150.5062	-1.769678																
-151.4972	-1.840152																
-152.4845	-1.913256																
-153.4841	-1.987983																
-154.4727	-2.060781																
-155.4678	-2.14292																
-156.444	-2.227102																
-157.4435	-2.310747																
-158.4601	-2.40256																
-159.4641	-2.490075																
-160.4906	-2.576596																
-161.4845	-2.66773																
-162.4886	-2.758035																
-163.4816	-2.852124																
-164.4542	-2.948891																
-165.4434	-3.045708																
-166.4414	-3.14266																
-167.4532	-3.237866																
-168.455	-3.340264																
-169.4819	-3.447894																
-170.4836	-3.553565																
-171.4994	-3.668795																
-172.5027	-3.780476																
-173.4877	-3.8887																
-174.4736	-4.006727																
-175.4649	-4.121559																
-176.4774	-4.236053																
-177.4609	-4.355268																
-178.4441	-4.471633																
-179.4202	-4.590777																
-180.4035	-4.713315																
-181.4308	-4.842613																
-182.4504	-4.977305																
-183.4517	-5.111192																
-184.4668	-5.250074																
-185.4469	-5.385637																
-186.4499	-5.512725																
-187.4476	-5.648932																
-188.4501	-5.787323																
-189.4458	-5.925952																
-190.4321	-6.072906																
-191.4585	-6.216306																
-192.431	-6.356201																
-193.4343	-6.502953																
-194.4318	-6.652844																
-195.4169	-6.805349																
-196.4267	-6.958203																
-197.4244	-7.108832																
-198.4313	-7.260571																
-199.4139	-7.408113																
-200.4152	-7.56321																
-201.4229	-7.723186																
-202.4271	-7.877288																
-203.4368	-8.0401																
-204.4402	-8.200033																
-205.4244	-8.351305																
-206.4042	-8.5131																
-207.3961	-8.675543																
-208.3988	-8.843601																
-209.4094	-9.020807																
-210.433	-9.191667																
-211.4468	-9.363571																
-212.4292	-9.532251																
-213.4407	-9.702029																
-214.4425	-9.876275																
-215.4419	-10.04274																
-216.4619	-10.20996																
-217.4481	-10.37327																
-218.4413	-10.53267																
-219.4247	-10.70378																
-220.4069	-10.87793																
-221.4085	-11.05273																
-222.4046	-11.23358																
-223.425	-11.40707																
-224.4468	-11.57379																
-225.4484	-11.74123																
-226.4377	-11.90328																
-227.4112	-12.06601																
-228.4045	-12.2315																
-229.4017	-12.39362																
-230.4017	-12.55546																
-231.4026	-12.71345																
-232.3862	-12.87819																
-233.3909	-13.05037																
-234.3915	-13.21652																
-235.4013	-13.3892																
-236.4059	-13.55224																
-237.4115	-13.70385																
-238.4134	-13.86646																
-239.4332	-14.02446																
-240.4366	-14.17982																
-241.4245	-14.34084																
-242.4245	-14.4924																
-243.4106	-14.64032																
-244.4158	-14.78906																
-245.4236	-14.93764																
-246.4358	-15.08751																
-247.4356	-15.23278																
-248.4426	-15.38064																
-249.4431	-15.51944																
-250.4276	-15.64899																
-251.4162	-15.78868																
-252.4084	-15.9258																
-253.3996	-16.05993																
-254.4056	-16.19913																
-255.3972	-16.32505																
-256.3911	-16.43735																
-257.39	-16.55685																
-258.3822	-16.67835																
-259.3816	-16.80347																
-260.3753	-16.93504																
-261.372	-17.0626																
-262.3919	-17.1848																
-263.424	-17.29713																
-264.4354	-17.40978																
-265.4498	-17.51991																
-266.4342	-17.61568																
-267.4229	-17.71717																
-268.407	-17.81273																
-269.3848	-17.89389																
-270.3849	-17.98983																
-271.3749	-18.0858																
-272.3976	-18.18158																
-273.4098	-18.28233																
-274.4213	-18.37055																
-275.4357	-18.44828																
-276.4136	-18.51667																
-277.4132	-18.58557																
-278.3965	-18.65566																
-279.3936	-18.71846																
-280.4022	-18.78419																
-281.3911	-18.84639																
-282.4027	-18.89688																
-283.3863	-18.95713																
-284.4051	-19.01868																
-285.4188	-19.07409																
-286.3943	-19.13465																
-287.407	-19.18682																
-288.388	-19.22546																
-289.3836	-19.26586																
-290.3984	-19.30309																
-291.3846	-19.34233																
-292.3905	-19.38261																
-293.3792	-19.4172																
-294.381	-19.44898																
-295.3853	-19.46813																
-296.3716	-19.49141																
-297.3939	-19.51548																
-298.3925	-19.5301																
-299.3958	-19.55																
-300.3975	-19.56272																
-301.3734	-19.56351																
-302.3832	-19.57379																
-303.3718	-19.57711																
-304.372	-19.57726																
-305.3794	-19.57887																
-306.3691	-19.57038																
-307.3586	-19.55782																
-308.3403	-19.5427																
-309.3402	-19.53288																
-310.3452	-19.52921																
-311.3774	-19.52319																
-312.3878	-19.51806																
-313.3953	-19.50648																
-314.3869	-19.47572																
-315.3951	-19.45145																
-316.407	-19.42513																
-317.4117	-19.39115																
-318.4397	-19.36451																
-319.4249	-19.32625																
-320.4329	-19.27832																
-321.4176	-19.2331																
-322.3952	-19.18773																
-323.389	-19.14433																
-324.3911	-19.10031																
-325.4133	-19.05206																
-326.4272	-19.00245																
-327.4401	-18.94381																
-328.4172	-18.88773																
-329.4232	-18.83054																
-330.4149	-18.76144																
-331.4197	-18.69675																
-332.4206	-18.62318																
-333.3961	-18.53978																
-334.3939	-18.4671																
-335.377	-18.39503																
-336.3934	-18.32628																
-337.4109	-18.26323																
-338.4036	-18.19022																
-339.3936	-18.11036																
-340.3946	-18.02547																
-341.3801	-17.93905																
-342.3785	-17.85139																
-343.391	-17.75726																
-344.3742	-17.66318																
-345.3874	-17.56561																
-346.3945	-17.46379																
-347.3905	-17.37209																
-348.4086	-17.28011																
-349.3971	-17.1843																
-350.3951	-17.09279																
-351.3842	-16.98962																
-352.3657	-16.87688																
-353.3579	-16.76659																
-354.3552	-16.6539																
-355.3819	-16.54438																
-356.3922	-16.43658																
-357.3886	-16.32646																
-358.3796	-16.2137																
-359.3526	-16.09459																
-360.3388	-15.98323																
-361.3436	-15.8726																
-362.3462	-15.75626																
-363.365	-15.64685																
-364.381	-15.531																
-365.3859	-15.40923																
-366.3968	-15.29648																
-367.4044	-15.17998																
-368.3988	-15.06047																
-369.3896	-14.94285																
-370.3639	-14.8188																
-371.3485	-14.69125																
-372.3353	-14.56342																
-373.3359	-14.43904																
-374.3701	-14.31977																
-375.3786	-14.19893																
-376.3861	-14.07981																
-377.389	-13.95792																
-378.3858	-13.82746																
-379.3677	-13.7047																
-380.3776	-13.58206																
-381.3759	-13.4551																
-382.3679	-13.33486																
-383.3863	-13.20999																
-384.3771	-13.08212																
-385.3842	-12.96014																
-386.3856	-12.83945																
-387.3773	-12.7175																
-388.4003	-12.59922																
-389.4014	-12.48092																
-390.3925	-12.36258																
-391.3925	-12.24254																
-392.3644	-12.12775																
-393.3694	-12.01196																
-394.3709	-11.89255																
-395.3665	-11.78083																
-396.37	-11.66218																
-397.3383	-11.54034																
-398.3155	-11.42929																
-399.3261	-11.31673																
-400.3257	-11.20819																
-401.3486	-11.10342																
-402.3745	-10.99481																
-403.3731	-10.88501																
-404.3793	-10.77636																
-405.3578	-10.67072																
-406.3481	-10.56638																
-407.3155	-10.45975																
-408.2939	-10.35566																
-409.3104	-10.25239																
-410.3023	-10.14625																
-411.2942	-10.05048																
-412.3008	-9.957394																
-413.2949	-9.863903																
-414.3155	-9.77673																
-415.345	-9.685005																
-416.3417	-9.589939																
-417.3431	-9.497171																
-418.3164	-9.405706																
-419.313	-9.317251																
-420.3112	-9.229794																
-421.3232	-9.144037																
-422.3465	-9.059036																
-423.3604	-8.973096																
-424.3725	-8.893351																
-425.3701	-8.815067																
-426.3712	-8.734858																
-427.3563	-8.65855																
-428.3682	-8.580378																
-429.3635	-8.502532																
-430.349	-8.429683																
-431.3547	-8.356518																
-432.3458	-8.285831																
-433.3442	-8.216675																
-434.3459	-8.146931																
-435.356	-8.077755																
-436.3531	-8.008485																
-437.3514	-7.941905																
-438.3481	-7.879925																
-439.3442	-7.818976																
-440.3495	-7.759527																
-441.3587	-7.701635																
-442.3679	-7.641686																
-443.3536	-7.586419																
-444.3595	-7.532315																
-445.3561	-7.478161																
-446.3684	-7.42689																
-447.3563	-7.372722																
-448.3311	-7.320016																
-449.3241	-7.269726																
-450.3052	-7.221098																
-451.3253	-7.174386																
-452.3492	-7.130201																
-453.3662	-7.085469																
-454.3769	-7.040986																
-455.3886	-6.997217																
-456.3984	-6.954914																
-457.3781	-6.91406																
-458.3594	-6.874589																
-459.3441	-6.838186																
-460.3082	-6.801231																
-461.2981	-6.765104																
-462.2949	-6.732001																
-463.3011	-6.698759																
-464.3304	-6.666974																
-465.3589	-6.637152																
-466.3712	-6.606215																
-467.3703	-6.576384																
-468.3609	-6.547581																
-469.342	-6.519963																
-470.3561	-6.494543																
-471.3466	-6.468935																
-472.3507	-6.445098																
-473.3454	-6.421696																
-474.3114	-6.396344																
-475.3169	-6.374738																
-476.2919	-6.353612																
-477.3128	-6.333283																
-478.3348	-6.316144																
-479.335	-6.297284																
-480.3549	-6.278587																
-481.3611	-6.261048																
-482.3695	-6.245257																
-483.3803	-6.230802																
-484.3891	-6.216666																
-485.3687	-6.203508																
-486.3626	-6.189423																
-487.331	-6.175035																
-488.299	-6.163951																
-489.3102	-6.153205																
-490.3001	-6.142461																
-491.3042	-6.135071																
-492.3311	-6.126394																
-493.3005	-6.11686																
-494.301	-6.109759																
-495.3182	-6.101716																
-496.3165	-6.094977																
-497.3178	-6.089534																
-498.3184	-6.082676																
-499.3053	-6.077074																
-500.2785	-6.071135																
-501.2862	-6.066055																
-502.2859	-6.064307																
-503.2974	-6.060817																
-504.3094	-6.05822																
-505.3242	-6.05564																
-506.321	-6.050027																
-507.3104	-6.047796																
-508.3026	-6.044261																
-509.2936	-6.040939																
-510.2846	-6.039508																
-511.2563	-6.036377																
-512.2453	-6.034634																
-513.2575	-6.033907																
-514.2731	-6.033849																
-515.3036	-6.034372																
-516.3121	-6.035502																
-517.296	-6.035885																
-518.3044	-6.034986																
-519.3068	-6.033193																
-520.3153	-6.031706																
-521.3112	-6.031132																
-522.2986	-6.030277																
-523.308	-6.031001																
-524.3192	-6.029949																
-525.3335	-6.027555																
-526.3424	-6.027249																
-527.3348	-6.025112																
-528.3323	-6.023079																
-529.3313	-6.021355																
-530.3367	-6.018202																
-531.338	-6.015591																
-532.332	-6.013387																
-533.3212	-6.011368																
-534.3068	-6.009276																
-535.295	-6.006364																
-536.2974	-6.003142																
-537.2968	-5.998569																
-538.294	-5.991782																
-539.2974	-5.986998																
-540.2873	-5.981879																
-541.2922	-5.977154																
-542.3006	-5.974279																
-543.3091	-5.969219																
-544.3304	-5.963276																
-545.3279	-5.957407																
-546.3286	-5.950726																
-547.3076	-5.943363																
-548.3	-5.93581																
-549.3027	-5.928226																
-550.2864	-5.920114																
-551.307	-5.912297																
-552.3058	-5.905																
-553.3206	-5.897666																
-554.3473	-5.889272																
-555.3401	-5.880877																
-556.3284	-5.871557																
-557.306	-5.860186																
-558.298	-5.850574																
-559.3099	-5.840078																
-560.3235	-5.829334																
-561.3332	-5.819327																
-562.3194	-5.808442																
-563.3081	-5.797074																
-564.2728	-5.78548																
-565.2534	-5.77426																
-566.2496	-5.763382																
-567.2403	-5.751637																
-568.2576	-5.741289																
-569.267	-5.7304																
-570.2689	-5.718261																
-571.2816	-5.707963																
-572.3013	-5.695516																
-573.3049	-5.682367																
-574.3112	-5.670856																
-575.3006	-5.657442																
-576.2864	-5.644472																
-577.2841	-5.631902																
-578.2836	-5.618447																
-579.3041	-5.605936																
-580.3196	-5.593419																
-581.3304	-5.580555																
-582.3191	-5.567109																
-583.3181	-5.552579																
-584.3029	-5.538735																
-585.2996	-5.525062																
-586.2977	-5.510954																
-587.2897	-5.498359																
-588.2692	-5.484949																
-589.2511	-5.47121																
-590.2549	-5.459358																
-591.2479	-5.446235																
-592.252	-5.433528																
-593.2563	-5.421067																
-594.264	-5.406713																
-595.2687	-5.393061																
-596.2919	-5.37888																
-597.299	-5.364764																
-598.2958	-5.352224																
-598.9438	-5.305325																
-599.1115	-5.239278																
-598.7758	-5.15722																
-597.9227	-5.059538																
-596.9227	-4.983837																
-595.9327	-4.915711																
-594.9315	-4.853326																
-593.9445	-4.794468																
-592.9473	-4.737399																
-591.9141	-4.68458																
-590.9019	-4.633486																
-589.9027	-4.584874																
-588.9019	-4.537982																
-587.9201	-4.491281																
-586.933	-4.445259																
-585.9407	-4.401368																
-584.9523	-4.359721																
-583.9538	-4.31848																
-582.9512	-4.278647																
-581.9492	-4.237848																
-580.9531	-4.197029																
-579.9307	-4.155971																
-578.9414	-4.116006																
-577.9497	-4.076984																
-576.9359	-4.038552																
-575.9617	-4.001122																
-574.951	-3.963567																
-573.9335	-3.925399																
-572.9576	-3.888914																
-571.9456	-3.853258																
-570.9583	-3.818208																
-569.9681	-3.784796																
-568.961	-3.749525																
-567.9641	-3.714848																
-566.9411	-3.679757																
-565.9184	-3.645381																
-564.8921	-3.612557																
-563.9013	-3.578857																
-562.9164	-3.545279																
-561.933	-3.512149																
-560.95	-3.477848																
-559.9528	-3.444866																
-558.9611	-3.412822																
-557.9589	-3.379485																
-556.9539	-3.348261																
-555.9515	-3.316493																
-554.9538	-3.28302																
-553.9606	-3.251316																
-552.9727	-3.2183																
-551.9705	-3.185453																
-550.9742	-3.154382																
-549.9926	-3.121874																
-548.9816	-3.089441																
-547.9975	-3.057516																
-546.9871	-3.026027																
-545.9659	-2.995715																
-544.9771	-2.965631																
-543.9426	-2.935641																
-542.9426	-2.90455																
-541.9431	-2.872181																
-540.9143	-2.842196																
-539.9247	-2.811949																
-538.9233	-2.781937																
-537.9221	-2.754902																
-536.9493	-2.724778																
-535.9617	-2.694922																
-534.9758	-2.6651																
-533.9999	-2.633396																
-533.0147	-2.603129																
-532.0146	-2.573772																
-531.021	-2.544554																
-530.0075	-2.514526																
-528.9836	-2.484084																
-527.9878	-2.454814																
-526.9797	-2.426658																
-525.973	-2.398499																
-524.981	-2.371877																
-523.9853	-2.343106																
-522.9758	-2.312826																
-522.0048	-2.285065																
-521.0152	-2.256118																
-520.0035	-2.227601																
-519.004	-2.200871																
-517.9604	-2.173415																
-516.9279	-2.145612																
-515.9257	-2.117552																
-514.9156	-2.089982																
-513.9366	-2.062559																
-512.9543	-2.035681																
-511.9495	-2.010416																
-510.941	-1.983349																
-509.9319	-1.9556																
-508.9355	-1.930256																
-507.946	-1.90495																
-506.9646	-1.880056																
-505.9771	-1.856408																
-504.9791	-1.83104																
-503.9675	-1.804528																
-502.975	-1.77871																
-501.9639	-1.752296																
-500.9521	-1.725982																
-499.9549	-1.700156																
-498.9484	-1.675586																
-497.9566	-1.652454																
-496.9544	-1.627304																
-495.9599	-1.604105																
-494.9598	-1.581052																
-493.9555	-1.5553																
-492.96	-1.533934																
-491.9536	-1.509494																
-490.9536	-1.482839																
-489.9429	-1.460187																
-488.955	-1.435653																
-487.9543	-1.413423																
-486.9613	-1.394213																
-485.9993	-1.371585																
-484.9927	-1.349535																
-483.9972	-1.327839																
-482.9899	-1.304897																
-481.9757	-1.282768																
-480.9915	-1.260808																
-480.0017	-1.237863																
-479.0091	-1.215072																
-477.9969	-1.192585																
-476.9915	-1.170563																
-475.9854	-1.149713																
-474.9904	-1.129038																
-473.9993	-1.109161																
-473.0139	-1.088617																
-472.017	-1.066805																
-471.0115	-1.046224																
-470.0072	-1.025439																
-468.9825	-1.005845																
-467.967	-0.986255																
-466.9677	-0.965492																
-465.9491	-0.94468																
-464.9327	-0.92139																
-463.9367	-0.900523																
-462.9239	-0.88003																
-461.9321	-0.858246																
-460.9514	-0.839401																
-459.966	-0.818921																
-458.9665	-0.798002																
-457.9811	-0.77883																
-456.9725	-0.758758																
-455.9716	-0.738536																
-454.996	-0.718993																
-454.0003	-0.69873																
-453.0238	-0.676892																
-452.0251	-0.654453																
-451.0007	-0.631767																
-449.9883	-0.610354																
-448.9688	-0.590101																
-447.9756	-0.570476																
-446.9805	-0.550333																
-445.9768	-0.527634																
-444.9755	-0.506365																
-443.9677	-0.48464																
-442.9835	-0.461917																
-441.9865	-0.441051																
-440.9919	-0.416774																
-439.9915	-0.39134																
-438.9768	-0.367671																
-437.976	-0.342385																
-436.9963	-0.319885																
-435.9917	-0.297707																
-435.0086	-0.273494																
-434.0165	-0.249547																
-432.9917	-0.221938																
-431.9874	-0.195282																
-430.9901	-0.168538																
-430.0008	-0.139323																
-429.0045	-0.113099																
-428.0161	-0.084934																
-426.9906	-0.053714																
-425.9765	-0.025062																
-424.9734	0.004394																
-423.9662	0.035485																
-422.9546	0.065387																
-421.9548	0.098281																
-420.9575	0.133125																
-419.934	0.167478																
-418.9564	0.201923																
-417.9654	0.235677																
-416.9493	0.270998																
-415.9604	0.30727																
-414.9548	0.344262																
-413.9113	0.386629																
-412.9215	0.426799																
-411.9197	0.467199																
-410.9025	0.508872																
-409.9196	0.545318																
-408.92	0.585579																
-407.9217	0.627886																
-406.9323	0.669892																
-405.9423	0.715359																
-404.9627	0.76037																
-403.9781	0.806697																
-402.9926	0.856179																
-402.0082	0.908128																
-401.0005	0.963525																
-399.9973	1.016486																
-398.9855	1.069334																
-397.979	1.123991																
-396.9778	1.175507																
-395.9891	1.23063																
-394.9989	1.290216																
-394.0081	1.347939																
-393.0069	1.410372																
-392.0007	1.475476																
-391.0197	1.5374																
-390.0081	1.605116																
-389.0096	1.672758																
-387.9896	1.741528																
-386.9774	1.811593																
-385.9743	1.878476																
-384.9814	1.948313																
-384.0092	2.018076																
-383.0189	2.091432																
-382.0164	2.172897																
-381.0322	2.249518																
-380.0349	2.328392																
-379.017	2.410527																
-378.0566	2.486354																
-377.0601	2.569778																
-376.0635	2.656195																
-375.0784	2.743053																
-374.0688	2.834925																
-373.0562	2.926118																
-372.0484	3.016469																
-371.0656	3.105693																
-370.0699	3.198475																
-369.0577	3.297283																
-368.0658	3.393682																
-367.044	3.491419																
-366.0287	3.592926																
-365.0413	3.690623																
-364.03	3.795221																
-363.0193	3.908622																
-362.0084	4.017205																
-360.9948	4.124592																
-359.9737	4.233442																
-358.9806	4.334889																
-357.9945	4.438453																
-357.0122	4.546274																
-356.0422	4.655656																
-355.0634	4.768199																
-354.0746	4.88181																
-353.0664	5.002007																
-352.0699	5.116677																
-351.0704	5.236934																
-350.0487	5.367905																
-349.0627	5.491848																
-348.0526	5.616431																
-347.0443	5.739047																
-346.0757	5.852626																
-345.0922	5.972118																
-344.1034	6.101073																
-343.1194	6.230802																
-342.0991	6.364646																
-341.0852	6.496565																
-340.0941	6.627769																
-339.0941	6.759291																
-338.0956	6.889841																
-337.0876	7.026322																
-336.0675	7.158333																
-335.0504	7.287709																
-334.0493	7.422365																
-333.0536	7.549998																
-332.0612	7.679935																
-331.0627	7.818655																
-330.0831	7.951595																
-329.0942	8.087154																
-328.1083	8.222698																
-327.1182	8.350538																
-326.1143	8.486249																
-325.1072	8.62499																
-324.095	8.769588																
-323.0916	8.915626																
-322.0779	9.052897																
-321.0692	9.190742																
-320.0858	9.322342																
-319.0797	9.455154																
-318.0976	9.5954																
-317.1113	9.727753																
-316.0973	9.860752																
-315.1013	9.99595																
-314.0939	10.1248																
-313.0805	10.26047																
-312.0746	10.40311																
-311.0559	10.54273																
-310.0485	10.68103																
-309.0436	10.81013																
-308.0269	10.92682																
-307.0408	11.03987																
-306.0538	11.15326																
-305.0672	11.27496																
-304.1073	11.39637																
-303.0987	11.51608																
-302.0746	11.64246																
-301.0626	11.75949																
-300.0594	11.87852																
-299.0739	12.00239																
-298.0732	12.11386																
-297.0789	12.22472																
-296.0729	12.33113																
-295.0558	12.42994																
-294.0793	12.53081																
-293.0909	12.63432																
-292.0909	12.7415																
-291.1055	12.84734																
-290.0964	12.94893																
-289.1138	13.04882																
-288.1284	13.1429																
-287.1158	13.2352																
-286.1076	13.33811																
-285.0783	13.43102																
-284.0631	13.51667																
-283.0772	13.5996																
-282.0863	13.66533																
-281.0999	13.73318																
-280.0908	13.80825																
-279.1001	13.87984																
-278.1033	13.95185																
-277.1072	14.02187																
-276.1207	14.08626																
-275.1254	14.14922																
-274.132	14.21081																
-273.1259	14.27959																
-272.1229	14.34092																
-271.1284	14.39459																
-270.1417	14.45187																
-269.1434	14.49063																
-268.1638	14.53054																
-267.1406	14.57809																
-266.1315	14.61328																
-265.1425	14.64944																
-264.1451	14.68228																
-263.1678	14.70691																
-262.1586	14.73331																
-261.1277	14.76213																
-260.0909	14.79206																
-259.0575	14.81502																
-258.0661	14.82868																
-257.0769	14.83906																
-256.0936	14.83867																
-255.0981	14.83689																
-254.0962	14.84262																
-253.1035	14.83746																
-252.1049	14.82858																
-251.1292	14.82099																
-250.1307	14.80251																
-249.1261	14.78819																
-248.116	14.78275																
-247.1077	14.77564																
-246.0882	14.76554																
-245.1	14.74581																
-244.1118	14.71583																
-243.1033	14.67945																
-242.1347	14.64088																
-241.1423	14.61031																
-240.1547	14.57465																
-239.1905	14.53473																
-238.176	14.50295																
-237.1728	14.46171																
-236.1393	14.42094																
-235.0878	14.38565																
-234.0846	14.33604																
-233.0676	14.28184																
-232.0856	14.2232																
-231.1252	14.15543																
-230.1435	14.0885																
-229.1505	14.02576																
-228.1512	13.96727																
-227.1372	13.90826																
-226.1303	13.8438																
-225.1193	13.77711																
-224.1199	13.70629																
-223.1208	13.63404																
-222.0945	13.57054																
-221.094	13.50015																
-220.0789	13.42321																
-219.0745	13.34801																
-218.1112	13.26302																
-217.1241	13.18256																
-216.1297	13.10604																
-215.1299	13.0259																
-214.1122	12.94759																
-213.0962	12.8625																
-212.0951	12.77596																
-211.1007	12.6894																
-210.0807	12.60303																
-209.0669	12.52524																
-208.0633	12.44228																
-207.0597	12.3522																
-206.0547	12.26018																
-205.0934	12.15766																
