Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
Ciclado - 20 Ciclos 1 - 6.3mM	Ciclado - 20 Ciclos 1 - 6.3mM	Ciclado - 20 Ciclos 2 - 6.3mM	Ciclado - 20 Ciclos 2 - 6.3mM	Adsorbido 1 - 6.3mM	Adsorbido 1 - 6.3mM	Adsorbido 2 - 6.3mM	Adsorbido 2 - 6.3mM	Ru 6.3mM Au Desnudo	Ru 6.3mM Au Desnudo
-387.8961	-2.924776	-387.8467	-3.543132	-387.8671	-0.914899	-387.8217	1.020963	-387.8426	-7.614763
-386.8806	-2.917079	-386.8585	-3.530765	-386.8355	-0.843015	-386.8071	1.090175	-386.8551	-7.602811
-385.8883	-2.903617	-385.853	-3.52255	-385.8396	-0.77828	-385.8297	1.164304	-385.83	-7.594309
-384.9252	-2.885658	-384.8563	-3.505955	-384.8432	-0.710924	-384.8448	1.241619	-384.8461	-7.584167
-383.9573	-2.877995	-383.9012	-3.504316	-383.8452	-0.643904	-383.8735	1.31783	-383.8563	-7.575723
-382.9779	-2.870392	-382.9231	-3.495037	-382.8688	-0.58116	-382.8946	1.404991	-382.858	-7.567393
-381.9796	-2.867529	-381.9185	-3.480172	-381.8748	-0.507204	-381.8783	1.501391	-381.8763	-7.558822
-380.9924	-2.868242	-380.9563	-3.475653	-380.8748	-0.438343	-380.8906	1.587473	-380.8908	-7.553052
-379.9673	-2.852983	-379.9684	-3.461051	-379.918	-0.365251	-379.887	1.680941	-379.9007	-7.545561
-378.9587	-2.842815	-378.946	-3.443085	-378.9185	-0.281803	-378.8655	1.778898	-378.8888	-7.538022
-377.9556	-2.829103	-377.9776	-3.429427	-377.9066	-0.196325	-377.8775	1.863133	-377.8943	-7.527734
-376.937	-2.816408	-376.9577	-3.41055	-376.8916	-0.104597	-376.8903	1.949781	-376.8769	-7.513934
-375.9399	-2.818487	-375.9268	-3.39455	-375.8859	-0.014101	-375.8798	2.042419	-375.8655	-7.501173
-374.9493	-2.814401	-374.9156	-3.37518	-374.874	0.07624	-374.8702	2.134867	-374.8766	-7.489813
-373.94	-2.809826	-373.8872	-3.348145	-373.8628	0.159478	-373.8774	2.2324	-373.8708	-7.475322
-372.9497	-2.800076	-372.8886	-3.332685	-372.879	0.234465	-372.8571	2.3426	-372.8706	-7.466434
-371.9582	-2.79363	-371.8992	-3.305302	-371.8699	0.315822	-371.8904	2.451799	-371.8633	-7.454645
-370.9517	-2.791132	-370.9272	-3.282205	-370.8898	0.400385	-370.8942	2.560735	-370.8768	-7.442591
-369.9539	-2.777398	-369.9489	-3.265077	-369.9005	0.488747	-369.8985	2.668916	-369.8879	-7.436527
-368.9362	-2.775831	-368.9556	-3.234132	-368.9164	0.5935	-368.8952	2.780587	-368.8985	-7.425251
-367.9332	-2.766297	-367.9519	-3.204064	-367.9003	0.702866	-367.8575	2.885416	-367.9064	-7.416213
-366.9541	-2.754249	-366.9487	-3.173714	-366.8732	0.810577	-366.8947	2.982123	-366.8898	-7.404187
-365.9505	-2.74977	-365.9224	-3.130237	-365.8617	0.922718	-365.8884	3.093279	-365.855	-7.391551
-364.9431	-2.740702	-364.9033	-3.09104	-364.8475	1.026722	-364.9271	3.19471	-364.8466	-7.381666
-363.9548	-2.729946	-363.8842	-3.057075	-363.8685	1.128203	-363.9434	3.308261	-363.834	-7.367882
-362.9131	-2.720746	-362.8347	-3.015764	-362.8935	1.228002	-362.9074	3.439815	-362.8311	-7.356706
-361.8948	-2.710778	-361.8254	-2.982606	-361.9066	1.323454	-361.8996	3.567762	-361.8403	-7.345374
-360.9131	-2.700558	-360.8048	-2.949096	-360.9064	1.4232	-360.8489	3.699383	-360.8208	-7.330335
-359.8818	-2.691617	-359.811	-2.913119	-359.9066	1.522001	-359.824	3.824478	-359.8334	-7.318322
-358.8949	-2.678759	-358.8309	-2.879912	-358.9181	1.625071	-358.8296	3.940894	-358.8348	-7.304072
-357.9207	-2.673143	-357.8409	-2.841281	-357.9144	1.74749	-357.8541	4.052838	-357.8469	-7.287887
-356.9273	-2.665978	-356.846	-2.797316	-356.9012	1.869417	-356.8902	4.15705	-356.8626	-7.276102
-355.9446	-2.663129	-355.837	-2.745539	-355.8828	1.994285	-355.9224	4.268628	-355.8459	-7.26547
-354.9464	-2.663054	-354.8436	-2.692499	-354.8616	2.119396	-354.9268	4.383698	-354.8514	-7.252705
-353.9671	-2.665777	-353.8565	-2.644362	-353.8604	2.229184	-353.9335	4.499433	-353.861	-7.240713
-352.9744	-2.663538	-352.8879	-2.598407	-352.8736	2.335927	-352.9203	4.632372	-352.8545	-7.225028
-351.9712	-2.662087	-351.9121	-2.552212	-351.8975	2.447074	-351.9107	4.77276	-351.8659	-7.211134
-350.9606	-2.655557	-350.9144	-2.502538	-350.9108	2.56281	-350.9127	4.914236	-350.8658	-7.199839
-349.9139	-2.645606	-349.9022	-2.429844	-349.9119	2.68833	-349.8928	5.065298	-349.8588	-7.182395
-348.8827	-2.63683	-348.9008	-2.358596	-348.897	2.812927	-348.8872	5.202538	-348.8643	-7.16771
-347.8995	-2.620691	-347.8977	-2.289239	-347.8817	2.945975	-347.8733	5.329111	-347.8777	-7.147138
-346.8962	-2.600672	-346.911	-2.220766	-346.8763	3.078377	-346.8745	5.447683	-346.8834	-7.123905
-345.9281	-2.585739	-345.9496	-2.170248	-345.8638	3.200948	-345.8937	5.555284	-345.8845	-7.111232
-344.9469	-2.575608	-344.9308	-2.106755	-344.8773	3.33508	-344.9094	5.674374	-344.9016	-7.093614
-343.9414	-2.567697	-343.9106	-2.040563	-343.878	3.461652	-343.9368	5.798024	-343.8816	-7.077156
-342.9624	-2.564481	-342.9209	-1.978506	-342.8989	3.573915	-342.9469	5.93117	-342.8702	-7.06536
-341.951	-2.552813	-341.9126	-1.907487	-341.9235	3.696507	-341.9388	6.080569	-341.8767	-7.046284
-340.9384	-2.539941	-340.9153	-1.838915	-340.9478	3.817521	-340.919	6.225736	-340.8722	-7.032405
-339.9389	-2.524324	-339.9191	-1.766563	-339.9619	3.942174	-339.8978	6.365921	-339.8769	-7.016016
-338.9274	-2.512175	-338.9003	-1.676027	-338.9539	4.086199	-338.8629	6.508913	-338.8912	-6.998529
-337.9593	-2.506692	-337.8688	-1.578858	-337.9504	4.235575	-337.847	6.636477	-337.8899	-6.977747
-336.9495	-2.496639	-336.8864	-1.475452	-336.9044	4.389523	-336.8524	6.76393	-336.8848	-6.954085
-335.9393	-2.490582	-335.8826	-1.379949	-335.8914	4.526928	-335.8802	6.887976	-335.8917	-6.935772
-334.9495	-2.474346	-334.894	-1.294262	-334.8772	4.661533	-334.9204	7.00888	-334.877	-6.912992
-333.9273	-2.459246	-333.8922	-1.210027	-333.8728	4.790989	-333.9347	7.131084	-333.8696	-6.891275
-332.9612	-2.450382	-332.8842	-1.147348	-332.8999	4.895513	-332.9627	7.238287	-332.864	-6.87729
-331.9725	-2.44365	-331.9074	-1.062813	-331.9151	5.017333	-331.9572	7.365619	-331.8694	-6.85409
-330.9519	-2.445086	-330.8979	-0.966971	-330.9261	5.146504	-330.9514	7.497409	-330.8746	-6.833977
-329.9402	-2.440487	-329.9247	-0.876273	-329.9547	5.268281	-329.9669	7.619575	-329.8914	-6.816732
-328.9278	-2.431027	-328.9242	-0.758068	-328.978	5.412054	-328.9587	7.759079	-328.9006	-6.791133
-327.9399	-2.42265	-327.9193	-0.638272	-327.9806	5.568202	-327.9427	7.883067	-327.9025	-6.770761
-326.9726	-2.415043	-326.9293	-0.52298	-326.967	5.712827	-326.943	8.007603	-326.92	-6.749248
-325.9959	-2.404723	-325.9091	-0.398324	-325.9415	5.863703	-325.947	8.140512	-325.8984	-6.72139
-325.007	-2.397279	-324.8777	-0.276758	-324.9135	6.013101	-324.9583	8.274907	-324.8853	-6.690615
-324.0018	-2.384528	-323.8805	-0.162465	-323.9023	6.146876	-323.9699	8.412048	-323.8768	-6.658843
-322.9936	-2.37194	-322.8774	-0.055622	-322.9141	6.264663	-322.9528	8.539206	-322.8646	-6.629001
-321.9742	-2.365772	-321.905	0.049541	-321.9203	6.37955	-321.937	8.657269	-321.8702	-6.605031
-320.958	-2.359295	-320.9278	0.159052	-320.9263	6.498837	-320.9229	8.773758	-320.8723	-6.578402
-319.9607	-2.35568	-319.9437	0.26459	-319.9377	6.612979	-319.9057	8.878183	-319.8897	-6.552071
-318.9728	-2.349581	-318.9526	0.393845	-318.9291	6.748986	-318.9186	8.995059	-318.8947	-6.522717
-317.976	-2.342785	-317.9323	0.550446	-317.9176	6.911519	-317.9081	9.125962	-317.8928	-6.488347
-316.9812	-2.334841	-316.9406	0.692467	-316.9128	7.056438	-316.9094	9.239252	-316.9237	-6.463337
-315.9693	-2.324213	-315.9192	0.847651	-315.9066	7.202343	-315.9167	9.357621	-315.9164	-6.432484
-314.942	-2.312035	-314.9106	0.997154	-314.8969	7.349871	-314.923	9.473316	-314.9072	-6.399577
-313.9664	-2.300764	-313.9173	1.115975	-313.8941	7.465202	-313.9224	9.576864	-313.9213	-6.371419
-312.9636	-2.282636	-312.9012	1.245224	-312.8915	7.58162	-312.9054	9.697906	-312.8958	-6.328856
-311.948	-2.268809	-311.8883	1.391709	-311.8801	7.702104	-311.8827	9.837957	-311.8775	-6.291385
-310.9217	-2.256343	-310.865	1.532151	-310.8972	7.816378	-310.8541	9.963902	-310.8647	-6.252528
-309.8732	-2.241351	-309.8632	1.678864	-309.8896	7.93163	-309.825	10.08965	-309.8455	-6.210242
-308.8739	-2.235399	-308.8554	1.828389	-308.9003	8.050296	-308.8217	10.19688	-308.8345	-6.175086
-307.8901	-2.225785	-307.8601	1.971572	-307.9117	8.176596	-307.8423	10.27528	-307.8463	-6.136488
-306.939	-2.221313	-306.8575	2.11932	-306.9261	8.297301	-306.8582	10.33738	-306.8495	-6.102761
-305.971	-2.216798	-305.855	2.27406	-305.948	8.418029	-305.8954	10.3999	-305.8578	-6.064976
-304.9572	-2.210013	-304.8428	2.440854	-304.9259	8.548351	-304.9005	10.47602	-304.8676	-6.021434
-303.9905	-2.204046	-303.8719	2.582557	-303.9316	8.653608	-303.9096	10.54898	-303.8668	-5.982571
-302.9681	-2.190452	-302.8933	2.713653	-302.9204	8.745848	-302.9183	10.63768	-302.8733	-5.939426
-301.9382	-2.175058	-301.9003	2.861657	-301.9202	8.850969	-301.8987	10.74588	-301.8672	-5.889097
-300.9456	-2.161757	-300.9432	2.993662	-300.9434	8.939439	-300.9051	10.8363	-300.891	-5.85269
-299.9082	-2.148327	-299.9435	3.157394	-299.9323	9.035298	-299.8971	10.93109	-299.9099	-5.79962
-298.9079	-2.136632	-298.9307	3.355194	-298.912	9.153152	-298.881	11.02832	-298.9061	-5.742341
-297.922	-2.126351	-297.9205	3.534529	-297.9073	9.264397	-297.9074	11.09203	-297.9101	-5.696093
-296.9485	-2.108173	-296.9077	3.714736	-296.9186	9.377141	-296.8987	11.15022	-296.895	-5.638605
-295.9443	-2.095389	-295.8937	3.88246	-295.9191	9.486658	-295.916	11.20634	-295.8794	-5.589067
-294.9615	-2.087856	-294.898	4.027484	-294.9454	9.58312	-294.9384	11.24776	-294.9012	-5.53759
-293.9612	-2.083277	-293.9075	4.181492	-293.9416	9.669293	-293.9364	11.29987	-293.9285	-5.482182
-292.9135	-2.079032	-292.9189	4.329669	-292.9295	9.740232	-292.9501	11.36242	-292.9404	-5.425427
-291.9175	-2.070042	-291.9116	4.490371	-291.9324	9.814387	-291.9333	11.44047	-291.9505	-5.361217
-290.9014	-2.060939	-290.9277	4.653827	-290.9226	9.885883	-290.9399	11.51403	-290.9444	-5.297965
-289.9172	-2.049195	-289.9291	4.816188	-289.9396	9.956675	-289.9549	11.57892	-289.9294	-5.229023
-288.9448	-2.043011	-288.9213	5.012378	-288.9213	10.04673	-288.9621	11.64357	-288.9282	-5.157127
-287.9579	-2.038734	-287.9283	5.202761	-287.9159	10.14226	-287.9789	11.67343	-287.9203	-5.084936
-286.9756	-2.028852	-286.9243	5.406628	-286.9177	10.23748	-286.9815	11.6984	-286.903	-5.012494
-285.9727	-2.014897	-285.8979	5.623301	-285.8934	10.33593	-285.9688	11.74012	-285.8822	-4.923573
-284.9833	-1.998031	-284.8908	5.798158	-284.9153	10.40385	-284.97	11.76331	-284.855	-4.849589
-283.9672	-1.976167	-283.9019	5.958602	-283.9439	10.44512	-283.9785	11.79113	-283.8545	-4.774428
-282.955	-1.962983	-282.9111	6.102633	-282.9608	10.47857	-282.9787	11.83143	-282.8677	-4.700713
-281.9477	-1.956841	-281.942	6.230922	-281.9854	10.49977	-281.9847	11.85507	-281.8961	-4.636657
-280.9417	-1.951569	-280.9705	6.388987	-280.9984	10.54257	-280.9985	11.88791	-280.9386	-4.556571
-279.955	-1.947771	-279.9782	6.568416	-279.9975	10.59802	-279.9577	11.92527	-279.936	-4.47415
-278.9607	-1.93652	-278.9807	6.759037	-278.9924	10.65652	-278.9469	11.95045	-278.9308	-4.385212
-277.9707	-1.927092	-277.9566	6.974654	-277.9978	10.72542	-277.9246	11.96467	-277.9329	-4.296132
-276.9737	-1.915114	-276.9579	7.176828	-276.9903	10.78507	-276.9102	11.95713	-276.9228	-4.202057
-275.9831	-1.906789	-275.9577	7.371397	-275.9771	10.8347	-275.9616	11.95023	-275.9119	-4.095594
-275.0031	-1.897473	-274.9518	7.563025	-274.9838	10.87802	-274.9702	11.94194	-274.9114	-3.987669
-274.0054	-1.88203	-273.9644	7.731171	-273.9718	10.91445	-273.9952	11.9379	-273.8872	-3.873375
-273.0086	-1.864694	-272.9365	7.90902	-272.9647	10.95212	-272.9774	11.96402	-272.8571	-3.759082
-271.9759	-1.848674	-271.9261	8.067493	-271.9631	10.98263	-271.9356	11.97834	-271.8595	-3.657519
-270.9592	-1.838353	-270.947	8.222683	-270.9474	11.00617	-270.9332	11.98439	-270.8679	-3.553945
-269.9583	-1.82697	-269.9427	8.394777	-269.9462	11.02591	-269.924	11.98575	-269.8893	-3.439188
-268.9549	-1.82479	-268.9773	8.560213	-268.9549	11.03575	-268.9293	11.95995	-268.9073	-3.333627
-267.9746	-1.820297	-267.9867	8.764558	-267.955	11.06144	-267.9399	11.92741	-267.9222	-3.217087
-266.9747	-1.809954	-266.9641	8.981586	-266.9707	11.09358	-266.9358	11.89345	-266.9138	-3.085157
-265.9781	-1.801654	-265.9741	9.174015	-265.9695	11.11272	-265.9324	11.84901	-265.9056	-2.953797
-264.9885	-1.788514	-264.9539	9.370573	-264.9673	11.13402	-264.9469	11.81189	-264.8874	-2.811809
-263.9917	-1.773114	-263.9314	9.538162	-263.9714	11.14555	-263.9533	11.77861	-263.8841	-2.670094
-262.9718	-1.755371	-262.9383	9.676066	-262.9559	11.16585	-262.9524	11.75027	-262.8988	-2.53747
-261.9687	-1.737374	-261.9568	9.849236	-261.9596	11.18468	-261.9441	11.74234	-261.8897	-2.391739
-260.9366	-1.721353	-260.9421	10.02011	-260.9354	11.20256	-260.9149	11.72825	-260.8941	-2.246146
-259.907	-1.705457	-259.9397	10.206	-259.9144	11.21414	-259.8849	11.71182	-259.8763	-2.089267
-258.9131	-1.694886	-258.9203	10.40545	-258.9155	11.19853	-258.856	11.67769	-258.8737	-1.931259
-257.916	-1.687532	-257.9177	10.58523	-257.9096	11.15742	-257.8365	11.61054	-257.8952	-1.78776
-256.9411	-1.67916	-256.9167	10.76722	-256.929	11.11657	-256.8572	11.53009	-256.8805	-1.622801
-255.9678	-1.674485	-255.9209	10.93302	-255.9534	11.0653	-255.8873	11.43951	-255.8981	-1.458032
-254.9927	-1.669272	-254.9313	11.10508	-254.9521	11.01952	-254.9283	11.35492	-254.9073	-1.283012
-253.9797	-1.657753	-253.8893	11.27744	-253.9563	11.00434	-253.952	11.28924	-253.8734	-1.09148
-252.9611	-1.645678	-252.9144	11.41267	-252.9542	10.98686	-252.9716	11.22448	-252.8921	-0.922345
-251.9611	-1.629959	-251.9394	11.5575	-251.966	10.96865	-251.9556	11.1725	-251.8871	-0.740279
-250.9398	-1.613093	-250.9454	11.71186	-250.9486	10.95017	-250.935	11.12167	-250.8856	-0.561499
-249.9393	-1.598518	-249.9799	11.85793	-249.9431	10.90764	-249.9633	11.04869	-249.9283	-0.386512
-248.9577	-1.586107	-248.9903	12.06225	-248.9479	10.86	-248.933	10.98425	-248.9254	-0.186666
-247.9394	-1.57139	-247.9767	12.27779	-247.9166	10.79765	-247.9298	10.90479	-247.9411	0.017002
-246.9367	-1.549158	-246.9575	12.47576	-246.9314	10.73112	-246.9601	10.81121	-246.9226	0.238508
-245.9482	-1.531997	-245.9528	12.67038	-245.9365	10.6691	-245.9241	10.71948	-245.8915	0.47717
-244.942	-1.518351	-244.9351	12.82964	-244.932	10.59912	-244.9406	10.61655	-244.8938	0.707423
-243.9745	-1.50954	-243.9379	12.96396	-243.9543	10.54158	-243.9569	10.51215	-243.8903	0.921675
-242.9875	-1.504046	-242.9752	13.08574	-242.9423	10.49489	-242.9481	10.41934	-242.8981	1.144813
-241.982	-1.496801	-241.9974	13.21998	-241.9429	10.44412	-241.9652	10.33939	-241.8994	1.366351
-240.9643	-1.480793	-240.9958	13.37644	-240.9511	10.39797	-240.9531	10.26672	-240.9182	1.59557
-239.9468	-1.463814	-240.0044	13.53275	-239.9369	10.34052	-239.9576	10.18405	-239.9133	1.831319
-238.9424	-1.452868	-238.9935	13.7166	-238.9462	10.26026	-238.9294	10.09146	-238.9091	2.060028
-237.928	-1.440465	-237.9699	13.92015	-237.9547	10.17798	-237.9039	9.986635	-237.9225	2.311522
-236.9536	-1.432905	-236.9592	14.09892	-236.9547	10.0816	-236.9124	9.85705	-236.916	2.561657
-235.973	-1.420847	-235.9438	14.29071	-235.9636	9.99218	-235.899	9.741157	-235.904	2.848178
-234.968	-1.399689	-234.9408	14.48184	-234.9521	9.9135	-234.8996	9.638764	-234.8891	3.161672
-233.9679	-1.376728	-233.9425	14.61199	-233.9564	9.827806	-233.9205	9.524953	-233.8754	3.426278
-232.9657	-1.359403	-232.9588	14.71905	-232.915	9.759538	-232.9231	9.428028	-232.8777	3.708717
-231.9386	-1.34577	-231.9699	14.83258	-231.9141	9.682902	-231.9251	9.326616	-231.8911	3.977333
-230.9493	-1.342408	-231.015	14.92577	-230.9416	9.59214	-230.9476	9.207916	-230.9229	4.209584
-229.9797	-1.340241	-230.0381	15.06614	-229.9384	9.507061	-229.9421	9.097178	-229.9273	4.49065
-228.9966	-1.325079	-229.058	15.23988	-228.9546	9.40519	-228.9285	8.986917	-228.9285	4.77039
-228.0164	-1.312644	-228.0626	15.41782	-227.9424	9.292299	-227.9218	8.868711	-227.923	5.058951
-227.0078	-1.294743	-227.0294	15.59589	-226.9151	9.185139	-226.9235	8.740784	-226.9196	5.370127
-226.0438	-1.27783	-226.0278	15.74993	-225.902	9.074744	-225.9461	8.610891	-225.9353	5.690486
-225.0602	-1.264618	-225.0137	15.91727	-224.9216	8.967968	-224.9508	8.485057	-224.9314	6.017195
-224.0658	-1.251697	-224.0216	16.04917	-223.9396	8.870357	-223.9482	8.360624	-223.9469	6.329871
-223.0966	-1.235927	-223.0298	16.19322	-222.9439	8.780828	-222.9444	8.257614	-222.9303	6.66495
-222.06	-1.228963	-222.0077	16.36778	-221.9437	8.697315	-221.8904	8.172084	-221.9029	7.009712
-221.0458	-1.212458	-220.9953	16.51443	-220.9114	8.601612	-220.8821	8.069319	-220.8964	7.321541
-220.0358	-1.197012	-219.9826	16.66104	-219.8799	8.503529	-219.8799	7.964294	-219.8885	7.649794
-219.003	-1.182732	-218.944	16.80363	-218.8876	8.392875	-218.8496	7.851507	-218.8973	7.973097
-218.0039	-1.166962	-217.9681	16.90392	-217.8951	8.254996	-217.8911	7.711181	-217.9207	8.273542
-216.9751	-1.156913	-216.9671	17.02077	-216.9309	8.130979	-216.9134	7.57733	-216.9231	8.619051
-215.9978	-1.143659	-215.971	17.16675	-215.9342	8.013855	-215.9187	7.452476	-215.9181	8.993753
-215.0078	-1.130567	-214.9835	17.29808	-214.9276	7.89592	-214.9283	7.326449	-214.9066	9.348161
-213.9932	-1.105362	-213.968	17.45632	-213.9331	7.803321	-213.9253	7.211533	-213.9046	9.717923
-212.9997	-1.085012	-212.987	17.60563	-212.9275	7.709284	-212.9156	7.106554	-212.8875	10.08582
-211.9805	-1.061917	-211.9715	17.77449	-211.9416	7.607614	-211.9293	7.005037	-211.8669	10.43315
-210.968	-1.044204	-210.9594	17.94338	-210.9347	7.503756	-210.9294	6.903798	-210.8629	10.78207
-209.9669	-1.028401	-209.9304	18.09295	-209.9103	7.39291	-209.9134	6.802394	-209.852	11.13238
-208.9401	-1.009211	-208.9158	18.23882	-208.8973	7.279987	-208.8943	6.702314	-208.8459	11.50494
-207.9305	-1.000813	-207.9169	18.31072	-207.8922	7.151602	-207.8729	6.580499	-207.847	11.85377
-206.9503	-0.99141	-206.9351	18.38202	-206.9042	7.0242	-206.8708	6.452469	-206.8579	12.21582
-205.9531	-0.982697	-205.956	18.46912	-205.9144	6.903225	-205.8881	6.330358	-205.8593	12.60635
-204.9862	-0.981887	-204.9569	18.53803	-204.9467	6.77313	-204.9121	6.198232	-204.879	12.94243
-203.9898	-0.969675	-203.9659	18.65854	-203.9702	6.665657	-203.9366	6.083789	-203.8999	13.30596
-202.9711	-0.948356	-202.9498	18.80298	-202.9686	6.572566	-202.9376	5.987452	-202.8983	13.69293
-201.9693	-0.931337	-201.9357	18.91502	-201.9729	6.465977	-201.9435	5.888416	-201.898	14.02921
-200.9533	-0.909234	-200.9309	19.01135	-200.9416	6.367238	-200.9235	5.798321	-200.907	14.37881
-199.9345	-0.888491	-199.9242	19.12266	-199.9209	6.26441	-199.9085	5.705888	-199.921	14.72961
-198.9407	-0.877788	-198.9541	19.19462	-198.9254	6.143632	-198.9228	5.605971	-198.9384	15.06146
-197.9561	-0.863603	-197.9715	19.27247	-197.9149	6.025928	-197.8997	5.50531	-197.9373	15.42972
-196.9806	-0.843122	-196.9616	19.3777	-196.9232	5.912147	-196.9223	5.406629	-196.9376	15.81845
-195.9883	-0.822996	-195.9649	19.44781	-195.9252	5.803537	-195.9285	5.31357	-195.9147	16.22402
-194.9924	-0.808325	-194.9542	19.52139	-194.9312	5.698588	-194.9453	5.21957	-194.905	16.60657
-193.964	-0.795711	-193.9641	19.60507	-193.9557	5.599399	-193.9832	5.121975	-193.9296	16.97198
-192.9313	-0.786801	-192.9758	19.70048	-192.9635	5.511157	-192.9665	5.029768	-192.9462	17.33951
-191.9415	-0.77945	-191.9943	19.78014	-191.9754	5.415266	-191.9627	4.935807	-191.9632	17.6703
-190.9365	-0.765064	-190.9882	19.86411	-190.9755	5.323451	-190.9366	4.846413	-190.9754	18.00605
-189.9486	-0.745515	-189.9585	19.95307	-189.9434	5.238463	-189.8853	4.768229	-189.9515	18.35799
-188.9738	-0.73374	-188.9794	19.99198	-188.948	5.131742	-188.8822	4.677097	-188.9467	18.68117
-187.991	-0.724149	-187.9761	20.03116	-187.9458	5.03093	-187.8886	4.588421	-187.9438	19.01874
-187.0137	-0.711947	-186.9823	20.08549	-186.9531	4.933591	-186.89	4.498616	-186.923	19.38281
-186.0138	-0.701509	-186.0223	20.11809	-185.9894	4.827842	-185.9268	4.404586	-185.9347	19.74881
-185.0244	-0.681071	-185.0247	20.18398	-184.9839	4.736293	-184.9481	4.330689	-184.9096	20.10827
-184.004	-0.651412	-184.0041	20.26321	-183.975	4.652462	-183.9441	4.259819	-183.8917	20.4793
-182.9801	-0.632649	-183.008	20.32272	-182.9604	4.572443	-182.9299	4.189984	-182.9008	20.83756
-181.9649	-0.617286	-181.98	20.37303	-181.941	4.49557	-181.9117	4.122371	-181.9052	21.1238
-180.9401	-0.611247	-180.9488	20.41153	-180.935	4.415573	-180.8734	4.045008	-180.9226	21.41788
-179.949	-0.607951	-179.9468	20.43284	-179.9518	4.331205	-179.8806	3.955434	-179.9463	21.68337
-178.9725	-0.595752	-178.9505	20.43684	-178.958	4.240918	-178.9179	3.877382	-178.9723	21.94103
-177.9997	-0.586743	-177.9622	20.43709	-177.9697	4.146686	-177.947	3.793943	-177.9793	22.23798
-177.0104	-0.570586	-176.9775	20.4514	-176.9728	4.067035	-176.9848	3.720863	-176.9682	22.55094
-176.0234	-0.55807	-176.0137	20.45389	-175.9609	3.987387	-176.0214	3.65836	-175.9597	22.85308
-175.0153	-0.545899	-175.0253	20.47012	-174.9876	3.909166	-175.0281	3.587347	-174.932	23.14577
-174.033	-0.525407	-174.0268	20.51738	-173.9823	3.844641	-174.0279	3.530241	-173.9138	23.45053
-173.0309	-0.505747	-173.0504	20.53842	-172.9949	3.767509	-173.0303	3.468359	-172.9033	23.72014
-172.0112	-0.485607	-172.0302	20.56598	-172.0025	3.694574	-172.0067	3.415049	-171.9154	23.98866
-171.0003	-0.466396	-170.9993	20.59126	-170.9763	3.62874	-170.991	3.36292	-170.9124	24.24301
-169.9682	-0.453503	-169.9937	20.57825	-169.9688	3.55757	-169.9844	3.304181	-169.9288	24.45914
-168.9669	-0.446956	-168.9859	20.55992	-168.9688	3.488834	-168.9725	3.245715	-168.9535	24.68437
-167.9826	-0.441952	-167.9919	20.53249	-167.9828	3.418163	-167.9764	3.182729	-167.9585	24.89638
-167.0081	-0.436548	-167.0211	20.49717	-166.9897	3.346812	-166.9939	3.122757	-166.9673	25.09861
-166.0262	-0.424592	-166.0452	20.47165	-165.9909	3.280836	-165.9988	3.070176	-165.9556	25.31809
-165.0494	-0.411284	-165.0355	20.45999	-165.003	3.221289	-165.0233	3.020835	-164.9471	25.51987
-164.0278	-0.393588	-164.0213	20.46166	-163.9913	3.171867	-164.0173	2.973067	-163.944	25.70275
-163.0073	-0.372015	-162.9968	20.46114	-162.9725	3.121959	-163.0205	2.928298	-162.9477	25.87934
-161.9994	-0.356245	-161.9982	20.44707	-161.9669	3.067338	-162.0294	2.878656	-161.9618	26.03356
-160.9786	-0.338181	-161.0007	20.42908	-160.9656	3.01433	-161.008	2.836047	-160.955	26.19333
-159.9953	-0.324	-159.9929	20.39378	-159.9598	2.953305	-160.0064	2.785545	-159.9533	26.34537
-158.9856	-0.312487	-159.0031	20.34609	-158.9618	2.895453	-158.9875	2.74363	-158.9523	26.50846
-157.965	-0.296453	-157.9672	20.31194	-157.9812	2.841274	-157.9644	2.705586	-157.9369	26.6709
-156.9896	-0.289364	-156.9504	20.25996	-156.9488	2.783833	-156.9511	2.657261	-156.9371	26.78311
-155.9931	-0.282266	-155.9649	20.20883	-155.9408	2.729633	-155.9509	2.616838	-155.9275	26.89046
-155.0007	-0.277471	-154.9853	20.16853	-154.9448	2.67806	-154.9484	2.570118	-154.9351	26.97364
-154.0169	-0.274324	-153.9959	20.1182	-153.9372	2.628025	-153.9767	2.519569	-153.9399	27.0238
-152.9689	-0.262692	-153.0066	20.08666	-152.9356	2.588597	-152.993	2.481246	-152.9538	27.10866
-151.9507	-0.247247	-151.9919	20.05366	-151.9376	2.550134	-151.9843	2.448434	-151.9718	27.17936
-150.9375	-0.233831	-150.9942	20.01043	-150.9395	2.509068	-150.9916	2.413869	-150.9604	27.23423
-149.9457	-0.220595	-150.0164	19.96128	-149.938	2.465806	-149.9466	2.383438	-149.9689	27.28244
-148.9597	-0.210255	-149.0263	19.89944	-148.9557	2.414958	-148.9406	2.347956	-148.968	27.30734
-147.9886	-0.201826	-148.0788	19.83379	-147.9764	2.365462	-147.9457	2.308626	-147.9563	27.33712
