Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
Ciclado - 20 Ciclos 1 - 6.3mM	Ciclado - 20 Ciclos 1 - 6.3mM	Ciclado - 20 Ciclos 2 - 6.3mM	Ciclado - 20 Ciclos 2 - 6.3mM	Adsorbido 1 - 6.3mM	Adsorbido 1 - 6.3mM	Adsorbido 2 - 6.3mM	Adsorbido 2 - 6.3mM	Ru 6.3mM Au Desnudo	Ru 6.3mM Au Desnudo
-375.2526	-9.586771								
-376.2526	-9.58857								
-377.2618	-9.584067								
-378.2524	-9.580912								
-379.2548	-9.590699								
-380.2661	-9.590843								
-381.2729	-9.58922								
-382.2896	-9.586708								
-383.3112	-9.579551								
-384.2918	-9.581062								
-385.2546	-9.590466								
-386.2357	-9.604929								
-387.2023	-9.611843								
-388.1947	-9.619659								
-389.212	-9.627354								
-390.2223	-9.631802								
-391.2352	-9.636847								
-392.2255	-9.63851								
-393.2449	-9.638396								
-394.2325	-9.639997								
-395.2351	-9.632351								
-396.2365	-9.625779								
-397.2122	-9.621276								
-398.197	-9.621128								
-399.2072	-9.62812								
-400.2254	-9.632964								
-401.2165	-9.632936								
-402.2434	-9.632453								
-403.2377	-9.636741								
-404.2365	-9.642281								
-405.2417	-9.653909								
-406.2404	-9.665047								
-407.2248	-9.665071								
-408.2109	-9.664297								
-409.2087	-9.660613								
-410.1892	-9.655748								
-411.1862	-9.661146								
-412.1897	-9.671278								
-413.2027	-9.678167								
-414.2279	-9.680392								
-415.2367	-9.681701								
-416.239	-9.677999								
-417.2029	-9.677636								
-418.1781	-9.67697								
-419.1703	-9.673592								
-420.1782	-9.671217								
-421.2071	-9.674393								
-422.2213	-9.677374								
-423.2366	-9.687966								
-424.2269	-9.69708								
-425.2299	-9.699933								
-426.2366	-9.707074								
-427.2407	-9.701632								
-428.2352	-9.704517								
-429.2261	-9.707039								
-430.201	-9.711961								
-431.1829	-9.723091								
-432.2026	-9.72506								
-433.2059	-9.726791								
-434.2006	-9.721165								
-435.1915	-9.720682								
-436.1483	-9.721302								
-437.1293	-9.722245								
-438.1424	-9.725349								
-439.1578	-9.726044								
-440.1844	-9.732731								
-441.2122	-9.738794								
-442.1965	-9.747724								
-443.2052	-9.755239								
-444.2132	-9.756231								
-445.2042	-9.757648								
-446.2271	-9.756888								
-447.2122	-9.756255								
-448.1958	-9.757621								
-449.2057	-9.762993								
-450.2042	-9.767365								
-451.2148	-9.773227								
-452.2379	-9.778526								
-453.2595	-9.778337								
-454.2543	-9.779991								
-455.2709	-9.779712								
-456.2676	-9.781202								
-457.2291	-9.784134								
-458.2239	-9.788147								
-459.2019	-9.797453								
-460.1832	-9.804993								
-461.1796	-9.81259								
-462.1804	-9.818504								
-463.1736	-9.822032								
-464.1797	-9.821327								
-465.1951	-9.820705								
-466.1932	-9.819836								
-467.1883	-9.816322								
-468.1723	-9.819116								
-469.1743	-9.82499								
-470.1927	-9.830893								
-471.2136	-9.836848								
-472.2475	-9.841166								
-473.2294	-9.837021								
-474.2075	-9.83388								
-475.1931	-9.837484								
-476.1693	-9.840695								
-477.2059	-9.851358								
-478.2336	-9.862427								
-479.2392	-9.870768								
-480.264	-9.879519								
-481.2509	-9.885729								
-482.2398	-9.889708								
-483.2505	-9.891104								
-484.2379	-9.888321								
-485.2198	-9.886486								
-486.2141	-9.885204								
-487.205	-9.882465								
-488.1738	-9.8867								
-489.1989	-9.892925								
-490.2109	-9.900473								
-491.2322	-9.904337								
-492.2676	-9.902969								
-493.2491	-9.894802								
-494.2224	-9.893418								
-495.2092	-9.902866								
-496.2115	-9.914915								
-497.2147	-9.93188								
-498.2166	-9.940605								
-499.1982	-9.946696								
-500.1935	-9.95147								
-501.1876	-9.957124								
-502.216	-9.961952								
-503.2456	-9.964554								
-504.2506	-9.966779								
-505.2531	-9.966295								
-506.2285	-9.969001								
-507.1877	-9.970969								
-508.1676	-9.975588								
-509.1538	-9.981519								
-510.1382	-9.982843								
-511.147	-9.978772								
-512.1473	-9.972046								
-513.1462	-9.971572								
-514.145	-9.978408								
-515.1582	-9.994342								
-516.1716	-10.01256								
-517.1786	-10.02355								
-518.206	-10.0316								
-519.2062	-10.03489								
-520.2161	-10.03743								
-521.2397	-10.04186								
-522.2509	-10.04342								
-523.2587	-10.04738								
-524.2698	-10.05161								
-525.2554	-10.05307								
-526.2369	-10.05968								
-527.2247	-10.06589								
-528.1895	-10.06938								
-529.1962	-10.06837								
-530.2006	-10.06133								
-531.2026	-10.05552								
-532.2256	-10.0568								
-533.2328	-10.06763								
-534.2303	-10.08226								
-535.2197	-10.09719								
-536.1968	-10.1064								
-537.1771	-10.11243								
-538.1588	-10.11475								
-539.1725	-10.11719								
-540.2037	-10.12256								
-541.227	-10.12565								
-542.2508	-10.13057								
-543.2564	-10.13111								
-544.2329	-10.13196								
-545.1974	-10.13408								
-546.2002	-10.1386								
-547.1912	-10.14493								
-548.1957	-10.15274								
-549.2047	-10.15767								
-550.2033	-10.16177								
-551.2126	-10.16796								
-552.2055	-10.16824								
-553.2458	-10.17362								
-554.2623	-10.18052								
-555.2388	-10.18279								
-556.2522	-10.18468								
-557.2309	-10.18419								
-558.2153	-10.18668								
-559.2218	-10.19435								
-560.2087	-10.20373								
-561.2006	-10.21355								
-562.2091	-10.21843								
-563.2063	-10.21914								
-564.2086	-10.2282								
-565.1887	-10.24054								
-566.1653	-10.24979								
-567.1693	-10.2584								
-568.1826	-10.25986								
-569.2097	-10.25403								
-570.2245	-10.25665								
-571.2225	-10.26258								
-572.202	-10.26903								
-573.1991	-10.2819								
-574.1938	-10.28624								
-575.1871	-10.28977								
-576.1829	-10.29044								
-577.1718	-10.28987								
-578.1784	-10.29247								
-579.1984	-10.29779								
-580.2212	-10.30547								
-581.2329	-10.31212								
-582.2295	-10.31952								
-583.2316	-10.32208								
-584.2046	-10.32547								
-585.1926	-10.32881								
-586.1688	-10.33022								
-587.1343	-10.33699								
-588.1459	-10.34446								
-589.1498	-10.35369								
-590.1594	-10.36414								
-591.171	-10.37234								
-592.1731	-10.37846								
-593.1788	-10.38519								
-594.1835	-10.38689								
-595.1737	-10.38614								
-596.1616	-10.38803								
-597.1299	-10.38771								
-598.1277	-10.3922								
-598.9658	-10.38676								
-599.2872	-10.36886								
-599.107	-10.34256								
-598.4152	-10.30383								
-597.4097	-10.2717								
-596.4001	-10.25112								
-595.401	-10.23464								
-594.4038	-10.22436								
-593.3948	-10.21063								
-592.3955	-10.19137								
-591.3864	-10.17298								
-590.3931	-10.15495								
-589.405	-10.13705								
-588.4374	-10.11421								
-587.4884	-10.09026								
-586.4984	-10.06987								
-585.4941	-10.04793								
-584.4746	-10.03259								
-583.4291	-10.0139								
-582.4382	-9.994604								
-581.4424	-9.978678								
-580.4629	-9.965309								
-579.4744	-9.951874								
-578.4658	-9.934817								
-577.4564	-9.917538								
-576.4435	-9.896754								
-575.4518	-9.880569								
-574.451	-9.86229								
-573.447	-9.840587								
-572.4342	-9.824102								
-571.4225	-9.811789								
-570.4121	-9.803784								
-569.4091	-9.800766								
-568.4214	-9.790724								
-567.4189	-9.773182								
-566.42	-9.756145								
-565.4316	-9.737825								
-564.4188	-9.718941								
-563.4138	-9.701255								
-562.4177	-9.685145								
-561.4122	-9.672009								
-560.4335	-9.655512								
-559.4661	-9.646346								
-558.4787	-9.637017								
-557.5109	-9.629252								
-556.5024	-9.626123								
-555.4839	-9.615612								
-554.4625	-9.60089								
-553.4435	-9.582373								
-552.4302	-9.564609								
-551.4321	-9.550602								
-550.4489	-9.540802								
-549.4554	-9.529641								
-548.4618	-9.512741								
-547.4585	-9.49456								
-546.4583	-9.48102								
-545.4312	-9.477076								
-544.4302	-9.478056								
-543.4338	-9.476115								
-542.4284	-9.467449								
-541.4373	-9.451225								
-540.4478	-9.434393								
-539.4771	-9.418375								
-538.4868	-9.404768								
-537.524	-9.391549								
-536.5133	-9.375296								
-535.4941	-9.355472								
-534.5059	-9.337822								
-533.4786	-9.324087								
-532.4987	-9.317461								
-531.4955	-9.315025								
-530.4695	-9.307775								
-529.4778	-9.293515								
-528.4555	-9.281683								
-527.4453	-9.269634								
-526.4592	-9.256069								
-525.4528	-9.247172								
-524.4747	-9.232401								
-523.4794	-9.216089								
-522.4612	-9.204948								
-521.4617	-9.196651								
-520.4398	-9.188787								
-519.439	-9.184198								
-518.4495	-9.175923								
-517.4468	-9.163577								
-516.4453	-9.149292								
-515.4483	-9.13554								
-514.4193	-9.121027								
-513.405	-9.105901								
-512.4087	-9.095949								
-511.3961	-9.085635								
-510.4113	-9.071834								
-509.4158	-9.065176								
-508.4369	-9.053753								
-507.4563	-9.041548								
-506.4585	-9.03655								
-505.4664	-9.023736								
-504.4603	-9.009687								
-503.4487	-8.994017								
-502.4364	-8.977543								
-501.4252	-8.960011								
-500.4056	-8.946301								
-499.4169	-8.938668								
-498.4464	-8.922409								
-497.4806	-8.903382								
-496.4983	-8.892443								
-495.5022	-8.881932								
-494.4986	-8.874278								
-493.4909	-8.874191								
-492.4924	-8.864579								
-491.4881	-8.854599								
-490.502	-8.841533								
-489.4994	-8.83322								
-488.5084	-8.821672								
-487.5051	-8.806555								
-486.5102	-8.799632								
-485.499	-8.782851								
-484.4987	-8.765442								
-483.5126	-8.752638								
-482.5073	-8.74526								
-481.5213	-8.732487								
-480.5298	-8.719899								
-479.5304	-8.708392								
-478.533	-8.691963								
-477.5336	-8.683357								
-476.5101	-8.678561								
-475.5044	-8.666258								
-474.4802	-8.651558								
-473.4811	-8.635499								
-472.493	-8.622869								
-471.4955	-8.611059								
-470.5066	-8.601217								
-469.498	-8.595033								
-468.4839	-8.585027								
-467.4709	-8.575405								
-466.4595	-8.565113								
-465.4511	-8.55022								
-464.4496	-8.535658								
-463.4287	-8.518452								
-462.4319	-8.501528								
-461.4221	-8.486301								
-460.4258	-8.471812								
-459.4446	-8.460567								
-458.449	-8.450363								
-457.4725	-8.443968								
-456.4761	-8.43748								
-455.4853	-8.431785								
-454.4887	-8.420819								
-453.4985	-8.403918								
-452.5114	-8.386583								
-451.4944	-8.368495								
-450.4851	-8.353802								
-449.4588	-8.342006								
-448.4333	-8.327316								
-447.4502	-8.306684								
-446.4593	-8.291927								
-445.477	-8.281761								
-444.4923	-8.276926								
-443.498	-8.275907								
-442.4875	-8.269472								
-441.4572	-8.254869								
-440.4422	-8.237648								
-439.4449	-8.224745								
-438.4583	-8.210956								
-437.4891	-8.198799								
-436.4998	-8.186871								
-435.4917	-8.163576								
-434.492	-8.141382								
-433.4854	-8.128344								
-432.4822	-8.116019								
-431.4865	-8.112157								
-430.4827	-8.106328								
-429.4762	-8.092341								
-428.4867	-8.080052								
-427.473	-8.067036								
-426.4583	-8.055547								
-425.468	-8.043429								
-424.4824	-8.028313								
-423.4818	-8.011043								
-422.5088	-7.994723								
-421.5039	-7.980577								
-420.4815	-7.967951								
-419.4843	-7.960441								
-418.4899	-7.951402								
-417.4877	-7.940603								
-416.4842	-7.928182								
-415.4901	-7.912827								
-414.4482	-7.894635								
-413.4132	-7.877494								
-412.3942	-7.863379								
-411.3785	-7.849106								
-410.3695	-7.836958								
-409.4062	-7.825186								
-408.4306	-7.810012								
-407.4192	-7.796816								
-406.4393	-7.785749								
-405.4308	-7.77424								
-404.4125	-7.761667								
-403.4343	-7.742968								
-402.4305	-7.723582								
-401.4296	-7.702875								
-400.4386	-7.685384								
-399.4204	-7.674619								
-398.4296	-7.66053								
-397.4464	-7.641493								
-396.4769	-7.624141								
-395.5039	-7.610656								
-394.5025	-7.600463								
-393.4812	-7.596677								
-392.4493	-7.58639								
-391.4464	-7.571168								
-390.4646	-7.555668								
-389.4825	-7.540868								
-388.4991	-7.533147								
-387.4966	-7.527552								
-386.4912	-7.526421								
-385.5037	-7.514872								
-384.515	-7.501338								
-383.5171	-7.48978								
-382.5313	-7.474296								
-381.5046	-7.469087								
-380.4967	-7.464607								
-379.5181	-7.454328								
-378.5005	-7.442103								
-377.5187	-7.429941								
-376.519	-7.412247								
-375.508	-7.397546								
-374.5233	-7.381216								
-373.5291	-7.361151								
-372.5172	-7.34541								
-371.5088	-7.328348								
-370.4963	-7.316357								
-369.4841	-7.307103								
-368.4861	-7.297454								
-367.5055	-7.285767								
-366.5224	-7.270966								
-365.5205	-7.255526								
-364.5198	-7.23815								
-363.4948	-7.215543								
-362.4554	-7.195215								
-361.4555	-7.175525								
-360.4532	-7.158497								
-359.4582	-7.144797								
-358.5137	-7.129569								
-357.5183	-7.117074								
-356.5394	-7.10615								
-355.5391	-7.100475								
-354.5132	-7.089653								
-353.5189	-7.07381								
-352.5164	-7.054296								
-351.5315	-7.030688								
-350.5192	-7.011949								
-349.5121	-6.997438								
-348.5287	-6.9816								
-347.5234	-6.958655								
-346.5437	-6.940577								
-345.5815	-6.926438								
-344.5846	-6.914512								
-343.5768	-6.908642								
-342.5688	-6.902651								
-341.5305	-6.883042								
-340.5219	-6.857992								
-339.5432	-6.837975								
-338.5555	-6.81412								
-337.5601	-6.796591								
-336.5533	-6.786701								
-335.5453	-6.761772								
-334.5323	-6.736787								
-333.5538	-6.717255								
-332.5507	-6.696221								
-331.5676	-6.682677								
-330.5757	-6.673051								
-329.5622	-6.650681								
-328.5926	-6.62377								
-327.597	-6.599463								
-326.6141	-6.569151								
-325.6218	-6.546								
-324.5921	-6.52078								
-323.5531	-6.504632								
-322.5475	-6.477513								
-321.5321	-6.45065								
-320.544	-6.431942								
-319.5504	-6.405115								
-318.5373	-6.388137								
-317.5347	-6.371909								
-316.5203	-6.34863								
-315.5424	-6.320736								
-314.5334	-6.296448								
-313.5298	-6.270007								
-312.5267	-6.244631								
-311.4974	-6.221283								
-310.4694	-6.188821								
-309.4568	-6.151357								
-308.4599	-6.120978								
-307.4655	-6.093654								
-306.5027	-6.068809								
-305.5193	-6.044641								
-304.508	-6.017321								
-303.5044	-5.986391								
-302.4917	-5.951136								
-301.487	-5.920259								
-300.5001	-5.881564								
-299.5111	-5.836621								
-298.5106	-5.79495								
-297.5279	-5.751332								
-296.5271	-5.708618								
-295.5302	-5.673629								
-294.5314	-5.643								
-293.532	-5.60818								
-292.5391	-5.573978								
-291.5442	-5.533961								
-290.5474	-5.490131								
-289.5464	-5.439077								
-288.5443	-5.385756								
-287.5334	-5.331717								
-286.5098	-5.273682								
-285.4915	-5.226002								
-284.4749	-5.177269								
-283.4734	-5.129408								
-282.5191	-5.085106								
-281.5439	-5.04101								
-280.5735	-4.993548								
-279.5876	-4.941262								
-278.5845	-4.8833								
-277.5835	-4.824369								
-276.5781	-4.765264								
-275.5699	-4.709136								
-274.5688	-4.655412								
-273.5706	-4.592043								
-272.5634	-4.525943								
-271.5666	-4.454865								
-270.5443	-4.383411								
-269.5438	-4.314256								
-268.55	-4.250076								
-267.5438	-4.185246								
-266.5515	-4.115024								
-265.5498	-4.045762								
-264.547	-3.976641								
-263.5701	-3.911359								
-262.5833	-3.840767								
-261.5687	-3.766144								
-260.5489	-3.683578								
-259.5248	-3.588161								
-258.5048	-3.501653								
-257.5085	-3.418554								
-256.5256	-3.340289								
-255.5229	-3.267813								
-254.5269	-3.193816								
-253.5366	-3.116186								
-252.5401	-3.035313								
-251.5578	-2.951078								
-250.5724	-2.861911								
-249.5842	-2.760365								
-248.5596	-2.65472								
-247.5247	-2.552401								
-246.4941	-2.449083								
-245.4752	-2.360825								
-244.49	-2.280418								
-243.5271	-2.200131								
-242.5648	-2.113876								
-241.5842	-2.018592								
-240.5836	-1.918286								
-239.5624	-1.806028								
-238.5432	-1.692785								
-237.5354	-1.58419								
-236.5273	-1.474082								
-235.5249	-1.366423								
-234.5136	-1.269046								
-233.5103	-1.165986								
-232.5189	-1.066603								
-231.537	-0.975872								
-230.5463	-0.87795								
-229.5462	-0.774562								
-228.5289	-0.662454								
-227.5247	-0.550487								
-226.5104	-0.43625								
-225.5109	-0.330172								
-224.5144	-0.236339								
-223.5225	-0.14086								
-222.545	-0.033601								
-221.5276	0.080278								
-220.537	0.195176								
-219.5328	0.317159								
-218.5282	0.419811								
-217.5434	0.516205								
-216.5273	0.620896								
-215.5152	0.722993								
-214.5166	0.819495								
-213.5139	0.913768								
-212.5498	1.009324								
-211.5507	1.102543								
-210.5623	1.206151								
-209.5599	1.325347								
-208.5277	1.436969								
-207.5163	1.53414								
-206.4759	1.633907								
-205.4655	1.715121								
-204.5082	1.787816								
-203.533	1.876234								
-202.5412	1.95921								
-201.5592	2.043254								
-200.5634	2.13951								
-199.554	2.239077								
-198.5688	2.337359								
-197.5595	2.436554								
-196.5244	2.532152								
-195.5214	2.612687								
-194.5356	2.679737								
-193.5407	2.74365								
-192.5624	2.80277								
-191.5841	2.86259								
-190.6139	2.942853								
-189.6133	3.020422								
-188.6021	3.103654								
-187.6026	3.189809								
-186.5906	3.249889								
-185.6065	3.31828								
-184.6111	3.380575								
-183.5983	3.440357								
-182.5909	3.512942								
-181.5948	3.566267								
-180.6084	3.620136								
-179.6267	3.665412								
-178.6274	3.721382								
-177.634	3.769975								
-176.6356	3.8204								
-175.6432	3.866854								
-174.6502	3.906206								
-173.6454	3.952421								
-172.6385	3.993475								
-171.6309	4.057041								
-170.5922	4.106565								
-169.597	4.146466								
-168.6155	4.184677								
-167.6086	4.20133								
-166.6588	4.220681								
-165.6813	4.252398								
-164.6591	4.291286								
-163.6526	4.329805								
-162.6254	4.364749								
-161.579	4.399294								
-160.5598	4.419756								
-159.5557	4.439573								
-158.5665	4.468298								
-157.5769	4.487885								
-156.5965	4.502472								
-155.6057	4.514158								
-154.6146	4.520747								
-153.6178	4.532755								
-152.5966	4.550034								
-151.5939	4.569888								
-150.5642	4.582697								
-149.563	4.587304								
-148.5981	4.591489								
-147.608	4.596685								
-146.6271	4.610961								
-145.6304	4.630505								
-144.5997	4.644971								
-143.5871	4.645354								
-142.5938	4.641224								
-141.5827	4.635445								
-140.6062	4.633657								
-139.6222	4.635858								
-138.613	4.634866								
-137.6238	4.635907								
-136.6259	4.635644								
-135.6318	4.639743								
-134.6207	4.64891								
-133.5916	4.65569								
-132.5812	4.659061								
-131.5469	4.659576								
-130.5464	4.649379								
-129.5624	4.634936								
-128.5706	4.625793								
-127.6007	4.619493								
-126.6224	4.616923								
-125.6316	4.617154								
-124.6317	4.619371								
-123.6251	4.620657								
-122.5944	4.619707								
-121.5891	4.620638								
-120.6026	4.615549								
-119.6014	4.60489								
-118.6273	4.594851								
-117.6253	4.582571								
-116.6051	4.569401								
-115.5942	4.563603								
-114.5931	4.562885								
-113.5919	4.563974								
-112.5881	4.562011								
-111.5874	4.559674								
-110.5693	4.548878								
-109.5659	4.538398								
-108.5798	4.539816								
-107.5776	4.532328								
-106.5714	4.526773								
-105.574	4.516669								
-104.5563	4.502409								
-103.5541	4.491929								
-102.5697	4.483313								
-101.5734	4.478811								
-100.5744	4.470217								
-99.57795	4.460217								
-98.57358	4.450317								
-97.59187	4.442291								
-96.61111	4.439881								
-95.61304	4.444449								
-94.61666	4.442561								
-93.57252	4.433592								
-92.55914	4.418823								
-91.55334	4.402447								
-90.55051	4.391611								
-89.60301	4.380174								
-88.61194	4.373785								
-87.63264	4.364402								
-86.64539	4.35539								
-85.62941	4.350584								
-84.62521	4.348772								
-83.61992	4.345623								
-82.60786	4.339486								
-81.58998	4.333463								
-80.57638	4.318818								
-79.57913	4.303965								
-78.59436	4.290967								
-77.61747	4.281009								
-76.66003	4.271327								
-75.66548	4.267396								
-74.65958	4.266195								
-73.65077	4.261685								
-72.60778	4.259099								
-71.60026	4.253016								
-70.59756	4.247631								
-69.60587	4.236395								
-68.62307	4.232938								
-67.63421	4.223511								
-66.63751	4.21066								
-65.63594	4.205039								
-64.62709	4.196642								
-63.60902	4.195024								
-62.5932	4.19451								
-61.57106	4.191309								
-60.56647	4.183566								
-59.57335	4.176864								
-58.57584	4.17531								
-57.58424	4.175562								
-56.59398	4.169238								
-55.5802	4.159909								
-54.57985	4.146294								
-53.57992	4.132244								
-52.56715	4.12535								
-51.57421	4.119308								
-50.57121	4.114661								
-49.59098	4.106021								
-48.60429	4.096636								
-47.62984	4.089106								
-46.65517	4.088048								
-45.63446	4.092213								
-44.64476	4.087608								
-43.62492	4.078115								
-42.596	4.056606								
-41.60428	4.039044								
-40.59378	4.02992								
-39.60381	4.02213								
-38.63887	4.018301								
-37.64896	4.013961								
-36.65965	4.009561								
-35.65579	4.010625								
-34.642	4.007367								
-33.64022	4.005523								
-32.61972	4.000143								
-31.61556	3.994756								
-30.62287	3.986561								
-29.60863	3.970442								
-28.63175	3.96648								
-27.62743	3.960523								
-26.63605	3.953922								
-25.65815	3.952268								
-24.63813	3.949707								
-23.64812	3.942177								
-22.61942	3.939582								
-21.62174	3.936406								
-20.6264	3.923683								
-19.63057	3.923928								
-18.64439	3.917453								
-17.61629	3.909699								
-16.61957	3.902689								
-15.5953	3.887791								
-14.57123	3.889197								
-13.56526	3.88604								
-12.55825	3.8841								
-11.57167	3.883675								
-10.57257	3.871499								
-9.6024	3.86635								
-8.602516	3.868968								
-7.610543	3.864177								
-6.611274	3.859242								
-5.574548	3.851026								
-4.56589	3.834691								
-3.563497	3.824318								
-2.610542	3.81856								
-1.66244	3.81598								
-0.704716	3.813239								
0.27943	3.805358								
1.282721	3.800324								
2.287091	3.792715								
3.271969	3.793394								
4.250166	3.800868								
5.250582	3.797013								
6.235243	3.791985								
7.233199	3.778021								
8.250482	3.763308								
9.252593	3.758259								
10.25326	3.750147								
11.28551	3.744561								
12.27192	3.738233								
13.25035	3.731061								
14.24708	3.729815								
15.2233	3.731067								
16.23003	3.730168								
17.2511	3.726545								
18.26717	3.719724								
19.26073	3.708305								
20.2544	3.696944								
21.2289	3.68723								
22.20279	3.681203								
23.19591	3.675544								
24.17469	3.672743								
25.18115	3.675256								
26.19431	3.672857								
27.20995	3.670517								
28.24048	3.669104								
29.24478	3.66156								
30.23533	3.656821								
31.22652	3.652214								
32.21339	3.64294								
33.20902	3.636361								
34.21199	3.628609								
35.20187	3.62746								
36.21419	3.629203								
37.22242	3.629546								
38.22785	3.629192								
39.24462	3.624668								
40.21756	3.620008								
41.19561	3.62201								
42.18777	3.621672								
43.18509	3.615704								
44.18655	3.607202								
45.20626	3.594808								
46.23862	3.588292								
47.23757	3.58283								
48.25477	3.580511								
49.25354	3.5773								
50.19743	3.565288								
51.1811	3.560361								
52.17846	3.555621								
53.16917	3.556358								
54.18639	3.565172								
55.21368	3.559256								
56.21261	3.548668								
57.20103	3.531153								
58.22343	3.515005								
59.21813	3.511606								
60.21713	3.509384								
61.21906	3.506816								
62.18984	3.503969								
63.17987	3.501318								
64.17224	3.500697								
65.16582	3.50322								
66.19237	3.504897								
67.19492	3.500263								
68.2005	3.49331								
69.22165	3.486067								
70.20634	3.471734								
71.20601	3.466863								
72.20101	3.464419								
73.20375	3.459408								
74.19674	3.4606								
75.17976	3.460733								
76.18585	3.459653								
77.18062	3.460026								
78.19231	3.461879								
79.20695	3.456623								
80.19255	3.453351								
81.17844	3.446334								
82.17063	3.436947								
83.1454	3.428713								
84.15297	3.423733								
85.17987	3.421631								
86.18257	3.418846								
87.20587	3.418026								
88.22495	3.412728								
89.22551	3.407693								
90.20402	3.409291								
91.20122	3.416724								
92.18871	3.417194								
93.16181	3.413532								
94.18178	3.406319								
95.18021	3.391665								
96.18843	3.385842								
97.21663	3.385442								
98.06812	3.34971								
98.42122	3.298076								
98.24036	3.23724								
97.55191	3.166672								
96.53093	3.125506								
95.50613	3.096805								
94.52656	3.073623								
93.53797	3.053146								
92.53731	3.038206								
91.55763	3.022249								
90.54092	3.002328								
89.54286	2.980719								
88.5401	2.957878								
87.52298	2.935025								
86.50985	2.916658								
85.4924	2.903735								
84.49541	2.887221								
83.49059	2.877045								
82.49907	2.861193								
81.51005	2.855225								
80.50494	2.851487								
79.49922	2.838864								
78.49089	2.831351								
77.47104	2.815672								
76.48434	2.802269								
75.48824	2.791492								
74.50864	2.781208								
73.53498	2.773996								
72.53401	2.761108								
71.55047	2.750498								
70.53714	2.755459								
69.54035	2.744459								
68.53682	2.731746								
67.51653	2.715038								
66.51204	2.686084								
65.47396	2.671349								
64.47395	2.663661								
63.49146	2.667419								
62.51544	2.666035								
61.54326	2.660099								
60.5528	2.652894								
59.57092	2.639705								
58.54657	2.624759								
57.53463	2.6139								
56.53082	2.610828								
55.51128	2.611286								
54.54277	2.612915								
53.56994	2.606381								
52.57302	2.58901								
51.59123	2.568684								
50.59344	2.553162								
49.60321	2.542243								
48.61995	2.532712								
47.59362	2.523829								
46.57373	2.5149								
45.54161	2.508084								
44.50954	2.503136								
43.51936	2.502354								
42.521	2.499189								
41.50758	2.493997								
40.53046	2.491662								
39.53148	2.48221								
38.54342	2.477854								
37.56725	2.479547								
36.56153	2.479063								
35.56039	2.476236								
34.54896	2.466125								
33.56295	2.449126								
32.58266	2.43188								
31.59437	2.419926								
30.60316	2.41059								
29.59521	2.405485								
28.57141	2.393999								
27.5688	2.385534								
26.57864	2.378839								
25.60923	2.370386								
24.61982	2.370653								
23.64429	2.367818								
22.64092	2.364894								
21.61859	2.361479								
20.63444	2.355275								
19.62045	2.349326								
18.62068	2.350197								
17.61771	2.347491								
16.58598	2.341259								
15.58098	2.332486								
14.58603	2.313968								
13.57096	2.300941								
12.59814	2.291852								
11.61302	2.285395								
10.6125	2.283445								
9.640122	2.277219								
8.638411	2.269968								
7.617921	2.26225								
6.603895	2.252877								
5.604044	2.247389								
4.598394	2.243294								
3.60687	2.242039								
2.633459	2.240907								
1.630982	2.237967								
0.653068	2.2365								
-0.318815	2.229781								
-1.311918	2.226227								
-2.261633	2.219652								
-3.235808	2.208254								
-4.234778	2.198764								
-5.225289	2.18545								
-6.253141	2.179488								
-7.264939	2.176336								
-8.248837	2.172962								
-9.23782	2.169605								
-10.21934	2.163425								
-11.23009	2.152883								
-12.25072	2.145057								
-13.23953	2.138415								
-14.24113	2.128952								
-15.22605	2.127836								
-16.22441	2.124642								
-17.24746	2.121778								
-18.26089	2.121335								
-19.26171	2.114232								
-20.23913	2.107501								
-21.25083	2.097197								
-22.27822	2.085073								
-23.28388	2.074903								
-24.29224	2.064692								
-25.28586	2.057423								
-26.24556	2.056802								
-27.23896	2.054605								
-28.23061	2.051511								
-29.21852	2.048802								
-30.22202	2.040695								
-31.23415	2.031032								
-32.25863	2.02262								
-33.26772	2.013219								
-34.27742	2.00563								
-35.28385	2.008933								
-36.26506	2.004865								
-37.24297	1.998644								
-38.24907	1.990814								
-39.23082	1.975251								
-40.23312	1.963208								
-41.27106	1.952657								
-42.2776	1.943874								
-43.27963	1.93373								
-44.29917	1.927292								
-45.27715	1.922041								
-46.25996	1.916612								
-47.25781	1.912434								
-48.24535	1.908361								
-49.24413	1.902557								
-50.24654	1.894176								
-51.25494	1.886179								
-52.23947	1.877189								
-53.23561	1.876539								
-54.23074	1.876377								
-55.22393	1.877575								
-56.23923	1.868191								
-57.2482	1.849426								
-58.24585	1.830999								
-59.23322	1.808076								
-60.26213	1.797975								
-61.27594	1.788623								
-62.28791	1.779753								
-63.32493	1.774634								
-64.30086	1.767276								
-65.28209	1.761877								
-66.26653	1.754885								
-67.24966	1.747506								
-68.23395	1.737965								
-69.23746	1.725105								
-70.25296	1.715107								
-71.26512	1.70871								
-72.2896	1.701229								
-73.29659	1.701038								
-74.29753	1.695404								
-75.29073	1.67986								
-76.27907	1.666167								
-77.27954	1.643545								
-78.28176	1.624111								
-79.27642	1.610798								
-80.2682	1.599873								
-81.28616	1.585077								
-82.30392	1.574208								
-83.31431	1.568214								
-84.32294	1.554504								
-85.31971	1.546441								
-86.31865	1.528225								
-87.32518	1.511829								
-88.32114	1.504039								
