Funcionalizado APTES 1mM	Funcionalizado APTES 1mM
mV	uA
Primeros 45	Primeros 45
273.2672	-0.2241855
272.2781	-0.2247895
271.2929	-0.2248755
270.2943	-0.2266598
269.2936	-0.227142
268.2836	-0.2262456
267.2567	-0.2299002
266.2329	-0.2312125
265.2573	-0.2327977
264.2505	-0.232856
263.2477	-0.2311485
262.2655	-0.2309741
261.2465	-0.2324828
260.2621	-0.2340288
259.2838	-0.2376368
258.2854	-0.238672
257.2804	-0.2394958
256.272	-0.241827
255.2764	-0.2413511
254.2827	-0.244014
253.2966	-0.2469877
252.3057	-0.2481375
251.2803	-0.2489577
250.2792	-0.249998
249.2763	-0.250688
248.2621	-0.2525808
247.2742	-0.2526888
246.2709	-0.2534794
245.2811	-0.2538819
244.2607	-0.2549331
243.2507	-0.2573972
242.2642	-0.2566774
241.259	-0.2587671
240.2803	-0.259327
239.2797	-0.2603967
238.2614	-0.2617484
237.2745	-0.2633797
236.2689	-0.2662935
235.2633	-0.2679297
234.2534	-0.2683738
233.2365	-0.2679644
232.2636	-0.2694305
231.2673	-0.2673218
230.2803	-0.2709576
229.3051	-0.2713983
228.3202	-0.2711495
227.3131	-0.2752958
226.3095	-0.2739537
225.2861	-0.2750219
224.2694	-0.2768724
223.2971	-0.2752025
222.3067	-0.2802908
221.3255	-0.2800333
220.3068	-0.2799797
219.3172	-0.2810429
218.3179	-0.2796189
217.3136	-0.2809774
216.3219	-0.2811886
215.3165	-0.2842484
214.293	-0.2843387
213.287	-0.284597
212.3008	-0.2887383
211.2971	-0.2874214
210.331	-0.2861305
209.3296	-0.2870145
208.3425	-0.2835224
207.3458	-0.2835265
206.3411	-0.2855021
205.3463	-0.2853445
204.331	-0.2850379
203.3416	-0.2860992
202.3495	-0.2861261
201.3299	-0.2873892
200.318	-0.2883784
199.2924	-0.2897733
198.2707	-0.2906892
197.3054	-0.2914605
196.3133	-0.2924796
195.3211	-0.2935488
194.3232	-0.2922442
193.3162	-0.2929347
192.3206	-0.2920638
191.3065	-0.2887259
190.3046	-0.2900814
189.3099	-0.2900461
188.3049	-0.2894386
187.3067	-0.2906792
186.3127	-0.2895804
185.2793	-0.2888612
184.2844	-0.2888324
183.2732	-0.289669
182.2561	-0.2903158
181.2951	-0.2883659
180.2953	-0.2897791
179.3228	-0.2883782
178.3432	-0.2872711
177.3172	-0.2891926
176.3172	-0.2882813
175.2924	-0.2892577
174.2651	-0.289387
173.2614	-0.2889651
172.2476	-0.2881211
171.2695	-0.2863946
170.2951	-0.2859677
169.2967	-0.2856808
168.3099	-0.2850551
167.3004	-0.2860508
166.2985	-0.2854463
165.3274	-0.2844474
164.3308	-0.2853611
163.3495	-0.2836957
162.3213	-0.2844719
161.2912	-0.2840888
160.273	-0.2826087
159.2706	-0.2822855
158.2872	-0.2802245
157.3115	-0.2794038
156.3107	-0.2794262
155.3111	-0.2791004
154.3173	-0.2790624
153.3183	-0.2777641
152.3436	-0.2762664
151.3459	-0.2761472
150.3573	-0.2765826
149.3357	-0.2784967
148.3145	-0.2782549
147.3079	-0.278934
146.2883	-0.2776055
145.2933	-0.2769227
144.2707	-0.2770448
143.2566	-0.2748055
142.2498	-0.275649
141.248	-0.2738373
140.2791	-0.2729044
139.2952	-0.274176
138.3105	-0.2751479
137.3022	-0.2765068
136.2905	-0.2764363
135.2694	-0.2749145
134.2726	-0.2721105
133.2858	-0.2708389
132.2979	-0.2704054
131.3165	-0.2703494
130.3068	-0.2705808
129.2951	-0.2704026
128.285	-0.2686175
127.3047	-0.2681181
126.3081	-0.2681716
125.3128	-0.2682222
124.3141	-0.270317
123.2918	-0.2702184
122.3108	-0.2690786
121.3084	-0.2678877
120.309	-0.266321
119.311	-0.2661655
118.295	-0.265951
117.2946	-0.2668214
116.3125	-0.2682796
115.3103	-0.2683379
114.3255	-0.2654856
113.3362	-0.2657813
112.3202	-0.2624125
111.3325	-0.2624127
110.3221	-0.2633467
109.3366	-0.2632201
108.3538	-0.2650807
107.3612	-0.2634224
106.3901	-0.2662283
105.3717	-0.2651801
104.3832	-0.2645356
103.3602	-0.2656282
102.3322	-0.2635021
101.3682	-0.2620029
100.3633	-0.262232
99.38161	-0.261612
98.387	-0.2614333
97.3585	-0.2630516
96.35082	-0.2621805
95.33964	-0.2614347
94.325	-0.2616875
93.33051	-0.2606177
92.33189	-0.2605308
91.33075	-0.2608954
90.34871	-0.2606813
89.33683	-0.2604403
88.33644	-0.2604764
87.34522	-0.2604809
86.33218	-0.2607173
85.34439	-0.2605928
84.33395	-0.2612355
83.3305	-0.2606471
82.32372	-0.2594193
81.31016	-0.2594052
80.32483	-0.2583528
79.32287	-0.2576742
78.31541	-0.2575016
77.33397	-0.2573238
76.31535	-0.2570952
75.31529	-0.257331
74.33861	-0.2584658
73.33044	-0.2591693
72.33084	-0.2590516
71.3369	-0.2591453
70.33727	-0.2583856
69.34456	-0.2564963
68.35514	-0.2567519
67.33126	-0.2568986
66.3307	-0.2566225
65.3166	-0.257713
64.31793	-0.2573239
63.36086	-0.2569164
62.36942	-0.2565589
61.36903	-0.2557003
60.36008	-0.2554269
59.29945	-0.2548888
58.29189	-0.2551686
57.30092	-0.2558601
56.31446	-0.2564973
55.35373	-0.2571853
54.35843	-0.2564322
53.36089	-0.2552013
52.34422	-0.2545764
51.36144	-0.2538679
50.37128	-0.25351
49.36694	-0.254444
48.38017	-0.2540051
47.3568	-0.2544685
46.34142	-0.255695
45.3517	-0.2547051
44.34023	-0.2546129
43.33342	-0.253489
42.34443	-0.2519622
41.31981	-0.2518843
40.33118	-0.2520468
39.33947	-0.2525846
38.33922	-0.2532434
37.37255	-0.2529961
36.37173	-0.2536232
35.3683	-0.2542872
34.35461	-0.2543121
33.32568	-0.2539689
32.33289	-0.2530323
31.34374	-0.2514654
30.33625	-0.250955
29.35753	-0.2515169
28.35015	-0.2514077
27.35122	-0.2519092
26.37897	-0.2526721
25.37609	-0.2521919
24.40192	-0.2509007
23.41387	-0.2499765
22.38233	-0.2484998
21.37309	-0.2483695
20.36922	-0.2502296
19.386	-0.250576
18.41734	-0.2514126
17.41377	-0.2522821
16.3966	-0.2519251
15.36935	-0.2521538
14.36859	-0.2520357
13.38869	-0.2511867
12.39567	-0.2503943
11.39371	-0.2498941
10.38559	-0.2497396
9.367472	-0.2498398
8.376014	-0.2493094
7.362005	-0.2490423
6.365395	-0.2478268
5.40001	-0.2453913
4.383026	-0.2455521
3.405593	-0.2451905
2.422677	-0.2460149
1.411676	-0.2473888
0.4304042	-0.2475349
-0.5405976	-0.2481479
-1.51577	-0.247214
-2.47047	-0.2475833
-3.4661	-0.2475745
-4.47386	-0.2476799
-5.476203	-0.2490896
-6.503506	-0.2487576
-7.488534	-0.2474819
-8.494366	-0.2482809
-9.517963	-0.2474575
-10.51477	-0.2466588
-11.51389	-0.2474809
-12.50745	-0.2465362
-13.48036	-0.2451445
-14.49837	-0.2460781
-15.50636	-0.2460433
-16.52062	-0.2452197
-17.54877	-0.2457737
-18.52624	-0.2448006
-19.53227	-0.2442551
-20.51413	-0.243986
-21.49314	-0.2443955
-22.50861	-0.2450994
-23.49693	-0.2445076
-24.498	-0.2433298
-25.49269	-0.2426402
-26.48273	-0.2413085
-27.47644	-0.2418905
-28.47561	-0.2426733
-29.4764	-0.2425117
-30.48627	-0.2430952
-31.49781	-0.2419988
-32.50269	-0.2409143
-33.49928	-0.2412376
-34.50706	-0.2416588
-35.49119	-0.2427033
-36.49618	-0.2432707
-37.49789	-0.2424204
-38.48772	-0.2417533
-39.49641	-0.2405252
-40.48694	-0.2411215
-41.51233	-0.2415285
-42.4837	-0.240393
-43.48772	-0.2403615
-44.47923	-0.2391612
-45.46791	-0.2379513
-46.49564	-0.2393245
-47.50143	-0.2399599
-48.50442	-0.2401675
-49.51118	-0.2405069
-50.49656	-0.2393755
-51.48529	-0.2374972
-52.49169	-0.2376815
-53.48564	-0.2379913
-54.50158	-0.2388886
-55.50379	-0.2400828
-56.50274	-0.2406567
-57.49651	-0.240339
-58.48445	-0.2401239
-59.49039	-0.2414233
-60.50733	-0.2414783
-61.5171	-0.2413232
-62.5289	-0.2407078
-63.52934	-0.2385917
-64.50172	-0.2374287
-65.49232	-0.2374517
-66.49512	-0.2372853
-67.49141	-0.2375331
-68.51034	-0.23723
-69.50746	-0.2376861
-70.51743	-0.2376477
-71.51192	-0.2375337
-72.49909	-0.2384125
-73.5062	-0.2382608
-74.49897	-0.2373191
-75.50219	-0.2380001
-76.50189	-0.2370153
-77.49236	-0.2358808
-78.48097	-0.2371711
-79.48064	-0.2373111
-80.4943	-0.2378876
-81.49483	-0.2385288
-82.49749	-0.2380185
-83.50684	-0.2365936
-84.4893	-0.2372877
-85.50791	-0.2371045
-86.51282	-0.2373215
-87.50653	-0.237643
-88.53358	-0.2370288
-89.53313	-0.2367897
-90.51855	-0.2357594
-91.51721	-0.2367289
-92.51151	-0.2351505
-93.51893	-0.2347865
-94.53182	-0.2354992
-95.5335	-0.2341677
